event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2013-03-01T01:39:08	POINT(40.17462 -378.81)	POLYGON((-19.81536 -440.418,96.4908 -441.1044,104.706 -315.8964,-21.50244 -315.1476,-19.81536 -440.418))		POINT(2.73706 -30.1299)	POLYGON((-1.41054 -34.1417,6.88466 -34.1417,6.88466 -26.1181,-1.41054 -26.1181,-1.41054 -34.1417))			Forward-S Sigmoid	null	null	57.3343	null	null
SG	2013-03-01T08:17:32	POINT(89.9118 -386.133)	POLYGON((22.61058 -455.0934,147.6546 -456.7614,162.2634 -315.441,24.8478 -313.5978,22.61058 -455.0934))		POINT(6.16361 -30.5734)	POLYGON((1.628865 -35.12136,10.698355 -35.12136,10.698355 -26.02544,1.628865 -26.02544,1.628865 -35.12136))			Forward-S Sigmoid	null	null	33.7833	null	null
SG	2013-03-01T13:16:56	POINT(127.7994 -381.4596)	POLYGON((68.8998 -441.36,175.233 -443.3832,189.9888 -320.271,74.7018 -318.0666,68.8998 -441.36))		POINT(8.74852 -30.238)	POLYGON((4.913605 -34.19087,12.583435 -34.19087,12.583435 -26.28513,4.913605 -26.28513,4.913605 -34.19087))			Forward-S Sigmoid	null	null	6.05116	null	null
SG	2013-03-01T20:17:44	POINT(183.6006 -387.525)	POLYGON((120.0906 -451.8168,228.9438 -454.8408,250.2318 -321.6762,131.2584 -318.3534,120.0906 -451.8168))		POINT(12.6639 -30.5476)	POLYGON((8.65469 -34.839845,16.67311 -34.839845,16.67311 -26.255355,8.65469 -26.255355,8.65469 -34.839845))			Forward-S Sigmoid	null	null	12.9175	null	null
SG	2013-03-01T20:47:44	POINT(187.245 -383.4534)	POLYGON((125.5656 -445.8354,231.2178 -448.8246,251.7684 -319.6326,136.7274 -316.362,125.5656 -445.8354))		POINT(12.8837 -30.2806)	POLYGON((9.008115 -34.43614,16.759285 -34.43614,16.759285 -26.12506,9.008115 -26.12506,9.008115 -34.43614))			Inverse-S Sigmoid	null	null	8.09702	null	null
SG	2013-03-02T02:47:32	POINT(233.8272 -382.8792)	POLYGON((176.6406 -440.4042,270.8262 -443.7792,292.9236 -324.1212,191.0556 -320.454,176.6406 -440.4042))		POINT(16.1476 -30.1522)	POLYGON((12.65909 -34.001365,19.63611 -34.001365,19.63611 -26.303035,12.65909 -26.303035,12.65909 -34.001365))			Forward-S Sigmoid	null	null	11.4674	null	null
SG	2013-03-02T06:17:32	POINT(-210.5232 425.553)	POLYGON((-264.1428 371.286,-164.1294 374.2896,-157.5288 477.9006,-253.5204 475.0068,-264.1428 371.286))		POINT(-13.2333 18.9284)	POLYGON((-16.37735 15.52406,-10.08925 15.52406,-10.08925 22.33274,-16.37735 22.33274,-16.37735 15.52406))			Forward-S Sigmoid	null	null	10.8182	null	null
SG	2013-03-02T06:47:32	POINT(-205.0632 425.2386)	POLYGON((-256.3746 373.3506,-160.5318 376.1502,-154.3566 475.3686,-246.5142 472.6668,-256.3746 373.3506))		POINT(-12.8816 18.897)	POLYGON((-15.89178 15.637905,-9.87142 15.637905,-9.87142 22.156095,-15.89178 22.156095,-15.89178 15.637905))			Forward-S Sigmoid	null	null	17.3899	null	null
SG	2013-03-02T08:47:32	POINT(684.51 -234.4584)	POLYGON((613.176 -302.3694,709.47 -315.7884,749.592 -165.9528,647.868 -151.692,613.176 -302.3694))		POINT(48.1425 -18.8722)	POLYGON((43.48021 -23.46658,52.80479 -23.46658,52.80479 -14.27782,43.48021 -14.27782,43.48021 -23.46658))			Forward-S Sigmoid	null	null	35.9028	null	null
SG	2013-03-02T14:47:32	POINT(-136.6494 429.6978)	POLYGON((-186.0726 379.947,-91.6854 381.7608,-88.2282 477.7914,-179.0562 476.04,-186.0726 379.947))		POINT(-8.55327 19.081)	POLYGON((-11.479325 15.91999,-5.627215 15.91999,-5.627215 22.24201,-11.479325 22.24201,-11.479325 15.91999))			Forward-S Sigmoid	null	null	12.325	null	null
