event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2013-10-01T07:28:56	POINT(-495.4908 -14.78592)	POLYGON((-546.7704 -67.3878,-445.5276 -74.5518,-441.0996 38.28234,-541.338 45.34266,-546.7704 -67.3878))		POINT(-31.113 4.86451)	POLYGON((-34.641815 1.498625,-27.584185 1.498625,-27.584185 8.230395,-34.641815 8.230395,-34.641815 1.498625))			Forward-S Sigmoid	null	null	6.36702	null	null
SG	2013-10-01T08:28:56	POINT(-486.3834 -15.52392)	POLYGON((-539.9538 -70.4892,-434.007 -77.7984,-429.5136 39.95022,-534.3654 47.1486,-539.9538 -70.4892))		POINT(-30.4778 4.85671)	POLYGON((-34.145835 1.34441,-26.809765 1.34441,-26.809765 8.36901,-34.145835 8.36901,-34.145835 1.34441))			Forward-S Sigmoid	null	null	6.92067	null	null
SG	2013-10-01T08:58:56	POINT(-482.3208 -16.01706)	POLYGON((-535.671 -70.728,-430.161 -77.9238,-425.7438 39.1983,-530.1714 46.28592,-535.671 -70.728))		POINT(-30.1953 4.84308)	POLYGON((-33.83748 1.3496,-26.55312 1.3496,-26.55312 8.33656,-33.83748 8.33656,-33.83748 1.3496))			Forward-S Sigmoid	null	null	6.25461	null	null
SG	2013-10-01T09:58:56	POINT(-165.2616 -310.5048)	POLYGON((-200.757 -346.2636,-126.2994 -347.8356,-128.5536 -274.0608,-204.3396 -272.4654,-200.757 -346.2636))		POINT(-10.116 -12.2242)	POLYGON((-12.44227 -14.546145,-7.78973 -14.546145,-7.78973 -9.902255,-12.44227 -9.902255,-12.44227 -14.546145))			Forward-S Sigmoid	null	null	18.844	null	null
SG	2013-10-01T09:58:56	POINT(-475.1784 -16.21278)	POLYGON((-530.5998 -73.0632,-420.8556 -80.3988,-416.3556 41.1804,-524.9286 48.40122,-530.5998 -73.0632))		POINT(-29.7025 4.85836)	POLYGON((-33.471865 1.23207,-25.933135 1.23207,-25.933135 8.48465,-33.471865 8.48465,-33.471865 1.23207))			Forward-S Sigmoid	null	null	6.12096	null	null
SG	2013-10-01T10:28:56	POINT(-470.256 -16.23168)	POLYGON((-525.3666 -72.7254,-416.28 -79.9158,-411.8448 40.7958,-519.7716 47.87448,-525.3666 -72.7254))		POINT(-29.3647 4.87577)	POLYGON((-33.0988 1.275555,-25.6306 1.275555,-25.6306 8.475985,-33.0988 8.475985,-33.0988 1.275555))			Forward-S Sigmoid	null	null	6.19048	null	null
SG	2013-10-01T10:58:56	POINT(-465.8076 -16.70142)	POLYGON((-521.9346 -74.2374,-410.7498 -81.4746,-406.3068 41.38914,-516.2898 48.5115,-521.9346 -74.2374))		POINT(-29.0591 4.86427)	POLYGON((-32.85347 1.19994,-25.26473 1.19994,-25.26473 8.5286,-32.85347 8.5286,-32.85347 1.19994))			Forward-S Sigmoid	null	null	6.54649	null	null
SG	2013-10-01T10:58:56	POINT(604.308 -391.341)	POLYGON((562.2636 -432.1014,625.662 -425.3838,644.796 -349.5654,579.4632 -356.4672,562.2636 -432.1014))		POINT(41.684 -19.0819)	POLYGON((38.956105 -21.56338,44.411895 -21.56338,44.411895 -16.60042,38.956105 -16.60042,38.956105 -21.56338))			Inverse-S Sigmoid	null	null	50.5699	null	null
SG	2013-10-01T11:28:56	POINT(-462.501 -16.77498)	POLYGON((-518.838 -74.5134,-407.229 -81.7092,-402.804 41.52042,-513.2022 48.60222,-518.838 -74.5134))		POINT(-28.8332 4.87175)	POLYGON((-32.63364 1.19662,-25.03276 1.19662,-25.03276 8.54688,-32.63364 8.54688,-32.63364 1.19662))			Forward-S Sigmoid	null	null	6.6949	null	null
SG	2013-10-01T11:58:56	POINT(-458.7438 -16.45782)	POLYGON((-514.884 -73.965,-403.7142 -81.0564,-399.3186 41.59944,-509.28 48.57792,-514.884 -73.965))		POINT(-28.5783 4.90405)	POLYGON((-32.35446 1.24622,-24.80214 1.24622,-24.80214 8.56188,-32.35446 8.56188,-32.35446 1.24622))			Forward-S Sigmoid	null	null	6.45473	null	null
SG	2013-10-01T12:28:56	POINT(-454.6608 -16.03812)	POLYGON((-508.443 -71.0484,-402.141 -77.7492,-397.9224 39.47172,-503.1114 46.0704,-508.443 -71.0484))		POINT(-28.3022 4.94351)	POLYGON((-31.90352 1.44807,-24.70088 1.44807,-24.70088 8.43895,-31.90352 8.43895,-31.90352 1.44807))			Forward-S Sigmoid	null	null	7.15051	null	null
SG	2013-10-01T12:58:56	POINT(-135.2004 -311.9796)	POLYGON((-177.3516 -354.4272,-89.5818 -355.935,-91.4898 -268.566,-181.1292 -267.0318,-177.3516 -354.4272))		POINT(-8.26305 -12.2861)	POLYGON((-10.997155 -15.037325,-5.528945 -15.037325,-5.528945 -9.534875,-10.997155 -9.534875,-10.997155 -15.037325))			Forward-S Sigmoid	null	null	21.0472	null	null
SG	2013-10-01T12:58:56	POINT(-450.468 -16.51938)	POLYGON((-504.114 -71.3652,-398.0724 -77.9694,-393.924 38.8239,-498.8616 45.3276,-504.114 -71.3652))		POINT(-28.0169 4.92961)	POLYGON((-31.59964 1.447045,-24.43416 1.447045,-24.43416 8.412175,-31.59964 8.412175,-31.59964 1.447045))			Forward-S Sigmoid	null	null	7.65098	null	null
SG	2013-10-01T13:28:56	POINT(-445.7346 -16.94244)	POLYGON((-499.0554 -71.4246,-393.6648 -77.8986,-389.5998 38.0301,-493.9038 44.4066,-499.0554 -71.4246))		POINT(-27.6961 4.92095)	POLYGON((-31.246145 1.464315,-24.146055 1.464315,-24.146055 8.377585,-31.246145 8.377585,-31.246145 1.464315))			Forward-S Sigmoid	null	null	7.86644	null	null
