event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2013-02-01T00:14:08	POINT(522.2808 554.8986)	POLYGON((434.3304 478.8666,652.692 460.4526,579.8046 624.348,385.7934 640.824,434.3304 478.8666))		POINT(38.1034 29.9482)	POLYGON((29.1338 24.108,47.073 24.108,47.073 35.7884,29.1338 35.7884,29.1338 24.108))			Forward-S Sigmoid	null	null	71.8463	null	null
SG	2013-02-01T08:44:08	POINT(380.0358 -110.8842)	POLYGON((310.1868 -179.682,433.824 -185.286,447.8106 -42.05718,320.1906 -36.23388,310.1868 -179.682))		POINT(23.4122 -12.0752)	POLYGON((19.29359 -16.30894,27.53081 -16.30894,27.53081 -7.84146,19.29359 -7.84146,19.29359 -16.30894))			Inverse-S Sigmoid	null	null	7.40507	null	null
SG	2013-02-01T09:14:08	POINT(386.589 -109.425)	POLYGON((318.5958 -176.3808,438.8766 -181.9452,452.5254 -42.45018,328.5066 -36.67584,318.5958 -176.3808))		POINT(23.8315 -11.9731)	POLYGON((19.816185 -16.09569,27.846815 -16.09569,27.846815 -7.85051,19.816185 -7.85051,19.816185 -16.09569))			Inverse-S Sigmoid	null	null	7.41059	null	null
SG	2013-02-01T09:44:08	POINT(391.8204 -110.0178)	POLYGON((323.4906 -177.27,444.105 -182.9424,458.016 -42.744,333.6264 -36.85614,323.4906 -177.27))		POINT(24.1769 -11.9949)	POLYGON((20.13855 -16.138835,28.21525 -16.138835,28.21525 -7.850965,20.13855 -7.850965,20.13855 -16.138835))			Inverse-S Sigmoid	null	null	9.31186	null	null
SG	2013-02-01T10:14:08	POINT(490.5966 -72.465)	POLYGON((445.1046 -117.1542,525.7986 -122.1666,534.3924 -27.86568,452.3814 -22.74954,445.1046 -117.1542))		POINT(30.5749 -9.47823)	POLYGON((27.75988 -12.25537,33.38992 -12.25537,33.38992 -6.70109,27.75988 -6.70109,27.75988 -12.25537))			Forward-S Sigmoid	null	null	10.0564	null	null
SG	2013-02-01T10:44:08	POINT(493.4808 -71.706)	POLYGON((446.1312 -118.1772,530.0112 -123.429,538.9734 -25.33428,453.6768 -19.96992,446.1312 -118.1772))		POINT(30.7692 -9.42452)	POLYGON((27.83631 -12.31347,33.70209 -12.31347,33.70209 -6.53557,27.83631 -6.53557,27.83631 -12.31347))			Forward-S Sigmoid	null	null	9.62758	null	null
SG	2013-02-01T11:14:08	POINT(496.3464 -70.599)	POLYGON((452.8092 -113.382,530.1042 -118.2606,538.2864 -27.90372,459.7998 -22.92936,452.8092 -113.382))		POINT(30.9605 -9.35044)	POLYGON((28.25562 -12.011055,33.66538 -12.011055,33.66538 -6.689825,28.25562 -6.689825,28.25562 -12.011055))			Forward-S Sigmoid	null	null	14.4474	null	null
SG	2013-02-01T23:14:08	POINT(-425.0526 262.7268)	POLYGON((-486.429 199.4202,-369.6882 205.5864,-361.3506 324.498,-475.4622 318.4386,-486.429 199.4202))		POINT(-26.207 10.1303)	POLYGON((-30.050685 6.503615,-22.363315 6.503615,-22.363315 13.756985,-30.050685 13.756985,-30.050685 6.503615))			Inverse-S Sigmoid	null	null	13.4053	null	null
SG	2013-02-02T00:44:08	POINT(-412.6632 262.7064)	POLYGON((-477.1134 196.191,-354.1362 202.4556,-345.7764 327.528,-465.8544 321.3774,-477.1134 196.191))		POINT(-25.3835 10.0859)	POLYGON((-29.4026 6.2714,-21.3644 6.2714,-21.3644 13.9004,-29.4026 13.9004,-29.4026 6.2714))			Inverse-S Sigmoid	null	null	15.5409	null	null
SG	2013-02-02T03:44:08	POINT(-469.1604 243.831)	POLYGON((-515.3268 196.4352,-427.8036 201.6702,-421.35 290.412,-507.5544 285.2358,-515.3268 196.4352))		POINT(-29.0806 9.1175)	POLYGON((-32.03878 6.4257,-26.12242 6.4257,-26.12242 11.8093,-32.03878 11.8093,-32.03878 6.4257))			Inverse-S Sigmoid	null	null	6.62715	null	null
