event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2013-04-01T00:17:32	POINT(216.5844 -60.303)	POLYGON((149.4246 -127.3104,276.1644 -130.6728,283.1892 6.45384,153.2256 9.92166,149.4246 -127.3104))		POINT(13.1751 -9.9554)	POLYGON((9.18649 -14.04202,17.16371 -14.04202,17.16371 -5.86878,9.18649 -5.86878,9.18649 -14.04202))			Inverse-S Sigmoid	null	null	11.6457	null	null
SG	2013-04-01T00:47:32	POINT(219.0342 -59.98716)	POLYGON((155.6832 -123.1902,275.2812 -126.4008,281.865 2.991876,159.4068 6.29718,155.6832 -123.1902))		POINT(13.326 -9.93163)	POLYGON((9.564255 -13.787285,17.087745 -13.787285,17.087745 -6.075975,9.564255 -6.075975,9.564255 -13.787285))			Inverse-S Sigmoid	null	null	9.44643	null	null
SG	2013-04-01T01:47:32	POINT(-596.0466 111.9072)	POLYGON((-633.36 73.2912,-557.6178 80.1186,-556.4934 150.1566,-632.082 143.3226,-633.36 73.2912))		POINT(-38.2154 1.53862)	POLYGON((-41.0884 -0.56305,-35.3424 -0.56305,-35.3424 3.64029,-41.0884 3.64029,-41.0884 -0.56305))			Forward-S Sigmoid	null	null	13.72	null	null
SG	2013-04-01T02:17:32	POINT(-592.1256 111.7656)	POLYGON((-630.324 72.2112,-552.7206 79.131,-551.5992 150.9372,-629.046 144.0108,-630.324 72.2112))		POINT(-37.9182 1.50992)	POLYGON((-40.84987 -0.6447,-34.98653 -0.6447,-34.98653 3.66454,-40.84987 3.66454,-40.84987 -0.6447))			Forward-S Sigmoid	null	null	6.84662	null	null
SG	2013-04-01T02:47:32	POINT(-587.9556 112.6374)	POLYGON((-625.71 73.5738,-549.0834 80.3286,-547.9596 151.326,-624.432 144.5652,-625.71 73.5738))		POINT(-37.6048 1.54099)	POLYGON((-40.48716 -0.5895,-34.72244 -0.5895,-34.72244 3.67148,-40.48716 3.67148,-40.48716 -0.5895))			Forward-S Sigmoid	null	null	6.06051	null	null
SG	2013-04-01T03:47:32	POINT(-294.9294 -259.4742)	POLYGON((-354.7464 -322.5426,-216.345 -317.1216,-228.0036 -195.798,-373.8588 -201.5406,-354.7464 -322.5426))		POINT(-19.2282 -21.7901)	POLYGON((-24.06196 -25.53419,-14.39444 -25.53419,-14.39444 -18.04601,-24.06196 -18.04601,-24.06196 -25.53419))			Forward-S Sigmoid	null	null	9.61598	null	null
SG	2013-04-01T04:17:32	POINT(-578.6094 116.901)	POLYGON((-617.718 76.4274,-538.476 83.2356,-537.1776 156.9672,-616.23 150.1548,-617.718 76.4274))		POINT(-36.9105 1.75121)	POLYGON((-39.863525 -0.462395,-33.957475 -0.462395,-33.957475 3.964815,-39.863525 3.964815,-39.863525 -0.462395))			Inverse-S Sigmoid	null	null	11.8623	null	null
SG	2013-04-01T04:17:32	POINT(-289.3458 -254.1936)	POLYGON((-342.9084 -310.2612,-219.9906 -305.559,-230.3118 -197.6634,-358.9938 -202.6092,-342.9084 -310.2612))		POINT(-18.8079 -21.4782)	POLYGON((-23.06312 -24.80251,-14.55268 -24.80251,-14.55268 -18.15389,-23.06312 -18.15389,-23.06312 -24.80251))			Inverse-S Sigmoid	null	null	6.58852	null	null
SG	2013-04-01T05:17:32	POINT(-281.3352 -257.1558)	POLYGON((-334.9188 -313.2144,-212.2416 -308.661,-222.3264 -200.6208,-350.8296 -205.413,-334.9188 -313.2144))		POINT(-18.2945 -21.6767)	POLYGON((-22.53558 -25.00839,-14.05342 -25.00839,-14.05342 -18.34501,-22.53558 -18.34501,-22.53558 -25.00839))			Inverse-S Sigmoid	null	null	10.3714	null	null
SG	2013-04-01T06:17:32	POINT(-273.3228 -255.1866)	POLYGON((-328.4718 -312.9012,-202.665 -308.3838,-212.5434 -196.9716,-344.4798 -201.732,-328.4718 -312.9012))		POINT(-17.7425 -21.5718)	POLYGON((-22.078135 -25.0055,-13.406865 -25.0055,-13.406865 -18.1381,-22.078135 -18.1381,-22.078135 -25.0055))			Inverse-S Sigmoid	null	null	6.31831	null	null
