event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2012-07-01T00:26:57	POINT(-417.6378 268.527)	POLYGON((-459.0414 226.575,-388.0398 224.7198,-375.6228 309.9936,-444.3546 311.775,-459.0414 226.575))		POINT(-27.7881 19.0335)	POLYGON((-30.319965 16.343845,-25.256235 16.343845,-25.256235 21.723155,-30.319965 21.723155,-30.319965 16.343845))			Forward-S Sigmoid	null	null	11.7747	null	null
SG	2012-07-01T01:56:57	POINT(-466.3212 206.004)	POLYGON((-528.357 142.3308,-417.3348 139.0338,-401.7702 268.9188,-508.6578 272.0526,-528.357 142.3308))		POINT(-30.6385 15.0636)	POLYGON((-34.621515 11.037605,-26.655485 11.037605,-26.655485 19.089595,-34.621515 19.089595,-34.621515 11.037605))			Inverse-S Sigmoid	null	null	6.6006	null	null
SG	2012-07-01T01:56:57	POINT(-385.5576 224.1804)	POLYGON((-445.7208 162.9756,-337.236 160.437,-324.1092 284.5878,-428.3754 286.9986,-445.7208 162.9756))		POINT(-25.0801 16.3202)	POLYGON((-28.79358 12.45498,-21.36662 12.45498,-21.36662 20.18542,-28.79358 20.18542,-28.79358 12.45498))			Forward-S Sigmoid	null	null	21.5947	null	null
SG	2012-07-01T02:56:57	POINT(-551.1642 275.2326)	POLYGON((-605.652 219.0834,-516.6582 215.6112,-494.2422 330.492,-579.381 333.7764,-605.652 219.0834))		POINT(-38.0335 19.1957)	POLYGON((-41.590255 15.562005,-34.476745 15.562005,-34.476745 22.829395,-41.590255 22.829395,-41.590255 15.562005))			Forward-S Sigmoid	null	null	6.7786	null	null
SG	2012-07-01T09:26:57	POINT(-379.473 180.5928)	POLYGON((-418.3008 141.3228,-347.2104 139.6932,-340.002 219.6222,-409.6176 221.2062,-418.3008 141.3228))		POINT(-24.3324 13.6685)	POLYGON((-26.739065 11.20655,-21.925735 11.20655,-21.925735 16.13045,-26.739065 16.13045,-26.739065 11.20655))			Forward-S Sigmoid	null	null	20.8024	null	null
SG	2012-07-01T12:26:57	POINT(-628.02 235.6572)	POLYGON((-685.2 175.9644,-589.8096 171.3126,-566.6028 294.5628,-658.248 298.9794,-685.2 175.9644))		POINT(-43.7764 16.5546)	POLYGON((-47.888765 12.70231,-39.664035 12.70231,-39.664035 20.40689,-47.888765 20.40689,-47.888765 12.70231))			Inverse-S Sigmoid	null	null	28.6091	null	null
SG	2012-07-01T12:56:57	POINT(-224.3718 303.069)	POLYGON((-289.6602 237.6426,-169.7382 236.0496,-160.1892 367.1142,-273.3672 368.5986,-289.6602 237.6426))		POINT(-14.7391 21.5097)	POLYGON((-18.668705 17.324625,-10.809495 17.324625,-10.809495 25.694775,-18.668705 25.694775,-18.668705 17.324625))			Forward-S Sigmoid	null	null	7.21092	null	null
SG	2012-07-01T12:56:57	POINT(-624.384 234.5814)	POLYGON((-681.012 175.5282,-586.4142 170.9646,-563.673 292.869,-654.612 297.2046,-681.012 175.5282))		POINT(-43.4436 16.5005)	POLYGON((-47.49876 12.69153,-39.38844 12.69153,-39.38844 20.30947,-47.49876 20.30947,-47.49876 12.69153))			Inverse-S Sigmoid	null	null	24.0691	null	null
SG	2012-07-01T12:56:57	POINT(-375.1746 -332.5416)	POLYGON((-419.2782 -378.342,-315.3744 -380.8854,-326.5584 -285.6204,-434.1432 -283.0098,-419.2782 -378.342))		POINT(-24.5793 -17.8573)	POLYGON((-28.283615 -20.937955,-20.874985 -20.937955,-20.874985 -14.776645,-28.283615 -14.776645,-28.283615 -20.937955))			Inverse-S Sigmoid	null	null	75.9891	null	null
SG	2012-07-01T15:56:57	POINT(-142.191 -286.9062)	POLYGON((-179.496 -324.6156,-101.1762 -325.2726,-103.4664 -248.5854,-183.5586 -247.9182,-179.496 -324.6156))		POINT(-8.91958 -14.6796)	POLYGON((-11.427475 -17.11303,-6.411685 -17.11303,-6.411685 -12.24617,-11.427475 -12.24617,-11.427475 -17.11303))			Inverse-S Sigmoid	null	null	20.9873	null	null
SG	2012-07-01T18:26:57	POINT(-99.375 -293.1036)	POLYGON((-144.8082 -339.0162,-50.62062 -339.5688,-52.0587 -246.2658,-148.9218 -245.7024,-144.8082 -339.0162))		POINT(-6.23124 -15.0427)	POLYGON((-9.24365 -18.010285,-3.21883 -18.010285,-3.21883 -12.075115,-9.24365 -12.075115,-9.24365 -18.010285))			Inverse-S Sigmoid	null	null	9.72805	null	null
SG	2012-07-01T22:26:57	POINT(-560.2608 235.0806)	POLYGON((-622.626 170.3958,-516.2904 166.08,-494.187 298.8354,-595.98 302.9148,-622.626 170.3958))		POINT(-38.143 16.7392)	POLYGON((-42.34548 12.591325,-33.94052 12.591325,-33.94052 20.887075,-42.34548 20.887075,-42.34548 12.591325))			Inverse-S Sigmoid	null	null	12.1416	null	null
SG	2012-07-01T22:56:57	POINT(-555.99 239.6718)	POLYGON((-621.33 171.8262,-510.006 167.3496,-486.693 306.465,-592.9404 310.6812,-621.33 171.8262))		POINT(-37.8706 17.0366)	POLYGON((-42.255685 12.68418,-33.485515 12.68418,-33.485515 21.38902,-42.255685 21.38902,-42.255685 12.68418))			Inverse-S Sigmoid	null	null	7.71598	null	null
SG	2012-07-02T00:56:57	POINT(-99.33 228.12)	POLYGON((-143.118 184.5138,-57.97248 184.029,-56.31564 271.3158,-139.0278 271.7826,-143.118 184.5138))		POINT(-6.28674 16.9183)	POLYGON((-8.95758 14.199465,-3.6159 14.199465,-3.6159 19.637135,-8.95758 19.637135,-8.95758 14.199465))			Inverse-S Sigmoid	null	null	7.29278	null	null
