event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2013-11-01T12:18:56	POINT(416.604 -236.0664)	POLYGON((336.0174 -313.7856,479.2902 -308.4396,493.5474 -156.255,346.0164 -161.7078,336.0174 -313.7856))		POINT(25.8466 -10.1842)	POLYGON((20.97644 -14.820895,30.71676 -14.820895,30.71676 -5.547505,20.97644 -5.547505,20.97644 -14.820895))			Inverse-S Sigmoid	null	null	9.3299	null	null
SG	2013-11-01T13:48:56	POINT(-128.8782 -347.0526)	POLYGON((-165.381 -383.9058,-88.7028 -384.7338,-90.9492 -309.4752,-169.569 -308.6304,-165.381 -383.9058))		POINT(-7.96223 -16.66)	POLYGON((-10.379445 -19.039585,-5.545015 -19.039585,-5.545015 -14.280415,-10.379445 -14.280415,-10.379445 -19.039585))			Forward-S Sigmoid	null	null	12.2077	null	null
SG	2013-11-01T14:53:56	POINT(-572.7678 300.0642)	POLYGON((-610.74 261.3318,-552.3414 257.7816,-533.6988 338.373,-590.1324 341.7858,-610.74 261.3318))		POINT(-39.3363 21.3751)	POLYGON((-41.69815 18.87046,-36.97445 18.87046,-36.97445 23.87974,-41.69815 23.87974,-41.69815 18.87046))			Inverse-S Sigmoid	null	null	16.2717	null	null
SG	2013-11-01T20:23:56	POINT(455.8422 -228.2418)	POLYGON((407.4936 -275.4276,494.1606 -271.845,502.6008 -180.3192,414.456 -183.942,407.4936 -275.4276))		POINT(28.4574 -9.82967)	POLYGON((25.47171 -12.61121,31.44309 -12.61121,31.44309 -7.04813,25.47171 -7.04813,25.47171 -12.61121))			Inverse-S Sigmoid	null	null	13.4918	null	null
SG	2013-11-01T22:53:56	POINT(698.214 -280.6716)	POLYGON((654.174 -322.9806,723.834 -317.0856,739.512 -237.6438,668.352 -243.636,654.174 -322.9806))		POINT(47.8875 -13.9728)	POLYGON((44.675195 -16.428265,51.099805 -16.428265,51.099805 -11.517335,44.675195 -11.517335,44.675195 -16.428265))			Inverse-S Sigmoid	null	null	12.5822	null	null
SG	2013-11-01T23:53:56	POINT(27.23592 -250.956)	POLYGON((-70.5528 -348.6186,123.3288 -348.1962,128.4204 -149.6472,-73.4652 -150.081,-70.5528 -348.6186))		POINT(1.63498 -10.6948)	POLYGON((-4.35087 -16.7687,7.62083 -16.7687,7.62083 -4.6209,-4.35087 -4.6209,-4.35087 -16.7687))			Inverse-S Sigmoid	null	null	6.78052	null	null
SG	2013-11-02T00:23:56	POINT(495.291 -226.1544)	POLYGON((453.1668 -267.3012,528.2088 -263.8518,536.0142 -184.4526,459.8646 -187.9356,453.1668 -267.3012))		POINT(31.1823 -9.82111)	POLYGON((28.52889 -12.23305,33.83571 -12.23305,33.83571 -7.40917,28.52889 -7.40917,28.52889 -12.23305))			Forward-S Sigmoid	null	null	9.77281	null	null
SG	2013-11-02T00:53:56	POINT(499.1454 -226.6104)	POLYGON((456.3426 -268.3962,532.4622 -264.8604,540.486 -184.2516,463.2204 -187.8222,456.3426 -268.3962))		POINT(31.4571 -9.86152)	POLYGON((28.756805 -12.31055,34.157395 -12.31055,34.157395 -7.41249,28.756805 -7.41249,28.756805 -12.31055))			Forward-S Sigmoid	null	null	9.95813	null	null
SG	2013-11-02T00:53:56	POINT(691.71 -303.2646)	POLYGON((591.4446 -395.3466,739.254 -382.8918,779.358 -207.429,623.556 -220.4136,591.4446 -395.3466))		POINT(47.6991 -15.3697)	POLYGON((40.7154 -20.8368,54.6828 -20.8368,54.6828 -9.9026,40.7154 -9.9026,40.7154 -20.8368))			Forward-S Sigmoid	null	null	14.0182	null	null
SG	2013-11-02T01:23:56	POINT(691.392 -306.225)	POLYGON((594.3744 -395.5638,737.304 -383.514,776.61 -213.3252,626.088 -225.8808,594.3744 -395.5638))		POINT(47.7268 -15.5572)	POLYGON((40.96995 -20.86535,54.48365 -20.86535,54.48365 -10.24905,40.96995 -10.24905,40.96995 -20.86535))			Forward-S Sigmoid	null	null	32.3808	null	null
