event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2013-01-01T00:22:20	POINT(-68.3964 -220.5048)	POLYGON((-139.1874 -292.8432,6.21348 -292.2978,6.49254 -147.1644,-145.4382 -147.7416,-139.1874 -292.8432))		POINT(-4.16214 -16.0233)	POLYGON((-8.711665 -20.38058,0.387385 -20.38058,0.387385 -11.66602,-8.711665 -11.66602,-8.711665 -20.38058))			Forward-S Sigmoid	null	null	7.9021	null	null
SG	2013-01-01T05:52:20	POINT(-321.9678 293.7654)	POLYGON((-373.8936 241.0434,-277.3494 242.9454,-269.5032 345.4332,-363.318 343.5684,-373.8936 241.0434))		POINT(-19.841 14.5647)	POLYGON((-22.904635 11.42062,-16.777365 11.42062,-16.777365 17.70878,-22.904635 17.70878,-22.904635 11.42062))			Forward-S Sigmoid	null	null	53.6514	null	null
SG	2013-01-01T07:22:20	POINT(-260.6628 -205.437)	POLYGON((-299.5182 -245.1432,-215.04 -243.876,-219.8436 -165.4692,-306.2076 -166.7736,-299.5182 -245.1432))		POINT(-15.9822 -15.0479)	POLYGON((-18.67529 -17.392125,-13.28911 -17.392125,-13.28911 -12.703675,-18.67529 -12.703675,-18.67529 -17.392125))			Inverse-S Sigmoid	null	null	7.02698	null	null
SG	2013-01-01T07:52:20	POINT(3.655698 -218.268)	POLYGON((-67.881 -290.889,74.9886 -290.9178,78.3612 -144.6474,-70.9344 -144.6168,-67.881 -290.889))		POINT(0.222163 -15.9333)	POLYGON((-4.234367 -20.32279,4.678693 -20.32279,4.678693 -11.54381,-4.234367 -11.54381,-4.234367 -20.32279))			Forward-S Sigmoid	null	null	13.0867	null	null
SG	2013-01-01T12:52:20	POINT(-213.3282 -208.4802)	POLYGON((-250.38 -246.2088,-170.976 -245.2374,-174.6792 -170.5086,-255.8028 -171.5076,-250.38 -246.2088))		POINT(-13.0375 -15.2942)	POLYGON((-15.536695 -17.52985,-10.538305 -17.52985,-10.538305 -13.05855,-15.536695 -13.05855,-15.536695 -17.52985))			Inverse-S Sigmoid	null	null	49.8438	null	null
SG	2013-01-01T13:22:20	POINT(-209.118 -208.8864)	POLYGON((-246.312 -246.7542,-166.6968 -245.8002,-170.3298 -170.7726,-251.6802 -171.7548,-246.312 -246.7542))		POINT(-12.7776 -15.3239)	POLYGON((-15.28135 -17.568685,-10.27385 -17.568685,-10.27385 -13.079115,-15.28135 -13.079115,-15.28135 -17.568685))			Inverse-S Sigmoid	null	null	24.4509	null	null
SG	2013-01-01T13:22:20	POINT(-206.568 -279.6636)	POLYGON((-245.385 -319.341,-160.728 -318.321,-165.6204 -239.577,-252.8538 -240.636,-245.385 -319.341))		POINT(-12.9251 -19.5963)	POLYGON((-15.66459 -21.9986,-10.18561 -21.9986,-10.18561 -17.194,-15.66459 -17.194,-15.66459 -21.9986))			Forward-S Sigmoid	null	null	14.39	null	null
SG	2013-01-01T14:52:20	POINT(-192.0912 -278.5398)	POLYGON((-231.0996 -318.3774,-146.5434 -317.4318,-151.0122 -238.2912,-238.1466 -239.2734,-231.0996 -318.3774))		POINT(-12.0012 -19.5452)	POLYGON((-14.72678 -21.958715,-9.27562 -21.958715,-9.27562 -17.131685,-14.72678 -17.131685,-14.72678 -21.958715))			Forward-S Sigmoid	null	null	36.3126	null	null
SG	2013-01-01T15:22:20	POINT(-187.878 -278.4264)	POLYGON((-223.5822 -314.8128,-146.3952 -313.968,-150.4656 -241.6974,-229.7982 -242.5716,-223.5822 -314.8128))		POINT(-11.734 -19.5435)	POLYGON((-14.215705 -21.747345,-9.252295 -21.747345,-9.252295 -17.339655,-14.215705 -17.339655,-14.215705 -21.747345))			Forward-S Sigmoid	null	null	12.4775	null	null
SG	2013-01-01T18:52:32	POINT(-159.939 -280.0086)	POLYGON((-201.1668 -322.0794,-112.8828 -321.2574,-116.5596 -237.4734,-207.7176 -238.329,-201.1668 -322.0794))		POINT(-9.97754 -19.6739)	POLYGON((-12.809105 -22.23028,-7.145975 -22.23028,-7.145975 -17.11752,-12.809105 -17.11752,-12.809105 -22.23028))			Forward-S Sigmoid	null	null	8.41053	null	null
