event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2014-01-01T05:48:44	POINT(-623.64 -325.2726)	POLYGON((-660.474 -365.0112,-562.0458 -360.2652,-580.5474 -285.0888,-682.206 -290.0256,-660.474 -365.0112))		POINT(-43.2491 -21.6247)	POLYGON((-47.59212 -23.95712,-38.90608 -23.95712,-38.90608 -19.29228,-47.59212 -19.29228,-47.59212 -23.95712))			Forward-S Sigmoid	null	null	13.5052	null	null
SG	2014-01-01T21:48:44	POINT(713.358 -312.6336)	POLYGON((662.856 -361.1106,729.552 -365.472,760.548 -263.418,691.026 -258.8286,662.856 -361.1106))		POINT(51.1385 -20.5976)	POLYGON((47.72225 -23.75925,54.55475 -23.75925,54.55475 -17.43595,47.72225 -17.43595,47.72225 -23.75925))			Inverse-S Sigmoid	null	null	7.35044	null	null
SG	2014-01-02T06:48:44	POINT(687.276 -249.0006)	POLYGON((650.874 -284.4156,704.91 -287.5542,721.974 -213.3096,666.636 -210.0732,650.874 -284.4156))		POINT(47.1959 -16.89)	POLYGON((44.72283 -19.14096,49.66897 -19.14096,49.66897 -14.63904,44.72283 -14.63904,44.72283 -19.14096))			Inverse-S Sigmoid	null	null	7.24869	null	null
SG	2014-01-02T10:18:44	POINT(-737.85 235.0398)	POLYGON((-785.58 184.6428,-700.134 190.4694,-685.572 284.649,-769.254 278.8968,-785.58 184.6428))		POINT(-50.3905 11.8866)	POLYGON((-54.38326 9.0412,-46.39774 9.0412,-46.39774 14.732,-54.38326 14.732,-54.38326 9.0412))			Forward-S Sigmoid	null	null	14.1422	null	null
SG	2014-01-02T10:48:44	POINT(-737.436 230.085)	POLYGON((-782.058 183.1428,-702.084 188.5764,-688.842 276.3552,-767.316 270.9834,-782.058 183.1428))		POINT(-50.2742 11.581)	POLYGON((-54.00034 8.932685,-46.54806 8.932685,-46.54806 14.229315,-54.00034 14.229315,-54.00034 8.932685))			Forward-S Sigmoid	null	null	13.6977	null	null
SG	2014-01-02T16:18:44	POINT(-727.902 -241.647)	POLYGON((-767.274 -285.0858,-663.402 -278.1258,-680.1 -197.9148,-786.564 -205.101,-767.274 -285.0858))		POINT(-50.8 -16.3293)	POLYGON((-55.90835 -18.752195,-45.69165 -18.752195,-45.69165 -13.906405,-55.90835 -13.906405,-55.90835 -18.752195))			Inverse-S Sigmoid	null	null	24.394	null	null
SG	2014-01-03T02:48:44	POINT(590.9052 -179.1684)	POLYGON((542.6976 -226.0812,621.9 -229.5606,636.81 -131.9658,555.7164 -128.373,542.6976 -226.0812))		POINT(38.2712 -13.0975)	POLYGON((35.193245 -16.006055,41.349155 -16.006055,41.349155 -10.188945,35.193245 -10.188945,35.193245 -16.006055))			Forward-S Sigmoid	null	null	32.1451	null	null
SG	2014-01-03T10:48:44	POINT(557.5704 -180.0636)	POLYGON((511.7412 -224.8416,587.9676 -227.9376,601.566 -135.018,523.578 -131.8254,511.7412 -224.8416))		POINT(35.7869 -13.2648)	POLYGON((32.92087 -16.033745,38.65293 -16.033745,38.65293 -10.495855,32.92087 -10.495855,32.92087 -16.033745))			Forward-S Sigmoid	null	null	7.01056	null	null
SG	2014-01-03T12:18:44	POINT(-163.5282 224.8644)	POLYGON((-217.884 170.0694,-111.4116 171.1356,-109.197 278.7558,-213.5532 277.701,-217.884 170.0694))		POINT(-9.7521 10.0144)	POLYGON((-12.933195 6.780515,-6.571005 6.780515,-6.571005 13.248285,-12.933195 13.248285,-12.933195 6.780515))			Forward-S Sigmoid	null	null	6.2021	null	null
SG	2014-01-03T16:48:44	POINT(603.144 -175.2072)	POLYGON((557.0796 -220.0374,632.736 -223.5444,646.986 -130.1268,569.634 -126.5118,557.0796 -220.0374))		POINT(39.1749 -12.8827)	POLYGON((36.20198 -15.66478,42.14782 -15.66478,42.14782 -10.10062,36.20198 -10.10062,36.20198 -15.66478))			Inverse-S Sigmoid	null	null	112.198	null	null
SG	2014-01-03T19:18:44	POINT(-102.0684 229.6122)	POLYGON((-155.7996 175.6494,-49.77402 176.3136,-48.77304 282.6762,-152.667 282.0192,-155.7996 175.6494))		POINT(-6.0729 10.2365)	POLYGON((-9.213785 7.036885,-2.932015 7.036885,-2.932015 13.436115,-9.213785 13.436115,-9.213785 7.036885))			Forward-S Sigmoid	null	null	12.2607	null	null
SG	2014-01-03T20:48:44	POINT(628.572 -177.6156)	POLYGON((590.8482 -214.4394,652.5 -217.5294,664.662 -140.622,601.866 -137.4534,590.8482 -214.4394))		POINT(41.1945 -12.9669)	POLYGON((38.70278 -15.258275,43.68622 -15.258275,43.68622 -10.675525,38.70278 -10.675525,38.70278 -15.258275))			Forward-S Sigmoid	null	null	28.2806	null	null
SG	2014-01-03T23:48:44	POINT(-55.38276 234.1614)	POLYGON((-116.9304 172.5084,5.299542 172.9254,5.174724 294.6144,-114.1764 294.2034,-116.9304 172.5084))		POINT(-3.29329 10.4752)	POLYGON((-6.89847 6.8098,0.31189 6.8098,0.31189 14.1406,-6.89847 14.1406,-6.89847 6.8098))			Inverse-S Sigmoid	null	null	6.32337	null	null
SG	2014-01-04T03:48:44	POINT(686.712 -175.6356)	POLYGON((643.758 -217.1832,712.29 -221.286,727.056 -133.884,657.108 -129.666,643.758 -217.1832))		POINT(45.9654 -12.6854)	POLYGON((42.963085 -15.290165,48.967715 -15.290165,48.967715 -10.080635,42.963085 -10.080635,42.963085 -15.290165))			Forward-S Sigmoid	null	null	10.042	null	null
