event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2013-08-01T06:35:56	POINT(-524.595 -215.706)	POLYGON((-602.394 -299.775,-418.4706 -312.504,-431.0598 -128.4372,-620.508 -115.4388,-602.394 -299.775))		POINT(-33.9653 -8.34204)	POLYGON((-40.89615 -14.07224,-27.03445 -14.07224,-27.03445 -2.61184,-40.89615 -2.61184,-40.89615 -14.07224))			Forward-S Sigmoid	null	null	7.30293	null	null
SG	2013-08-01T07:05:56	POINT(-517.9218 -211.7928)	POLYGON((-588.207 -286.8894,-424.581 -297.99,-435.5214 -134.202,-603.354 -122.9034,-588.207 -286.8894))		POINT(-33.4485 -8.06798)	POLYGON((-39.5499 -13.15908,-27.3471 -13.15908,-27.3471 -2.97688,-39.5499 -2.97688,-39.5499 -13.15908))			Forward-S Sigmoid	null	null	15.6082	null	null
SG	2013-08-01T22:05:56	POINT(-369.612 -235.791)	POLYGON((-423.9096 -291.714,-304.3176 -297.0174,-310.6716 -178.4748,-432.759 -173.0904,-423.9096 -291.714))		POINT(-23.2132 -9.01326)	POLYGON((-27.244905 -12.713705,-19.181495 -12.713705,-19.181495 -5.312815,-27.244905 -5.312815,-27.244905 -12.713705))			Inverse-S Sigmoid	null	null	6.55054	null	null
SG	2013-08-02T00:05:56	POINT(-655.464 -308.4828)	POLYGON((-710.43 -370.8546,-558.264 -387.0774,-582.9858 -243.4044,-741.87 -226.5768,-710.43 -370.8546))		POINT(-45.6663 -14.9354)	POLYGON((-52.6866 -19.55466,-38.646 -19.55466,-38.646 -10.31614,-52.6866 -10.31614,-52.6866 -19.55466))			Inverse-S Sigmoid	null	null	6.82561	null	null
SG	2013-08-02T01:05:56	POINT(-400.5924 7.94958)	POLYGON((-449.7216 -42.0204,-353.436 -46.63512,-349.4958 58.20648,-444.708 62.7474,-449.7216 -42.0204))		POINT(-25.0895 5.78833)	POLYGON((-28.30505 2.621645,-21.87395 2.621645,-21.87395 8.955015,-28.30505 8.955015,-28.30505 2.621645))			Forward-S Sigmoid	null	null	6.72021	null	null
SG	2013-08-02T09:35:56	POINT(-275.2914 -239.9046)	POLYGON((-335.052 -300.978,-206.607 -305.079,-211.2702 -177.1944,-342.612 -173.0256,-335.052 -300.978))		POINT(-17.0679 -9.01388)	POLYGON((-21.233605 -13.008305,-12.902195 -13.008305,-12.902195 -5.019455,-21.233605 -5.019455,-21.233605 -13.008305))			Inverse-S Sigmoid	null	null	9.40512	null	null
SG	2013-08-02T10:05:56	POINT(-272.3394 -240.507)	POLYGON((-334.3956 -303.9654,-200.9754 -308.1774,-205.7094 -175.2774,-342.2706 -170.9928,-334.3956 -303.9654))		POINT(-16.8807 -9.04423)	POLYGON((-21.207005 -13.196255,-12.554395 -13.196255,-12.554395 -4.892205,-21.207005 -4.892205,-21.207005 -13.196255))			Inverse-S Sigmoid	null	null	8.89957	null	null
SG	2013-08-02T10:35:56	POINT(151.9512 -358.6512)	POLYGON((67.7172 -441.7824,225.0018 -438.9972,238.1238 -271.3752,71.667 -274.2996,67.7172 -441.7824))		POINT(9.60111 -16.3893)	POLYGON((4.40721 -21.8608,14.79501 -21.8608,14.79501 -10.9178,4.40721 -10.9178,4.40721 -21.8608))			Inverse-S Sigmoid	null	null	27.2538	null	null
SG	2013-08-02T12:05:56	POINT(197.121 -335.9196)	POLYGON((152.0478 -380.5536,235.9776 -378.6246,242.3928 -290.2086,156.1818 -292.182,152.0478 -380.5536))		POINT(12.4076 -14.9677)	POLYGON((9.682615 -17.82226,15.132585 -17.82226,15.132585 -12.11314,9.682615 -12.11314,9.682615 -17.82226))			Inverse-S Sigmoid	null	null	12.4803	null	null
SG	2013-08-02T18:08:08	POINT(248.355 -340.023)	POLYGON((207.1338 -380.7774,282.4134 -378.555,289.5444 -298.3674,212.3646 -300.6372,207.1338 -380.7774))		POINT(15.7327 -15.3023)	POLYGON((13.25148 -17.89608,18.21392 -17.89608,18.21392 -12.70852,13.25148 -12.70852,13.25148 -17.89608))			Forward-S Sigmoid	null	null	47.9793	null	null
