event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2013-05-01T00:14:08	POINT(-540.8832 -280.3002)	POLYGON((-575.2842 -316.5912,-488.631 -311.9136,-502.4262 -243.7302,-591.5208 -248.562,-575.2842 -316.5912))		POINT(-37.134 -20.393)	POLYGON((-40.670055 -22.53149,-33.597945 -22.53149,-33.597945 -18.25451,-40.670055 -18.25451,-40.670055 -22.53149))			Forward-S Sigmoid	null	null	23.0628	null	null
SG	2013-05-01T00:44:08	POINT(133.4256 240.7458)	POLYGON((91.527 199.1622,177.0018 198.261,174.0618 281.6964,90.0066 282.5874,91.527 199.1622))		POINT(8.15294 10.4522)	POLYGON((5.541715 7.869105,10.764165 7.869105,10.764165 13.035295,5.541715 13.035295,5.541715 7.869105))			Inverse-S Sigmoid	null	null	7.30098	null	null
SG	2013-05-01T10:44:08	POINT(147.588 232.8948)	POLYGON((93.6306 179.4948,203.5614 178.2258,199.4202 285.2832,91.7256 286.5354,93.6306 179.4948))		POINT(9.01377 10.0193)	POLYGON((5.655325 6.71105,12.372215 6.71105,12.372215 13.32755,5.655325 13.32755,5.655325 6.71105))			Forward-S Sigmoid	null	null	165.195	null	null
SG	2013-05-01T16:14:08	POINT(-610.638 397.4742)	POLYGON((-653.544 353.1474,-588.063 357.7026,-566.0058 440.6874,-629.04 436.2786,-653.544 353.1474))		POINT(-43.4552 21.6435)	POLYGON((-46.324005 18.89697,-40.586395 18.89697,-40.586395 24.39003,-46.324005 24.39003,-46.324005 18.89697))			Inverse-S Sigmoid	null	null	53.0893	null	null
SG	2013-05-01T17:14:08	POINT(-402.6402 -274.9482)	POLYGON((-440.9502 -314.8464,-349.6566 -311.634,-360.7932 -234.6864,-454.9914 -238.0188,-440.9502 -314.8464))		POINT(-26.6956 -20.3818)	POLYGON((-30.02196 -22.79018,-23.36924 -22.79018,-23.36924 -17.97342,-30.02196 -17.97342,-30.02196 -22.79018))			Inverse-S Sigmoid	null	null	6.19092	null	null
SG	2013-05-01T19:14:08	POINT(417.9426 468.2052)	POLYGON((374.73 427.0692,478.8084 422.8236,455.6064 507.942,356.5662 512.0046,374.73 427.0692))		POINT(29.0586 25.7824)	POLYGON((25.178105 22.85164,32.939095 22.85164,32.939095 28.71316,25.178105 28.71316,25.178105 22.85164))			Forward-S Sigmoid	null	null	8.95225	null	null
SG	2013-05-01T19:14:08	POINT(499.3248 451.8174)	POLYGON((457.0854 412.0284,560.817 406.6614,535.3788 490.3176,436.3458 495.4692,457.0854 412.0284))		POINT(35.1846 24.9062)	POLYGON((31.06811 22.05604,39.30109 22.05604,39.30109 27.75636,31.06811 27.75636,31.06811 22.05604))			Inverse-S Sigmoid	null	null	28.0524	null	null
SG	2013-05-01T20:43:44	POINT(172.2066 235.233)	POLYGON((114.1056 177.8922,232.8102 176.301,227.6112 291.396,111.5568 292.9632,114.1056 177.8922))		POINT(10.5415 10.226)	POLYGON((6.897655 6.666285,14.185345 6.666285,14.185345 13.785715,6.897655 13.785715,6.897655 6.666285))			Inverse-S Sigmoid	null	null	14.8275	null	null
SG	2013-05-01T23:14:08	POINT(-618.186 -345.99)	POLYGON((-665.736 -399.8862,-529.9338 -390.4236,-557.145 -291.2856,-699.9 -301.3032,-665.736 -399.8862))		POINT(-45.168 -24.1367)	POLYGON((-51.70435 -27.32574,-38.63165 -27.32574,-38.63165 -20.94766,-51.70435 -20.94766,-51.70435 -27.32574))			Forward-S Sigmoid	null	null	6.21089	null	null
SG	2013-05-01T23:44:08	POINT(529.5936 456.6588)	POLYGON((471.9978 403.9272,612.69 395.943,575.1558 507.0798,443.0676 514.6302,471.9978 403.9272))		POINT(37.8499 25.3734)	POLYGON((32.0828 21.57528,43.617 21.57528,43.617 29.17152,32.0828 29.17152,32.0828 21.57528))			Inverse-S Sigmoid	null	null	17.0919	null	null
