event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2013-06-01T01:29:08	POINT(-196.665 -233.943)	POLYGON((-231.2586 -269.067,-157.4274 -268.902,-160.6764 -198.4836,-236.031 -198.6576,-231.2586 -269.067))		POINT(-12.3621 -14.8905)	POLYGON((-14.746515 -17.08122,-9.977685 -17.08122,-9.977685 -12.69978,-14.746515 -12.69978,-14.746515 -17.08122))			Forward-S Sigmoid	null	null	21.0744	null	null
SG	2013-06-01T05:29:08	POINT(-158.1144 -233.4384)	POLYGON((-201.3978 -277.4436,-110.0136 -277.287,-112.8624 -188.9064,-206.613 -189.0738,-201.3978 -277.4436))		POINT(-9.90903 -14.8446)	POLYGON((-12.84399 -17.59412,-6.97407 -17.59412,-6.97407 -12.09508,-12.84399 -12.09508,-12.84399 -17.59412))			Forward-S Sigmoid	null	null	6.75648	null	null
SG	2013-06-01T05:59:08	POINT(-588.756 244.8354)	POLYGON((-684.15 142.4814,-510.6744 144.189,-482.4978 344.136,-646.428 342.39,-684.15 142.4814))		POINT(-39.8118 14.4537)	POLYGON((-46.7282 8.19685,-32.8954 8.19685,-32.8954 20.71055,-46.7282 20.71055,-46.7282 8.19685))			Forward-S Sigmoid	null	null	7.28325	null	null
SG	2013-06-01T08:59:08	POINT(-523.9266 201.3126)	POLYGON((-561.7134 162.6714,-493.1826 163.215,-484.7904 239.5956,-552.1578 239.0442,-561.7134 162.6714))		POINT(-34.2863 11.7237)	POLYGON((-36.826875 9.365505,-31.745725 9.365505,-31.745725 14.081895,-36.826875 14.081895,-36.826875 9.365505))			Inverse-S Sigmoid	null	null	25.3741	null	null
SG	2013-06-01T11:59:08	POINT(-501.1422 204.3912)	POLYGON((-537.8256 166.9614,-471.219 167.4468,-463.3098 241.4784,-528.801 240.9858,-537.8256 166.9614))		POINT(-32.628 11.9159)	POLYGON((-35.051695 9.62871,-30.204305 9.62871,-30.204305 14.20309,-35.051695 14.20309,-35.051695 9.62871))			Inverse-S Sigmoid	null	null	9.19884	null	null
SG	2013-06-01T12:29:08	POINT(-494.9766 204.348)	POLYGON((-530.1528 168.4992,-466.269 168.9558,-458.7714 239.8824,-521.6298 239.4198,-530.1528 168.4992))		POINT(-32.1768 11.9126)	POLYGON((-34.490265 9.721435,-29.863335 9.721435,-29.863335 14.103765,-34.490265 14.103765,-34.490265 9.721435))			Inverse-S Sigmoid	null	null	21.6988	null	null
SG	2013-06-01T17:59:08	POINT(64.647 -464.5728)	POLYGON((28.01844 -501.5322,97.6518 -501.5736,102.8844 -426.6648,29.51982 -426.6186,28.01844 -501.5322))		POINT(4.49937 -29.8466)	POLYGON((2.00269 -32.440255,6.99605 -32.440255,6.99605 -27.252945,2.00269 -27.252945,2.00269 -32.440255))			Forward-S Sigmoid	null	null	7.22768	null	null
SG	2013-06-01T18:59:08	POINT(190.3272 -204.0492)	POLYGON((146.961 -247.2366,228.7566 -247.3866,233.7672 -160.4304,150.1806 -160.2696,146.961 -247.2366))		POINT(11.8574 -12.9548)	POLYGON((9.239845 -15.640075,14.474955 -15.640075,14.474955 -10.269525,9.239845 -10.269525,9.239845 -15.640075))			Forward-S Sigmoid	null	null	7.2463	null	null
SG	2013-06-02T12:29:08	POINT(-375.2142 263.3022)	POLYGON((-421.353 216.4506,-337.8816 216.8058,-328.3536 309.4506,-409.473 309.0882,-421.353 216.4506))		POINT(-24.2154 15.6512)	POLYGON((-27.04841 12.74138,-21.38239 12.74138,-21.38239 18.56102,-27.04841 18.56102,-27.04841 12.74138))			Forward-S Sigmoid	null	null	9.95681	null	null
SG	2013-06-03T06:34:08	POINT(74.4564 -299.5212)	POLYGON((30.73104 -343.4322,115.3338 -343.4682,119.271 -254.8908,31.78032 -254.8506,30.73104 -343.4322))		POINT(4.74702 -18.7637)	POLYGON((1.993245 -21.58029,7.500795 -21.58029,7.500795 -15.94711,1.993245 -15.94711,1.993245 -21.58029))			Inverse-S Sigmoid	null	null	8.44844	null	null
