event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2012-12-01T10:39:32	POINT(116.139 238.6332)	POLYGON((64.6812 187.935,170.196 188.1042,165.4266 288.681,62.8686 288.5232,64.6812 187.935))		POINT(7.06073 14.9137)	POLYGON((3.87576 11.872405,10.2457 11.872405,10.2457 17.954995,3.87576 17.954995,3.87576 11.872405))			Inverse-S Sigmoid	null	null	10.5604	null	null
SG	2012-12-01T11:09:32	POINT(121.0566 236.2776)	POLYGON((68.5182 184.5414,176.3064 184.7208,171.3198 287.3442,66.5802 287.1762,68.5182 184.5414))		POINT(7.35633 14.7682)	POLYGON((4.102975 11.66693,10.609685 11.66693,10.609685 17.86947,4.102975 17.86947,4.102975 11.66693))			Inverse-S Sigmoid	null	null	19.0006	null	null
SG	2012-12-01T11:39:32	POINT(125.067 234.3954)	POLYGON((73.6092 183.717,179.2536 183.8982,174.3288 284.4378,71.5866 284.268,73.6092 183.717))		POINT(7.59733 14.6515)	POLYGON((4.407565 11.614785,10.787095 11.614785,10.787095 17.688215,4.407565 17.688215,4.407565 11.614785))			Inverse-S Sigmoid	null	null	21.5772	null	null
SG	2012-12-01T12:09:32	POINT(129.6372 234.0918)	POLYGON((83.0046 188.1132,178.896 188.283,174.4368 279.546,80.9358 279.3864,83.0046 188.1132))		POINT(7.87589 14.63)	POLYGON((4.976205 11.87393,10.775575 11.87393,10.775575 17.38607,4.976205 17.38607,4.976205 11.87393))			Inverse-S Sigmoid	null	null	13.9276	null	null
SG	2012-12-01T15:39:32	POINT(-475.569 110.0634)	POLYGON((-529.7142 54.43332,-424.866 53.65824,-418.7598 165.387,-522.1032 166.119,-529.7142 54.43332))		POINT(-29.3662 7.13449)	POLYGON((-32.907395 3.83706,-25.825005 3.83706,-25.825005 10.43192,-32.907395 10.43192,-32.907395 3.83706))			Inverse-S Sigmoid	null	null	7.53807	null	null
SG	2012-12-01T16:39:32	POINT(-470.5206 117.3372)	POLYGON((-515.3628 71.5122,-429.3354 70.8924,-423.9372 162.9366,-508.8846 163.527,-515.3628 71.5122))		POINT(-29.0546 7.56113)	POLYGON((-31.95443 4.84269,-26.15477 4.84269,-26.15477 10.27957,-31.95443 10.27957,-31.95443 4.84269))			Forward-S Sigmoid	null	null	12.7717	null	null
SG	2012-12-01T17:39:32	POINT(656.562 -389.5752)	POLYGON((611.106 -433.5462,671.298 -432.5574,700.026 -344.6238,637.272 -345.6264,611.106 -433.5462))		POINT(46.9408 -23.0042)	POLYGON((44.055825 -25.82112,49.825775 -25.82112,49.825775 -20.18728,44.055825 -20.18728,44.055825 -25.82112))			Forward-S Sigmoid	null	null	6.27584	null	null
SG	2012-12-01T18:39:32	POINT(-451.3536 119.571)	POLYGON((-490.9452 79.2654,-415.1868 78.7572,-410.5134 159.6972,-485.4204 160.1844,-490.9452 79.2654))		POINT(-27.7732 7.69134)	POLYGON((-30.29726 5.300475,-25.24914 5.300475,-25.24914 10.082205,-30.29726 10.082205,-30.29726 5.300475))			Forward-S Sigmoid	null	null	8.55323	null	null
SG	2012-12-01T21:39:32	POINT(0.810402 -417.387)	POLYGON((-37.00368 -455.5566,38.58894 -455.5554,40.1685 -378.3852,-38.51838 -378.3864,-37.00368 -455.5566))		POINT(0.0522151 -24.5403)	POLYGON((-2.43606 -27.04443,2.54049 -27.04443,2.54049 -22.03617,-2.43606 -22.03617,-2.43606 -27.04443))			Inverse-S Sigmoid	null	null	71.9408	null	null
SG	2012-12-02T01:39:32	POINT(-370.7484 214.941)	POLYGON((-433.8594 150.6336,-316.1664 150.0486,-306.162 278.3304,-420.1338 278.8668,-433.8594 150.6336))		POINT(-22.9425 13.3592)	POLYGON((-26.745475 9.50239,-19.139525 9.50239,-19.139525 17.21601,-26.745475 17.21601,-26.745475 9.50239))			Inverse-S Sigmoid	null	null	7.24056	null	null
SG	2012-12-02T02:39:32	POINT(-356.9808 217.0962)	POLYGON((-425.0832 147.6858,-297.5952 147.084,-287.3448 285.4242,-410.4444 285.972,-425.0832 147.6858))		POINT(-22.0565 13.4876)	POLYGON((-26.14767 9.325845,-17.96533 9.325845,-17.96533 17.649355,-26.14767 17.649355,-26.14767 9.325845))			Inverse-S Sigmoid	null	null	7.19927	null	null
SG	2012-12-02T03:39:32	POINT(273.0558 237.0972)	POLYGON((219.747 185.1642,332.304 185.5506,322.9284 288.3474,213.546 287.9886,219.747 185.1642))		POINT(16.7826 14.7076)	POLYGON((13.26254 11.60001,20.30266 11.60001,20.30266 17.81519,13.26254 17.81519,13.26254 11.60001))			Forward-S Sigmoid	null	null	42.041	null	null
SG	2012-12-02T06:09:32	POINT(-272.7306 108.4644)	POLYGON((-319.2606 61.4448,-228.1698 61.131,-225.4458 155.259,-315.4506 155.5566,-319.2606 61.4448))		POINT(-16.3213 7.03064)	POLYGON((-19.111905 4.254795,-13.530695 4.254795,-13.530695 9.806485,-19.111905 9.806485,-19.111905 4.254795))			Forward-S Sigmoid	null	null	62.5633	null	null
SG	2012-12-02T07:09:20	POINT(147.1974 273.7596)	POLYGON((106.1754 233.3328,191.4828 233.4798,186.5376 313.6956,103.4328 313.5576,106.1754 233.3328))		POINT(9.05365 16.9345)	POLYGON((6.438645 14.48461,11.668655 14.48461,11.668655 19.38439,6.438645 19.38439,6.438645 14.48461))			Forward-S Sigmoid	null	null	8.32112	null	null
SG	2012-12-02T09:09:32	POINT(165.1914 274.6056)	POLYGON((123.9138 233.9718,210.1512 234.1362,204.6828 314.7414,120.6894 314.5872,123.9138 233.9718))		POINT(10.1737 16.9735)	POLYGON((7.52099 14.511025,12.82641 14.511025,12.82641 19.435975,7.52099 19.435975,7.52099 14.511025))			Inverse-S Sigmoid	null	null	25.7126	null	null
SG	2012-12-02T18:39:32	POINT(403.3068 238.2858)	POLYGON((357.831 194.2392,456.3318 194.7012,445.4238 281.8344,349.2756 281.4024,357.831 194.2392))		POINT(25.2437 14.6724)	POLYGON((21.97588 12.037385,28.51152 12.037385,28.51152 17.307415,21.97588 17.307415,21.97588 12.037385))			Forward-S Sigmoid	null	null	28.2536	null	null
SG	2012-12-03T01:39:32	POINT(-84.9408 155.5176)	POLYGON((-136.5714 103.9014,-34.38534 103.8132,-33.75888 206.7144,-134.0838 206.796,-136.5714 103.9014))		POINT(-5.05495 9.73294)	POLYGON((-8.08157 6.67843,-2.02833 6.67843,-2.02833 12.78745,-8.08157 12.78745,-8.08157 6.67843))			Inverse-S Sigmoid	null	null	6.8022	null	null
SG	2012-12-03T01:39:32	POINT(466.8384 237.4992)	POLYGON((416.5428 189.2316,526.1274 189.8112,512.4768 285.1686,405.732 284.6316,416.5428 189.2316))		POINT(29.5697 14.5725)	POLYGON((25.79124 11.688705,33.34816 11.688705,33.34816 17.456295,25.79124 17.456295,25.79124 11.688705))			Forward-S Sigmoid	null	null	6.94441	null	null
