event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2012-11-01T03:06:56	POINT(-657.822 -257.598)	POLYGON((-710.358 -315.2166,-576.0306 -325.2456,-593.4942 -198.3582,-731.88 -188.1066,-710.358 -315.2166))		POINT(-43.9489 -12.2934)	POLYGON((-49.71385 -16.193265,-38.18395 -16.193265,-38.18395 -8.393535,-49.71385 -8.393535,-49.71385 -16.193265))			Forward-S Sigmoid	null	null	42.0749	null	null
SG	2012-11-01T03:36:56	POINT(-655.176 -257.0862)	POLYGON((-708.552 -315.6552,-572.1816 -325.7502,-589.7424 -196.848,-730.284 -186.5274,-708.552 -315.6552))		POINT(-43.7174 -12.2509)	POLYGON((-49.54795 -16.212045,-37.88685 -16.212045,-37.88685 -8.289755,-49.54795 -8.289755,-49.54795 -16.212045))			Forward-S Sigmoid	null	null	27.2339	null	null
SG	2012-11-01T09:36:56	POINT(-582.0408 -296.6628)	POLYGON((-629.142 -346.986,-511.2216 -354.1536,-527.1534 -244.9992,-648.738 -237.6588,-629.142 -346.986))		POINT(-38.2678 -14.4326)	POLYGON((-42.94118 -17.827025,-33.59442 -17.827025,-33.59442 -11.038175,-42.94118 -11.038175,-42.94118 -17.827025))			Forward-S Sigmoid	null	null	7.65476	null	null
SG	2012-11-01T10:36:56	POINT(-574.3122 -301.6842)	POLYGON((-621.846 -352.4538,-502.7652 -359.5482,-518.9238 -249.5334,-641.826 -242.262,-621.846 -352.4538))		POINT(-37.7269 -14.7219)	POLYGON((-42.41976 -18.14905,-33.03404 -18.14905,-33.03404 -11.29475,-42.41976 -11.29475,-42.41976 -18.14905))			Forward-S Sigmoid	null	null	18.4681	null	null
SG	2012-11-01T12:06:56	POINT(-565.5288 -302.3154)	POLYGON((-614.292 -354.3888,-492.4608 -361.4622,-508.6944 -248.7918,-634.536 -241.5378,-614.292 -354.3888))		POINT(-37.0523 -14.7339)	POLYGON((-41.812725 -18.24433,-32.291875 -18.24433,-32.291875 -11.22347,-41.812725 -11.22347,-41.812725 -18.24433))			Inverse-S Sigmoid	null	null	14.4421	null	null
SG	2012-11-01T14:36:56	POINT(-502.8534 -419.7462)	POLYGON((-576.1638 -503.0448,-370.7754 -513.7686,-404.097 -330.9834,-627.906 -319.4298,-576.1638 -503.0448))		POINT(-34.0023 -22.0926)	POLYGON((-42.3384 -28.11215,-25.6662 -28.11215,-25.6662 -16.07305,-42.3384 -16.07305,-42.3384 -28.11215))			Forward-S Sigmoid	null	null	10.0813	null	null
SG	2012-11-01T16:06:56	POINT(-504.7002 -414.7194)	POLYGON((-573.357 -491.787,-383.6034 -501.693,-414.6408 -333.0768,-619.716 -322.4826,-573.357 -491.787))		POINT(-34.0556 -21.7704)	POLYGON((-41.70065 -27.30525,-26.41055 -27.30525,-26.41055 -16.23555,-41.70065 -16.23555,-41.70065 -27.30525))			Forward-S Sigmoid	null	null	21.1011	null	null
SG	2012-11-02T10:06:56	POINT(-380.6892 -317.223)	POLYGON((-423.879 -361.7694,-324.57 -365.0892,-333.7638 -271.656,-435.8838 -268.2624,-423.879 -361.7694))		POINT(-23.9686 -15.2267)	POLYGON((-27.34717 -18.147925,-20.59003 -18.147925,-20.59003 -12.305475,-27.34717 -12.305475,-27.34717 -18.147925))			Forward-S Sigmoid	null	null	36.9745	null	null
SG	2012-11-02T10:36:56	POINT(-376.2912 -317.967)	POLYGON((-419.5326 -362.5506,-320.2392 -365.823,-329.3406 -272.3604,-431.4534 -269.0148,-419.5326 -362.5506))		POINT(-23.679 -15.2661)	POLYGON((-27.05017 -18.18898,-20.30783 -18.18898,-20.30783 -12.34322,-27.05017 -12.34322,-27.05017 -18.18898))			Inverse-S Sigmoid	null	null	13.6505	null	null
SG	2012-11-02T16:06:56	POINT(-312.381 -428.1018)	POLYGON((-411.735 -536.8626,-165.6492 -543.7554,-185.1822 -310.3146,-460.2618 -302.7246,-411.735 -536.8626))		POINT(-20.3352 -22.2423)	POLYGON((-29.31505 -29.9571,-11.35535 -29.9571,-11.35535 -14.5275,-29.31505 -14.5275,-29.31505 -29.9571))			Forward-S Sigmoid	null	null	24.8149	null	null
