event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2014-02-01T00:48:44	POINT(-699.33 -101.1642)	POLYGON((-782.322 -198.3942,-570.2634 -174.9954,-588.4548 -4.533366,-807.246 -28.86906,-782.322 -198.3942))		POINT(-46.6345 -10.0973)	POLYGON((-56.09035 -15.13075,-37.17865 -15.13075,-37.17865 -5.06385,-56.09035 -5.06385,-56.09035 -15.13075))			Forward-S Sigmoid	null	null	27.3478	null	null
SG	2014-02-01T02:53:44	POINT(-681.87 -102.6498)	POLYGON((-762.45 -195.5904,-559.5378 -174.2958,-577.0632 -10.20528,-786.306 -32.33286,-762.45 -195.5904))		POINT(-45.1725 -10.2983)	POLYGON((-53.97785 -15.143855,-36.36715 -15.143855,-36.36715 -5.452745,-53.97785 -5.452745,-53.97785 -15.143855))			Forward-S Sigmoid	null	null	30.258	null	null
SG	2014-02-01T03:53:44	POINT(-672.888 -102.6264)	POLYGON((-750.72 -191.4456,-556.7124 -171.5994,-573.5124 -14.24244,-773.352 -34.83624,-750.72 -191.4456))		POINT(-44.4258 -10.3536)	POLYGON((-52.7258 -15.000035,-36.1258 -15.000035,-36.1258 -5.707165,-52.7258 -5.707165,-52.7258 -15.000035))			Forward-S Sigmoid	null	null	49.8	null	null
SG	2014-02-01T04:53:44	POINT(-664.464 -99.5436)	POLYGON((-740.574 -185.6856,-552.6966 -166.9332,-568.7034 -13.81548,-762.006 -33.2469,-740.574 -185.6856))		POINT(-43.7027 -10.2257)	POLYGON((-51.63 -14.745365,-35.7754 -14.745365,-35.7754 -5.706035,-51.63 -5.706035,-51.63 -14.745365))			Forward-S Sigmoid	null	null	6.40228	null	null
SG	2014-02-01T08:23:44	POINT(-443.8206 286.179)	POLYGON((-489.7884 239.112,-404.4846 243.8616,-396.567 332.3328,-480.2034 327.657,-489.7884 239.112))		POINT(-27.6152 11.6874)	POLYGON((-30.475115 8.969735,-24.755285 8.969735,-24.755285 14.405065,-30.475115 14.405065,-30.475115 8.969735))			Inverse-S Sigmoid	null	null	168.169	null	null
SG	2014-02-01T09:23:44	POINT(-423.6996 -104.6094)	POLYGON((-465.4734 -147.8154,-372.6156 -143.0256,-379.0914 -61.434,-473.5614 -66.3252,-465.4734 -147.8154))		POINT(-26.2454 -11.5673)	POLYGON((-29.37533 -13.97315,-23.11547 -13.97315,-23.11547 -9.16145,-29.37533 -9.16145,-29.37533 -13.97315))			Inverse-S Sigmoid	null	null	10.7637	null	null
SG	2014-02-01T12:23:44	POINT(-610.332 -91.9944)	POLYGON((-685.938 -175.6782,-504.6816 -160.095,-518.9298 -8.67168,-705.288 -24.8064,-685.938 -175.6782))		POINT(-39.3646 -10.0955)	POLYGON((-46.4998 -14.560645,-32.2294 -14.560645,-32.2294 -5.630355,-46.4998 -5.630355,-46.4998 -14.560645))			Forward-S Sigmoid	null	null	37.3312	null	null
SG	2014-02-01T12:53:44	POINT(-609.162 -95.6304)	POLYGON((-691.446 -187.7382,-491.967 -170.6286,-507.6396 -3.933672,-713.454 -21.72348,-691.446 -187.7382))		POINT(-39.3069 -10.3151)	POLYGON((-47.1818 -15.232495,-31.432 -15.232495,-31.432 -5.397705,-47.1818 -5.397705,-47.1818 -15.232495))			Forward-S Sigmoid	null	null	8.55997	null	null
SG	2014-02-01T15:23:44	POINT(-290.7774 250.2672)	POLYGON((-341.0124 199.1502,-243.7842 202.4196,-239.751 300.411,-335.3706 297.1812,-341.0124 199.1502))		POINT(-17.5206 9.0556)	POLYGON((-20.526435 6.082115,-14.514765 6.082115,-14.514765 12.029085,-20.526435 12.029085,-20.526435 6.082115))			Inverse-S Sigmoid	null	null	9.92128	null	null
SG	2014-02-01T15:53:44	POINT(-284.325 252.1116)	POLYGON((-331.9194 203.7444,-239.8656 206.7666,-236.0616 299.6022,-326.6568 296.6148,-331.9194 203.7444))		POINT(-17.1244 9.15328)	POLYGON((-19.96532 6.335025,-14.28348 6.335025,-14.28348 11.971535,-19.96532 11.971535,-19.96532 6.335025))			Inverse-S Sigmoid	null	null	15.6091	null	null
