event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2012-03-01T01:09:45	POINT(-220.6782 332.4804)	POLYGON((-299.4684 252.0186,-147.411 256.6404,-141.7656 409.722,-288.0024 405.2514,-299.4684 252.0186))		POINT(-13.4633 12.9721)	POLYGON((-18.12139 8.16157,-8.80521 8.16157,-8.80521 17.78263,-18.12139 17.78263,-18.12139 8.16157))			Inverse-S Sigmoid	null	null	8.40745	null	null
SG	2012-03-01T04:09:45	POINT(-197.3262 339.156)	POLYGON((-273.906 261.1692,-125.8686 265.1784,-121.029 414.0462,-263.3754 410.1702,-273.906 261.1692))		POINT(-12.035 13.3491)	POLYGON((-16.54974 8.659095,-7.52026 8.659095,-7.52026 18.039105,-16.54974 18.039105,-16.54974 8.659095))			Inverse-S Sigmoid	null	null	9.21775	null	null
SG	2012-03-01T04:39:45	POINT(-53.7837 396.0528)	POLYGON((-92.9874 356.7744,-15.80526 357.3438,-15.39306 434.3688,-90.5622 433.8126,-92.9874 356.7744))		POINT(-3.31173 16.8186)	POLYGON((-5.66253 14.331485,-0.96093 14.331485,-0.96093 19.305715,-5.66253 19.305715,-5.66253 14.331485))			Inverse-S Sigmoid	null	null	10.5497	null	null
SG	2012-03-01T07:39:45	POINT(227.4828 414.1584)	POLYGON((161.8578 350.0706,301.6074 345.5442,287.1756 475.3884,154.1112 479.7192,161.8578 350.0706))		POINT(14.2573 18.2167)	POLYGON((9.87471 13.982155,18.63989 13.982155,18.63989 22.451245,9.87471 22.451245,9.87471 13.982155))			Inverse-S Sigmoid	null	null	8.80655	null	null
SG	2012-03-01T08:09:45	POINT(232.7094 414.4056)	POLYGON((168.0504 351.2778,305.9916 346.6992,291.5238 474.7512,160.1034 479.1342,168.0504 351.2778))		POINT(14.5946 18.244)	POLYGON((10.260535 14.06732,18.928665 14.06732,18.928665 22.42068,10.260535 22.42068,10.260535 14.06732))			Inverse-S Sigmoid	null	null	10.7561	null	null
SG	2012-03-01T08:09:45	POINT(-22.5099 396.0798)	POLYGON((-60.8946 357.681,15.3705 357.9162,14.97702 433.5522,-59.33568 433.3224,-60.8946 357.681))		POINT(-1.38538 16.8091)	POLYGON((-3.705435 14.36692,0.934675 14.36692,0.934675 19.25128,-3.705435 19.25128,-3.705435 14.36692))			Inverse-S Sigmoid	null	null	7.73479	null	null
SG	2012-03-01T08:39:45	POINT(236.769 411.7224)	POLYGON((176.1846 352.5018,305.6382 348.129,292.1856 468.5034,168.429 472.7028,176.1846 352.5018))		POINT(14.8406 18.0774)	POLYGON((10.76739 14.156905,18.91381 14.156905,18.91381 21.997895,10.76739 21.997895,10.76739 14.156905))			Inverse-S Sigmoid	null	null	6.25273	null	null
SG	2012-03-01T13:09:45	POINT(-720.15 -123.798)	POLYGON((-763.08 -170.562,-658.2 -155.256,-669.756 -77.2386,-776.472 -92.8596,-763.08 -170.562))		POINT(-49.3027 -12.0824)	POLYGON((-54.22606 -14.409125,-44.37934 -14.409125,-44.37934 -9.755675,-54.22606 -9.755675,-54.22606 -14.409125))			Forward-S Sigmoid	null	null	12.4524	null	null
SG	2012-03-01T13:39:45	POINT(-715.71 -124.3944)	POLYGON((-755.898 -167.8452,-658.338 -153.8028,-669.168 -81.1158,-768.324 -95.4288,-755.898 -167.8452))		POINT(-48.9102 -12.155)	POLYGON((-53.450835 -14.32301,-44.369565 -14.32301,-44.369565 -9.98699,-53.450835 -9.98699,-53.450835 -14.32301))			Forward-S Sigmoid	null	null	12.804	null	null
SG	2012-03-01T15:39:45	POINT(-115.6968 328.0164)	POLYGON((-155.3976 288.0732,-77.793 289.2852,-76.323 367.1478,-152.4612 365.955,-155.3976 288.0732))		POINT(-6.99942 12.5373)	POLYGON((-9.339285 10.098475,-4.659555 10.098475,-4.659555 14.976125,-9.339285 14.976125,-9.339285 10.098475))			Inverse-S Sigmoid	null	null	16.3042	null	null
