event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2012-06-01T00:03:21	POINT(509.6334 -241.4232)	POLYGON((464.781 -285.2808,538.587 -285.759,553.0308 -197.0316,477.2484 -196.5186,464.781 -285.2808))		POINT(33.7864 -15.2502)	POLYGON((30.964135 -18.01939,36.608665 -18.01939,36.608665 -12.48101,30.964135 -12.48101,30.964135 -18.01939))			Forward-S Sigmoid	null	null	87.6651	null	null
SG	2012-06-01T00:33:21	POINT(516.6402 -240.5784)	POLYGON((469.8858 -286.2288,546.558 -286.7328,561.7644 -194.3508,482.9622 -193.809,469.8858 -286.2288))		POINT(34.3054 -15.1926)	POLYGON((31.354245 -18.075345,37.256555 -18.075345,37.256555 -12.309855,31.354245 -12.309855,31.354245 -18.075345))			Forward-S Sigmoid	null	null	6.21509	null	null
SG	2012-06-01T00:38:21	POINT(517.0248 -240.6906)	POLYGON((473.2332 -283.5108,545.1672 -283.9842,559.3812 -197.3634,485.5752 -196.8564,473.2332 -283.5108))		POINT(34.3358 -15.1991)	POLYGON((31.56889 -17.901995,37.10271 -17.901995,37.10271 -12.496205,31.56889 -12.496205,31.56889 -17.901995))			Forward-S Sigmoid	null	null	7.85531	null	null
SG	2012-06-01T01:08:21	POINT(99.486 -239.5986)	POLYGON((56.98242 -282.1656,139.0308 -282.2514,142.6224 -196.5252,58.45452 -196.4334,56.98242 -282.1656))		POINT(6.22681 -15.2232)	POLYGON((3.611745 -17.894865,8.841875 -17.894865,8.841875 -12.551535,3.611745 -12.551535,3.611745 -17.894865))			Inverse-S Sigmoid	null	null	44.5134	null	null
SG	2012-06-01T01:38:21	POINT(524.7174 -241.1994)	POLYGON((478.2462 -286.5528,554.1714 -287.058,569.5242 -195.2748,491.499 -194.7312,478.2462 -286.5528))		POINT(34.9261 -15.2235)	POLYGON((31.98124 -18.08817,37.87096 -18.08817,37.87096 -12.35883,31.98124 -12.35883,31.98124 -18.08817))			Forward-S Sigmoid	null	null	10.5552	null	null
SG	2012-06-01T01:38:21	POINT(115.014 -253.4904)	POLYGON((56.6544 -311.9292,168.15 -312.0624,174.5592 -194.0244,58.8141 -193.8774,56.6544 -311.9292))		POINT(7.23439 -16.0869)	POLYGON((3.63175 -19.782155,10.83703 -19.782155,10.83703 -12.391645,3.63175 -12.391645,3.63175 -19.782155))			Inverse-S Sigmoid	null	null	10.4688	null	null
SG	2012-06-01T02:08:21	POINT(526.7778 -241.5762)	POLYGON((478.2828 -288.8472,557.3148 -289.374,573.4482 -193.683,492.1326 -193.1148,478.2828 -288.8472))		POINT(35.0877 -15.2441)	POLYGON((32.01358 -18.23123,38.16182 -18.23123,38.16182 -12.25697,32.01358 -12.25697,32.01358 -18.23123))			Forward-S Sigmoid	null	null	8.67866	null	null
SG	2012-06-01T03:08:21	POINT(532.674 -242.6226)	POLYGON((486.1236 -288.024,561.828 -288.5328,577.5042 -196.6446,499.6908 -196.0968,486.1236 -288.024))		POINT(35.5521 -15.3028)	POLYGON((32.591315 -18.172055,38.512885 -18.172055,38.512885 -12.433545,32.591315 -12.433545,32.591315 -18.172055))			Forward-S Sigmoid	null	null	8.77344	null	null
SG	2012-06-01T04:08:21	POINT(538.437 -242.5482)	POLYGON((492.444 -287.3988,567.0936 -287.904,582.708 -197.1354,506.007 -196.5918,492.444 -287.3988))		POINT(35.9952 -15.2917)	POLYGON((33.059935 -18.12598,38.930465 -18.12598,38.930465 -12.45742,33.059935 -12.45742,33.059935 -18.12598))			Forward-S Sigmoid	null	null	6.00192	null	null
SG	2012-06-01T04:38:21	POINT(541.794 -242.3526)	POLYGON((495.7242 -287.2644,570.4014 -287.7726,586.1112 -196.878,509.3808 -196.3314,495.7242 -287.2644))		POINT(36.2526 -15.2761)	POLYGON((33.30666 -18.11419,39.19854 -18.11419,39.19854 -12.43801,33.30666 -12.43801,33.30666 -18.11419))			Forward-S Sigmoid	null	null	7.26947	null	null
