event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	sg_shape	sg_chirality	sg_orientation	sg_aspectratio	sg_peakcontrast	sg_meancontrast
SG	2012-08-01T00:29:09	POINT(463.947 -528.7308)	POLYGON((413.4168 -577.8192,479.946 -573.141,513.9144 -477.3216,442.6836 -482.3082,413.4168 -577.8192))		POINT(34.0552 -29.1301)	POLYGON((31.16945 -32.62606,36.94095 -32.62606,36.94095 -25.63414,31.16945 -25.63414,31.16945 -32.62606))			Forward-S Sigmoid	null	null	38.1232	null	null
SG	2012-08-01T01:29:09	POINT(477.4404 -530.931)	POLYGON((421.9026 -584.6616,493.3086 -579.4008,532.1754 -474.3888,455.1528 -480.0366,421.9026 -584.6616))		POINT(35.2842 -29.3649)	POLYGON((32.119225 -33.203925,38.449175 -33.203925,38.449175 -25.525875,32.119225 -25.525875,32.119225 -33.203925))			Forward-S Sigmoid	null	null	6.36037	null	null
SG	2012-08-01T01:59:09	POINT(480.849 -530.136)	POLYGON((426.723 -582.5322,496.2318 -577.3578,534.177 -475.0782,459.3612 -480.6222,426.723 -582.5322))		POINT(35.5575 -29.3228)	POLYGON((32.471175 -33.059515,38.643825 -33.059515,38.643825 -25.586085,32.471175 -25.586085,32.471175 -33.059515))			Forward-S Sigmoid	null	null	8.93365	null	null
SG	2012-08-01T02:29:09	POINT(481.5378 -530.943)	POLYGON((425.4276 -585.1896,497.1936 -579.8286,536.7876 -473.8296,459.3156 -479.589,425.4276 -585.1896))		POINT(35.6418 -29.3859)	POLYGON((32.44439 -33.261195,38.83921 -33.261195,38.83921 -25.510605,32.44439 -25.510605,32.44439 -33.261195))			Forward-S Sigmoid	null	null	7.20007	null	null
SG	2012-08-01T02:59:09	POINT(485.0346 -529.2528)	POLYGON((429.3528 -583.0872,500.5566 -577.7172,539.8266 -472.614,463.0458 -478.377,429.3528 -583.0872))		POINT(35.8966 -29.2773)	POLYGON((32.719335 -33.11433,39.073865 -33.11433,39.073865 -25.44027,32.719335 -25.44027,32.719335 -33.11433))			Forward-S Sigmoid	null	null	8.06826	null	null
SG	2012-08-01T02:59:09	POINT(-150.4962 -438.2406)	POLYGON((-190.914 -479.292,-103.1862 -480.8658,-107.4678 -395.8452,-198.8352 -394.2126,-190.914 -479.292))		POINT(-9.8286 -21.771)	POLYGON((-12.787195 -24.66905,-6.870005 -24.66905,-6.870005 -18.87295,-12.787195 -18.87295,-12.787195 -24.66905))			Inverse-S Sigmoid	null	null	9.39638	null	null
SG	2012-08-01T03:29:09	POINT(488.1954 -529.4298)	POLYGON((432.9312 -582.8592,503.34 -577.4928,542.553 -473.2374,466.6674 -478.995,432.9312 -582.8592))		POINT(36.18 -29.3072)	POLYGON((33.026785 -33.11397,39.333215 -33.11397,39.333215 -25.50043,33.026785 -25.50043,33.026785 -33.11397))			Forward-S Sigmoid	null	null	7.36585	null	null
SG	2012-08-01T05:59:09	POINT(65.6172 -351.6162)	POLYGON((22.44564 -394.701,106.6344 -394.0746,109.6896 -307.4568,23.08866 -308.0988,22.44564 -394.701))		POINT(4.12079 -15.9293)	POLYGON((1.43042 -18.74519,6.81116 -18.74519,6.81116 -13.11341,1.43042 -13.11341,1.43042 -18.74519))			Forward-S Sigmoid	null	null	7.29155	null	null
SG	2012-08-01T06:29:09	POINT(507.5634 -527.6916)	POLYGON((443.742 -588.9606,522.948 -582.5328,569.9148 -462.7878,483.6078 -469.755,443.742 -588.9606))		POINT(37.8525 -29.2829)	POLYGON((34.20249 -33.649175,41.50251 -33.649175,41.50251 -24.916625,34.20249 -24.916625,34.20249 -33.649175))			Inverse-S Sigmoid	null	null	9.24969	null	null
SG	2012-08-01T06:59:09	POINT(623.586 215.343)	POLYGON((573.834 169.1166,684.978 179.7696,666.156 261.435,558.054 251.1156,573.834 169.1166))		POINT(43.5318 17.3804)	POLYGON((38.723225 14.83513,48.340375 14.83513,48.340375 19.92567,38.723225 19.92567,38.723225 14.83513))			Forward-S Sigmoid	null	null	6.70536	null	null
