event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fl_peakflux	fl_peakfluxunit	fl_peaktemp	fl_peaktempunit	fl_peakem	fl_peakemunit	fl_efoldtime	fl_efoldtimeunit	fl_fluence	fl_fluenceunit
FL	2012-05-01T00:45:23	POINT(-345.6 -422.4)	POLYGON((-384 -460.8,-307.2 -460.8,-307.2 -384,-384 -384,-384 -460.8))		POINT(-24.669216 -29.994202)	POLYGON((-28.438502 -32.479877,-22.435655 -32.65355,-21.243325 -27.543612,-26.893882 -27.386499,-28.438502 -32.479877))			26.2142	erg/cm/cm/s	null		null		null		null	
FL	2012-05-01T01:25:47	POINT(-652.8 -345.6)	POLYGON((-691.2 -384,-614.4 -384,-614.4 -307.2,-691.2 -307.2,-691.2 -384))		POINT(-48.418812 -23.99046)	POLYGON((-53.778096 -26.200933,-46.000205 -26.610383,-43.818198 -21.764889,-51.009375 -21.397184,-53.778096 -26.200933))			72.8413	erg/cm/cm/s	null		null		null		null	
FL	2012-05-01T01:27:11	POINT(115.2 -345.6)	POLYGON((76.8 -384,153.6 -384,153.6 -307.2,76.8 -307.2,76.8 -384))		POINT(7.6541483 -25.280551)	POLYGON((5.207568 -27.789757,10.4546 -27.741204,10.03181 -22.806667,4.998076 -22.851929,5.207568 -27.789757))			29.7977	erg/cm/cm/s	null		null		null		null	
FL	2012-05-01T02:19:47	POINT(-960 268.8)	POLYGON((-998.4 230.4,-921.6 230.4,-921.6 307.2,-998.4 307.2,-998.4 230.4))		POINT(-88.57036 15.580495)	POLYGON((-88.776699 12.940464,-84.465436 13.631863,-88.346224 18.364928,-88.454059 17.036672,-88.776699 12.940464))			33.4169	erg/cm/cm/s	null		null		null		null	
FL	2012-05-01T02:26:23	POINT(960 -268.8)	POLYGON((921.6 -307.2,998.4 -307.2,998.4 -230.4,921.6 -230.4,921.6 -307.2))		POINT(89.125485 -15.620592)	POLYGON((88.909633 -18.405623,89.013321 -17.077076,89.325365 -12.980094,86.51738 -14.282662,88.909633 -18.405623))			72.3924	erg/cm/cm/s	null		null		null		null	
FL	2012-05-01T02:41:47	POINT(-576 -268.8)	POLYGON((-691.2 -384,-537.6 -384,-537.6 -230.4,-691.2 -230.4,-691.2 -384))		POINT(-39.753379 -19.530599)	POLYGON((-53.777185 -26.198051,-39.122082 -26.925655,-36.089075 -17.299653,-49.058141 -16.68698,-53.777185 -26.198051))			49.9924	erg/cm/cm/s	null		null		null		null	
FL	2012-05-01T03:54:47	POINT(-652.8 -345.6)	POLYGON((-691.2 -384,-614.4 -384,-614.4 -307.2,-691.2 -307.2,-691.2 -384))		POINT(-48.417234 -23.984007)	POLYGON((-53.776309 -26.195281,-45.998255 -26.603691,-43.816886 -21.757784,-51.008204 -21.39101,-53.776309 -26.195281))			48.7419	erg/cm/cm/s	null		null		null		null	
FL	2012-05-01T04:12:59	POINT(115.2 -345.6)	POLYGON((76.8 -384,153.6 -384,153.6 -307.2,76.8 -307.2,76.8 -384))		POINT(7.6536775 -25.269674)	POLYGON((5.207196 -27.77891,10.453863 -27.730498,10.03129 -22.795784,4.997813 -22.840915,5.207196 -27.77891))			27.9704	erg/cm/cm/s	null		null		null		null	
FL	2012-05-01T04:18:11	POINT(-576 -345.6)	POLYGON((-614.4 -460.8,-537.6 -460.8,-537.6 -307.2,-614.4 -307.2,-614.4 -460.8))		POINT(-41.415785 -24.323252)	POLYGON((-49.054502 -31.60048,-41.549551 -31.961855,-37.362474 -22.046724,-43.81668 -21.756668,-49.054502 -31.60048))			47.5647	erg/cm/cm/s	null		null		null		null	
FL	2012-05-01T04:36:11	POINT(-576 -268.8)	POLYGON((-614.4 -384,-460.8 -384,-460.8 -153.6,-614.4 -153.6,-614.4 -384))		POINT(-39.752583 -19.524722)	POLYGON((-45.997713 -26.60183,-32.812816 -27.172506,-29.620584 -12.834722,-41.158393 -12.365027,-45.997713 -26.60183))			324.999	erg/cm/cm/s	null		null		null		null	
