event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fl_peakflux	fl_peakfluxunit	fl_peaktemp	fl_peaktempunit	fl_peakem	fl_peakemunit	fl_efoldtime	fl_efoldtimeunit	fl_fluence	fl_fluenceunit
FL	2012-09-01T00:16:22	POINT(-192 -38.4)	POLYGON((-230.4 -76.8,-153.6 -76.8,-153.6 0,-230.4 0,-230.4 -76.8))		POINT(-11.635542 4.7453048)	POLYGON((-13.969943 2.371762,-9.261679 2.491156,-9.324886 7.102144,-14.063949 6.982716,-13.969943 2.371762))			35.2505	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T00:28:10	POINT(883.2 192)	POLYGON((844.8 153.6,998.4 153.6,998.4 307.2,844.8 307.2,844.8 153.6))		POINT(72.787995 13.856331)	POLYGON((65.187464 12.370826,89.160997 8.710047,88.066493 16.998204,72.05116 21.18607,65.187464 12.370826))			139.827	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T00:31:46	POINT(-192 -115.2)	POLYGON((-230.4 -153.6,-153.6 -153.6,-153.6 -76.8,-230.4 -76.8,-230.4 -153.6))		POINT(-11.595462 0.12211318)	POLYGON((-13.96957 -2.272536,-9.259839 -2.151543,-9.261657 2.491326,-13.969909 2.371929,-13.96957 -2.272536))			16.8417	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T00:41:10	POINT(-38.4 -38.4)	POLYGON((-230.4 -76.8,0 -76.8,0 0,-230.4 0,-230.4 -76.8))		POINT(-2.3120348 4.8870673)	POLYGON((-13.969888 2.372032,-0 2.5855,0 7.196519,-14.063898 6.982967,-13.969888 2.372032))			54.0698	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T01:06:34	POINT(960 192)	POLYGON((921.6 153.6,998.4 153.6,998.4 230.4,921.6 230.4,921.6 153.6))		POINT(88.831862 11.25321)	POLYGON((80.100573 10.602854,89.160938 8.710042,88.612813 12.924194,88.848883 14.277009,80.100573 10.602854))			38.7478	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T02:44:34	POINT(-38.4 -38.4)	POLYGON((-76.8 -76.8,0 -76.8,0 0,-76.8 0,-76.8 -76.8))		POINT(-2.3119923 4.8883814)	POLYGON((-4.615624 2.563458,-0 2.586861,0 7.197787,-4.64739 7.174369,-4.615624 2.563458))			18.8125	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T03:06:34	POINT(-115.2 -38.4)	POLYGON((-153.6 -76.8,-76.8 -76.8,-76.8 0,-153.6 0,-153.6 -76.8))		POINT(-6.9508353 4.8417532)	POLYGON((-9.261431 2.493018,-4.615608 2.563698,-4.647376 7.174593,-9.324657 7.103875,-9.261431 2.493018))			34.4164	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T03:36:46	POINT(883.2 268.8)	POLYGON((844.8 230.4,921.6 230.4,921.6 307.2,844.8 307.2,844.8 230.4))		POINT(77.423194 18.102808)	POLYGON((67.873789 16.815806,88.817799 14.280621,87.897173 18.320683,72.04637 21.186701,67.873789 16.815806))			42.5946	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T04:00:10	POINT(-115.2 -38.4)	POLYGON((-153.6 -76.8,-76.8 -76.8,-76.8 0,-153.6 0,-153.6 -76.8))		POINT(-6.9507795 4.8423154)	POLYGON((-9.261352 2.493598,-4.615569 2.564283,-4.64734 7.175136,-9.324585 7.104414,-9.261352 2.493598))			51.03	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T04:25:22	POINT(-883.2 -345.6)	POLYGON((-921.6 -384,-768 -384,-768 -230.4,-921.6 -230.4,-921.6 -384))		POINT(-82.451108 -20.525883)	POLYGON((-86.728032 -22.395636,-59.18875 -20.210852,-54.861329 -9.902832,-85.228781 -13.528535,-86.728032 -22.395636))			82.9475	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T04:46:34	POINT(-38.4 -38.4)	POLYGON((-76.8 -76.8,0 -76.8,0 0,-76.8 0,-76.8 -76.8))		POINT(-2.3119503 4.8896657)	POLYGON((-4.615536 2.564786,-0 2.588193,0 7.199026,-4.64731 7.175604,-4.615536 2.564786))			27.7116	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T04:55:34	POINT(-806.4 -345.6)	POLYGON((-844.8 -384,-768 -384,-768 -230.4,-844.8 -230.4,-844.8 -384))		POINT(-62.951869 -18.122645)	POLYGON((-72.969336 -21.8542,-59.188053 -20.210501,-54.86085 -9.902539,-64.593293 -10.985241,-72.969336 -21.8542))			66.8626	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T05:00:34	POINT(-115.2 -38.4)	POLYGON((-153.6 -76.8,0 -76.8,0 0,-153.6 0,-153.6 -76.8))		POINT(-6.9507165 4.8429455)	POLYGON((-9.261264 2.494248,-0 2.588345,0 7.199167,-9.324504 7.105019,-9.261264 2.494248))			33.5557	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T05:05:22	POINT(-806.4 -268.8)	POLYGON((-844.8 -307.2,-768 -307.2,-768 -230.4,-844.8 -230.4,-844.8 -307.2))		POINT(-60.238052 -12.89618)	POLYGON((-67.451296 -16.17569,-56.496354 -14.9206,-54.860694 -9.902444,-64.59306 -10.98515,-67.451296 -16.17569))			78.2187	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T05:12:46	POINT(-38.4 -38.4)	POLYGON((-76.8 -76.8,0 -76.8,0 76.8,-76.8 76.8,-76.8 -76.8))		POINT(-2.3119412 4.8899396)	POLYGON((-4.615517 2.56507,-0 2.588477,0 11.810103,-4.710414 11.786354,-4.615517 2.56507))			87.981	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T05:26:46	POINT(-115.2 -38.4)	POLYGON((-153.6 -76.8,-76.8 -76.8,-76.8 0,-153.6 0,-153.6 -76.8))		POINT(-6.9506891 4.8432178)	POLYGON((-9.261226 2.49453,-4.615507 2.565221,-4.647283 7.176008,-9.324469 7.10528,-9.261226 2.49453))			34.6691	erg/cm/cm/s	null		null		null		null	
FL	2012-09-01T05:36:34	POINT(-115.2 -38.4)	POLYGON((-153.6 -76.8,-76.8 -76.8,-76.8 0,-153.6 0,-153.6 -76.8))		POINT(-6.9506789 4.8433194)	POLYGON((-9.261211 2.494634,-4.6155 2.565327,-4.647276 7.176107,-9.324456 7.105377,-9.261211 2.494634))			34.3202	erg/cm/cm/s	null		null		null		null	
