event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fl_peakflux	fl_peakfluxunit	fl_peaktemp	fl_peaktempunit	fl_peakem	fl_peakemunit	fl_efoldtime	fl_efoldtimeunit	fl_fluence	fl_fluenceunit
FL	2014-01-01T00:11:10	POINT(-960 -115.2)	POLYGON((-998.4 -230.4,-921.6 -230.4,-921.6 -76.8,-998.4 -76.8,-998.4 -230.4))		POINT(-82.249715 -7.1893939)	POLYGON((-89.596973 -12.991404,-76.827287 -14.34377,-71.307853 -5.475591,-89.947811 -4.407416,-89.596973 -12.991404))			173.52	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T01:24:46	POINT(-192 -192)	POLYGON((-307.2 -307.2,-76.8 -307.2,-76.8 0,-307.2 0,-307.2 -307.2))		POINT(-11.657443 -14.24214)	POLYGON((-19.632941 -21.104995,-4.822398 -21.26175,-4.498549 -2.999846,-18.286348 -2.857399,-19.632941 -21.104995))			105.417	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T02:26:10	POINT(652.8 -192)	POLYGON((614.4 -230.4,691.2 -230.4,691.2 -153.6,614.4 -153.6,614.4 -230.4))		POINT(43.284951 -13.51002)	POLYGON((40.717526 -15.900701,47.16426 -15.672671,46.012415 -11.126704,39.777793 -11.345225,40.717526 -15.900701))			37.3357	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T03:11:46	POINT(652.8 -192)	POLYGON((614.4 -230.4,691.2 -230.4,691.2 -153.6,614.4 -153.6,614.4 -230.4))		POINT(43.28554 -13.512716)	POLYGON((40.718195 -15.903507,47.164996 -15.675188,46.012915 -11.129277,39.77825 -11.348073,40.718195 -15.903507))			44.0679	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T04:39:46	POINT(-960 -38.4)	POLYGON((-998.4 -153.6,-921.6 -153.6,-921.6 0,-998.4 0,-998.4 -153.6))		POINT(-79.755512 -2.7946935)	POLYGON((-89.808733 -8.748187,-73.217014 -9.928905,-70.567268 -1.007238,-89.729291 -0.014308,-89.808733 -8.748187))			81.928	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T05:45:34	POINT(422.4 -192)	POLYGON((384 -230.4,460.8 -230.4,460.8 -153.6,384 -153.6,384 -230.4))		POINT(26.376075 -14.017182)	POLYGON((24.103165 -16.367194,29.330544 -16.247081,28.697642 -11.679772,23.593948 -11.79598,24.103165 -16.367194))			26.2391	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T06:38:34	POINT(-960 -268.8)	POLYGON((-998.4 -307.2,-921.6 -307.2,-921.6 -230.4,-998.4 -230.4,-998.4 -307.2))		POINT(-89.440417 -15.634817)	POLYGON((-89.358608 -17.093161,-84.962066 -18.632318,-76.834287 -14.350942,-89.586335 -12.991005,-89.358608 -17.093161))			57.2022	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T06:47:58	POINT(-960 -115.2)	POLYGON((-998.4 -153.6,-921.6 -153.6,-921.6 0,-998.4 0,-998.4 -153.6))		POINT(-82.252297 -7.1937958)	POLYGON((-89.814149 -8.748519,-73.218552 -9.931913,-70.567264 -1.010712,-89.722357 -0.014725,-89.814149 -8.748519))			99.493	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T06:50:34	POINT(422.4 -192)	POLYGON((384 -230.4,460.8 -230.4,460.8 -153.6,384 -153.6,384 -230.4))		POINT(26.376645 -14.021907)	POLYGON((24.103784 -16.372007,29.331279 -16.251678,28.698149 -11.684399,23.594375 -11.800814,24.103784 -16.372007))			102.365	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T07:15:58	POINT(729.6 -192)	POLYGON((614.4 -230.4,768 -230.4,768 -153.6,614.4 -153.6,614.4 -230.4))		POINT(49.9818 -13.275756)	POLYGON((40.721776 -15.918523,54.494305 -15.396498,53.041337 -10.865417,39.780698 -11.363308,40.721776 -15.918523))			230.983	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T07:19:22	POINT(-960 -115.2)	POLYGON((-998.4 -153.6,-921.6 -153.6,-921.6 -76.8,-998.4 -76.8,-998.4 -153.6))		POINT(-82.252507 -7.1941435)	POLYGON((-89.806738 -8.748143,-73.218929 -9.93265,-71.310386 -5.486762,-89.962068 -4.406837,-89.806738 -8.748143))			47.8781	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T08:18:10	POINT(729.6 -115.2)	POLYGON((691.2 -153.6,768 -153.6,768 -76.8,691.2 -76.8,691.2 -153.6))		POINT(48.947554 -8.7629986)	POLYGON((46.016284 -11.146548,53.042072 -10.86845,52.144967 -6.372791,45.291191 -6.643402,46.016284 -11.146548))			15.2735	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T08:51:34	POINT(422.4 -192)	POLYGON((384 -230.4,460.8 -230.4,460.8 -153.6,384 -153.6,384 -230.4))		POINT(26.377706 -14.030698)	POLYGON((24.104935 -16.380961,29.332648 -16.260229,28.699092 -11.693008,23.595171 -11.809809,24.104935 -16.380961))			30.4117	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T08:58:58	POINT(-960 -115.2)	POLYGON((-998.4 -153.6,-921.6 -153.6,-921.6 -76.8,-998.4 -76.8,-998.4 -153.6))		POINT(-82.253175 -7.1952458)	POLYGON((-89.818212 -8.748784,-73.220128 -9.934984,-71.310983 -5.489356,-89.950083 -4.407509,-89.818212 -8.748784))			49.077	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T08:59:10	POINT(652.8 -192)	POLYGON((614.4 -230.4,691.2 -230.4,691.2 -153.6,614.4 -153.6,614.4 -230.4))		POINT(43.290029 -13.533232)	POLYGON((40.723291 -15.924862,47.170617 -15.694342,46.016735 -11.148857,39.781734 -11.36974,40.723291 -15.924862))			53.6242	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T09:49:58	POINT(652.8 -192)	POLYGON((614.4 -307.2,691.2 -307.2,691.2 -153.6,614.4 -153.6,614.4 -307.2))		POINT(43.290687 -13.536229)	POLYGON((42.07831 -20.560947,48.849641 -20.314435,46.017295 -11.151717,39.782244 -11.372905,42.07831 -20.560947))			46.6733	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T10:08:58	POINT(-960 -115.2)	POLYGON((-998.4 -153.6,-921.6 -153.6,-921.6 -76.8,-998.4 -76.8,-998.4 -153.6))		POINT(-82.253649 -7.19602)	POLYGON((-89.814976 -8.748642,-73.220973 -9.936624,-71.311404 -5.491179,-89.952862 -4.40739,-89.814976 -8.748642))			57.4934	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T10:44:22	POINT(-960 -115.2)	POLYGON((-998.4 -153.6,-921.6 -153.6,-921.6 -76.8,-998.4 -76.8,-998.4 -153.6))		POINT(-82.25389 -7.1964113)	POLYGON((-89.804179 -8.748086,-73.2214 -9.937454,-71.311618 -5.4921,-89.963349 -4.406848,-89.804179 -8.748086))			61.4378	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T11:15:46	POINT(-960 -115.2)	POLYGON((-998.4 -153.6,-921.6 -153.6,-921.6 -76.8,-998.4 -76.8,-998.4 -153.6))		POINT(-82.254105 -7.1967583)	POLYGON((-89.813672 -8.748599,-73.22178 -9.938189,-71.311808 -5.492917,-89.953746 -4.40737,-89.813672 -8.748599))			124.901	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T12:24:58	POINT(729.6 -115.2)	POLYGON((691.2 -153.6,768 -153.6,768 -76.8,691.2 -76.8,691.2 -153.6))		POINT(48.949752 -8.7761392)	POLYGON((46.019005 -11.160438,53.044992 -10.880476,52.146588 -6.385074,45.292735 -6.657482,46.019005 -11.160438))			23.1943	erg/cm/cm/s	null		null		null		null	
FL	2014-01-01T12:55:46	POINT(-806.4 192)	POLYGON((-844.8 153.6,-768 153.6,-768 230.4,-844.8 230.4,-844.8 153.6))		POINT(-56.72729 9.6463632)	POLYGON((-60.603438 7.539238,-52.270787 7.16111,-53.300272 11.798028,-62.108297 12.207196,-60.603438 7.539238))			45.8564	erg/cm/cm/s	null		null		null		null	
