event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fl_peakflux	fl_peakfluxunit	fl_peaktemp	fl_peaktempunit	fl_peakem	fl_peakemunit	fl_efoldtime	fl_efoldtimeunit	fl_fluence	fl_fluenceunit
FL	2014-02-01T01:21:34	POINT(-422.4 -115.2)	POLYGON((-537.6 -307.2,-307.2 -307.2,-307.2 0,-537.6 0,-537.6 -307.2))		POINT(-26.220015 -12.171686)	POLYGON((-36.747551 -23.180738,-20.104947 -23.96957,-18.396017 -5.709734,-33.500692 -5.021421,-36.747551 -23.180738))			531.726	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T03:15:46	POINT(-345.6 -115.2)	POLYGON((-384 -153.6,-307.2 -153.6,-307.2 -76.8,-384 -76.8,-384 -153.6))		POINT(-21.206226 -12.384019)	POLYGON((-23.9297 -14.550059,-18.948668 -14.73592,-18.607404 -10.213378,-23.495903 -10.032064,-23.9297 -14.550059))			40.5137	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T03:20:58	POINT(-499.2 -192)	POLYGON((-537.6 -230.4,-460.8 -230.4,-460.8 -153.6,-537.6 -153.6,-537.6 -230.4))		POINT(-32.163209 -16.444839)	POLYGON((-35.459041 -18.567921,-29.869799 -18.873476,-29.098488 -14.314428,-34.524663 -14.021581,-35.459041 -18.567921))			33.0886	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T03:29:10	POINT(-729.6 -192)	POLYGON((-768 -230.4,-691.2 -230.4,-691.2 -153.6,-768 -153.6,-768 -230.4))		POINT(-50.712008 -15.194943)	POLYGON((-55.382886 -17.128334,-47.96625 -17.723011,-46.607783 -13.215955,-53.701571 -12.654561,-55.382886 -17.128334))			24.5362	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T04:16:10	POINT(-499.2 -38.4)	POLYGON((-537.6 -76.8,-460.8 -76.8,-460.8 0,-537.6 0,-537.6 -76.8))		POINT(-30.985486 -7.4230208)	POLYGON((-33.884798 -9.519323,-28.566422 -9.804752,-28.243292 -5.31095,-33.501757 -5.028632,-33.884798 -9.519323))			38.4197	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T04:49:58	POINT(-499.2 -192)	POLYGON((-537.6 -230.4,-460.8 -230.4,-460.8 -153.6,-537.6 -153.6,-537.6 -230.4))		POINT(-32.164233 -16.448667)	POLYGON((-35.460282 -18.571624,-29.870859 -18.877417,-29.099323 -14.318359,-34.525641 -14.025284,-35.460282 -18.571624))			33.6018	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T05:17:46	POINT(-499.2 268.8)	POLYGON((-537.6 230.4,-460.8 230.4,-460.8 307.2,-537.6 307.2,-537.6 230.4))		POINT(-31.323931 10.829865)	POLYGON((-33.796492 8.641613,-28.443995 8.342457,-28.935827 13.058759,-34.425433 13.374107,-33.796492 8.641613))			36.9556	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T05:42:22	POINT(-422.4 -192)	POLYGON((-460.8 -230.4,-307.2 -230.4,-307.2 0,-460.8 0,-460.8 -230.4))		POINT(-26.807388 -16.719516)	POLYGON((-29.871482 -18.879735,-19.439441 -19.319348,-18.396911 -5.722029,-28.243739 -5.314709,-29.871482 -18.879735))			228.515	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T06:04:22	POINT(-499.2 268.8)	POLYGON((-537.6 230.4,-460.8 230.4,-460.8 307.2,-537.6 307.2,-537.6 230.4))		POINT(-31.323869 10.827974)	POLYGON((-33.796479 8.639765,-28.44398 8.340494,-28.935724 13.05683,-34.425317 13.372298,-33.796479 8.639765))			37.0954	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T06:19:46	POINT(-499.2 268.8)	POLYGON((-537.6 230.4,-384 230.4,-384 307.2,-537.6 307.2,-537.6 230.4))		POINT(-31.323849 10.827349)	POLYGON((-33.796475 8.639155,-23.365935 8.099751,-23.747423 12.804079,-34.425279 13.371701,-33.796475 8.639155))			44.1775	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T06:44:10	POINT(-345.6 -115.2)	POLYGON((-384 -153.6,-307.2 -153.6,-307.2 -76.8,-384 -76.8,-384 -153.6))		POINT(-21.207511 -12.393789)	POLYGON((-23.931326 -14.559683,-18.949968 -14.74588,-18.608397 -10.223265,-23.497146 -10.041626,-23.931326 -14.559683))			70.2318	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T07:01:10	POINT(-422.4 -192)	POLYGON((-537.6 -230.4,-307.2 -230.4,-307.2 0,-537.6 0,-537.6 -230.4))		POINT(-26.808152 -16.723081)	POLYGON((-35.462109 -18.577071,-19.440066 -19.323134,-18.397181 -5.725732,-33.502764 -5.035425,-35.462109 -18.577071))			984.587	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T08:08:10	POINT(-499.2 268.8)	POLYGON((-537.6 230.4,-384 230.4,-384 307.2,-537.6 307.2,-537.6 230.4))		POINT(-31.323708 10.822958)	POLYGON((-33.796446 8.634866,-23.365904 8.09498,-23.74722 12.799378,-34.425012 13.3675,-33.796446 8.634866))			67.0412	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T08:31:10	POINT(-422.4 268.8)	POLYGON((-537.6 230.4,-384 230.4,-384 307.2,-537.6 307.2,-537.6 230.4))		POINT(-26.065674 10.546961)	POLYGON((-33.79644 8.633957,-23.365898 8.093969,-23.747177 12.798382,-34.424955 13.36661,-33.79644 8.633957))			70.5887	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T08:52:10	POINT(-883.2 -268.8)	POLYGON((-921.6 -307.2,-844.8 -307.2,-844.8 -230.4,-921.6 -230.4,-921.6 -307.2))		POINT(-72.137872 -17.938443)	POLYGON((-87.487834 -18.752562,-67.795392 -20.732419,-64.431888 -16.332535,-78.136575 -14.990211,-87.487834 -18.752562))			30.8186	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T09:51:22	POINT(-422.4 268.8)	POLYGON((-460.8 230.4,-384 230.4,-384 307.2,-460.8 307.2,-460.8 230.4))		POINT(-26.065583 10.54354)	POLYGON((-28.443914 8.33096,-23.365876 8.090448,-23.747029 12.794911,-28.935227 13.047459,-28.443914 8.33096))			67.1129	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T10:00:58	POINT(-883.2 -268.8)	POLYGON((-921.6 -307.2,-844.8 -307.2,-844.8 -230.4,-921.6 -230.4,-921.6 -307.2))		POINT(-72.140123 -17.939478)	POLYGON((-87.494723 -18.752243,-67.797569 -20.733739,-64.43361 -16.33402,-78.139226 -14.990824,-87.494723 -18.752243))			30.0717	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T10:33:58	POINT(-422.4 -192)	POLYGON((-460.8 -230.4,-384 -230.4,-384 -153.6,-460.8 -153.6,-460.8 -230.4))		POINT(-26.810215 -16.732683)	POLYGON((-29.874949 -18.892595,-24.558973 -19.139214,-23.933118 -14.570252,-29.102549 -14.333493,-29.874949 -18.892595))			53.9839	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T12:11:46	POINT(-422.4 268.8)	POLYGON((-460.8 230.4,-384 230.4,-384 307.2,-460.8 307.2,-460.8 230.4))		POINT(-26.065425 10.537564)	POLYGON((-28.443876 8.325085,-23.36584 8.084297,-23.746771 12.78885,-28.934924 13.041684,-28.443876 8.325085))			44.299	erg/cm/cm/s	null		null		null		null	
FL	2014-02-01T12:29:22	POINT(-345.6 -192)	POLYGON((-537.6 -230.4,-230.4 -230.4,-230.4 -76.8,-537.6 -76.8,-537.6 -230.4))		POINT(-21.678828 -16.952903)	POLYGON((-35.466674 -18.590641,-14.468371 -19.485677,-13.852495 -10.377379,-33.888954 -9.539689,-35.466674 -18.590641))			98.785	erg/cm/cm/s	null		null		null		null	
