event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fl_peakflux	fl_peakfluxunit	fl_peaktemp	fl_peaktempunit	fl_peakem	fl_peakemunit	fl_efoldtime	fl_efoldtimeunit	fl_fluence	fl_fluenceunit
FL	2012-04-01T05:53:11	POINT(-729.6 345.6)	POLYGON((-768 307.2,-691.2 307.2,-691.2 384,-768 384,-768 307.2))		POINT(-52.476694 17.148704)	POLYGON((-55.695858 15.01413,-47.782614 14.282144,-49.54351 19.360127,-58.251552 20.196522,-55.695858 15.01413))			41.3203	erg/cm/cm/s	null		null		null		null	
FL	2012-04-01T06:18:35	POINT(-729.6 422.4)	POLYGON((-768 384,-691.2 384,-691.2 460.8,-768 460.8,-768 384))		POINT(-55.088046 22.415947)	POLYGON((-58.252428 20.197215,-49.544172 19.360916,-52.241767 24.729831,-62.435716 25.758084,-58.252428 20.197215))			36.2628	erg/cm/cm/s	null		null		null		null	
FL	2012-04-01T11:55:35	POINT(-499.2 345.6)	POLYGON((-537.6 307.2,-460.8 307.2,-460.8 384,-537.6 384,-537.6 307.2))		POINT(-32.529292 15.568665)	POLYGON((-34.976526 13.296258,-29.375143 12.944005,-30.16221 17.895298,-35.987846 18.275427,-34.976526 13.296258))			32.4045	erg/cm/cm/s	null		null		null		null	
FL	2012-04-01T12:12:35	POINT(-345.6 -192)	POLYGON((-384 -230.4,-307.2 -230.4,-307.2 -153.6,-384 -153.6,-384 -230.4))		POINT(-22.075507 -17.522161)	POLYGON((-25.031232 -19.734992,-19.809935 -19.951415,-19.284196 -15.308849,-24.360182 -15.101288,-25.031232 -19.734992))			17.7269	erg/cm/cm/s	null		null		null		null	
FL	2012-04-01T14:47:35	POINT(-422.4 345.6)	POLYGON((-460.8 307.2,-384 307.2,-384 384,-460.8 384,-460.8 307.2))		POINT(-27.014713 15.249739)	POLYGON((-29.377075 12.9505,-24.095666 12.669992,-24.705208 17.601122,-30.164585 17.901948,-29.377075 12.9505))			38.534	erg/cm/cm/s	null		null		null		null	
FL	2012-04-01T16:07:11	POINT(576 -268.8)	POLYGON((537.6 -307.2,614.4 -307.2,614.4 -230.4,537.6 -230.4,537.6 -307.2))		POINT(39.890605 -21.231587)	POLYGON((37.56823 -23.789304,43.996388 -23.335001,42.313598 -18.68579,36.182624 -19.109864,37.56823 -23.789304))			33.7745	erg/cm/cm/s	null		null		null		null	
FL	2012-04-01T18:07:11	POINT(-729.6 422.4)	POLYGON((-768 384,-691.2 384,-691.2 460.8,-768 460.8,-768 384))		POINT(-55.11193 22.436887)	POLYGON((-58.276969 20.216649,-49.562714 19.383097,-52.265428 24.752187,-62.468964 25.777346,-58.276969 20.216649))			20.7603	erg/cm/cm/s	null		null		null		null	
FL	2012-04-01T19:24:59	POINT(576 -268.8)	POLYGON((537.6 -307.2,614.4 -307.2,614.4 -230.4,537.6 -230.4,537.6 -307.2))		POINT(39.890725 -21.226211)	POLYGON((37.568098 -23.78385,43.996485 -23.330056,42.314006 -18.680511,36.182799 -19.104113,37.568098 -23.78385))			21.0225	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T00:02:35	POINT(-345.6 345.6)	POLYGON((-384 307.2,-307.2 307.2,-307.2 384,-384 384,-384 307.2))		POINT(-21.789537 15.015489)	POLYGON((-24.100673 12.691928,-19.047066 12.473174,-19.508998 17.389979,-24.711371 17.623598,-24.100673 12.691928))			28.8646	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T00:13:47	POINT(-345.6 345.6)	POLYGON((-384 307.2,-307.2 307.2,-307.2 384,-384 384,-384 307.2))		POINT(-21.789636 15.015947)	POLYGON((-24.100774 12.692373,-19.047144 12.473632,-19.509095 17.390448,-24.711496 17.624054,-24.100774 12.692373))			28.0669	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T01:17:11	POINT(-652.8 345.6)	POLYGON((-691.2 307.2,-614.4 307.2,-614.4 460.8,-691.2 460.8,-691.2 307.2))		POINT(-44.999846 16.518563)	POLYGON((-47.807246 14.318195,-41.050476 13.763678,-44.335029 24.055554,-52.27989 24.765888,-47.807246 14.318195))			34.2999	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T02:29:59	POINT(-652.8 422.4)	POLYGON((-691.2 384,-614.4 384,-614.4 460.8,-691.2 460.8,-691.2 384))		POINT(-46.866244 21.689027)	POLYGON((-49.575965 19.399013,-42.368659 18.785304,-44.336958 24.058132,-52.282346 24.768217,-49.575965 19.399013))			49.1472	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T03:43:47	POINT(-806.4 345.6)	POLYGON((-844.8 307.2,-768 307.2,-768 384,-844.8 384,-844.8 307.2))		POINT(-61.892568 18.111361)	POLYGON((-66.121594 16.107476,-55.731775 15.05009,-58.29708 20.232634,-70.921679 21.568582,-66.121594 16.107476))			36.0708	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T04:26:59	POINT(-806.4 345.6)	POLYGON((-844.8 307.2,-768 307.2,-768 384,-844.8 384,-844.8 307.2))		POINT(-61.894162 18.112464)	POLYGON((-66.123351 16.108468,-55.732968 15.05129,-58.298591 20.233838,-70.924227 21.569562,-66.123351 16.108468))			40.3827	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T05:27:59	POINT(-806.4 345.6)	POLYGON((-844.8 307.2,-768 307.2,-768 384,-844.8 384,-844.8 307.2))		POINT(-61.896413 18.114022)	POLYGON((-66.125834 16.10987,-55.734652 15.052985,-58.300727 20.235539,-70.927827 21.570947,-66.125834 16.10987))			42.04	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T06:06:35	POINT(-268.8 345.6)	POLYGON((-307.2 307.2,-230.4 307.2,-230.4 384,-307.2 384,-307.2 307.2))		POINT(-16.765045 14.834093)	POLYGON((-19.049627 12.488127,-14.158656 12.323896,-14.491535 17.230421,-19.512155 17.405304,-19.049627 12.488127))			39.4899	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T07:04:59	POINT(-268.8 345.6)	POLYGON((-307.2 307.2,-230.4 307.2,-230.4 384,-307.2 384,-307.2 307.2))		POINT(-16.765441 14.836561)	POLYGON((-19.050039 12.490536,-14.158958 12.326358,-14.491908 17.232944,-19.512663 17.407774,-19.050039 12.490536))			37.6934	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T07:58:23	POINT(-499.2 345.6)	POLYGON((-537.6 307.2,-460.8 307.2,-460.8 384,-537.6 384,-537.6 307.2))		POINT(-32.546032 15.61404)	POLYGON((-34.993267 13.339953,-29.388738 12.989918,-30.178936 17.942293,-36.008441 18.32008,-34.993267 13.339953))			27.2471	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T08:14:47	POINT(-268.8 345.6)	POLYGON((-307.2 307.2,-230.4 307.2,-230.4 384,-307.2 384,-307.2 307.2))		POINT(-16.765914 14.839514)	POLYGON((-19.050532 12.49342,-14.159319 12.329304,-14.492354 17.235964,-19.513271 17.410729,-19.050532 12.49342))			74.6043	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T08:45:11	POINT(-806.4 345.6)	POLYGON((-844.8 307.2,-691.2 307.2,-691.2 384,-844.8 384,-844.8 307.2))		POINT(-61.903702 18.11907)	POLYGON((-66.133869 16.114409,-47.81681 14.332288,-49.585906 19.410985,-70.93948 21.575429,-66.133869 16.114409))			37.4665	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T08:54:23	POINT(-268.8 345.6)	POLYGON((-537.6 307.2,-230.4 307.2,-230.4 384,-537.6 384,-537.6 307.2))		POINT(-16.766182 14.841191)	POLYGON((-34.994052 13.342013,-14.159525 12.330977,-14.492607 17.23768,-36.009408 18.322185,-34.994052 13.342013))			47.8862	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T08:59:47	POINT(-576 345.6)	POLYGON((-614.4 307.2,-537.6 307.2,-537.6 384,-614.4 384,-614.4 307.2))		POINT(-38.475384 16.022157)	POLYGON((-41.058422 13.779563,-34.994128 13.342212,-36.009501 18.322388,-42.376917 18.79895,-41.058422 13.779563))			74.9597	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T09:30:23	POINT(-268.8 345.6)	POLYGON((-307.2 307.2,-230.4 307.2,-230.4 384,-307.2 384,-307.2 307.2))		POINT(-16.766427 14.842717)	POLYGON((-19.051066 12.496548,-14.159711 12.332499,-14.492837 17.23924,-19.51393 17.413935,-19.051066 12.496548))			36.4279	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T10:17:11	POINT(-268.8 345.6)	POLYGON((-307.2 307.2,-230.4 307.2,-230.4 384,-307.2 384,-307.2 307.2))		POINT(-16.766745 14.844702)	POLYGON((-19.051397 12.498487,-14.159954 12.33448,-14.493137 17.241271,-19.514338 17.415922,-19.051397 12.498487))			39.7479	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T10:53:11	POINT(-729.6 345.6)	POLYGON((-768 307.2,-691.2 307.2,-691.2 384,-768 384,-768 307.2))		POINT(-52.523123 17.200273)	POLYGON((-55.743647 15.062058,-47.81955 14.336337,-49.589307 19.415088,-58.312139 20.244638,-55.743647 15.062058))			40.5708	erg/cm/cm/s	null		null		null		null	
FL	2012-04-02T12:11:35	POINT(-192 -192)	POLYGON((-230.4 -230.4,-153.6 -230.4,-153.6 -153.6,-230.4 -153.6,-230.4 -230.4))		POINT(-12.070668 -17.790799)	POLYGON((-14.738135 -20.064243,-9.771003 -20.177553,-9.515404 -15.522483,-14.350791 -15.41366,-14.738135 -20.064243))			20.1129	erg/cm/cm/s	null		null		null		null	
