event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fl_peakflux	fl_peakfluxunit	fl_peaktemp	fl_peaktempunit	fl_peakem	fl_peakemunit	fl_efoldtime	fl_efoldtimeunit	fl_fluence	fl_fluenceunit
FL	2012-01-01T01:14:47	POINT(960 192)	POLYGON((921.6 153.6,998.4 153.6,998.4 230.4,921.6 230.4,921.6 153.6))		POINT(89.13398 11.280296)	POLYGON((72.300664 8.155728,89.27228 8.720186,89.041483 12.962522,75.414519 12.913597,72.300664 8.155728))			51.08	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T01:57:11	POINT(-499.2 -422.4)	POLYGON((-537.6 -460.8,-460.8 -460.8,-460.8 -307.2,-537.6 -307.2,-537.6 -460.8))		POINT(-35.250689 -27.975564)	POLYGON((-39.523632 -30.371262,-33.11786 -30.55423,-30.213703 -20.833532,-35.919048 -20.680013,-39.523632 -30.371262))			52.14	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T02:23:11	POINT(960 115.2)	POLYGON((921.6 76.8,998.4 76.8,998.4 230.4,921.6 230.4,921.6 76.8))		POINT(81.53158 6.3476292)	POLYGON((70.855918 3.54152,89.487009 4.377997,89.025752 12.961665,75.413014 12.912162,70.855918 3.54152))			50.5818	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T02:46:23	POINT(-499.2 -422.4)	POLYGON((-614.4 -460.8,-460.8 -460.8,-460.8 -307.2,-614.4 -307.2,-614.4 -460.8))		POINT(-35.251882 -27.978823)	POLYGON((-46.540675 -30.14264,-33.119118 -30.557571,-30.214444 -20.836989,-42.053283 -20.492463,-46.540675 -30.14264))			59.1129	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T04:26:23	POINT(-576 -345.6)	POLYGON((-614.4 -384,-460.8 -384,-460.8 -307.2,-614.4 -307.2,-614.4 -384))		POINT(-39.701244 -22.960455)	POLYGON((-43.93349 -25.245959,-31.445715 -25.619671,-30.215949 -20.844012,-42.055237 -20.498495,-43.93349 -25.245959))			55.4982	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T04:46:35	POINT(-499.2 -422.4)	POLYGON((-537.6 -460.8,-460.8 -460.8,-460.8 -307.2,-537.6 -307.2,-537.6 -460.8))		POINT(-35.254796 -27.986784)	POLYGON((-39.528628 -30.381849,-33.122192 -30.565731,-30.216253 -20.84543,-35.921988 -20.691162,-39.528628 -30.381849))			63.0752	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T07:00:35	POINT(-499.2 -422.4)	POLYGON((-537.6 -460.8,-460.8 -460.8,-460.8 -384,-537.6 -384,-537.6 -460.8))		POINT(-35.258046 -27.995652)	POLYGON((-39.532581 -30.390217,-33.12562 -30.574821,-31.448763 -25.630343,-37.444813 -25.463519,-39.532581 -30.390217))			50.4618	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T07:19:47	POINT(-499.2 -422.4)	POLYGON((-537.6 -460.8,-460.8 -460.8,-460.8 -307.2,-537.6 -307.2,-537.6 -460.8))		POINT(-35.258512 -27.996923)	POLYGON((-39.533148 -30.391416,-33.126111 -30.576123,-30.218561 -20.856182,-35.924649 -20.701236,-39.533148 -30.391416))			378.059	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T08:30:11	POINT(-499.2 -345.6)	POLYGON((-537.6 -384,-460.8 -384,-460.8 -307.2,-537.6 -307.2,-537.6 -384))		POINT(-33.659821 -23.1549)	POLYGON((-37.446857 -25.469285,-31.450535 -25.63654,-30.219622 -20.86112,-35.925873 -20.705862,-37.446857 -25.469285))			47.4629	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T09:48:11	POINT(-422.4 -192)	POLYGON((-460.8 -230.4,-384 -230.4,-384 -153.6,-460.8 -153.6,-460.8 -230.4))		POINT(-26.370624 -13.983383)	POLYGON((-29.323703 -16.214078,-24.097484 -16.332654,-23.589688 -11.761518,-28.692509 -11.646781,-29.323703 -16.214078))			19.0547	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T13:22:59	POINT(960 268.8)	POLYGON((921.6 230.4,998.4 230.4,998.4 307.2,921.6 307.2,921.6 230.4))		POINT(88.863906 15.604369)	POLYGON((75.398676 12.898355,89.015443 12.960856,88.778404 17.062509,82.940783 17.993712,75.398676 12.898355))			67.0345	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T13:54:23	POINT(-499.2 -345.6)	POLYGON((-537.6 -384,-384 -384,-384 -307.2,-537.6 -307.2,-537.6 -384))		POINT(-33.665875 -23.176767)	POLYGON((-37.45426 -25.490127,-25.80359 -25.793532,-24.819639 -21.00935,-35.931513 -20.727147,-37.45426 -25.490127))			47.0294	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T15:31:47	POINT(-422.4 -422.4)	POLYGON((-460.8 -460.8,-384 -460.8,-384 -384,-460.8 -384,-460.8 -460.8))		POINT(-29.288673 -28.18778)	POLYGON((-33.138707 -30.609448,-27.139657 -30.757761,-25.805211 -25.800628,-31.45888 -25.665664,-33.138707 -30.609448))			25.3103	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T16:25:23	POINT(-422.4 -345.6)	POLYGON((-460.8 -384,-384 -384,-384 -307.2,-460.8 -307.2,-460.8 -384))		POINT(-28.002511 -23.332748)	POLYGON((-31.459942 -25.669362,-25.806104 -25.804532,-24.821556 -21.020452,-30.226793 -20.894404,-31.459942 -25.669362))			49.7894	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T18:55:59	POINT(960 115.2)	POLYGON((921.6 76.8,998.4 76.8,998.4 230.4,921.6 230.4,921.6 76.8))		POINT(81.516723 6.3353071)	POLYGON((70.848792 3.514827,89.48441 4.37746,89.010825 12.960477,75.391564 12.891411,70.848792 3.514827))			53.2789	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T19:16:47	POINT(-960 192)	POLYGON((-998.4 153.6,-921.6 153.6,-921.6 230.4,-998.4 230.4,-998.4 153.6))		POINT(-89.116408 11.278951)	POLYGON((-89.258767 8.719056,-72.285683 8.128643,-75.391123 12.890978,-89.021206 12.961032,-89.258767 8.719056))			47.5717	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T19:59:23	POINT(-422.4 -345.6)	POLYGON((-460.8 -384,-307.2 -384,-307.2 -230.4,-460.8 -230.4,-460.8 -384))		POINT(-28.005931 -23.348031)	POLYGON((-31.464183 -25.684118,-20.399637 -25.926522,-19.0757 -16.472776,-29.3305 -16.257284,-31.464183 -25.684118))			63.2618	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T20:36:23	POINT(-422.4 -422.4)	POLYGON((-460.8 -460.8,-384 -460.8,-384 -384,-460.8 -384,-460.8 -460.8))		POINT(-29.294999 -28.209245)	POLYGON((-33.146513 -30.630039,-27.146219 -30.77965,-25.810285 -25.822799,-31.464917 -25.686667,-33.146513 -30.630039))			33.2677	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T21:05:35	POINT(-422.4 -422.4)	POLYGON((-460.8 -460.8,-384 -460.8,-384 -384,-460.8 -384,-460.8 -460.8))		POINT(-29.295605 -28.211301)	POLYGON((-33.147262 -30.632011,-27.146849 -30.781747,-25.810771 -25.824923,-31.465496 -25.688679,-33.147262 -30.632011))			35.9006	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T23:29:11	POINT(-960 192)	POLYGON((-998.4 153.6,-921.6 153.6,-921.6 230.4,-998.4 230.4,-998.4 153.6))		POINT(-89.105023 11.278237)	POLYGON((-89.248381 8.718398,-72.282286 8.122352,-75.385793 12.885727,-89.009146 12.960281,-89.248381 8.718398))			52.7212	erg/cm/cm/s	null		null		null		null	
FL	2012-01-01T23:30:23	POINT(-422.4 -422.4)	POLYGON((-460.8 -460.8,-307.2 -460.8,-307.2 -384,-460.8 -384,-460.8 -460.8))		POINT(-29.298614 -28.221491)	POLYGON((-33.150975 -30.641788,-21.434856 -30.909248,-20.402469 -25.942496,-31.468367 -25.69865,-33.150975 -30.641788))			90.6317	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T00:08:23	POINT(-960 192)	POLYGON((-998.4 153.6,-921.6 153.6,-921.6 230.4,-998.4 230.4,-998.4 153.6))		POINT(-89.106065 11.278279)	POLYGON((-89.249557 8.718447,-72.281761 8.121376,-75.38497 12.884912,-89.010101 12.960318,-89.249557 8.718447))			66.7882	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T02:25:59	POINT(-960 192)	POLYGON((-998.4 153.6,-921.6 153.6,-921.6 230.4,-998.4 230.4,-998.4 153.6))		POINT(-89.102223 11.278016)	POLYGON((-89.246241 8.718213,-72.279928 8.117952,-75.382089 12.882055,-89.005907 12.960036,-89.246241 8.718213))			45.6896	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T02:56:23	POINT(-960 192)	POLYGON((-998.4 153.6,-921.6 153.6,-921.6 230.4,-998.4 230.4,-998.4 153.6))		POINT(-89.108977 11.278373)	POLYGON((-89.253052 8.718572,-72.279525 8.117196,-75.381455 12.881424,-89.012631 12.960392,-89.253052 8.718572))			63.4999	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T03:12:59	POINT(-345.6 -345.6)	POLYGON((-384 -384,-307.2 -384,-307.2 -307.2,-384 -307.2,-384 -384))		POINT(-22.615899 -23.496712)	POLYGON((-25.816898 -25.851615,-20.405459 -25.95933,-19.640485 -21.168708,-24.829795 -21.067966,-25.816898 -25.851615))			61.7909	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T03:26:23	POINT(576 -345.6)	POLYGON((537.6 -384,614.4 -384,614.4 -307.2,537.6 -307.2,537.6 -384))		POINT(39.730637 -23.046339)	POLYGON((37.472838 -25.542176,43.969026 -25.326274,42.082307 -20.581419,35.945678 -20.7803,37.472838 -25.542176))			40.4263	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T05:14:35	POINT(-345.6 -345.6)	POLYGON((-384 -384,-230.4 -384,-230.4 -230.4,-384 -230.4,-384 -384))		POINT(-22.617505 -23.505765)	POLYGON((-25.818927 -25.860439,-15.168983 -26.049856,-14.195454 -16.587953,-24.108426 -16.418862,-25.818927 -25.860439))			59.1573	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T05:23:59	POINT(-960 192)	POLYGON((-998.4 153.6,-921.6 153.6,-921.6 230.4,-998.4 230.4,-998.4 153.6))		POINT(-89.106595 11.278188)	POLYGON((-89.25122 8.718416,-72.277574 8.113528,-75.378385 12.878362,-89.009883 12.960187,-89.25122 8.718416))			170.424	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T07:04:59	POINT(-345.6 -422.4)	POLYGON((-384 -460.8,-230.4 -460.8,-230.4 -384,-384 -384,-384 -460.8))		POINT(-23.635422 -28.381773)	POLYGON((-27.159777 -30.824721,-15.926311 -31.032326,-15.170101 -26.058442,-25.82077 -25.868445,-27.159777 -30.824721))			142.2	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T08:00:23	POINT(-960 192)	POLYGON((-998.4 153.6,-921.6 153.6,-921.6 230.4,-998.4 230.4,-998.4 153.6))		POINT(-89.104074 11.27799)	POLYGON((-89.249281 8.718251,-72.27552 8.109645,-75.37515 12.875122,-89.006973 12.959968,-89.249281 8.718251))			79.7412	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T08:30:23	POINT(268.8 192)	POLYGON((230.4 153.6,384 153.6,384 230.4,230.4 230.4,230.4 153.6))		POINT(16.087736 8.3136659)	POLYGON((13.668261 5.998565,23.206999 6.165125,23.503819 10.75325,13.832782 10.580436,13.668261 5.998565))			37.3164	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T08:53:11	POINT(345.6 192)	POLYGON((307.2 153.6,384 153.6,384 230.4,307.2 230.4,307.2 153.6))		POINT(20.879479 8.3963552)	POLYGON((18.369338 6.068505,23.206915 6.16343,23.503673 10.751557,18.596179 10.653017,18.369338 6.068505))			31.4438	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T09:19:47	POINT(345.6 192)	POLYGON((307.2 153.6,384 153.6,384 230.4,307.2 230.4,307.2 153.6))		POINT(20.87936 8.3943441)	POLYGON((18.36926 6.066463,23.206816 6.161452,23.503503 10.749582,18.596044 10.650976,18.36926 6.066463))			33.4303	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T09:27:35	POINT(-345.6 -422.4)	POLYGON((-384 -460.8,-307.2 -460.8,-307.2 -307.2,-384 -307.2,-384 -460.8))		POINT(-23.637869 -28.392287)	POLYGON((-27.162855 -30.834926,-21.445233 -30.954015,-19.644333 -21.197156,-24.834571 -21.095377,-27.162855 -30.834926))			58.3905	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T10:35:47	POINT(345.6 192)	POLYGON((307.2 153.6,384 153.6,384 230.4,307.2 230.4,307.2 153.6))		POINT(20.879018 8.3885999)	POLYGON((18.369039 6.06063,23.206534 6.155804,23.503017 10.743942,18.59566 10.645147,18.369039 6.06063))			31.9295	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T11:12:23	POINT(-960 192)	POLYGON((-998.4 153.6,-921.6 153.6,-921.6 230.4,-998.4 230.4,-998.4 153.6))		POINT(-89.100981 11.277747)	POLYGON((-89.246902 8.718047,-72.27302 8.104884,-75.371205 12.871149,-89.003404 12.959699,-89.246902 8.718047))			85.4711	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T12:03:11	POINT(345.6 192)	POLYGON((307.2 153.6,460.8 153.6,460.8 230.4,307.2 230.4,307.2 153.6))		POINT(20.878627 8.3819974)	POLYGON((18.368785 6.053926,28.232102 6.270472,28.609376 10.863433,18.595218 10.638448,18.368785 6.053926))			34.6643	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T12:24:11	POINT(345.6 192)	POLYGON((307.2 153.6,384 153.6,384 230.4,307.2 230.4,307.2 153.6))		POINT(20.878533 8.3804116)	POLYGON((18.368724 6.052316,23.206134 6.147751,23.502325 10.735902,18.595113 10.636839,18.368724 6.052316))			30.7503	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T13:08:23	POINT(422.4 192)	POLYGON((384 153.6,460.8 153.6,460.8 230.4,384 230.4,384 153.6))		POINT(25.834704 8.4870192)	POLYGON((23.205971 6.144469,28.231808 6.26583,28.60887 10.858805,23.502043 10.732626,23.205971 6.144469))			33.3071	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T13:32:47	POINT(-960 192)	POLYGON((-998.4 153.6,-921.6 153.6,-921.6 230.4,-998.4 230.4,-998.4 153.6))		POINT(-89.095929 11.277414)	POLYGON((-89.242394 8.717745,-72.271205 8.101406,-75.36834 12.868248,-88.997987 12.959345,-89.242394 8.717745))			58.7152	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T14:02:23	POINT(345.6 192)	POLYGON((307.2 153.6,384 153.6,384 230.4,307.2 230.4,307.2 153.6))		POINT(20.878094 8.3729985)	POLYGON((18.36844 6.044789,23.205773 6.140461,23.5017 10.728624,18.594618 10.629317,18.36844 6.044789))			28.4056	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T14:20:35	POINT(422.4 192)	POLYGON((384 153.6,460.8 153.6,460.8 230.4,384 230.4,384 153.6))		POINT(25.834304 8.4817694)	POLYGON((23.205706 6.13911,28.231482 6.260693,28.608311 10.853682,23.501584 10.727275,23.205706 6.13911))			37.6058	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T14:31:35	POINT(960 115.2)	POLYGON((921.6 0,1152 0,1152 230.4,921.6 230.4,921.6 0))		POINT(81.500584 6.3208627)	POLYGON((70.558195 -1.043665,89.71586 -0.015554,89.084074 11.276698,75.367144 12.867034,70.558195 -1.043665))			44.3578	erg/cm/cm/s	null		null		null		null	
FL	2012-01-02T14:54:47	POINT(960 115.2)	POLYGON((921.6 76.8,998.4 76.8,998.4 153.6,921.6 153.6,921.6 76.8))		POINT(81.500282 6.3205794)	POLYGON((70.84084 3.482822,89.487509 4.377162,89.244151 8.717811,72.270151 8.099377,70.84084 3.482822))			120.255	erg/cm/cm/s	null		null		null		null	
