event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fl_peakflux	fl_peakfluxunit	fl_peaktemp	fl_peaktempunit	fl_peakem	fl_peakemunit	fl_efoldtime	fl_efoldtimeunit	fl_fluence	fl_fluenceunit
FL	2013-11-01T00:01:46	POINT(-192 -268.8)	POLYGON((-307.2 -307.2,-153.6 -307.2,-153.6 -230.4,-307.2 -230.4,-307.2 -307.2))		POINT(-11.652319 -11.782406)	POLYGON((-19.059572 -14.312451,-9.387313 -14.123515,-9.225098 -9.402179,-18.714714 -9.582243,-19.059572 -14.312451))			543.901	erg/cm/cm/s	null		null		null		null	
FL	2013-11-01T02:25:34	POINT(499.2 -345.6)	POLYGON((460.8 -384,537.6 -384,537.6 -307.2,460.8 -307.2,460.8 -384))		POINT(32.582923 -17.198962)	POLYGON((30.259209 -19.553008,36.085054 -19.808383,34.980473 -14.893314,29.389587 -14.657325,30.259209 -19.553008))			25.8077	erg/cm/cm/s	null		null		null		null	
FL	2013-11-01T05:10:58	POINT(576 -268.8)	POLYGON((537.6 -307.2,614.4 -307.2,614.4 -230.4,537.6 -230.4,537.6 -307.2))		POINT(37.472421 -12.64002)	POLYGON((34.980933 -14.902196,41.018668 -15.195696,40.081848 -10.417779,34.245633 -10.142224,34.980933 -14.902196))			27.1525	erg/cm/cm/s	null		null		null		null	
FL	2013-11-01T05:42:34	POINT(-115.2 -345.6)	POLYGON((-230.4 -384,-76.8 -384,-76.8 -307.2,-230.4 -307.2,-230.4 -384))		POINT(-7.1081576 -16.527292)	POLYGON((-14.543141 -19.086128,-4.797017 -18.955079,-4.676897 -14.10026,-14.168437 -14.223159,-14.543141 -19.086128))			45.4513	erg/cm/cm/s	null		null		null		null	
FL	2013-11-01T06:31:46	POINT(576 -345.6)	POLYGON((537.6 -384,614.4 -384,614.4 -307.2,537.6 -307.2,537.6 -384))		POINT(38.497692 -17.485126)	POLYGON((36.086557 -19.821156,42.433486 -20.141177,41.01888 -15.19966,34.981159 -14.906541,36.086557 -19.821156))			18.7425	erg/cm/cm/s	null		null		null		null	
FL	2013-11-01T06:50:46	POINT(576 -268.8)	POLYGON((537.6 -307.2,614.4 -307.2,614.4 -230.4,537.6 -230.4,537.6 -307.2))		POINT(37.472531 -12.645249)	POLYGON((34.981213 -14.907563,41.01893 -15.200592,40.081766 -10.422848,34.245604 -10.147737,34.981213 -14.907563))			26.4058	erg/cm/cm/s	null		null		null		null	
FL	2013-11-01T07:24:46	POINT(-115.2 -268.8)	POLYGON((-153.6 -307.2,-76.8 -307.2,-76.8 -230.4,-153.6 -230.4,-153.6 -307.2))		POINT(-6.9586344 -11.751887)	POLYGON((-9.387772 -14.152654,-4.676951 -14.107067,-4.596815 -9.388232,-9.225153 -9.43174,-9.387772 -14.152654))			98.3312	erg/cm/cm/s	null		null		null		null	
FL	2013-11-01T08:40:58	POINT(-115.2 -268.8)	POLYGON((-153.6 -307.2,-76.8 -307.2,-76.8 -230.4,-153.6 -230.4,-153.6 -307.2))		POINT(-6.958668 -11.756981)	POLYGON((-9.387852 -14.157679,-4.676991 -14.112148,-4.59682 -9.393384,-9.225164 -9.436838,-9.387852 -14.157679))			51.3988	erg/cm/cm/s	null		null		null		null	
FL	2013-11-01T09:25:58	POINT(-192 -422.4)	POLYGON((-230.4 -460.8,-76.8 -460.8,-76.8 -230.4,-230.4 -230.4,-230.4 -460.8))		POINT(-12.275939 -21.552188)	POLYGON((-15.076758 -24.15397,-4.967826 -24.011831,-4.596824 -9.396427,-13.91855 -9.513252,-15.076758 -24.15397))			58.0748	erg/cm/cm/s	null		null		null		null	
FL	2013-11-01T09:51:10	POINT(-115.2 -268.8)	POLYGON((-153.6 -307.2,-76.8 -307.2,-76.8 -230.4,-153.6 -230.4,-153.6 -307.2))		POINT(-6.9586991 -11.761677)	POLYGON((-9.387926 -14.162312,-4.677028 -14.116832,-4.596825 -9.398133,-9.225173 -9.441538,-9.387926 -14.162312))			87.7176	erg/cm/cm/s	null		null		null		null	
