event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fl_peakflux	fl_peakfluxunit	fl_peaktemp	fl_peaktempunit	fl_peakem	fl_peakemunit	fl_efoldtime	fl_efoldtimeunit	fl_fluence	fl_fluenceunit
FL	2012-11-01T00:51:22	POINT(-576 -345.6)	POLYGON((-614.4 -384,-537.6 -384,-537.6 -307.2,-614.4 -307.2,-614.4 -384))		POINT(-38.493965 -17.484858)	POLYGON((-42.429058 -20.140521,-36.083093 -19.820734,-34.977955 -14.906615,-41.014845 -15.199525,-42.429058 -20.140521))			34.7638	erg/cm/cm/s	null		null		null		null	
FL	2012-11-01T01:35:58	POINT(883.2 -268.8)	POLYGON((844.8 -307.2,921.6 -307.2,921.6 -230.4,844.8 -230.4,844.8 -307.2))		POINT(70.561984 -14.710113)	POLYGON((65.60688 -16.738144,88.268508 -18.358093,77.638297 -12.878495,62.970972 -11.81034,65.60688 -16.738144))			29.211	erg/cm/cm/s	null		null		null		null	
FL	2012-11-01T02:05:34	POINT(-576 -345.6)	POLYGON((-614.4 -384,-537.6 -384,-537.6 -307.2,-614.4 -307.2,-614.4 -384))		POINT(-38.494296 -17.488614)	POLYGON((-42.429522 -20.143996,-36.083547 -19.824588,-34.978163 -14.910606,-41.015039 -15.203166,-42.429522 -20.143996))			32.0801	erg/cm/cm/s	null		null		null		null	
FL	2012-11-01T03:45:34	POINT(883.2 -192)	POLYGON((844.8 -230.4,921.6 -230.4,921.6 -153.6,844.8 -153.6,844.8 -230.4))		POINT(67.723862 -9.8146546)	POLYGON((62.969821 -11.813958,77.633214 -12.879582,73.976944 -7.953656,61.452558 -7.064431,62.969821 -11.813958))			55.2613	erg/cm/cm/s	null		null		null		null	
FL	2012-11-01T05:10:58	POINT(960 115.2)	POLYGON((921.6 76.8,998.4 76.8,998.4 153.6,921.6 153.6,921.6 76.8))		POINT(89.373591 6.9084917)	POLYGON((73.072696 5.824167,89.935787 4.406384,89.605304 8.74135,75.315602 10.252952,73.072696 5.824167))			53.5152	erg/cm/cm/s	null		null		null		null	
FL	2012-11-01T06:56:22	POINT(-499.2 -345.6)	POLYGON((-537.6 -384,-460.8 -384,-460.8 -307.2,-537.6 -307.2,-537.6 -384))		POINT(-32.582597 -17.232503)	POLYGON((-36.08534 -19.839724,-30.259898 -19.586999,-29.388674 -14.692755,-34.978986 -14.926278,-36.08534 -19.839724))			22.3485	erg/cm/cm/s	null		null		null		null	
FL	2012-11-01T10:27:10	POINT(-499.2 -345.6)	POLYGON((-537.6 -384,-460.8 -384,-460.8 -307.2,-537.6 -307.2,-537.6 -384))		POINT(-32.583521 -17.244147)	POLYGON((-36.086653 -19.850726,-30.261096 -19.598856,-29.389254 -14.704942,-34.979595 -14.93767,-36.086653 -19.850726))			29.0211	erg/cm/cm/s	null		null		null		null	
FL	2012-11-01T14:01:10	POINT(883.2 -192)	POLYGON((844.8 -230.4,921.6 -230.4,921.6 -153.6,844.8 -153.6,844.8 -230.4))		POINT(67.714223 -9.8286702)	POLYGON((62.964438 -11.831231,77.609284 -12.884822,73.959146 -7.962904,61.445194 -7.083368,62.964438 -11.831231))			63.0292	erg/cm/cm/s	null		null		null		null	
FL	2012-11-01T15:00:46	POINT(883.2 -192)	POLYGON((844.8 -230.4,921.6 -230.4,921.6 -153.6,844.8 -153.6,844.8 -230.4))		POINT(67.713299 -9.830034)	POLYGON((62.963924 -11.832911,77.606986 -12.885337,73.957434 -7.963805,61.444487 -7.085209,62.963924 -11.832911))			85.9105	erg/cm/cm/s	null		null		null		null	
FL	2012-11-01T16:18:58	POINT(883.2 -192)	POLYGON((844.8 -230.4,921.6 -230.4,921.6 -153.6,844.8 -153.6,844.8 -230.4))		POINT(67.712087 -9.8318251)	POLYGON((62.963252 -11.835117,77.603976 -12.886013,73.955191 -7.96499,61.443561 -7.087627,62.963252 -11.835117))			49.1145	erg/cm/cm/s	null		null		null		null	
FL	2012-11-01T23:28:34	POINT(960 -192)	POLYGON((921.6 -230.4,998.4 -230.4,998.4 -153.6,921.6 -153.6,921.6 -230.4))		POINT(88.867309 -11.257119)	POLYGON((77.58754 -12.889765,88.734815 -12.936784,89.065609 -8.700839,73.942928 -7.971531,77.58754 -12.889765))			45.076	erg/cm/cm/s	null		null		null		null	
FL	2012-11-02T01:10:46	POINT(960 -192)	POLYGON((921.6 -230.4,998.4 -230.4,998.4 -153.6,921.6 -153.6,921.6 -230.4))		POINT(88.868676 -11.257257)	POLYGON((77.583655 -12.890667,88.736403 -12.936939,89.066642 -8.700951,73.940026 -7.973096,77.583655 -12.890667))			45.7173	erg/cm/cm/s	null		null		null		null	
FL	2012-11-02T01:40:58	POINT(960 -192)	POLYGON((921.6 -230.4,998.4 -230.4,998.4 -153.6,921.6 -153.6,921.6 -230.4))		POINT(88.868296 -11.257238)	POLYGON((77.582509 -12.890934,88.736085 -12.936924,89.066169 -8.700926,73.939169 -7.973558,77.582509 -12.890934))			46.7868	erg/cm/cm/s	null		null		null		null	
