event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fl_peakflux	fl_peakfluxunit	fl_peaktemp	fl_peaktempunit	fl_peakem	fl_peakemunit	fl_efoldtime	fl_efoldtimeunit	fl_fluence	fl_fluenceunit
FL	2012-08-01T01:30:11	POINT(-806.4 -422.4)	POLYGON((-844.8 -460.8,-768 -460.8,-768 -384,-844.8 -384,-844.8 -460.8))		POINT(-69.506968 -24.58847)	POLYGON((-86.532758 -28.418343,-65.343873 -26.825303,-60.354717 -21.131512,-75.17092 -22.570096,-86.532758 -28.418343))			71.1924	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T02:01:47	POINT(-38.4 -422.4)	POLYGON((-153.6 -460.8,0 -460.8,0 -384,-153.6 -384,-153.6 -460.8))		POINT(-2.4766295 -20.615103)	POLYGON((-10.149126 -23.32809,-3e-06 -23.230558,-2e-06 -18.047166,-9.801386 -18.136808,-10.149126 -23.32809))			66.2036	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T03:50:47	POINT(-192 -499.2)	POLYGON((-307.2 -537.6,-153.6 -537.6,-153.6 -460.8,-307.2 -460.8,-307.2 -537.6))		POINT(-13.015329 -26.076849)	POLYGON((-21.757033 -29.138859,-10.642535 -28.796631,-10.148587 -23.322384,-20.688912 -23.626784,-21.757033 -29.138859))			43.7918	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T03:57:47	POINT(-806.4 -422.4)	POLYGON((-844.8 -460.8,-768 -460.8,-768 -384,-844.8 -384,-844.8 -460.8))		POINT(-69.500966 -24.585218)	POLYGON((-86.53718 -28.41877,-65.338109 -26.82156,-60.350575 -21.127355,-75.163901 -22.567454,-86.53718 -28.41877))			235.505	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T06:17:47	POINT(-38.4 -422.4)	POLYGON((-153.6 -460.8,76.8 -460.8,76.8 -384,-153.6 -384,-153.6 -460.8))		POINT(-2.4763539 -20.601607)	POLYGON((-10.147861 -23.314702,5.050936 -23.241239,4.880122 -18.056045,-9.800412 -18.123553,-10.147861 -23.314702))			79.7719	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T06:49:47	POINT(652.8 192)	POLYGON((614.4 153.6,691.2 153.6,691.2 230.4,614.4 230.4,614.4 153.6))		POINT(45.654953 15.785169)	POLYGON((41.795225 13.68483,48.467721 13.214523,49.971943 17.855857,43.025306 18.352355,41.795225 13.68483))			48.1823	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T06:54:35	POINT(883.2 -345.6)	POLYGON((844.8 -384,921.6 -384,921.6 -307.2,844.8 -307.2,844.8 -384))		POINT(87.446904 -21.22611)	POLYGON((75.155492 -22.564291,87.297337 -22.467589,87.788388 -18.308101,68.821337 -16.909051,75.155492 -22.564291))			57.4027	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T06:55:35	POINT(-652.8 268.8)	POLYGON((-921.6 153.6,-537.6 153.6,-537.6 307.2,-921.6 307.2,-921.6 153.6))		POINT(-47.277184 20.467823)	POLYGON((-81.758377 10.227035,-35.72809 14.061977,-38.160861 23.512426,-88.338625 18.364239,-81.758377 10.227035))			202.595	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T07:17:47	POINT(652.8 192)	POLYGON((614.4 153.6,691.2 153.6,691.2 230.4,614.4 230.4,614.4 153.6))		POINT(45.655086 15.786131)	POLYGON((41.795322 13.685861,48.467804 13.215442,49.97211 17.856738,43.025482 18.353355,41.795322 13.685861))			33.8982	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T07:28:59	POINT(-38.4 -422.4)	POLYGON((-76.8 -460.8,0 -460.8,0 -384,-76.8 -384,-76.8 -460.8))		POINT(-2.4762774 -20.597862)	POLYGON((-5.050762 -23.237483,-3e-06 -23.213204,-2e-06 -18.03,-4.879988 -18.052329,-5.050762 -23.237483))			59.019	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T09:40:59	POINT(38.4 -422.4)	POLYGON((-153.6 -460.8,76.8 -460.8,76.8 -384,-153.6 -384,-153.6 -460.8))		POINT(2.4761357 -20.590928)	POLYGON((-10.146859 -23.304108,5.050439 -23.230529,4.879739 -18.04545,-9.799641 -18.113067,-10.146859 -23.304108))			107.507	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T11:56:23	POINT(422.4 -422.4)	POLYGON((384 -460.8,537.6 -460.8,537.6 -384,384 -384,384 -460.8))		POINT(28.545248 -21.332744)	POLYGON((26.257957 -23.844667,38.54851 -24.559687,36.885363 -19.248898,25.269589 -18.606182,26.257957 -23.844667))			43.5672	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T12:49:35	POINT(-192 -499.2)	POLYGON((-230.4 -537.6,-153.6 -537.6,-153.6 -460.8,-230.4 -460.8,-230.4 -537.6))		POINT(-13.011531 -26.048856)	POLYGON((-16.101093 -28.908552,-10.639088 -28.768225,-10.145931 -23.294302,-15.337646 -23.419463,-16.101093 -28.908552))			32.226	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T13:52:11	POINT(115.2 -422.4)	POLYGON((0 -460.8,153.6 -460.8,153.6 -384,0 -384,0 -460.8))		POINT(7.4487813 -20.624489)	POLYGON((-3e-06 -23.19298,10.145623 -23.291053,9.79869 -18.100144,-2e-06 -18.009997,-3e-06 -23.19298))			50.0383	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T14:01:23	POINT(-806.4 -345.6)	POLYGON((-844.8 -460.8,-691.2 -460.8,-691.2 -307.2,-844.8 -307.2,-844.8 -460.8))		POINT(-64.16374 -18.939501)	POLYGON((-86.524966 -28.417373,-54.083667 -25.766771,-49.033425 -15.123131,-68.808523 -16.899936,-86.524966 -28.417373))			97.5064	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T14:18:47	POINT(115.2 -422.4)	POLYGON((0 -460.8,153.6 -460.8,153.6 -384,0 -384,0 -460.8))		POINT(7.4486956 -20.623108)	POLYGON((-3e-06 -23.19158,10.145493 -23.289673,9.79859 -18.098778,-2e-06 -18.008612,-3e-06 -23.19158))			38.275	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T14:20:35	POINT(-806.4 -345.6)	POLYGON((-844.8 -460.8,-768 -460.8,-768 -307.2,-844.8 -307.2,-844.8 -460.8))		POINT(-64.163197 -18.939022)	POLYGON((-86.516035 -28.416431,-65.313825 -26.805818,-57.383833 -15.828521,-68.807946 -16.899527,-86.516035 -28.416431))			96.8576	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T14:46:47	POINT(-38.4 -422.4)	POLYGON((-76.8 -460.8,76.8 -460.8,76.8 -384,-76.8 -384,-76.8 -460.8))		POINT(-2.4758082 -20.574915)	POLYGON((-5.049692 -23.214468,5.049692 -23.214468,4.879164 -18.029562,-4.879164 -18.029562,-5.049692 -23.214468))			57.8742	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T15:00:47	POINT(192 -422.4)	POLYGON((153.6 -460.8,230.4 -460.8,230.4 -384,153.6 -384,153.6 -460.8))		POINT(12.486507 -20.71566)	POLYGON((10.145286 -23.287495,15.336668 -23.412783,14.801048 -18.211539,9.798431 -18.096623,10.145286 -23.287495))			19.5941	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T15:09:47	POINT(115.2 -422.4)	POLYGON((76.8 -460.8,153.6 -460.8,153.6 -384,76.8 -384,76.8 -460.8))		POINT(7.4485313 -20.620461)	POLYGON((5.049636 -23.213263,10.145242 -23.287029,9.798397 -18.096161,4.879121 -18.02837,5.049636 -23.213263))			68.4678	erg/cm/cm/s	null		null		null		null	
FL	2012-08-01T15:37:59	POINT(422.4 -422.4)	POLYGON((384 -460.8,537.6 -460.8,537.6 -384,384 -384,384 -460.8))		POINT(28.542444 -21.322446)	POLYGON((26.255095 -23.834105,38.544205 -24.550345,36.882051 -19.239504,25.267384 -18.595672,26.255095 -23.834105))			40.5111	erg/cm/cm/s	null		null		null		null	
