event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fl_peakflux	fl_peakfluxunit	fl_peaktemp	fl_peaktempunit	fl_peakem	fl_peakemunit	fl_efoldtime	fl_efoldtimeunit	fl_fluence	fl_fluenceunit
FL	2013-07-01T04:13:10	POINT(422.4 345.6)	POLYGON((384 307.2,460.8 307.2,460.8 384,384 384,384 307.2))		POINT(29.19001 23.922795)	POLYGON((25.822338 21.521956,31.488939 21.39109,32.877302 26.351195,26.92526 26.492436,25.822338 21.521956))			17.9051	erg/cm/cm/s	null		null		null		null	
FL	2013-07-01T06:59:22	POINT(-960 -192)	POLYGON((-998.4 -230.4,-921.6 -230.4,-921.6 -153.6,-998.4 -153.6,-998.4 -230.4))		POINT(-89.152678 -11.281489)	POLYGON((-89.061724 -12.963796,-89.004763 -14.003942,-80.970979 -8.91444,-89.288678 -8.721257,-89.061724 -12.963796))			72.7714	erg/cm/cm/s	null		null		null		null	
FL	2013-07-01T07:08:10	POINT(499.2 345.6)	POLYGON((460.8 307.2,537.6 307.2,537.6 384,460.8 384,460.8 307.2))		POINT(35.161813 23.781568)	POLYGON((31.491802 21.402586,37.510527 21.237453,39.239927 26.183255,32.881042 26.362534,31.491802 21.402586))			29.7449	erg/cm/cm/s	null		null		null		null	
FL	2013-07-01T10:04:34	POINT(-960 -192)	POLYGON((-998.4 -230.4,-921.6 -230.4,-921.6 -153.6,-998.4 -153.6,-998.4 -230.4))		POINT(-89.139597 -11.280747)	POLYGON((-89.048143 -12.963026,-88.990864 -14.003155,-80.969992 -8.912303,-89.276331 -8.720555,-89.048143 -12.963026))			63.5694	erg/cm/cm/s	null		null		null		null	
FL	2013-07-01T12:35:10	POINT(-960 -192)	POLYGON((-998.4 -230.4,-921.6 -230.4,-921.6 -153.6,-998.4 -153.6,-998.4 -230.4))		POINT(-89.138374 -11.280629)	POLYGON((-89.046572 -12.96289,-88.989077 -14.003008,-80.969167 -8.910566,-89.27563 -8.720464,-89.046572 -12.96289))			135.148	erg/cm/cm/s	null		null		null		null	
FL	2013-07-01T14:49:10	POINT(-960 -192)	POLYGON((-998.4 -230.4,-921.6 -230.4,-921.6 -153.6,-998.4 -153.6,-998.4 -230.4))		POINT(-89.135815 -11.280448)	POLYGON((-89.043695 -12.962693,-88.986001 -14.0028,-80.968417 -8.90902,-89.273548 -8.720308,-89.043695 -12.962693))			136.209	erg/cm/cm/s	null		null		null		null	
FL	2013-07-01T16:03:34	POINT(-960 -192)	POLYGON((-998.4 -230.4,-921.6 -230.4,-921.6 -153.6,-998.4 -153.6,-998.4 -230.4))		POINT(-89.126278 -11.279923)	POLYGON((-89.033931 -12.962155,-88.976091 -14.002253,-80.967994 -8.908161,-89.264339 -8.719801,-89.033931 -12.962155))			104.25	erg/cm/cm/s	null		null		null		null	
FL	2013-07-01T16:10:58	POINT(-960 -192)	POLYGON((-998.4 -230.4,-921.6 -230.4,-921.6 -153.6,-998.4 -153.6,-998.4 -230.4))		POINT(-89.14426 -11.280861)	POLYGON((-89.052009 -12.963101,-88.994238 -14.003205,-80.967952 -8.908076,-89.282205 -8.72073,-89.052009 -12.963101))			97.0473	erg/cm/cm/s	null		null		null		null	
FL	2013-07-01T20:09:22	POINT(-960 -192)	POLYGON((-998.4 -230.4,-921.6 -230.4,-921.6 -153.6,-998.4 -153.6,-998.4 -230.4))		POINT(-89.140629 -11.280589)	POLYGON((-89.047819 -12.962799,-88.989698 -14.002884,-80.966562 -8.905325,-89.279413 -8.720502,-89.047819 -12.962799))			86.033	erg/cm/cm/s	null		null		null		null	
FL	2013-07-01T23:43:58	POINT(576 268.8)	POLYGON((537.6 230.4,691.2 230.4,691.2 384,537.6 384,537.6 230.4))		POINT(39.967175 18.781166)	POLYGON((36.285798 16.485322,49.436052 16.0356,54.161235 25.70878,39.264505 26.242566,36.285798 16.485322))			28.8035	erg/cm/cm/s	null		null		null		null	
FL	2013-07-02T00:21:46	POINT(-960 -192)	POLYGON((-998.4 -230.4,-921.6 -230.4,-921.6 -153.6,-998.4 -153.6,-998.4 -230.4))		POINT(-89.13679 -11.280299)	POLYGON((-89.043389 -12.962478,-88.984898 -14.002543,-80.965035 -8.902411,-89.276461 -8.720259,-89.043389 -12.962478))			65.2967	erg/cm/cm/s	null		null		null		null	
FL	2013-07-02T04:01:22	POINT(-883.2 -192)	POLYGON((-921.6 -230.4,-844.8 -230.4,-844.8 -153.6,-921.6 -153.6,-921.6 -230.4))		POINT(-72.045255 -10.80968)	POLYGON((-88.980727 -14.002247,-66.441379 -12.919887,-64.447766 -8.062832,-80.963661 -8.899875,-88.980727 -14.002247))			38.4533	erg/cm/cm/s	null		null		null		null	
