event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fl_peakflux	fl_peakfluxunit	fl_peaktemp	fl_peaktempunit	fl_peakem	fl_peakemunit	fl_efoldtime	fl_efoldtimeunit	fl_fluence	fl_fluenceunit
FL	2012-07-01T00:08:23	POINT(-422.4 -268.8)	POLYGON((-460.8 -307.2,-384 -307.2,-384 -230.4,-460.8 -230.4,-460.8 -307.2))		POINT(-27.335767 -13.906098)	POLYGON((-30.467164 -16.425175,-24.971047 -16.29006,-24.416237 -11.431157,-29.759135 -11.55829,-30.467164 -16.425175))			23.8782	erg/cm/cm/s	null		null		null		null	
FL	2012-07-01T01:01:11	POINT(-422.4 -268.8)	POLYGON((-460.8 -307.2,-384 -307.2,-384 -230.4,-460.8 -230.4,-460.8 -307.2))		POINT(-27.335324 -13.902513)	POLYGON((-30.466578 -16.421699,-24.970563 -16.286403,-24.415913 -11.427481,-29.758742 -11.554786,-30.466578 -16.421699))			25.0738	erg/cm/cm/s	null		null		null		null	
FL	2012-07-01T01:03:23	POINT(-192 192)	POLYGON((-230.4 153.6,-153.6 153.6,-153.6 230.4,-230.4 230.4,-230.4 153.6))		POINT(-12.075243 14.524906)	POLYGON((-14.392951 12.137899,-9.539751 12.187662,-9.749825 16.927765,-14.712607 16.876368,-14.392951 12.137899))			29.4442	erg/cm/cm/s	null		null		null		null	
FL	2012-07-01T01:27:11	POINT(-422.4 -268.8)	POLYGON((-460.8 -307.2,-384 -307.2,-384 -230.4,-460.8 -230.4,-460.8 -307.2))		POINT(-27.335105 -13.900749)	POLYGON((-30.46629 -16.419988,-24.970324 -16.284603,-24.415753 -11.425671,-29.758549 -11.553061,-30.46629 -16.419988))			57.2982	erg/cm/cm/s	null		null		null		null	
FL	2012-07-01T02:03:23	POINT(-192 268.8)	POLYGON((-230.4 230.4,-153.6 230.4,-153.6 307.2,-230.4 307.2,-230.4 230.4))		POINT(-12.392514 19.314227)	POLYGON((-14.71297 16.88082,-9.750068 16.932302,-10.048118 21.773777,-15.167142 21.719717,-14.71297 16.88082))			9.01951	erg/cm/cm/s	null		null		null		null	
FL	2012-07-01T02:21:23	POINT(-422.4 -345.6)	POLYGON((-460.8 -384,-384 -384,-384 -307.2,-460.8 -307.2,-460.8 -384))		POINT(-28.100643 -18.830859)	POLYGON((-31.506956 -21.440736,-25.783585 -21.293516,-24.969828 -16.280851,-30.465689 -16.416421,-31.506956 -21.440736))			42.6872	erg/cm/cm/s	null		null		null		null	
FL	2012-07-01T02:40:47	POINT(-422.4 -345.6)	POLYGON((-460.8 -384,-384 -384,-384 -307.2,-460.8 -307.2,-460.8 -384))		POINT(-28.100411 -18.829553)	POLYGON((-31.506659 -21.439474,-25.783339 -21.292183,-24.96965 -16.279508,-30.465474 -16.415145,-31.506659 -21.439474))			41.7084	erg/cm/cm/s	null		null		null		null	
FL	2012-07-01T03:03:35	POINT(-192 192)	POLYGON((-230.4 153.6,-153.6 153.6,-153.6 230.4,-230.4 230.4,-230.4 153.6))		POINT(-12.075756 14.53392)	POLYGON((-14.39346 12.146825,-9.540092 12.19675,-9.750312 16.936852,-14.713334 16.885287,-14.39346 12.146825))			34.775	erg/cm/cm/s	null		null		null		null	
FL	2012-07-01T03:20:47	POINT(-192 192)	POLYGON((-230.4 153.6,-153.6 153.6,-153.6 230.4,-230.4 230.4,-230.4 153.6))		POINT(-12.07583 14.53521)	POLYGON((-14.393533 12.148101,-9.540141 12.19805,-9.750381 16.938152,-14.713439 16.886562,-14.393533 12.148101))			21.9015	erg/cm/cm/s	null		null		null		null	
FL	2012-07-01T03:23:35	POINT(-422.4 -345.6)	POLYGON((-460.8 -384,-307.2 -384,-307.2 -307.2,-460.8 -307.2,-460.8 -384))		POINT(-28.099899 -18.826672)	POLYGON((-31.506004 -21.436692,-20.343133 -21.174625,-19.722866 -16.170526,-30.464999 -16.412329,-31.506004 -21.436692))			44.7014	erg/cm/cm/s	null		null		null		null	
