event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fl_peakflux	fl_peakfluxunit	fl_peaktemp	fl_peaktempunit	fl_peakem	fl_peakemunit	fl_efoldtime	fl_efoldtimeunit	fl_fluence	fl_fluenceunit
FL	2013-09-01T04:56:10	POINT(268.8 -268.8)	POLYGON((230.4 -307.2,307.2 -307.2,307.2 -230.4,230.4 -230.4,230.4 -307.2))		POINT(16.580805 -9.460607)	POLYGON((14.269557 -11.799581,19.202559 -11.985805,18.919028 -7.163256,14.066763 -6.985138,14.269557 -11.799581))			29.2096	erg/cm/cm/s	null		null		null		null	
FL	2013-09-01T06:00:22	POINT(268.8 -268.8)	POLYGON((230.4 -307.2,307.2 -307.2,307.2 -230.4,230.4 -230.4,230.4 -307.2))		POINT(16.580588 -9.4597852)	POLYGON((14.269362 -11.798727,19.202291 -11.984963,18.918791 -7.162467,14.06659 -6.984337,14.269362 -11.798727))			29.4647	erg/cm/cm/s	null		null		null		null	
FL	2013-09-01T08:02:58	POINT(268.8 -268.8)	POLYGON((230.4 -307.2,307.2 -307.2,307.2 -230.4,230.4 -230.4,230.4 -307.2))		POINT(16.580175 -9.4582263)	POLYGON((14.268988 -11.797105,19.20178 -11.983364,18.91834 -7.160971,14.066261 -6.982818,14.268988 -11.797105))			33.3648	erg/cm/cm/s	null		null		null		null	
FL	2013-09-01T09:23:58	POINT(422.4 115.2)	POLYGON((384 76.8,460.8 76.8,460.8 153.6,384 153.6,384 76.8))		POINT(27.044198 13.358775)	POLYGON((24.19911 11.190335,29.438827 10.899149,30.059934 15.514828,24.705587 15.814513,24.19911 11.190335))			37.0309	erg/cm/cm/s	null		null		null		null	
FL	2013-09-01T09:48:10	POINT(268.8 -268.8)	POLYGON((230.4 -307.2,307.2 -307.2,307.2 -230.4,230.4 -230.4,230.4 -307.2))		POINT(16.57982 -9.4568997)	POLYGON((14.268668 -11.795724,19.201341 -11.982003,18.917953 -7.159698,14.065978 -6.981526,14.268668 -11.795724))			33.9224	erg/cm/cm/s	null		null		null		null	
FL	2013-09-01T10:40:22	POINT(268.8 -268.8)	POLYGON((230.4 -307.2,307.2 -307.2,307.2 -230.4,230.4 -230.4,230.4 -307.2))		POINT(16.579644 -9.4562452)	POLYGON((14.26851 -11.795043,19.201124 -11.981331,18.91776 -7.15907,14.065838 -6.980888,14.26851 -11.795043))			36.7839	erg/cm/cm/s	null		null		null		null	
FL	2013-09-01T14:17:58	POINT(422.4 115.2)	POLYGON((384 76.8,537.6 76.8,537.6 153.6,384 153.6,384 76.8))		POINT(27.0431 13.361154)	POLYGON((24.198115 11.192872,34.948027 10.539223,35.694424 15.143767,24.704638 15.81682,24.198115 11.192872))			133.439	erg/cm/cm/s	null		null		null		null	
FL	2013-09-01T16:16:34	POINT(-192 115.2)	POLYGON((-230.4 76.8,-153.6 76.8,-153.6 153.6,-230.4 153.6,-230.4 76.8))		POINT(-11.953629 13.976274)	POLYGON((-14.253786 11.596288,-9.45099 11.717455,-9.646625 16.356174,-14.549507 16.231608,-14.253786 11.596288))			20.9461	erg/cm/cm/s	null		null		null		null	
FL	2013-09-01T17:01:22	POINT(499.2 115.2)	POLYGON((460.8 76.8,537.6 76.8,537.6 153.6,460.8 153.6,460.8 76.8))		POINT(32.459421 13.032824)	POLYGON((29.436849 10.902924,34.947134 10.540492,35.693557 15.144903,30.058033 15.518238,29.436849 10.902924))			86.8429	erg/cm/cm/s	null		null		null		null	
FL	2013-09-01T17:39:46	POINT(-268.8 38.4)	POLYGON((-307.2 0,-230.4 0,-230.4 76.8,-307.2 76.8,-307.2 0))		POINT(-16.563298 9.2124247)	POLYGON((-18.899287 6.818437,-14.063099 6.989282,-14.253628 11.597018,-19.154724 11.423819,-18.899287 6.818437))			17.3392	erg/cm/cm/s	null		null		null		null	
FL	2013-09-01T18:33:22	POINT(38.4 -345.6)	POLYGON((0 -384,76.8 -384,76.8 -307.2,0 -307.2,0 -384))		POINT(2.3749064 -14.016117)	POLYGON((-2e-06 -16.504343,4.811808 -16.531272,4.707877 -11.582311,-2e-06 -11.556922,-2e-06 -16.504343))			14.4844	erg/cm/cm/s	null		null		null		null	
FL	2013-09-01T21:42:10	POINT(-192 115.2)	POLYGON((-230.4 76.8,-153.6 76.8,-153.6 153.6,-230.4 153.6,-230.4 76.8))		POINT(-11.953132 13.978989)	POLYGON((-14.253166 11.599105,-9.450585 11.720312,-9.646242 16.358782,-14.548916 16.234174,-14.253166 11.599105))			20.6231	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T00:11:46	POINT(115.2 -422.4)	POLYGON((76.8 -460.8,153.6 -460.8,153.6 -384,76.8 -384,76.8 -460.8))		POINT(7.3345777 -19.106722)	POLYGON((4.964897 -21.674554,9.974278 -21.762833,9.661827 -16.608166,4.811429 -16.52669,4.964897 -21.674554))			13.5718	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T04:16:22	POINT(576 115.2)	POLYGON((537.6 76.8,614.4 76.8,614.4 153.6,537.6 153.6,537.6 76.8))		POINT(38.197289 12.629377)	POLYGON((34.943393 10.545501,40.832217 10.097741,41.720928 14.68747,35.689909 15.149366,34.943393 10.545501))			46.1102	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T04:23:10	POINT(576 115.2)	POLYGON((537.6 76.8,614.4 76.8,614.4 153.6,537.6 153.6,537.6 76.8))		POINT(38.197247 12.629421)	POLYGON((34.943355 10.54555,40.832169 10.097787,41.720881 14.687511,35.689872 15.149409,34.943355 10.54555))			42.3673	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T04:31:10	POINT(576 115.2)	POLYGON((537.6 76.8,614.4 76.8,614.4 153.6,537.6 153.6,537.6 76.8))		POINT(38.197197 12.629474)	POLYGON((34.94331 10.545607,40.832113 10.097841,41.720826 14.687558,35.689828 15.149459,34.94331 10.545607))			40.8829	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T04:37:22	POINT(576 115.2)	POLYGON((537.6 76.8,614.4 76.8,614.4 153.6,537.6 153.6,537.6 76.8))		POINT(38.197159 12.629514)	POLYGON((34.943276 10.545651,40.832069 10.097883,41.720782 14.687595,35.689794 15.149498,34.943276 10.545651))			41.4283	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T05:05:22	POINT(422.4 -268.8)	POLYGON((384 -307.2,460.8 -307.2,460.8 -230.4,384 -230.4,384 -307.2))		POINT(26.685471 -9.9285018)	POLYGON((24.29641 -12.215798,29.633319 -12.533407,29.142125 -7.685358,23.919583 -7.383163,24.29641 -12.215798))			21.2244	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T06:10:22	POINT(38.4 38.4)	POLYGON((0 0,76.8 0,76.8 76.8,0 76.8,0 0))		POINT(2.3352778 9.5072901)	POLYGON((0 7.210001,4.64672 7.186551,4.709895 11.79636,0 11.820137,0 7.210001))			35.2282	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T08:55:10	POINT(38.4 115.2)	POLYGON((0 76.8,76.8 76.8,76.8 153.6,0 153.6,0 76.8))		POINT(2.3750907 14.129987)	POLYGON((0 11.821475,4.70979 11.797694,4.807204 16.437653,0 16.462097,0 11.821475))			21.9271	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T09:20:58	POINT(652.8 115.2)	POLYGON((614.4 76.8,691.2 76.8,691.2 153.6,614.4 153.6,614.4 76.8))		POINT(44.399738 12.126263)	POLYGON((40.830063 10.099766,47.27094 9.543806,48.331412 14.114296,41.718799 14.689245,40.830063 10.099766))			42.1343	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T09:27:58	POINT(652.8 115.2)	POLYGON((614.4 76.8,691.2 76.8,691.2 153.6,614.4 153.6,614.4 76.8))		POINT(44.399683 12.126305)	POLYGON((40.830014 10.099812,47.270876 9.543849,48.331349 14.114333,41.71875 14.689285,40.830014 10.099812))			42.8958	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T09:36:58	POINT(652.8 115.2)	POLYGON((614.4 76.8,691.2 76.8,691.2 153.6,614.4 153.6,614.4 76.8))		POINT(44.399611 12.126358)	POLYGON((40.82995 10.099871,47.270795 9.543904,48.331267 14.11438,41.718686 14.689336,40.82995 10.099871))			47.0891	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T11:05:22	POINT(652.8 115.2)	POLYGON((614.4 76.8,691.2 76.8,691.2 153.6,614.4 153.6,614.4 76.8))		POINT(44.398907 12.126878)	POLYGON((40.829321 10.100444,47.269993 9.544441,48.330465 14.114843,41.718063 14.689837,40.829321 10.100444))			64.5496	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T12:15:34	POINT(192 -345.6)	POLYGON((153.6 -384,230.4 -384,230.4 -307.2,153.6 -307.2,153.6 -384))		POINT(11.96454 -14.160966)	POLYGON((9.660197 -16.598775,14.590564 -16.736953,14.263872 -11.776139,9.448905 -11.646099,9.660197 -16.598775))			20.0238	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T12:33:46	POINT(652.8 115.2)	POLYGON((614.4 76.8,691.2 76.8,691.2 153.6,614.4 153.6,614.4 76.8))		POINT(44.398202 12.127392)	POLYGON((40.82869 10.101012,47.26919 9.544973,48.32966 14.115301,41.717438 14.690332,40.82869 10.101012))			46.4696	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T13:25:46	POINT(38.4 115.2)	POLYGON((0 76.8,76.8 76.8,76.8 153.6,0 153.6,0 76.8))		POINT(2.3750066 14.13202)	POLYGON((0 11.823613,4.709618 11.799827,4.807039 16.439577,0 16.464026,0 11.823613))			16.2995	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T13:43:10	POINT(652.8 115.2)	POLYGON((614.4 76.8,691.2 76.8,691.2 153.6,614.4 153.6,614.4 76.8))		POINT(44.397646 12.127792)	POLYGON((40.828194 10.101454,47.268558 9.545386,48.329026 14.115657,41.716946 14.690717,40.828194 10.101454))			48.6215	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T13:58:46	POINT(652.8 115.2)	POLYGON((614.4 76.8,691.2 76.8,691.2 153.6,614.4 153.6,614.4 76.8))		POINT(44.397521 12.127881)	POLYGON((40.828083 10.101552,47.268416 9.545479,48.328883 14.115737,41.716835 14.690802,40.828083 10.101552))			60.4409	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T15:04:22	POINT(192 -345.6)	POLYGON((153.6 -384,230.4 -384,230.4 -307.2,153.6 -307.2,153.6 -384))		POINT(11.964095 -14.158934)	POLYGON((9.65982 -16.596656,14.589986 -16.73485,14.263366 -11.774194,9.448573 -11.644137,9.65982 -16.596656))			15.5987	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T15:19:10	POINT(192 -345.6)	POLYGON((153.6 -384,230.4 -384,230.4 -307.2,153.6 -307.2,153.6 -384))		POINT(11.964056 -14.158757)	POLYGON((9.659787 -16.596471,14.589935 -16.734667,14.263321 -11.774025,9.448544 -11.643966,9.659787 -16.596471))			19.7508	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T16:29:10	POINT(268.8 -345.6)	POLYGON((230.4 -384,307.2 -384,307.2 -307.2,230.4 -307.2,230.4 -384))		POINT(16.884936 -14.32027)	POLYGON((14.589696 -16.733804,19.648783 -16.93247,19.193726 -11.959799,14.263111 -11.773227,14.589696 -16.733804))			18.2632	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T16:40:22	POINT(268.8 -345.6)	POLYGON((230.4 -384,307.2 -384,307.2 -307.2,230.4 -307.2,230.4 -384))		POINT(16.884894 -14.320139)	POLYGON((14.589658 -16.733666,19.648731 -16.932334,19.19368 -11.959674,14.263078 -11.7731,14.589658 -16.733666))			23.57	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T17:17:58	POINT(268.8 -345.6)	POLYGON((230.4 -384,307.2 -384,307.2 -307.2,230.4 -307.2,230.4 -384))		POINT(16.884752 -14.319697)	POLYGON((14.58953 -16.733205,19.648555 -16.931877,19.193525 -11.959252,14.262965 -11.772673,14.58953 -16.733205))			20.5588	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T18:40:46	POINT(268.8 -345.6)	POLYGON((230.4 -384,307.2 -384,307.2 -307.2,230.4 -307.2,230.4 -384))		POINT(16.88444 -14.318731)	POLYGON((14.589247 -16.732193,19.648167 -16.930876,19.193186 -11.958329,14.262717 -11.771739,14.589247 -16.732193))			26.2902	erg/cm/cm/s	null		null		null		null	
FL	2013-09-02T20:46:22	POINT(268.8 -345.6)	POLYGON((230.4 -384,307.2 -384,307.2 -307.2,230.4 -307.2,230.4 -384))		POINT(16.883968 -14.317276)	POLYGON((14.588819 -16.73067,19.64758 -16.92937,19.19267 -11.956941,14.262341 -11.770334,14.588819 -16.73067))			21.0331	erg/cm/cm/s	null		null		null		null	
