event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2012-04-01T01:02:01	POINT(-861.529 -321.981)	POLYGON((-873.9 -376.5,-847.5 -376.5,-847.5 -293.1,-873.9 -293.1,-873.9 -376.5))	POLYGON((-873.9 -305.7,-873.3 -305.1,-870.3 -293.1,-852.9 -309.3,-851.1 -376.5,-873.9 -305.7))	POINT(-74.430592 -21.458084)	POLYGON((-84.419017 -23.879124,-76.277617 -24.773968,-69.867873 -20.112514,-74.855378 -19.582396,-84.419017 -23.879124))	POLYGON((-75.828266 -20.273203,-75.644231 -20.255146,-74.097214 -19.66402,-71.819945 -20.930631,-77.138852 -24.680755,-75.828266 -20.273203))	SPoCA_v1.0_AR_0000004825							null	null	null	null	null		null	null
AR	2012-04-01T01:02:01	POINT(-789.418 355.629)	POLYGON((-887.7 263.7,-702.3 263.7,-702.3 474.3,-887.7 474.3,-887.7 263.7))	POLYGON((-887.7 311.7,-887.1 312.3,-836.7 437.1,-811.5 422.1,-813.3 374.7,-794.1 364.5,-765.3 393.9,-749.7 474.3,-722.1 455.1,-703.5 387.3,-702.3 332.1,-732.3 330.3,-738.9 284.7,-827.1 279.9,-843.3 263.7,-852.3 291.3,-881.7 289.5,-887.7 311.7))	POINT(-59.983381 18.541239)	POLYGON((-72.223919 14.025397,-48.149833 11.596101,-54.241618 25.862727,-86.226188 27.882833,-72.223919 14.025397))	POLYGON((-75.605225 17.426462,-75.48251 17.450669,-74.900856 25.541499,-67.218519 23.672825,-64.386164 20.238855,-61.000349 19.219712,-58.39711 20.871172,-60.626772 26.510449,-55.732646 24.694709,-50.961708 19.715441,-49.399101 16.010062,-52.418996 16.173091,-52.088942 13.261965,-62.431122 13.982427,-64.26363 13.161912,-66.725979 15.153235,-72.369189 15.658909,-75.605225 17.426462))	SPoCA_v1.0_AR_0000004795							null	null	null	null	null		null	null
AR	2012-04-01T01:02:01	POINT(887.428 -233.98)	POLYGON((860.7 -276.9,917.1 -276.9,917.1 -176.7,860.7 -176.7,860.7 -276.9))	POLYGON((860.7 -273.3,861.3 -272.7,890.7 -233.1,893.1 -179.1,917.1 -180.3,900.9 -250.5,883.5 -272.1,860.7 -273.3))	POINT(73.875826 -15.997919)	POLYGON((71.225277 -18.952264,88.168044 -17.08734,77.486779 -12.084823,66.862599 -13.222428,71.225277 -18.952264))	POLYGON((71.019466 -18.748619,71.092018 -18.703417,74.5066 -15.875356,72.346773 -12.790858,77.684762 -12.282886,78.064806 -16.566267,75.442103 -18.200108,71.019466 -18.748619))	SPoCA_v1.0_AR_0000004820							null	null	null	null	null		null	null
AR	2012-04-01T01:02:01	POINT(-526.597 356.905)	POLYGON((-576.3 326.1,-477.3 326.1,-477.3 392.1,-576.3 392.1,-576.3 326.1))	POLYGON((-576.3 387.3,-575.7 387.9,-483.9 383.7,-478.5 342.3,-543.3 327.3,-576.3 387.3))	POINT(-34.757319 16.432586)	POLYGON((-38.227231 14.711758,-30.740247 14.208062,-31.50618 18.499338,-39.289828 19.040748,-38.227231 14.711758))	POLYGON((-39.199666 18.720308,-39.161003 18.756534,-31.885497 17.975742,-30.991821 15.253485,-35.661242 14.604584,-39.199666 18.720308))	SPoCA_v1.0_AR_0000004811							null	null	null	null	null		null	null
AR	2012-04-01T01:02:01	POINT(666.466 -235.392)	POLYGON((635.1 -261.3,702.9 -261.3,702.9 -209.1,635.1 -209.1,635.1 -261.3))	POLYGON((635.1 -230.7,635.7 -230.1,666.3 -209.1,701.7 -236.7,668.1 -261.3,635.1 -230.7))	POINT(46.947733 -18.667989)	POLYGON((44.74698 -20.443688,50.974319 -19.935828,49.7199 -16.824184,43.698831 -17.309201,44.74698 -20.443688))	POLYGON((44.104175 -18.602924,44.143727 -18.562986,46.392992 -17.098321,50.232263 -18.476579,47.693549 -20.209872,44.104175 -18.602924))	SPoCA_v1.0_AR_0000004793							null	null	null	null	null		null	null
AR	2012-04-01T01:02:01	POINT(854.349 252.325)	POLYGON((773.7 180.3,933.9 180.3,933.9 319.5,773.7 319.5,773.7 180.3))	POLYGON((773.7 296.7,774.3 297.3,796.5 312.9,817.5 300.9,870.3 318.9,915.3 250.5,933.9 180.3,879.9 191.1,832.5 228.3,792.9 213.9,773.7 296.7))	POINT(65.590891 12.594539)	POLYGON((54.111994 7.010754,80.772593 9.840743,87.49408 18.727272,56.761136 15.904475,54.111994 7.010754))	POLYGON((56.141366 14.402095,56.225894 14.448138,59.374737 15.747485,61.782135 15.235502,71.703943 17.445837,79.179224 13.987235,80.772593 9.840743,67.972054 9.075762,61.770154 10.707369,56.639147 9.307151,56.141366 14.402095))	SPoCA_v1.0_AR_0000004768							null	null	null	null	null		null	null
AR	2012-04-01T05:02:01	POINT(-496.25 357.696)	POLYGON((-542.1 317.7,-441.9 317.7,-441.9 394.5,-542.1 394.5,-542.1 317.7))	POLYGON((-542.1 392.1,-541.5 392.7,-516.9 394.5,-473.1 361.5,-443.7 377.7,-449.7 337.5,-497.1 317.7,-537.3 355.5,-542.1 392.1))	POINT(-32.47738 16.341204)	POLYGON((-35.459785 13.990983,-28.153223 13.534428,-28.936177 18.509591,-36.546993 19.003756,-35.459785 13.990983))	POLYGON((-36.506099 18.843816,-36.468372 18.880361,-34.560529 18.865096,-30.814077 16.481562,-28.867162 17.411898,-28.877751 14.830699,-32.099084 13.7694,-35.567285 16.406439,-36.506099 18.843816))	SPoCA_v1.0_AR_0000004811							null	null	null	null	null		null	null
AR	2012-04-01T05:02:01	POINT(696.918 -241.11)	POLYGON((662.1 -276.9,739.5 -276.9,739.5 -214.5,662.1 -214.5,662.1 -276.9))	POLYGON((662.1 -230.1,662.7 -229.5,685.5 -214.5,728.7 -219.3,738.3 -257.1,686.1 -276.3,662.1 -230.1))	POINT(49.885541 -18.77271)	POLYGON((47.535271 -21.188123,55.156916 -20.534381,53.403957 -16.829934,46.128866 -17.444225,47.535271 -21.188123))	POLYGON((46.44563 -18.376728,46.486346 -18.336565,48.225676 -17.274272,52.43814 -17.209968,54.420504 -19.3676,49.764197 -20.967119,46.44563 -18.376728))	SPoCA_v1.0_AR_0000004793							null	null	null	null	null		null	null
AR	2012-04-01T05:02:01	POINT(210.404 -404.87)	POLYGON((177.3 -429.9,240.3 -429.9,240.3 -383.7,177.3 -383.7,177.3 -429.9))	POLYGON((177.3 -416.7,177.9 -416.1,221.7 -383.7,239.7 -399.9,213.9 -423.9,185.1 -429.9,177.3 -416.7))	POINT(14.783819 -31.159335)	POLYGON((12.654556 -32.866073,17.248924 -32.741878,16.688356 -29.72324,12.246123 -29.840584,12.654556 -32.866073))	POLYGON((12.530371 -31.993977,12.567822 -31.953512,15.36895 -29.761789,16.830512 -30.774849,15.244313 -32.402073,13.219247 -32.852837,12.530371 -31.993977))	SPoCA_v1.0_AR_0000004827							null	null	null	null	null		null	null
AR	2012-04-01T05:02:01	POINT(868.061 253.504)	POLYGON((791.1 180.3,926.7 180.3,926.7 315.3,791.1 315.3,791.1 180.3))	POLYGON((791.1 236.7,791.7 237.3,816.3 296.7,881.1 314.7,919.5 242.1,920.7 191.1,900.9 180.9,824.7 246.3,791.1 236.7))	POINT(67.915902 12.921351)	POLYGON((55.981651 7.194371,78.068237 9.535464,87.509502 18.6322,58.770545 15.84396,55.981651 7.194371))	POLYGON((56.832753 10.735511,56.912925 10.780411,61.483238 14.944719,74.033481 17.442684,80.090717 13.571313,76.774477 10.050414,71.592215 8.849522,61.166235 11.763217,56.832753 10.735511))	SPoCA_v1.0_AR_0000004768							null	null	null	null	null		null	null
