event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2012-03-01T04:02:13	POINT(-871.497 250.779)	POLYGON((-926.7 190.5,-817.5 190.5,-817.5 335.7,-926.7 335.7,-926.7 190.5))	POLYGON((-926.7 207.9,-926.1 208.5,-863.7 335.7,-835.5 318.3,-823.5 228.3,-872.1 194.1,-887.7 203.7,-915.3 190.5,-926.7 207.9))	POINT(-66.922871 12.25267)	POLYGON((-76.02208 9.673837,-58.227918 7.573708,-61.815014 16.960976,-87.102903 19.711407,-76.02208 9.673837))	POLYGON((-76.925105 10.84668,-76.778558 10.86498,-69.456152 17.869005,-63.748778 16.085114,-59.56321 10.022661,-65.471985 8.614133,-68.214497 9.522641,-73.18726 9.322942,-76.925105 10.84668))	SPoCA_v1.0_AR_0000004533							null	null	null	null	null		null	null
AR	2012-03-01T04:02:13	POINT(75.8933 500.976)	POLYGON((30.9 471.3,111.3 471.3,111.3 543.9,30.9 543.9,30.9 471.3))	POLYGON((30.9 509.1,31.5 509.7,84.9 543.9,111.3 495.3,105.3 479.7,74.1 471.3,30.9 509.1))	POINT(4.898612 23.841694)	POLYGON((1.962501 21.793769,7.088449 21.848776,7.379859 26.886481,2.042462 26.825813,1.962501 21.793769))	POLYGON((2.000855 24.379393,2.040402 24.421202,5.621385 26.858923,7.174379 23.484025,6.731614 22.411686,4.711354 21.815536,2.000855 24.379393))	SPoCA_v1.0_AR_0000004537							null	null	null	null	null		null	null
AR	2012-03-01T04:02:13	POINT(839.989 -208.278)	POLYGON((807.3 -273.9,875.1 -273.9,875.1 -179.7,807.3 -179.7,807.3 -273.9))	POLYGON((807.3 -198.3,807.9 -197.7,855.9 -179.7,870.3 -188.7,873.3 -222.9,842.7 -270.3,831.3 -270.3,829.5 -223.5,807.3 -198.3))	POINT(64.089106 -15.652309)	POLYGON((62.261055 -19.883842,72.428603 -18.728415,68.136237 -13.457617,59.238593 -14.446649,62.261055 -19.883842))	POLYGON((59.729852 -15.521181,59.783188 -15.479064,65.333624 -13.777756,67.713288 -14.051921,69.517268 -15.926641,66.920242 -19.142977,65.288875 -19.326751,63.22762 -16.676425,59.729852 -15.521181))	SPoCA_v1.0_AR_0000004534							null	null	null	null	null		null	null
AR	2012-03-01T04:02:13	POINT(228.341 406.426)	POLYGON((201.3 354.9,263.1 354.9,263.1 477.3,201.3 477.3,201.3 354.9))	POLYGON((201.3 410.1,201.9 410.7,251.7 476.1,249.9 412.5,263.1 393.9,241.5 358.5,219.9 357.9,201.3 410.1))	POINT(14.281937 17.733647)	POLYGON((12.345294 14.367684,16.237737 14.495196,17.049353 22.537889,12.948388 22.393476,12.345294 14.367684))	POLYGON((12.574023 17.919485,12.615064 17.959764,16.27569 22.426322,15.704576 18.178533,16.446145 16.998729,14.88449 14.675465,13.520992 14.592935,12.574023 17.919485))	SPoCA_v1.0_AR_0000004538							null	null	null	null	null		null	null
AR	2012-03-01T04:02:13	POINT(-750.888 -122.25)	POLYGON((-785.7 -156.3,-716.1 -156.3,-716.1 -90.9,-785.7 -90.9,-785.7 -156.3))	POLYGON((-785.7 -126.3,-785.1 -125.7,-776.1 -92.1,-723.9 -91.5,-731.7 -140.1,-761.1 -155.7,-785.7 -126.3))	POINT(-52.193292 -11.714121)	POLYGON((-56.32201 -13.340901,-49.490326 -14.014466,-48.542639 -10.192822,-55.186296 -9.542099,-56.32201 -13.340901))	POLYGON((-55.747102 -11.599529,-55.673962 -11.571111,-54.226685 -9.711344,-49.250582 -10.162177,-50.660372 -12.931372,-53.777367 -13.56306,-55.747102 -11.599529))	SPoCA_v1.0_AR_0000004526							null	null	null	null	null		null	null
AR	2012-03-01T04:02:13	POINT(907.951 258.48)	POLYGON((894.3 233.7,920.7 233.7,920.7 278.1,894.3 278.1,894.3 233.7))	POLYGON((894.3 273.3,894.9 273.9,917.7 270.9,918.9 233.7,894.3 273.3))	POINT(74.696643 13.676361)	POLYGON((70.404779 11.620981,76.700196 12.398706,80.974618 15.685611,72.529638 14.625149,70.404779 11.620981))	POLYGON((72.254911 14.292775,72.424775 14.351005,78.752188 14.955612,76.164637 12.331686,72.254911 14.292775))	SPoCA_v1.0_AR_0000004539							null	null	null	null	null		null	null
AR	2012-03-01T04:02:13	POINT(-170.025 346.536)	POLYGON((-281.7 278.7,-101.7 278.7,-101.7 410.7,-281.7 410.7,-281.7 278.7))	POLYGON((-281.7 357.3,-281.1 357.9,-224.7 328.5,-174.3 353.7,-161.7 386.7,-111.3 410.7,-111.3 329.1,-149.1 280.5,-180.9 306.9,-213.9 302.7,-273.9 331.5,-281.7 357.3))	POINT(-10.376648 13.787032)	POLYGON((-17.103271 9.76837,-6.088491 9.479046,-6.310452 17.820681,-17.762303 18.14066,-17.103271 9.76837))	POLYGON((-17.437889 14.693631,-17.402583 14.730329,-13.711064 12.744153,-10.662345 14.247086,-9.98418 16.337242,-6.909306 17.829935,-6.73834 12.61837,-8.950249 9.638898,-10.940939 11.317638,-12.959746 11.111661,-16.815328 13.040349,-17.437889 14.693631))	SPoCA_v1.0_AR_0000004488							null	null	null	null	null		null	null
AR	2012-03-01T08:02:13	POINT(279.296 403.352)	POLYGON((243.9 360.9,359.1 360.9,359.1 453.9,243.9 453.9,243.9 360.9))	POLYGON((243.9 395.7,244.5 396.3,278.7 453.9,303.3 444.9,314.7 405.9,356.7 406.5,354.9 392.7,318.9 395.7,263.1 360.9,243.9 395.7))	POINT(17.556247 17.653617)	POLYGON((15.047754 14.832746,22.513293 15.15186,23.369476 21.257054,15.587992 20.906168,15.047754 14.832746))	POLYGON((15.221857 17.069658,15.263625 17.109925,17.894197 20.99611,19.463999 20.464145,19.901793 17.920103,22.721951 18.096462,22.480282 17.189147,20.102659 17.267706,16.267739 14.876508,15.221857 17.069658))	SPoCA_v1.0_AR_0000004538							null	null	null	null	null		null	null
AR	2012-03-01T08:02:13	POINT(-852.527 255.612)	POLYGON((-915.3 194.1,-788.7 194.1,-788.7 335.7,-915.3 335.7,-915.3 194.1))	POLYGON((-915.3 203.7,-914.7 204.3,-878.7 320.1,-846.9 314.7,-833.7 335.7,-812.1 327.3,-812.1 287.7,-788.7 271.5,-794.7 235.5,-848.1 201.9,-861.3 213.3,-900.3 194.7,-915.3 203.7))	POINT(-64.117935 12.220152)	POLYGON((-73.328115 9.559144,-55.067166 7.451167,-58.023784 16.531494,-87.075785 19.938227,-73.328115 9.559144))	POLYGON((-73.706882 10.190436,-73.590788 10.212692,-71.635206 17.14816,-65.378773 16.050267,-64.215498 17.240731,-60.760844 16.308003,-59.522081 13.68312,-56.327494 12.324774,-56.315367 10.10679,-62.224731 8.71245,-64.298954 9.645723,-70.23911 9.218426,-73.706882 10.190436))	SPoCA_v1.0_AR_0000004533							null	null	null	null	null		null	null
AR	2012-03-01T08:02:13	POINT(-725.322 -127.77)	POLYGON((-756.9 -152.7,-687.9 -152.7,-687.9 -89.1,-756.9 -89.1,-756.9 -152.7))	POLYGON((-756.9 -120.3,-756.3 -119.7,-743.1 -89.1,-721.5 -110.1,-689.7 -101.1,-709.5 -147.9,-752.7 -141.3,-756.9 -120.3))	POINT(-49.878107 -12.269043)	POLYGON((-53.30612 -13.43111,-46.915321 -14.036755,-46.065479 -10.313566,-52.300899 -9.726288,-53.30612 -13.43111))	POLYGON((-52.748218 -11.544272,-52.680398 -11.515097,-50.990575 -9.854363,-49.275845 -11.270118,-46.357839 -11.001892,-48.753923 -13.580476,-52.687334 -12.807891,-52.748218 -11.544272))	SPoCA_v1.0_AR_0000004526							null	null	null	null	null		null	null
