event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2012-11-01T01:36:00	POINT(766.12 -477.644)	POLYGON((743.1 -515.1,792.9 -515.1,792.9 -403.5,743.1 -403.5,743.1 -515.1))	POLYGON((743.1 -506.1,743.7 -505.5,747.3 -458.1,762.9 -462.3,776.7 -441.3,770.7 -403.5,792.9 -410.1,780.3 -501.9,753.3 -515.1,743.1 -506.1))	POINT(63.371082 -27.693517)	POLYGON((62.707841 -30.239547,73.015888 -31.001491,62.594413 -22.68965,55.991204 -22.239828,62.707841 -30.239547))	POLYGON((61.951548 -29.556222,61.997593 -29.517655,59.241878 -26.078335,61.75043 -26.536001,62.445676 -25.174431,59.471716 -22.473259,62.975467 -23.148392,68.217415 -29.717932,64.438346 -30.36375,61.951548 -29.556222))	SPoCA_v1.0_AR_0000006865							null	null	null	null	null		null	null
AR	2012-11-01T01:36:00	POINT(-581.58 -383.22)	POLYGON((-729.3 -479.1,-483.9 -479.1,-483.9 -258.3,-729.3 -258.3,-729.3 -479.1))	POLYGON((-729.3 -333.3,-728.7 -332.7,-708.3 -320.1,-701.7 -269.1,-661.5 -278.1,-617.7 -263.7,-596.7 -305.1,-511.5 -364.5,-483.9 -432.3,-501.9 -470.1,-591.3 -456.9,-613.5 -479.1,-653.1 -446.7,-674.7 -384.3,-729.3 -333.3))	POINT(-39.663772 -19.965409)	POLYGON((-58.057395 -27.422675,-33.74197 -26.027618,-30.6282 -11.713178,-50.494396 -12.718853,-58.057395 -27.422675))	POLYGON((-52.115796 -17.487935,-52.037588 -17.445194,-49.676223 -16.50769,-48.05754 -13.239414,-44.597288 -13.599065,-40.73689 -12.506137,-39.58205 -15.011333,-33.790576 -18.484895,-32.787483 -22.844713,-34.991261 -25.473215,-42.292232 -24.949711,-45.084037 -26.608128,-47.837753 -24.581018,-48.017235 -20.494776,-52.115796 -17.487935))	SPoCA_v1.0_AR_0000006852							null	null	null	null	null		null	null
AR	2012-11-01T01:36:00	POINT(876.016 -215.17)	POLYGON((834.3 -317.7,918.3 -317.7,918.3 -137.7,834.3 -137.7,834.3 -317.7))	POLYGON((834.3 -243.3,834.9 -242.7,873.3 -144.3,885.9 -137.7,917.7 -163.5,883.5 -317.1,865.5 -315.9,869.1 -272.1,851.1 -276.3,834.3 -243.3))	POINT(67.312243 -11.197181)	POLYGON((64.537645 -17.334465,88.215139 -19.005015,72.9576 -6.927698,60.022929 -6.017067,64.537645 -17.334465))	POLYGON((61.969902 -12.540652,62.034297 -12.508301,65.286707 -6.772624,67.092752 -6.503947,73.564753 -8.523535,73.770846 -17.971088,69.77661 -17.599198,68.223793 -14.755565,65.43281 -14.815529,61.969902 -12.540652))	SPoCA_v1.0_AR_0000006859							null	null	null	null	null		null	null
AR	2012-11-01T01:36:00	POINT(952.911 148.645)	POLYGON((948.3 106.5,961.5 106.5,961.5 168.9,948.3 168.9,948.3 106.5))	POLYGON((948.3 165.3,948.9 165.9,956.1 150.9,961.5 106.5,948.3 165.3))	POINT(86.833643 9.1125379)	POLYGON((81.134502 7.011996,89.788324 6.32267,89.508999 9.954629,85.883641 10.404497,81.134502 7.011996))	POLYGON((85.419577 10.221987,85.925093 10.220328,89.585647 8.963365,89.788324 6.32267,85.419577 10.221987))	SPoCA_v1.0_AR_0000006856							null	null	null	null	null		null	null
AR	2012-11-01T05:36:00	POINT(603.903 -343.663)	POLYGON((582.3 -380.1,626.7 -380.1,626.7 -315.3,582.3 -315.3,582.3 -380.1))	POLYGON((582.3 -351.3,582.9 -350.7,599.1 -318.3,626.7 -317.7,624.9 -353.7,605.7 -377.7,582.3 -351.3))	POINT(40.781042 -17.507156)	POLYGON((39.663513 -19.776131,43.468096 -19.976072,42.207718 -15.795663,38.575062 -15.610803,39.663513 -19.776131))	POLYGON((39.13635 -17.90819,39.174933 -17.872,39.970277 -15.868107,42.247349 -15.948103,42.748771 -18.24757,41.587334 -19.720949,39.13635 -17.90819))	SPoCA_v1.0_AR_0000006870							null	null	null	null	null		null	null
AR	2012-11-01T05:36:00	POINT(882.673 -217.761)	POLYGON((813.9 -316.5,924.9 -316.5,924.9 -137.1,813.9 -137.1,813.9 -316.5))	POLYGON((813.9 -295.5,814.5 -294.9,841.5 -283.5,874.5 -149.7,897.3 -137.1,924.9 -174.3,885.3 -312.3,878.1 -268.5,853.5 -279.3,842.1 -316.5,813.9 -295.5))	POINT(68.510873 -11.446453)	POLYGON((61.551862 -17.057314,88.224278 -18.812211,74.403869 -7.002446,57.627227 -5.831927,61.551862 -17.057314))	POLYGON((60.815722 -15.693601,60.875006 -15.660265,64.244619 -15.184307,65.549118 -7.121634,68.950739 -6.606088,75.684053 -9.336034,73.839702 -17.678099,69.691767 -14.644493,65.922832 -15.042118,65.700861 -17.347483,60.815722 -15.693601))	SPoCA_v1.0_AR_0000006859							null	null	null	null	null		null	null
AR	2012-11-01T05:36:00	POINT(-953.113 138.483)	POLYGON((-957.300005 122.1,-950.099995 122.1,-950.099995 155.1,-957.300005 155.1,-957.300005 122.1))	POLYGON((-957.3 135.9,-956.7 136.5,-950.7 155.1,-953.7 122.1,-957.3 135.9))	POINT(-85.657183 8.5881765)	POLYGON((-87.335768 7.479645,-82.676433 7.827888,-85.403509 9.606413,-89.583106 9.197817,-87.335768 7.479645))	POLYGON((-89.669008 8.077882,-89.665938 8.11799,-85.830805 9.574509,-84.516284 7.690716,-89.669008 8.077882))	SPoCA_v1.0_AR_0000006872							null	null	null	null	null		null	null
AR	2012-11-01T05:36:00	POINT(-554.664 -386.333)	POLYGON((-683.1 -478.5,-456.3 -478.5,-456.3 -254.7,-683.1 -254.7,-683.1 -478.5))	POLYGON((-683.1 -357.9,-682.5 -357.3,-666.3 -342.9,-619.5 -350.7,-602.7 -370.5,-582.9 -363.9,-578.7 -320.7,-620.7 -293.1,-605.1 -254.7,-480.9 -366.3,-456.9 -428.1,-466.5 -461.7,-487.5 -477.3,-561.9 -464.1,-583.5 -477.9,-663.3 -416.7,-660.9 -385.5,-683.1 -357.9))	POINT(-37.52202 -20.071988)	POLYGON((-52.334806 -27.013585,-31.543766 -25.903597,-28.67637 -11.430907,-46.150877 -12.255135,-52.334806 -27.013585))	POLYGON((-48.134617 -18.817677,-48.062051 -18.775156,-46.207899 -17.752996,-42.226011 -18.029003,-41.18432 -19.237602,-39.407127 -18.724375,-38.366263 -15.938943,-41.367302 -14.367404,-39.625309 -11.909413,-31.527671 -18.51605,-30.658479 -22.490525,-31.999457 -24.785409,-33.993246 -25.928772,-39.888432 -25.318905,-42.224439 -26.377983,-47.858968 -22.604888,-46.728736 -20.507203,-48.134617 -18.817677))	SPoCA_v1.0_AR_0000006852							null	null	null	null	null		null	null
AR	2012-11-01T05:36:00	POINT(771.262 -483.675)	POLYGON((728.1 -527.1,802.5 -527.1,802.5 -402.3,728.1 -402.3,728.1 -527.1))	POLYGON((728.1 -515.1,728.7 -514.5,758.7 -488.7,785.7 -402.3,802.5 -438.3,789.9 -501.3,740.7 -527.1,728.1 -515.1))	POINT(64.727038 -28.208909)	POLYGON((61.337771 -30.994638,79.188866 -32.325964,63.992632 -22.71593,54.194902 -22.052958,61.337771 -30.994638))	POLYGON((60.362043 -30.080237,60.405451 -30.041169,63.04316 -28.433966,61.479352 -22.539813,66.482726 -25.268509,70.249802 -29.831224,63.397749 -31.140689,60.362043 -30.080237))	SPoCA_v1.0_AR_0000006865							null	null	null	null	null		null	null
AR	2012-11-01T05:36:00	POINT(-879.956 -382.613)	POLYGON((-887.1 -396.9,-875.1 -396.9,-875.1 -371.1,-887.1 -371.1,-887.1 -396.9))	POLYGON((-887.1 -376.5,-885.9 -375.9,-877.5 -372.3,-875.1 -396.3,-887.1 -376.5))	POINT(-80.493953 -22.663486)	POLYGON((-87.758955 -24.007591,-81.141541 -23.641877,-76.754496 -21.634143,-81.80729 -22.021085,-87.758955 -24.007591))	POLYGON((-83.314839 -22.485728,-82.277438 -22.366857,-77.733397 -21.785936,-80.99775 -23.591662,-83.314839 -22.485728))	SPoCA_v1.0_AR_0000006871							null	null	null	null	null		null	null
