event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2012-07-01T00:36:49	POINT(423.554 -305.173)	POLYGON((378.3 -347.7,462.3 -347.7,462.3 -269.7,378.3 -269.7,378.3 -347.7))	POLYGON((378.3 -332.7,378.9 -332.1,443.1 -269.7,462.3 -275.1,458.1 -319.5,426.9 -310.5,391.5 -347.7,378.3 -332.7))	POINT(27.768317 -16.238122)	POLYGON((24.980953 -18.916343,31.109911 -19.069689,30.21861 -14.046099,24.299582 -13.903512,24.980953 -18.916343))	POLYGON((24.829016 -17.939553,24.865382 -17.901559,28.835491 -14.010238,30.269551 -14.388889,30.436173 -17.225968,28.062125 -16.586518,25.920447 -18.937846,24.829016 -17.939553))	SPoCA_v1.0_AR_0000005700							null	null	null	null	null		null	null
AR	2012-07-01T00:36:49	POINT(677.691 -373.498)	POLYGON((660.3 -399.9,693.9 -399.9,693.9 -350.1,660.3 -350.1,660.3 -399.9))	POLYGON((660.3 -362.1,660.9 -361.5,666.9 -350.1,692.7 -363.3,687.9 -398.7,660.3 -362.1))	POINT(50.33179 -21.425772)	POLYGON((49.399087 -23.143162,53.031828 -23.294354,51.301948 -19.929274,47.890826 -19.791475,49.399087 -23.143162))	POLYGON((48.219955 -20.590136,48.262497 -20.55243,48.541266 -19.817221,51.5884 -20.805876,52.313567 -23.183528,48.219955 -20.590136))	SPoCA_v1.0_AR_0000005749							null	null	null	null	null		null	null
AR	2012-07-01T00:36:49	POINT(-730.153 250.355)	POLYGON((-785.7 181.5,-660.3 181.5,-660.3 305.7,-785.7 305.7,-785.7 181.5))	POLYGON((-785.7 250.5,-785.1 251.1,-744.3 305.7,-677.1 271.5,-666.3 186.9,-692.1 201.3,-702.9 237.3,-771.9 218.7,-785.7 250.5))	POINT(-53.863962 17.075449)	POLYGON((-58.37197 12.60041,-45.759735 13.09159,-48.298202 20.798586,-62.364273 20.236478,-58.37197 12.60041))	POLYGON((-60.254811 16.821449,-60.199185 16.861581,-57.155405 20.455872,-49.03826 18.594069,-46.376084 13.403274,-48.990782 14.199585,-50.757841 16.376747,-57.661101 14.939165,-60.254811 16.821449))	SPoCA_v1.0_AR_0000005742							null	null	null	null	null		null	null
AR	2012-07-01T00:36:49	POINT(-739.525 84.3006)	POLYGON((-769.5 47.7,-707.7 47.7,-707.7 117.9,-769.5 117.9,-769.5 47.7))	POLYGON((-769.5 55.5,-768.9 56.1,-742.5 117.9,-707.7 82.5,-719.1 66.3,-749.7 75.3,-769.5 55.5))	POINT(-51.952656 6.9067935)	POLYGON((-54.707489 4.57132,-48.645329 4.810633,-49.242005 9.059894,-55.425255 8.815823,-54.707489 4.57132))	POLYGON((-54.763835 5.042644,-54.705194 5.081494,-52.617378 8.929199,-48.893129 6.91537,-49.830055 5.894838,-52.886233 6.32212,-54.763835 5.042644))	SPoCA_v1.0_AR_0000005748							null	null	null	null	null		null	null
AR	2012-07-01T00:36:49	POINT(-207.47 -290.315)	POLYGON((-272.1 -353.1,-155.7 -353.1,-155.7 -245.1,-272.1 -245.1,-272.1 -353.1))	POLYGON((-272.1 -324.3,-271.5 -323.7,-210.3 -248.1,-169.5 -248.7,-161.7 -302.1,-192.9 -306.3,-256.5 -353.1,-272.1 -324.3))	POINT(-13.106537 -15.020697)	POLYGON((-17.703214 -19.127228,-10.013219 -19.029021,-9.677321 -12.132609,-17.092093 -12.222598,-17.703214 -19.127228))	POLYGON((-17.507143 -17.256953,-17.463419 -17.217601,-13.135407 -12.35648,-10.554074 -12.366282,-10.21506 -15.740615,-12.232188 -16.02979,-16.655546 -19.110717,-17.507143 -17.256953))	SPoCA_v1.0_AR_0000005706							null	null	null	null	null		null	null
AR	2012-07-01T00:36:49	POINT(-493.484 235.345)	POLYGON((-610.5 154.5,-340.5 154.5,-340.5 319.5,-610.5 319.5,-610.5 154.5))	POLYGON((-610.5 288.3,-609.9 288.9,-573.9 294.3,-558.3 319.5,-519.9 294.3,-493.5 302.1,-484.5 254.7,-420.9 230.1,-398.1 235.5,-344.7 174.9,-374.7 180.9,-406.5 156.3,-468.3 156.9,-470.1 206.7,-488.7 224.1,-540.3 182.7,-562.5 265.5,-610.5 288.3))	POINT(-32.993265 16.833392)	POLYGON((-41.179378 11.585254,-21.568358 12.088342,-22.884122 22.394934,-44.030896 21.834344,-41.179378 11.585254))	POLYGON((-43.309795 19.861578,-43.270111 19.901088,-40.293779 20.34149,-39.503703 21.98037,-35.890647 20.473402,-33.949689 21.025124,-32.56334 18.058157,-27.637316 16.638063,-26.077452 17.009754,-21.961643 13.334573,-24.024322 13.664502,-26.037736 12.109557,-30.374998 12.044977,-30.945107 15.102855,-32.502007 16.144538,-35.935572 13.482572,-38.820065 18.560468,-43.309795 19.861578))	SPoCA_v1.0_AR_0000005703							null	null	null	null	null		null	null
AR	2012-07-01T00:36:49	POINT(-476.768 -302.284)	POLYGON((-531.9 -351.3,-374.7 -351.3,-374.7 -263.1,-531.9 -263.1,-531.9 -351.3))	POLYGON((-531.9 -320.1,-531.3 -319.5,-530.7 -268.5,-507.9 -263.1,-480.9 -282.9,-430.5 -275.7,-403.5 -303.3,-378.3 -294.9,-395.1 -330.9,-438.3 -315.9,-477.9 -351.3,-531.9 -320.1))	POINT(-31.620087 -16.154257)	POLYGON((-36.587804 -19.466703,-24.763694 -19.146058,-24.007262 -13.480885,-35.346379 -13.775446,-36.587804 -19.466703))	POLYGON((-36.084658 -17.428639,-36.028203 -17.388258,-35.31468 -14.115284,-33.520934 -13.721224,-31.712941 -14.922357,-27.989641 -14.368424,-26.32536 -16.083641,-24.491417 -15.506011,-25.998899 -17.84984,-28.94363 -16.95533,-32.34538 -19.338954,-36.084658 -17.428639))	SPoCA_v1.0_AR_0000005736							null	null	null	null	null		null	null
AR	2012-07-01T04:36:49	POINT(467.818 -293.661)	POLYGON((442.5 -318.3,497.1 -318.3,497.1 -269.7,442.5 -269.7,442.5 -318.3))	POLYGON((442.5 -303.9,443.1 -303.3,473.7 -269.7,498.9 -272.1,494.7 -318.3,442.5 -303.9))	POINT(30.858984 -15.567523)	POLYGON((29.273502 -17.10219,33.349115 -17.215087,32.77732 -14.101072,28.790454 -13.993088,29.273502 -17.10219))	POLYGON((29.117731 -16.174754,29.154987 -16.137354,31.047255 -14.052667,32.936948 -14.257354,33.165882 -17.209727,29.117731 -16.174754))	SPoCA_v1.0_AR_0000005700							null	null	null	null	null		null	null
AR	2012-07-01T04:36:49	POINT(-184.149 -295.975)	POLYGON((-234.9 -382.5,-132.3 -382.5,-132.3 -248.1,-234.9 -248.1,-234.9 -382.5))	POLYGON((-234.9 -329.1,-234.3 -328.5,-228.9 -293.1,-170.7 -250.5,-137.7 -270.3,-133.5 -294.3,-204.9 -323.1,-225.3 -382.5,-234.9 -329.1))	POINT(-11.629405 -15.346223)	POLYGON((-15.407406 -21.006487,-8.600483 -20.93015,-8.216805 -12.290515,-14.705243 -12.358579,-15.407406 -21.006487))	POLYGON((-15.073 -17.512562,-15.030232 -17.47324,-14.501314 -15.197699,-10.633671 -12.461927,-8.603658 -13.689942,-8.397234 -15.209655,-13.080401 -17.099833,-14.761975 -20.997423,-15.073 -17.512562))	SPoCA_v1.0_AR_0000005706							null	null	null	null	null		null	null
AR	2012-07-01T04:36:49	POINT(-442.838 -304.202)	POLYGON((-509.7 -353.1,-329.1 -353.1,-329.1 -266.7,-509.7 -266.7,-509.7 -353.1))	POLYGON((-509.7 -311.7,-509.1 -311.1,-493.5 -266.7,-450.3 -287.1,-399.9 -277.5,-376.5 -299.1,-346.5 -288.3,-330.3 -317.7,-420.3 -312.3,-443.7 -353.1,-509.7 -311.7))	POINT(-29.145404 -16.194778)	POLYGON((-34.841303 -19.515048,-21.588794 -19.179899,-20.948721 -13.629249,-33.691675 -13.938127,-34.841303 -19.515048))	POLYGON((-34.228343 -16.817134,-34.174114 -16.777016,-32.478502 -13.903096,-29.51282 -15.114123,-25.849754 -14.414898,-24.39903 -15.755141,-22.259763 -15.022364,-21.3751 -16.883542,-27.604309 -16.674456,-29.787296 -19.37033,-34.228343 -16.817134))	SPoCA_v1.0_AR_0000005736							null	null	null	null	null		null	null
AR	2012-07-01T04:36:49	POINT(-455.409 230.188)	POLYGON((-549.9 152.7,-327.3 152.7,-327.3 324.3,-549.9 324.3,-549.9 152.7))	POLYGON((-549.9 288.9,-549.3 289.5,-517.5 324.3,-485.7 299.7,-463.5 301.5,-444.3 257.1,-327.3 203.7,-360.9 162.9,-444.3 155.1,-469.5 191.1,-519.3 175.5,-522.9 230.7,-549.9 288.9))	POINT(-30.122798 16.60079)	POLYGON((-36.372836 11.638809,-20.686206 12.010944,-22.006833 22.73723,-38.907819 22.322393,-36.372836 11.638809))	POLYGON((-38.209898 20.076268,-38.171961 20.115591,-36.251315 22.401228,-33.310756 20.904464,-31.64143 21.063156,-29.617141 18.299385,-20.975708 15.148151,-22.979914 12.594407,-28.660469 11.992509,-30.753391 14.157601,-34.27288 13.101053,-35.172731 16.498519,-38.209898 20.076268))	SPoCA_v1.0_AR_0000005703							null	null	null	null	null		null	null
