event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2013-02-01T03:13:36	POINT(561.061 547.551)	POLYGON((489.3 487.5,657.3 487.5,657.3 634.5,489.3 634.5,489.3 487.5))	POLYGON((489.3 623.7,489.9 624.3,550.5 633.9,537.9 587.1,551.7 554.7,584.1 540.3,617.1 550.5,654.9 531.9,605.7 529.5,575.7 489.3,489.3 623.7))	POINT(41.381873 29.656297)	POLYGON((33.521294 24.942669,48.529002 26.047925,58.242131 37.584944,38.196545 35.874274,33.521294 24.942669))	POLYGON((37.712149 35.006463,37.794951 35.058355,44.403008 36.301769,40.761841 32.476116,40.774071 30.121412,43.296886 29.287987,47.069675 30.317037,50.267957 29.269238,44.98134 28.659519,40.790817 25.559793,37.712149 35.006463))	SPoCA_v1.0_AR_0000007787							null	null	null	null	null		null	null
AR	2013-02-01T03:13:36	POINT(-888.734 379.078)	POLYGON((-909.3 339.3,-869.7 339.3,-869.7 406.5,-909.3 406.5,-909.3 339.3))	POLYGON((-909.3 340.5,-908.7 341.1,-878.1 403.5,-875.1 383.7,-909.3 340.5))	POINT(-79.421626 21.910214)	POLYGON((-82.443506 19.700105,-70.021156 18.394761,-76.404943 23.36302,-87.013353 23.913307,-82.443506 19.700105))	POLYGON((-82.757127 19.809482,-82.478218 19.817525,-79.217982 23.467049,-75.139988 21.753571,-82.757127 19.809482))	SPoCA_v1.0_AR_0000007832							null	null	null	null	null		null	null
AR	2013-02-01T03:13:36	POINT(831.569 295.837)	POLYGON((778.5 213.9,908.1 213.9,908.1 387.3,778.5 387.3,778.5 213.9))	POLYGON((778.5 321.9,779.1 322.5,826.5 353.1,835.5 386.7,871.5 344.1,907.5 241.5,893.1 275.1,869.1 268.5,850.5 256.5,840.3 214.5,787.5 273.3,778.5 321.9))	POINT(61.843803 14.868322)	POLYGON((53.850124 9.128974,71.437005 10.805448,87.139122 22.931173,58.260921 20.2946,53.850124 9.128974))	POLYGON((56.035468 15.947231,56.120901 15.992455,63.352218 18.599391,66.625062 21.069063,70.714887 18.768752,72.471976 12.588363,71.077323 14.504356,66.448732 13.63188,63.259044 12.583972,60.894135 9.804775,55.851223 12.921585,56.035468 15.947231))	SPoCA_v1.0_AR_0000007771							null	null	null	null	null		null	null
AR	2013-02-01T03:13:36	POINT(-651.424 242.445)	POLYGON((-737.1 150.9,-563.7 150.9,-563.7 320.7,-737.1 320.7,-737.1 150.9))	POLYGON((-737.1 228.3,-736.5 228.9,-680.7 200.1,-655.5 242.1,-692.7 266.7,-692.7 290.1,-644.7 287.7,-621.9 320.7,-597.3 279.3,-564.9 293.1,-566.7 272.1,-591.9 271.5,-657.3 196.5,-656.7 150.9,-698.7 161.7,-737.1 228.3))	POINT(-42.597996 9.9506111)	POLYGON((-49.237551 4.963792,-35.310039 3.962106,-36.534382 14.336063,-51.557849 15.477457,-49.237551 4.963792))	POLYGON((-49.955482 9.66856,-49.906396 9.700835,-44.649429 7.54645,-42.930058 9.95412,-46.400733 11.718193,-46.745336 13.182431,-42.56357 12.713951,-41.137149 14.652707,-38.656158 11.920302,-36.317453 12.61322,-36.248628 11.319567,-38.158262 11.408702,-42.685575 7.184011,-42.378062 4.43695,-45.910484 5.344182,-49.955482 9.66856))	SPoCA_v1.0_AR_0000007790							null	null	null	null	null		null	null
AR	2013-02-01T03:13:36	POINT(428.745 -79.6999)	POLYGON((320.7 -161.1,497.7 -161.1,497.7 -29.7,320.7 -29.7,320.7 -161.1))	POLYGON((320.7 -111.3,321.3 -110.7,380.7 -92.1,421.5 -41.7,466.5 -29.7,497.7 -37.5,468.9 -107.1,414.9 -76.5,360.9 -118.5,354.3 -161.1,320.7 -111.3))	POINT(26.440308 -10.090577)	POLYGON((19.857601 -15.167696,31.741061 -14.638847,30.844859 -6.932803,19.306046 -7.442442,19.857601 -15.167696))	POLYGON((19.599896 -12.228564,19.635257 -12.191945,23.355716 -10.954975,25.789948 -7.887348,28.727566 -7.04268,30.879158 -7.388926,29.30314 -11.566807,25.510614 -9.944533,22.210153 -12.557632,22.033867 -15.088121,19.599896 -12.228564))	SPoCA_v1.0_AR_0000007747							null	null	null	null	null		null	null
AR	2013-02-01T03:13:36	POINT(-799.555 -311.608)	POLYGON((-815.7 -333.9,-784.5 -333.9,-784.5 -287.7,-815.7 -287.7,-815.7 -333.9))	POLYGON((-815.7 -317.7,-815.1 -317.1,-813.9 -297.3,-793.5 -288.9,-786.3 -328.5,-810.3 -333.9,-815.7 -317.7))	POINT(-61.741044 -21.567864)	POLYGON((-64.938741 -22.669485,-60.850622 -23.041009,-58.97688 -20.3321,-62.7882 -19.990969,-64.938741 -22.669485))	POLYGON((-64.126635 -21.730223,-64.016628 -21.702907,-62.959652 -20.568946,-60.080117 -20.308819,-60.830869 -22.70415,-64.192996 -22.738344,-64.126635 -21.730223))	SPoCA_v1.0_AR_0000007835							null	null	null	null	null		null	null
AR	2013-02-01T07:13:36	POINT(550.952 603.049)	POLYGON((517.5 575.1,574.5 575.1,574.5 636.3,517.5 636.3,517.5 575.1))	POLYGON((517.5 618.3,518.1 618.9,572.7 633.9,555.9 574.5,517.5 618.3))	POINT(42.774993 33.810048)	POLYGON((38.378666 31.413665,43.825955 31.823891,47.24544 36.717521,41.070016 36.219541,38.378666 31.413665))	POLYGON((40.175352 34.765148,40.262508 34.817433,46.876503 36.499469,41.960667 31.634789,40.175352 34.765148))	SPoCA_v1.0_AR_0000007838							null	null	null	null	null		null	null
AR	2013-02-01T07:13:36	POINT(598.8 517.242)	POLYGON((563.1 480.3,643.5 480.3,643.5 549.9,563.1 549.9,563.1 480.3))	POLYGON((563.1 528.9,563.7 529.5,573.9 549.3,620.1 532.5,642.3 549.9,614.7 481.5,563.1 528.9))	POINT(43.8338 27.705197)	POLYGON((39.435419 24.842831,46.852019 25.413088,49.920859 30.509814,41.659723 29.837166,39.435419 24.842831))	POLYGON((40.902465 28.295072,40.977959 28.34277,42.665679 29.871313,46.558664 28.991425,49.785339 30.498063,44.109765 25.274615,40.902465 28.295072))	SPoCA_v1.0_AR_0000007787							null	null	null	null	null		null	null
AR	2013-02-01T07:13:36	POINT(-879.405 382.059)	POLYGON((-905.1 341.7,-857.7 341.7,-857.7 406.5,-905.1 406.5,-905.1 341.7))	POLYGON((-905.1 345.9,-904.5 346.5,-873.9 403.5,-857.7 406.5,-861.3 390.9,-905.1 345.9))	POINT(-76.29132 21.767704)	POLYGON((-80.489645 19.641921,-67.872939 18.324339,-72.876271 22.989475,-86.995401 24.010989,-80.489645 19.641921))	POLYGON((-81.308198 19.995154,-81.091502 20.00995,-77.462563 23.278634,-72.876271 22.989475,-72.206715 21.908328,-81.308198 19.995154))	SPoCA_v1.0_AR_0000007832							null	null	null	null	null		null	null
AR	2013-02-01T07:13:36	POINT(622.446 308.788)	POLYGON((603.9 287.7,644.7 287.7,644.7 335.1,603.9 335.1,603.9 287.7))	POLYGON((603.9 320.7,604.5 321.3,607.5 335.1,632.7 326.1,638.7 294.9,608.7 293.7,603.9 320.7))	POINT(41.01306 13.895329)	POLYGON((39.264412 12.469484,42.563199 12.705787,43.274248 15.701804,39.88265 15.453996,39.264412 12.469484))	POLYGON((39.677305 14.540435,39.733652 14.581755,40.174237 15.474656,42.112254 15.052315,42.160568 13.119839,39.713955 12.870313,39.677305 14.540435))	SPoCA_v1.0_AR_0000007837							null	null	null	null	null		null	null
