event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2013-03-01T00:16:12	POINT(-354.987 385.22)	POLYGON((-405.3 351.3,-309.9 351.3,-309.9 420.9,-405.3 420.9,-405.3 351.3))	POLYGON((-405.3 381.3,-397.5 381.9,-366.9 404.7,-328.5 403.5,-315.3 420.9,-314.7 370.5,-403.5 351.3,-405.3 381.3))	POINT(-22.402951 16.688224)	POLYGON((-25.525562 14.692101,-19.204737 14.373708,-19.682305 18.872811,-26.198584 19.213491,-25.525562 14.692101))	POLYGON((-25.786981 16.620305,-25.256087 16.628387,-23.375672 17.99777,-20.78038 17.78936,-20.042088 18.889227,-19.633144 15.612863,-25.403123 14.685133,-25.786981 16.620305))	SPoCA_v1.0_AR_0000008030							null	null	null	null	null		null	null
AR	2013-03-01T00:16:12	POINT(-478.308 397.55)	POLYGON((-564.9 311.1,-416.1 311.1,-416.1 467.7,-564.9 467.7,-564.9 311.1))	POLYGON((-564.9 324.3,-564.3 324.9,-513.3 357.3,-523.5 399.3,-493.5 464.7,-419.7 455.1,-421.5 392.1,-441.9 387.3,-493.5 327.3,-557.1 311.1,-564.9 324.3))	POINT(-31.158772 18.009778)	POLYGON((-36.604389 12.916722,-25.962462 12.191807,-27.583287 22.409406,-39.269776 23.277251,-36.604389 12.916722))	POLYGON((-36.753566 13.754826,-36.714409 13.78941,-33.243108 15.573854,-34.580269 18.370855,-33.371584 22.60372,-27.662882 21.567757,-27.020223 17.388899,-28.407237 17.165221,-31.478096 13.553759,-36.010062 12.870524,-36.753566 13.754826))	SPoCA_v1.0_AR_0000008008							null	null	null	null	null		null	null
AR	2013-03-01T00:16:12	POINT(852.79 300.896)	POLYGON((840.9 282.3,865.5 282.3,865.5 318.9,840.9 318.9,840.9 282.3))	POLYGON((840.9 310.5,841.5 311.1,857.1 312.9,864.3 282.3,840.9 310.5))	POINT(65.623581 15.199093)	POLYGON((63.140941 13.748284,66.966397 14.198355,68.684498 16.696901,64.488709 16.195798,63.140941 13.748284))	POLYGON((64.147523 15.627355,64.262834 15.678561,66.867302 16.10028,66.764027 14.174226,64.147523 15.627355))	SPoCA_v1.0_AR_0000008031							null	null	null	null	null		null	null
AR	2013-03-01T00:16:12	POINT(486.301 -211.212)	POLYGON((435.9 -254.1,560.1 -254.1,560.1 -160.5,435.9 -160.5,435.9 -254.1))	POLYGON((435.9 -162.3,436.5 -161.7,472.5 -216.9,508.5 -182.7,531.9 -189.9,559.5 -176.1,507.9 -245.7,454.5 -250.5,435.9 -162.3))	POINT(31.872409 -18.712288)	POLYGON((28.803099 -21.508412,38.078489 -20.893051,36.681751 -15.329077,27.77823 -15.908895,28.803099 -21.508412))	POLYGON((27.794378 -16.015709,27.830243 -15.977753,30.948327 -19.115046,33.133963 -16.909884,34.942183 -17.22003,36.831957 -16.254373,33.941139 -20.672863,30.090451 -21.212155,27.794378 -16.015709))	SPoCA_v1.0_AR_0000008023							null	null	null	null	null		null	null
AR	2013-03-01T00:16:12	POINT(-934.713 -236.802)	POLYGON((-941.1 -270.9,-926.7 -270.9,-926.7 -206.7,-941.1 -206.7,-941.1 -270.9))	POLYGON((-941.1 -207.3,-940.5 -206.7,-934.5 -213.3,-926.7 -270.9,-941.1 -207.3))	POINT(-86.004828 -14.765498)	POLYGON((-88.206107 -15.962929,-87.104427 -16.735108,-79.705567 -13.703777,-85.36941 -13.001265,-88.206107 -15.962929))	POLYGON((-85.45017 -13.027786,-85.031849 -13.043419,-82.951545 -13.705438,-87.104427 -16.735108,-85.45017 -13.027786))	SPoCA_v1.0_AR_0000008029							null	null	null	null	null		null	null
AR	2013-03-01T00:16:12	POINT(-883.345 -226.242)	POLYGON((-935.7 -309.9,-830.1 -309.9,-830.1 -141.3,-935.7 -141.3,-935.7 -309.9))	POLYGON((-935.7 -149.7,-935.1 -149.1,-912.3 -141.3,-878.7 -165.3,-831.3 -233.7,-860.1 -306.3,-891.3 -297.3,-928.5 -211.5,-935.7 -149.7))	POINT(-71.241055 -15.917033)	POLYGON((-87.897876 -18.209613,-66.926349 -21.595651,-60.923972 -11.942257,-78.433852 -9.899402,-87.897876 -18.209613))	POLYGON((-78.846908 -10.354644,-78.647039 -10.343047,-73.086541 -10.548347,-68.104367 -12.580624,-63.729005 -17.231682,-71.563056 -20.836496,-77.326449 -19.586309,-80.62462 -13.88349,-78.846908 -10.354644))	SPoCA_v1.0_AR_0000008026							null	null	null	null	null		null	null
AR	2013-03-01T00:16:12	POINT(892.945 -303.654)	POLYGON((877.5 -321.3,911.1 -321.3,911.1 -288.9,877.5 -288.9,877.5 -321.3))	POLYGON((877.5 -293.7,878.1 -293.1,908.7 -290.7,905.7 -315.9,879.3 -320.1,877.5 -293.7))	POINT(78.299933 -19.866531)	POLYGON((76.12295 -21.240087,87.954444 -19.786685,82.275998 -18.45602,73.687363 -19.497637,76.12295 -21.240087))	POLYGON((74.013379 -19.758581,74.092724 -19.711655,81.639558 -18.646908,83.828004 -19.958675,76.43029 -21.127415,74.013379 -19.758581))	SPoCA_v1.0_AR_0000007988							null	null	null	null	null		null	null
AR	2013-03-01T00:16:12	POINT(62.7442 -375.797)	POLYGON((12.3 -405.3,116.1 -405.3,116.1 -346.5,12.3 -346.5,12.3 -405.3))	POLYGON((12.3 -385.5,12.9 -384.9,17.7 -367.5,97.5 -346.5,114.9 -388.5,66.9 -376.5,29.1 -405.3,12.3 -385.5))	POINT(4.2681575 -29.925279)	POLYGON((0.852902 -31.842215,8.071598 -31.777247,7.770124 -28.022349,0.821132 -28.083303,0.852902 -31.842215))	POLYGON((0.841426 -30.564599,0.882124 -30.52601,1.196872 -29.413121,6.520413 -28.040567,7.895758 -30.69498,4.553389 -29.967664,2.018124 -31.838836,0.841426 -30.564599))	SPoCA_v1.0_AR_0000008011							null	null	null	null	null		null	null
AR	2013-03-01T04:16:12	POINT(-385.348 416.357)	POLYGON((-476.7 323.1,-308.7 323.1,-308.7 493.5,-476.7 493.5,-476.7 323.1))	POLYGON((-476.7 332.1,-476.1 332.7,-443.7 350.1,-423.9 384.3,-405.9 435.3,-413.7 465.3,-396.3 492.3,-332.7 457.5,-331.5 425.1,-308.7 398.7,-347.7 395.7,-368.7 363.3,-392.7 362.1,-411.9 340.5,-465.9 323.1,-476.7 332.1))	POINT(-24.757632 18.832303)	POLYGON((-30.242434 13.206042,-18.97941 12.588939,-20.301118 23.762644,-32.625396 24.508785,-30.242434 13.206042))	POLYGON((-30.322951 13.776355,-30.285815 13.811619,-28.162949 14.772932,-27.108811 16.890822,-26.412714 20.17372,-27.374323 22.234155,-26.511039 24.016273,-21.562092 21.384729,-21.165419 19.217121,-19.433399 17.415586,-22.000912 17.342927,-23.15088 15.323505,-24.75808 15.333741,-25.890455 14.029666,-29.480876 13.156101,-30.322951 13.776355))	SPoCA_v1.0_AR_0000008008							null	null	null	null	null		null	null
AR	2013-03-01T04:16:12	POINT(891.159 -101.684)	POLYGON((879.9 -122.1,906.3 -122.1,906.3 -81.9,879.9 -81.9,879.9 -122.1))	POLYGON((879.9 -96.9,880.5 -96.3,885.3 -81.9,901.5 -89.7,896.1 -116.1,879.9 -96.9))	POINT(68.322697 -8.7365537)	POLYGON((67.084743 -10.101934,71.367135 -9.601111,70.376281 -7.313586,66.23643 -7.796247,67.084743 -10.101934))	POLYGON((66.523749 -8.658695,66.599018 -8.614202,67.026883 -7.705237,69.728575 -7.855788,69.458275 -9.466644,66.523749 -8.658695))	SPoCA_v1.0_AR_0000008032							null	null	null	null	null		null	null
