event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2012-12-01T01:36:24	POINT(-666.241 458.373)	POLYGON((-693.3 430.5,-636.3 430.5,-636.3 482.1,-693.3 482.1,-693.3 430.5))	POLYGON((-693.3 465.9,-692.7 466.5,-661.5 482.1,-636.3 449.7,-648.9 431.7,-693.3 465.9))	POINT(-51.008192 28.547658)	POLYGON((-52.678895 26.691414,-46.88526 26.746887,-48.945227 30.158457,-55.226814 30.097569,-52.678895 26.691414))	POLYGON((-54.352297 29.016954,-54.31442 29.057482,-51.615439 30.133219,-47.593563 28.00413,-48.153329 26.813732,-54.352297 29.016954))	SPoCA_v1.0_AR_0000007202							null	null	null	null	null		null	null
AR	2012-12-01T01:36:24	POINT(-923.462 217.517)	POLYGON((-936.9 200.7,-911.7 200.7,-911.7 234.3,-936.9 234.3,-936.9 200.7))	POLYGON((-936.9 218.7,-936.3 219.3,-915.3 234.3,-921.3 200.7,-936.9 218.7))	POINT(-76.686958 13.095241)	POLYGON((-79.569932 12.043877,-73.106628 12.129883,-74.758081 14.13532,-82.590565 14.031424,-79.569932 12.043877))	POLYGON((-80.996161 13.10908,-80.818109 13.147705,-75.61555 14.124097,-75.235297 12.101826,-80.996161 13.10908))	SPoCA_v1.0_AR_0000007200							null	null	null	null	null		null	null
AR	2012-12-01T01:36:24	POINT(636.928 141.9)	POLYGON((608.7 123.3,660.3 123.3,660.3 162.9,608.7 162.9,608.7 123.3))	POLYGON((608.7 152.1,609.3 152.7,630.9 162.9,657.9 149.7,652.5 123.3,617.1 128.7,608.7 152.1))	POINT(41.317774 8.9861214)	POLYGON((38.985718 7.905803,43.04286 7.868365,43.395763 10.214112,39.292534 10.251693,38.985718 7.905803))	POLYGON((39.200308 9.610512,39.251394 9.645699,41.026204 10.236187,43.071025 9.432532,42.412903 7.874377,39.667183 8.219182,39.200308 9.610512))	SPoCA_v1.0_AR_0000007196							null	null	null	null	null		null	null
AR	2012-12-01T01:36:24	POINT(905.086 -286.028)	POLYGON((849.3 -395.7,954.9 -395.7,954.9 -189.3,849.3 -189.3,849.3 -395.7))	POLYGON((849.3 -362.1,849.9 -361.5,873.3 -342.3,905.1 -233.7,936.3 -198.9,939.9 -225.9,954.9 -189.3,940.5 -253.5,932.7 -246.9,902.1 -323.1,903.9 -295.5,893.1 -301.5,875.7 -351.3,882.3 -372.3,895.5 -346.5,881.1 -392.7,849.3 -362.1))	POINT(76.108749 -16.871835)	POLYGON((72.135268 -23.700977,89.358816 -22.501333,89.557656 -11.207501,62.435302 -10.802994,72.135268 -23.700977))	POLYGON((69.484009 -21.514582,69.554138 -21.477673,72.864301 -20.3183,72.869772 -13.62834,78.903209 -11.621144,82.66135 -13.307298,89.557656 -11.207501,89.493297 -15.078829,81.697952 -14.566039,78.726894 -19.209333,76.559529 -17.462667,74.283749 -17.797839,74.160869 -20.905119,78.233307 -22.300798,79.336628 -20.685266,80.999191 -23.651147,69.484009 -21.514582))	SPoCA_v1.0_AR_0000007141							null	null	null	null	null		null	null
AR	2012-12-01T01:36:24	POINT(-545.837 178.365)	POLYGON((-596.7 47.7,-465.9 47.7,-465.9 273.3,-596.7 273.3,-596.7 47.7))	POLYGON((-596.7 247.5,-596.1 248.1,-576.9 273.3,-539.1 258.9,-515.1 217.5,-470.1 202.5,-477.9 168.3,-465.9 141.9,-498.9 127.5,-500.7 90.9,-525.9 80.7,-533.1 48.9,-553.5 84.3,-588.9 83.7,-596.7 247.5))	POINT(-34.719694 11.211096)	POLYGON((-37.728975 3.464224,-28.530582 3.536748,-29.902885 16.972287,-39.681697 16.898087,-37.728975 3.464224))	POLYGON((-39.306284 15.330389,-39.267312 15.367121,-38.121356 16.911136,-35.04713 16.057466,-32.843349 13.569638,-29.546131 12.692093,-29.842441 10.647255,-28.868449 9.085915,-31.054221 8.218103,-31.015008 6.058579,-32.72795 5.445262,-33.137347 3.573112,-34.699062 5.641526,-37.278562 5.58459,-39.306284 15.330389))	SPoCA_v1.0_AR_0000007184							null	null	null	null	null		null	null
AR	2012-12-01T01:36:24	POINT(79.9138 237.252)	POLYGON((65.7 188.1,94.5 188.1,94.5 280.5,65.7 280.5,65.7 188.1))	POLYGON((65.7 269.7,66.3 270.3,75.9 280.5,94.5 259.5,78.9 190.5,67.5 189.9,65.7 269.7))	POINT(4.8513847 14.881741)	POLYGON((3.937984 11.930691,5.669036 11.928701,5.81726 17.510014,4.040781 17.512039,3.937984 11.930691))	POLYGON((4.026331 16.852217,4.063956 16.888782,4.669416 17.511407,5.777648 16.229064,4.733371 12.073239,4.047674 12.038109,4.026331 16.852217))	SPoCA_v1.0_AR_0000007199							null	null	null	null	null		null	null
AR	2012-12-01T05:36:24	POINT(-519.695 155.49)	POLYGON((-584.1 47.7,-440.1 47.7,-440.1 255.9,-584.1 255.9,-584.1 47.7))	POLYGON((-584.1 171.3,-583.5 171.9,-549.9 188.7,-564.9 242.7,-500.1 255.9,-470.1 201.3,-501.3 149.7,-467.1 105.9,-440.7 102.3,-446.7 84.3,-474.9 81.3,-489.9 47.7,-514.5 71.7,-543.9 75.3,-560.7 149.7,-584.1 171.3))	POINT(-32.671175 9.8470569)	POLYGON((-36.795171 3.455355,-26.816406 3.529269,-27.923182 15.905695,-38.43037 15.830861,-36.795171 3.455355))	POLYGON((-37.488293 10.750261,-37.448351 10.786342,-35.10095 11.807655,-36.783829 15.042987,-32.15062 15.878126,-29.533706 12.601491,-31.342987 9.512832,-28.781737 6.939656,-27.003129 6.73886,-27.341703 5.676598,-29.220328 5.487713,-30.14801 3.506915,-31.90038 4.904126,-33.977043 5.100081,-35.580906 9.48115,-37.488293 10.750261))	SPoCA_v1.0_AR_0000007184							null	null	null	null	null		null	null
AR	2012-12-01T05:36:24	POINT(-632.431 467.063)	POLYGON((-654.3 438.9,-611.7 438.9,-611.7 490.5,-654.3 490.5,-654.3 438.9))	POLYGON((-654.3 462.3,-653.7 462.9,-635.7 490.5,-615.3 438.9,-654.3 462.3))	POINT(-47.892158 29.141833)	POLYGON((-48.953196 27.264087,-44.841418 27.300504,-46.812229 30.731752,-51.23818 30.692061,-48.953196 27.264087))	POLYGON((-49.917971 28.805255,-49.881871 28.845625,-49.257405 30.710153,-45.177241 27.297625,-49.917971 28.805255))	SPoCA_v1.0_AR_0000007202							null	null	null	null	null		null	null
AR	2012-12-01T05:36:24	POINT(-912.978 218.626)	POLYGON((-928.5 200.7,-896.7 200.7,-896.7 240.3,-928.5 240.3,-928.5 200.7))	POLYGON((-928.5 217.5,-927.9 218.1,-903.3 240.3,-908.1 202.5,-927.9 201.3,-928.5 217.5))	POINT(-74.203487 13.18871)	POLYGON((-77.044303 12.072641,-70.216407 12.159913,-71.876167 14.529358,-79.816446 14.42829,-77.044303 12.072641))	POLYGON((-78.075284 13.070977,-77.939681 13.108941,-73.217285 14.512555,-72.438027 12.240032,-76.916638 12.110363,-78.075284 13.070977))	SPoCA_v1.0_AR_0000007200							null	null	null	null	null		null	null
AR	2012-12-01T05:36:24	POINT(602.679 -400.69)	POLYGON((583.5 -419.1,629.1 -419.1,629.1 -377.7,583.5 -377.7,583.5 -419.1))	POLYGON((583.5 -404.1,584.1 -403.5,604.5 -377.7,626.1 -393.9,624.3 -410.7,596.7 -419.1,583.5 -404.1))	POINT(42.355037 -23.624116)	POLYGON((41.172235 -24.802418,45.249973 -24.84831,44.091388 -22.171366,40.168923 -22.128684,41.172235 -24.802418))	POLYGON((40.787093 -23.826878,40.823378 -23.788566,41.944319 -22.1476,44.248554 -23.208791,44.557671 -24.29523,42.324211 -24.81503,40.787093 -23.826878))	SPoCA_v1.0_AR_0000007206							null	null	null	null	null		null	null
