event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2012-05-01T03:36:49	POINT(204.761 -291.877)	POLYGON((175.5 -334.5,231.3 -334.5,231.3 -247.5,175.5 -247.5,175.5 -334.5))	POLYGON((175.5 -326.7,176.1 -326.1,199.5 -290.7,198.3 -249.9,224.1 -261.3,228.3 -306.3,191.7 -334.5,175.5 -326.7))	POINT(13.33949 -21.798157)	POLYGON((11.644249 -24.529727,15.420228 -24.469319,14.828199 -18.99859,11.200096 -19.055187,11.644249 -24.529727))	POLYGON((11.597876 -24.031684,11.634518 -23.992883,12.984259 -21.729602,12.68821 -19.182903,14.435058 -19.864055,15.0038 -22.68103,12.734954 -24.513982,11.597876 -24.031684))	SPoCA_v1.0_AR_0000005108							null	null	null	null	null		null	null
AR	2012-05-01T03:36:49	POINT(906.264 202.356)	POLYGON((875.7 137.7,939.3 137.7,939.3 276.9,875.7 276.9,875.7 137.7))	POLYGON((875.7 231.9,876.3 232.5,889.5 257.7,911.1 229.5,909.3 272.7,939.3 167.1,930.3 137.7,917.1 166.5,878.7 182.7,875.7 231.9))	POINT(75.93262 11.288755)	POLYGON((67.663284 6.7527,85.029905 7.979477,88.510031 16.361313,72.6708 15.703066,67.663284 6.7527))	POLYGON((70.379316 12.72737,70.521663 12.774544,74.787047 14.646891,79.291848 13.210631,84.234645 16.273078,88.998819 10.04138,80.231018 7.632591,77.205705 9.17547,69.219595 9.609226,70.379316 12.72737))	SPoCA_v1.0_AR_0000005044							null	null	null	null	null		null	null
AR	2012-05-01T03:36:49	POINT(316.005 -237.777)	POLYGON((268.5 -307.5,372.3 -307.5,372.3 -179.7,268.5 -179.7,268.5 -307.5))	POLYGON((268.5 -228.3,269.1 -227.7,305.1 -188.7,357.3 -181.5,372.3 -208.5,324.3 -236.1,343.5 -302.7,281.1 -279.9,268.5 -228.3))	POINT(20.377615 -18.27928)	POLYGON((17.730342 -22.704267,24.948061 -22.523774,23.740111 -14.620604,16.888616 -14.787112,17.730342 -22.704267))	POLYGON((17.155823 -17.765189,17.191615 -17.727399,19.3237 -15.284173,22.743129 -14.758117,23.956496 -16.379001,20.922826 -18.162085,22.85831 -22.278072,18.356953 -20.950855,17.155823 -17.765189))	SPoCA_v1.0_AR_0000005040							null	null	null	null	null		null	null
AR	2012-05-01T03:36:49	POINT(176.483 284.268)	POLYGON((147.9 241.5,212.1 241.5,212.1 315.3,147.9 315.3,147.9 241.5))	POLYGON((147.9 267.3,148.5 267.9,161.1 312.9,210.9 313.5,187.5 246.3,147.9 267.3))	POINT(10.934175 13.250925)	POLYGON((9.054856 10.558856,13.047042 10.615718,13.297643 15.248447,9.226223 15.1887,9.054856 10.558856))	POLYGON((9.106744 12.16441,9.145335 12.202346,10.051128 15.046666,13.213597 15.132661,11.522028 10.889281,9.106744 12.16441))	SPoCA_v1.0_AR_0000005095							null	null	null	null	null		null	null
AR	2012-05-01T03:36:49	POINT(-357.318 -401.757)	POLYGON((-443.7 -458.1,-279.3 -458.1,-279.3 -365.7,-443.7 -365.7,-443.7 -458.1))	POLYGON((-443.7 -392.7,-443.1 -392.1,-389.1 -395.1,-309.9 -365.7,-291.9 -373.5,-280.5 -408.9,-333.9 -432.3,-377.7 -416.1,-404.7 -458.1,-411.9 -425.7,-443.7 -392.7))	POINT(-25.216586 -28.614319)	POLYGON((-33.277016 -32.140425,-20.289044 -32.533294,-19.04617 -26.408283,-31.134258 -26.059183,-33.277016 -32.140425))	POLYGON((-31.678782 -27.807039,-31.618734 -27.769649,-27.499709 -28.105624,-21.219509 -26.35732,-20.030319 -26.893557,-19.657795 -29.231636,-23.980155 -30.688183,-27.021645 -29.513662,-30.068057 -32.25395,-29.88442 -30.063779,-31.678782 -27.807039))	SPoCA_v1.0_AR_0000005102							null	null	null	null	null		null	null
AR	2012-05-01T03:36:49	POINT(830.363 -381.518)	POLYGON((815.1 -401.1,845.1 -401.1,845.1 -356.7,815.1 -356.7,815.1 -401.1))	POLYGON((815.1 -382.5,815.7 -381.9,840.9 -356.7,841.5 -395.1,816.3 -395.1,815.1 -382.5))	POINT(73.736482 -24.816881)	POLYGON((72.398234 -26.200961,79.909365 -25.693578,74.661635 -23.131481,68.823945 -23.517958,72.398234 -26.200961))	POLYGON((70.760523 -25.078724,70.823659 -25.035098,73.733941 -23.193812,77.968077 -25.42804,72.082317 -25.823679,70.760523 -25.078724))	SPoCA_v1.0_AR_0000005103							null	null	null	null	null		null	null
AR	2012-05-01T03:36:49	POINT(-604.858 -274.55)	POLYGON((-733.5 -398.7,-424.5 -398.7,-424.5 -182.7,-733.5 -182.7,-733.5 -398.7))	POLYGON((-733.5 -293.1,-732.9 -292.5,-732.3 -240.9,-681.9 -281.1,-555.9 -288.9,-546.3 -252.9,-576.9 -199.5,-555.3 -182.7,-524.7 -208.5,-424.5 -208.5,-459.3 -239.1,-504.3 -236.7,-503.7 -303.3,-534.9 -282.3,-553.5 -317.1,-582.3 -297.9,-638.7 -306.9,-665.7 -398.7,-678.3 -356.7,-731.1 -339.3,-733.5 -293.1))	POINT(-42.311109 -19.783436)	POLYGON((-59.53312 -26.853165,-30.297581 -28.251457,-27.338591 -14.6952,-52.245587 -13.583292,-59.53312 -26.853165))	POLYGON((-55.039504 -20.288018,-54.954636 -20.254929,-53.405494 -17.10894,-49.416963 -19.840498,-38.525917 -20.856089,-37.134007 -18.660098,-38.767664 -15.288276,-36.871808 -14.340124,-34.848488 -16.005908,-27.566021 -16.269486,-30.374018 -18.063791,-33.669946 -17.793359,-34.641219 -21.926017,-36.723017 -20.516867,-38.895471 -22.626808,-40.88692 -21.319874,-46.035336 -21.644952,-51.720171 -27.296564,-51.393443 -24.56165,-56.450918 -23.154353,-55.039504 -20.288018))	SPoCA_v1.0_AR_0000005075							null	null	null	null	null		null	null
AR	2012-05-01T07:36:49	POINT(216.069 289.953)	POLYGON((175.5 242.7,264.3 242.7,264.3 324.3,175.5 324.3,175.5 242.7))	POLYGON((175.5 266.1,176.1 266.7,190.5 318.3,239.7 322.5,264.3 290.1,229.5 250.5,212.7 242.7,175.5 266.1))	POINT(13.453219 13.665312)	POLYGON((10.767895 10.672289,16.348792 10.769105,16.71258 15.904831,11.001485 15.802362,10.767895 10.672289))	POLYGON((10.824254 12.128852,10.863295 12.166866,11.933374 15.434074,15.105915 15.757061,16.540052 13.734107,14.168752 11.210817,13.089214 10.707808,10.824254 12.128852))	SPoCA_v1.0_AR_0000005095							null	null	null	null	null		null	null
AR	2012-05-01T07:36:49	POINT(838.368 -380.278)	POLYGON((827.7 -399.3,851.1 -399.3,851.1 -358.5,827.7 -358.5,827.7 -399.3))	POLYGON((827.7 -387.9,828.3 -387.3,851.1 -359.1,839.7 -399.3,827.7 -387.9))	POINT(75.430745 -24.617777)	POLYGON((74.95076 -25.907252,81.745662 -25.445448,76.26769 -23.136448,71.220447 -23.473172,74.95076 -25.907252))	POLYGON((73.776842 -25.230672,73.848829 -25.186277,76.329904 -23.171301,78.016355 -25.700551,73.776842 -25.230672))	SPoCA_v1.0_AR_0000005103							null	null	null	null	null		null	null
AR	2012-05-01T07:36:49	POINT(912.001 199.3)	POLYGON((888.9 140.7,939.9 140.7,939.9 272.7,888.9 272.7,888.9 140.7))	POLYGON((888.9 228.9,889.5 229.5,897.9 252.9,908.7 215.7,921.9 215.7,914.1 271.5,936.3 140.7,923.1 173.1,891.9 180.9,888.9 228.9))	POINT(77.432397 11.211234)	POLYGON((70.019835 7.101911,86.066972 8.239166,88.534433 16.116678,75.707353 15.658969,70.019835 7.101911))	POLYGON((73.013359 12.730412,73.179465 12.779335,76.801007 14.494556,77.447105 12.225737,82.822886 12.61276,88.505706 16.478349,83.265232 8.036645,79.552555 9.751419,71.694089 9.675275,73.013359 12.730412))	SPoCA_v1.0_AR_0000005044							null	null	null	null	null		null	null
AR	2012-05-01T07:36:49	POINT(-312.734 -390.589)	POLYGON((-412.5 -432.3,-238.5 -432.3,-238.5 -359.7,-412.5 -359.7,-412.5 -432.3))	POLYGON((-412.5 -386.1,-411.9 -385.5,-363.3 -392.7,-275.1 -359.7,-250.5 -370.5,-239.7 -411.3,-288.9 -415.5,-302.7 -395.1,-329.7 -390.9,-377.1 -432.3,-412.5 -386.1))	POINT(-21.749987 -27.956467)	POLYGON((-30.077293 -30.487573,-16.901155 -30.839767,-16.130531 -26.063848,-28.643897 -25.740554,-30.077293 -30.487573))	POLYGON((-29.117186 -27.447315,-29.059859 -27.409811,-25.509922 -27.993515,-18.683328 -26.01201,-17.07058 -26.746996,-16.741103 -29.437703,-20.358733 -29.639951,-21.082723 -28.270043,-22.993798 -27.944914,-27.293041 -30.577527,-29.117186 -27.447315))	SPoCA_v1.0_AR_0000005102							null	null	null	null	null		null	null
