event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2013-04-01T01:35:48	POINT(886.985 270.488)	POLYGON((872.1 246.9,902.1 246.9,902.1 293.7,872.1 293.7,872.1 246.9))	POLYGON((872.1 282.3,872.7 282.9,875.1 293.7,896.7 285.9,900.9 247.5,882.3 252.3,872.1 282.3))	POINT(72.276797 14.439329)	POLYGON((68.2459 12.526998,74.55265 13.224854,78.337411 16.581893,70.379221 15.68514,68.2459 12.526998))	POLYGON((69.779664 14.902425,69.928152 14.956414,71.004079 15.754323,75.802388 15.801936,74.280591 13.231525,70.377296 13.095354,69.779664 14.902425))	SPoCA_v1.0_AR_0000008298							null	null	null	null	null		null	null
AR	2013-04-01T01:35:48	POINT(-531.14 241.177)	POLYGON((-618.3 102.3,-390.9 102.3,-390.9 341.7,-618.3 341.7,-618.3 102.3))	POLYGON((-618.3 189.3,-617.7 189.9,-594.3 220.5,-605.7 267.9,-575.7 315.3,-538.5 282.9,-496.5 320.1,-460.5 308.1,-432.3 341.7,-418.5 261.9,-392.7 236.1,-454.5 272.7,-543.3 257.7,-597.9 192.3,-536.1 137.1,-543.3 107.7,-603.3 113.7,-593.1 156.9,-618.3 189.3))	POINT(-33.918107 9.0860716)	POLYGON((-39.915001 1.085622,-23.910476 0.113892,-24.798291 14.84169,-41.874332 15.958484,-39.915001 1.085622))	POLYGON((-40.207622 6.356976,-40.163682 6.390157,-38.529861 8.136543,-39.841566 11.156572,-38.000173 13.986505,-34.79258 11.728358,-32.044928 13.883181,-29.351509 12.963353,-27.659785 14.992948,-26.141785 9.906351,-24.296551 8.224348,-28.670693 10.713069,-34.936074 10.173213,-38.630104 6.422549,-33.830305 2.75384,-34.308651 1.019369,-38.77104 1.685785,-38.100477 4.2384,-40.207622 6.356976))	SPoCA_v1.0_AR_0000008252							null	null	null	null	null		null	null
AR	2013-04-01T01:35:48	POINT(300.534 -49.8842)	POLYGON((272.7 -72.3,329.7 -72.3,329.7 -20.1,272.7 -20.1,272.7 -72.3))	POLYGON((272.7 -51.3,273.3 -50.7,287.1 -27.9,315.3 -20.1,328.5 -65.7,294.9 -71.1,272.7 -51.3))	POINT(18.396287 -9.173056)	POLYGON((16.712063 -10.564952,20.337865 -10.435939,20.158758 -7.335889,16.564784 -7.463713,16.712063 -10.564952))	POLYGON((16.646385 -9.316511,16.682284 -9.279648,17.485649 -7.896969,19.243798 -7.370726,20.23454 -10.046596,18.111253 -10.446546,16.646385 -9.316511))	SPoCA_v1.0_AR_0000008294							null	null	null	null	null		null	null
AR	2013-04-01T01:35:48	POINT(857.723 -171.521)	POLYGON((804.9 -222.9,899.7 -222.9,899.7 -131.7,804.9 -131.7,804.9 -222.9))	POLYGON((804.9 -159.9,805.5 -159.3,815.1 -142.5,869.7 -134.7,897.9 -184.5,897.3 -215.1,882.9 -222.3,865.5 -191.1,846.9 -197.1,836.7 -173.7,804.9 -159.9))	POINT(66.169272 -12.976051)	POLYGON((60.786262 -16.65852,75.731932 -15.105571,71.759565 -9.971301,58.500863 -11.326968,60.786262 -16.65852))	POLYGON((59.090996 -12.976422,59.146692 -12.934669,59.898152 -11.844411,66.893987 -10.667603,73.378416 -13.005342,74.756743 -14.731461,72.241623 -15.446152,67.979796 -13.982399,65.436941 -14.611709,63.339067 -13.396574,59.090996 -12.976422))	SPoCA_v1.0_AR_0000008225							null	null	null	null	null		null	null
AR	2013-04-01T01:35:48	POINT(860.612 -324.842)	POLYGON((846.9 -339.9,874.5 -339.9,874.5 -305.7,846.9 -305.7,846.9 -339.9))	POLYGON((846.9 -326.1,847.5 -325.5,865.5 -305.7,872.7 -336.9,846.9 -326.1))	POINT(74.317381 -21.641278)	POLYGON((72.744314 -22.772057,79.032815 -22.091323,75.803572 -20.265202,70.398741 -20.842822,72.744314 -22.772057))	POLYGON((71.734715 -21.996966,71.803047 -21.951494,73.87228 -20.47375,78.221088 -21.98802,71.734715 -21.996966))	SPoCA_v1.0_AR_0000008299							null	null	null	null	null		null	null
AR	2013-04-01T01:35:48	POINT(-816.473 -296.567)	POLYGON((-859.5 -407.1,-771.3 -407.1,-771.3 -151.5,-859.5 -151.5,-859.5 -407.1))	POLYGON((-859.5 -250.5,-858.9 -249.9,-858.3 -234.9,-835.5 -233.7,-836.7 -151.5,-797.1 -173.1,-807.3 -208.5,-771.3 -319.5,-783.9 -339.3,-780.9 -407.1,-806.1 -366.9,-833.1 -387.9,-853.5 -365.1,-842.1 -318.9,-859.5 -250.5))	POINT(-65.18116 -20.804147)	POLYGON((-83.965183 -25.926873,-65.126335 -27.932127,-55.233307 -12.831301,-65.849302 -11.792924,-83.965183 -25.926873))	POLYGON((-69.504162 -17.480031,-69.376093 -17.456218,-68.588573 -16.609823,-65.143821 -16.89033,-62.760401 -12.106558,-58.503729 -13.834328,-60.638032 -15.788855,-60.314162 -22.732953,-62.853583 -23.748071,-66.549588 -27.78938,-67.63778 -25.045992,-74.094124 -25.739829,-76.342911 -24.010776,-70.39862 -21.679505,-69.504162 -17.480031))	SPoCA_v1.0_AR_0000008276							null	null	null	null	null		null	null
AR	2013-04-01T01:35:48	POINT(-822.147 249.662)	POLYGON((-855.3 200.7,-789.3 200.7,-789.3 302.7,-855.3 302.7,-855.3 200.7))	POLYGON((-855.3 204.9,-854.7 205.5,-826.5 302.7,-789.3 290.1,-801.3 238.5,-855.3 204.9))	POINT(-60.818997 11.913672)	POLYGON((-64.239786 9.25252,-55.971162 8.417119,-58.078644 14.951171,-67.643394 15.952824,-64.239786 9.25252))	POLYGON((-64.332726 9.519588,-64.25874 9.548595,-63.028425 15.459323,-57.732996 14.123915,-57.977279 10.936368,-64.332726 9.519588))	SPoCA_v1.0_AR_0000008291							null	null	null	null	null		null	null
AR	2013-04-01T01:35:48	POINT(-272.998 -258.539)	POLYGON((-323.1 -290.1,-233.1 -290.1,-233.1 -219.3,-323.1 -219.3,-323.1 -290.1))	POLYGON((-323.1 -259.5,-322.5 -258.9,-255.3 -219.3,-234.3 -232.5,-233.1 -284.1,-263.7 -276.3,-297.9 -289.5,-323.1 -259.5))	POINT(-17.747185 -21.787689)	POLYGON((-21.447145 -23.611288,-15.318134 -23.820123,-14.850958 -19.468256,-20.78614 -19.269683,-21.447145 -23.611288))	POLYGON((-21.138908 -21.724307,-21.092322 -21.68908,-16.299015 -19.425756,-15.007003 -20.270929,-15.273419 -23.447713,-17.265752 -22.902628,-19.705375 -23.640083,-21.138908 -21.724307))	SPoCA_v1.0_AR_0000008243							null	null	null	null	null		null	null
AR	2013-04-01T05:35:30	POINT(-535.456 122.092)	POLYGON((-577.5 95.7,-501.9 95.7,-501.9 166.5,-577.5 166.5,-577.5 95.7))	POLYGON((-577.5 119.1,-576.9 119.7,-549.3 166.5,-504.9 141.9,-521.7 102.9,-546.9 95.7,-577.5 119.1))	POINT(-33.761344 1.8551993)	POLYGON((-36.809368 0.475597,-31.370653 0.125226,-31.475252 4.387595,-36.958074 4.745574,-36.809368 0.475597))	POLYGON((-36.831675 1.880242,-36.787845 1.913243,-34.868692 4.603227,-31.626655 2.912801,-32.763786 0.641291,-34.564634 0.325016,-36.831675 1.880242))	SPoCA_v1.0_AR_0000008302							null	null	null	null	null		null	null
AR	2013-04-01T05:35:48	POINT(322.613 -53.837)	POLYGON((285.3 -78.9,348.3 -78.9,348.3 -26.7,285.3 -26.7,285.3 -78.9))	POLYGON((285.3 -51.3,285.9 -50.7,319.5 -26.7,346.5 -72.3,328.5 -78.9,285.3 -51.3))	POINT(19.81416 -9.3478353)	POLYGON((17.531313 -10.923004,21.567541 -10.772085,21.369188 -7.671563,17.370068 -7.820974,17.531313 -10.923004))	POLYGON((17.439027 -9.281928,17.474999 -9.245006,19.529167 -7.744004,21.421986 -10.38442,20.288482 -10.82316,17.439027 -9.281928))	SPoCA_v1.0_AR_0000008294							null	null	null	null	null		null	null
