event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2013-01-01T03:04:00	POINT(-258.835 -226.689)	POLYGON((-295.5 -294.3,-213.9 -294.3,-213.9 -179.7,-295.5 -179.7,-295.5 -294.3))	POLYGON((-295.5 -198.9,-294.9 -198.3,-279.9 -180.3,-259.5 -182.7,-213.9 -230.1,-266.7 -290.7,-289.5 -284.7,-277.5 -250.5,-295.5 -198.9))	POINT(-15.967885 -16.301858)	POLYGON((-18.758477 -20.361669,-13.465777 -20.436354,-12.968005 -13.532142,-18.056669 -13.461755,-18.758477 -20.361669))	POLYGON((-18.150397 -14.604358,-18.109241 -14.569198,-17.076613 -13.512744,-15.808688 -13.674084,-13.156444 -16.543234,-16.84996 -20.170755,-18.293136 -19.781486,-17.289015 -17.717971,-18.150397 -14.604358))	SPoCA_v1.0_AR_0000007451							null	null	null	null	null		null	null
AR	2013-01-01T03:04:00	POINT(849.143 278.221)	POLYGON((830.1 259.5,870.3 259.5,870.3 305.7,830.1 305.7,830.1 259.5))	POLYGON((830.1 282.9,830.7 283.5,833.7 305.7,853.5 294.9,868.5 260.1,834.9 266.1,830.1 282.9))	POINT(64.154223 15.220726)	POLYGON((60.975357 13.92341,66.673148 14.203649,68.707416 17.140329,62.476237 16.82782,60.975357 13.92341))	POLYGON((61.682373 15.386338,61.781481 15.427919,62.97546 16.852285,65.443078 16.308661,66.410904 14.226998,61.79132 14.364688,61.682373 15.386338))	SPoCA_v1.0_AR_0000007456							null	null	null	null	null		null	null
AR	2013-01-01T03:04:00	POINT(272.089 314.073)	POLYGON((225.3 269.1,320.7 269.1,320.7 382.5,225.3 382.5,225.3 269.1))	POLYGON((225.3 298.5,225.9 299.1,227.1 343.5,260.1 347.1,273.9 377.1,297.9 382.5,312.9 340.5,301.5 309.9,319.5 272.1,271.5 287.7,230.1 269.1,225.3 298.5))	POINT(16.765884 15.77343)	POLYGON((13.641845 12.972794,19.626993 13.067345,20.398086 20.122673,14.161764 20.018665,13.641845 12.972794))	POLYGON((13.750666 14.770512,13.790454 14.807881,14.065015 17.560737,16.185469 17.816671,17.27148 19.723209,18.886184 20.094132,19.554152 17.462043,18.620689 15.547261,19.56567 13.248769,16.597897 14.149892,13.938596 12.976699,13.750666 14.770512))	SPoCA_v1.0_AR_0000007441							null	null	null	null	null		null	null
AR	2013-01-01T03:04:00	POINT(-746.328 91.7032)	POLYGON((-791.1 35.1,-683.7 35.1,-683.7 149.1,-791.1 149.1,-791.1 35.1))	POLYGON((-791.1 56.7,-790.5 57.3,-779.1 149.1,-725.7 99.9,-698.1 111.9,-692.1 146.7,-683.7 126.3,-735.9 36.3,-758.7 56.1,-791.1 56.7))	POINT(-49.796768 3.4115777)	POLYGON((-53.935377 0.262196,-44.281358 -0.127114,-44.658905 6.596009,-54.537429 7.003127,-53.935377 0.262196))	POLYGON((-53.963302 1.53058,-53.904531 1.563255,-53.319897 6.949817,-47.979291 3.820335,-45.651916 4.435841,-45.347574 6.480216,-44.519277 5.242116,-48.736984 0.115806,-50.832654 1.362556,-53.963302 1.53058))	SPoCA_v1.0_AR_0000007452							null	null	null	null	null		null	null
AR	2013-01-01T03:04:00	POINT(-880.054 -302.616)	POLYGON((-933.3 -454.5,-821.7 -454.5,-821.7 -186.9,-933.3 -186.9,-933.3 -454.5))	POLYGON((-933.3 -209.1,-932.7 -208.5,-926.7 -188.1,-905.7 -186.9,-868.5 -215.1,-870.3 -273.3,-851.7 -310.5,-866.7 -336.3,-836.1 -379.5,-822.9 -446.1,-852.9 -450.3,-884.1 -375.9,-873.3 -324.9,-921.3 -267.9,-933.3 -209.1))	POINT(-72.227982 -18.991528)	POLYGON((-88.829912 -25.941984,-73.331594 -28.63004,-59.382369 -12.578595,-77.317585 -11.713424,-88.829912 -25.941984))	POLYGON((-78.644737 -12.977217,-78.42974 -12.952124,-75.724267 -11.866091,-71.325726 -12.014266,-66.235586 -13.952151,-68.85847 -17.354388,-67.711718 -19.697064,-71.896451 -21.100489,-69.371727 -23.948251,-72.670321 -28.106112,-81.351047 -27.954987,-79.973928 -23.19726,-72.387515 -20.365234,-79.617987 -16.489859,-78.644737 -12.977217))	SPoCA_v1.0_AR_0000007458							null	null	null	null	null		null	null
AR	2013-01-01T03:04:00	POINT(22.7517 -201.829)	POLYGON((-50.1 -257.1,62.7 -257.1,62.7 -159.9,-50.1 -159.9,-50.1 -257.1))	POLYGON((-50.1 -244.5,-49.5 -243.9,-24.3 -227.1,2.1 -160.5,56.1 -167.1,59.1 -224.1,36.3 -246.3,-15.3 -237.3,-43.5 -257.1,-50.1 -244.5))	POINT(1.3760699 -14.925444)	POLYGON((-3.084333 -18.245672,3.861048 -18.243268,3.754402 -12.4264,-2.999168 -12.428706,-3.084333 -18.245672))	POLYGON((-3.071077 -17.483772,-3.033659 -17.447659,-1.480721 -16.43912,0.125675 -12.468311,3.364374 -12.854416,3.599835 -16.254102,2.226005 -17.594456,-0.935267 -17.0534,-2.677705 -18.246717,-3.071077 -17.483772))	SPoCA_v1.0_AR_0000007432							null	null	null	null	null		null	null
AR	2013-01-01T03:04:00	POINT(175.705 -189.517)	POLYGON((140.7 -246.3,212.1 -246.3,212.1 -147.3,140.7 -147.3,140.7 -246.3))	POLYGON((140.7 -153.9,141.3 -153.3,177.3 -149.7,207.9 -233.1,179.1 -243.3,177.9 -209.1,140.7 -153.9))	POINT(10.650257 -14.140952)	POLYGON((8.657722 -17.563243,13.11354 -17.520159,12.759335 -11.613698,8.425369 -11.65509,8.657722 -17.563243))	POLYGON((8.43755 -12.045364,8.47266 -12.009589,10.644993 -11.777893,12.793545 -16.727918,11.034943 -17.361295,10.84373 -15.308249,8.43755 -12.045364))	SPoCA_v1.0_AR_0000007455							null	null	null	null	null		null	null
AR	2013-01-01T03:04:00	POINT(-866.165 368.418)	POLYGON((-881.7 323.1,-837.9 323.1,-837.9 414.3,-881.7 414.3,-881.7 323.1))	POLYGON((-881.7 327.9,-881.1 328.5,-874.5 382.5,-859.5 377.1,-837.9 410.1,-881.7 327.9))	POINT(-71.981566 21.2355)	POLYGON((-71.951303 18.387688,-64.29315 17.995866,-69.883501 24.067094,-84.474635 24.855395,-71.951303 18.387688))	POLYGON((-72.285545 18.704206,-72.197341 18.73699,-75.374186 22.311978,-71.249912 21.748707,-69.530372 23.776552,-72.285545 18.704206))	SPoCA_v1.0_AR_0000007464							null	null	null	null	null		null	null
AR	2013-01-01T07:04:00	POINT(-220.272 -224.57)	POLYGON((-258.3 -291.3,-180.9 -291.3,-180.9 -181.5,-258.3 -181.5,-258.3 -291.3))	POLYGON((-258.3 -196.5,-257.7 -195.9,-233.7 -181.5,-180.9 -225.9,-210.9 -265.5,-250.5 -287.7,-212.1 -236.7,-258.3 -196.5))	POINT(-13.533212 -16.225316)	POLYGON((-16.310793 -20.234016,-11.346985 -20.294746,-10.946845 -13.67994,-15.730101 -13.622522,-16.310793 -20.234016))	POLYGON((-15.79349 -14.515327,-15.75326 -14.480092,-14.199569 -13.643097,-11.085799 -16.332185,-13.128175 -18.701901,-15.782812 -20.02112,-13.072966 -16.96045,-15.79349 -14.515327))	SPoCA_v1.0_AR_0000007451							null	null	null	null	null		null	null
AR	2013-01-01T07:04:00	POINT(-702.767 94.5486)	POLYGON((-759.3 57.3,-648.3 57.3,-648.3 144.9,-759.3 144.9,-759.3 57.3))	POLYGON((-759.3 69.3,-758.7 69.9,-734.7 122.7,-688.5 108.9,-657.3 144.9,-648.9 117.9,-678.3 75.9,-738.9 57.3,-759.3 69.3))	POINT(-45.973039 3.4129169)	POLYGON((-50.89034 1.423112,-41.455733 1.056668,-41.750952 6.224921,-51.346521 6.604189,-50.89034 1.423112))	POLYGON((-50.917693 2.128757,-50.863269 2.161718,-48.901851 5.189099,-44.83197 4.213877,-42.469619 6.251198,-41.661796 4.626492,-43.882926 2.236904,-49.023514 1.346085,-50.917693 2.128757))	SPoCA_v1.0_AR_0000007452							null	null	null	null	null		null	null
