event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2013-08-01T02:54:24	POINT(-528.925 -204.853)	POLYGON((-604.5 -246.3,-443.7 -246.3,-443.7 -150.3,-604.5 -150.3,-604.5 -246.3))	POLYGON((-604.5 -183.9,-603.9 -183.3,-536.1 -151.5,-528.9 -201.3,-489.3 -219.9,-459.9 -207.3,-443.7 -223.5,-452.7 -237.9,-525.9 -246.3,-604.5 -183.9))	POINT(-34.222968 -7.6932516)	POLYGON((-40.422299 -10.666277,-28.333369 -9.956215,-27.939698 -4.000474,-39.736311 -4.674618,-40.422299 -10.666277))	POLYGON((-39.911509 -6.752365,-39.859806 -6.711924,-34.512152 -4.424078,-34.200911 -7.471951,-31.414554 -8.469143,-29.260504 -7.574373,-28.207339 -8.527384,-28.915342 -9.460049,-34.279523 -10.278169,-39.911509 -6.752365))	SPoCA_v1.0_AR_0000009459							null	null	null	null	null		null	null
AR	2013-08-01T02:54:24	POINT(662.494 398.646)	POLYGON((633.3 371.7,695.7 371.7,695.7 436.5,633.3 436.5,633.3 371.7))	POLYGON((633.3 402.3,633.9 402.9,669.3 436.5,695.1 375.9,650.7 375.3,633.3 402.3))	POINT(52.65284 28.472713)	POLYGON((48.545357 26.988998,55.0883 26.492442,58.497814 30.569955,51.29937 31.135007,48.545357 26.988998))	POLYGON((49.746533 28.935174,49.833227 28.969026,55.315722 30.826338,55.210932 26.760165,50.428939 27.088545,49.746533 28.935174))	SPoCA_v1.0_AR_0000009462							null	null	null	null	null		null	null
AR	2013-08-01T02:54:24	POINT(-842.703 195.738)	POLYGON((-905.1 111.9,-756.9 111.9,-756.9 304.5,-905.1 304.5,-905.1 111.9))	POLYGON((-905.1 148.5,-904.5 149.1,-867.3 304.5,-851.1 282.3,-856.5 221.1,-797.7 294.9,-756.9 239.7,-782.7 201.9,-780.9 249.3,-805.5 244.5,-819.3 138.9,-831.3 146.1,-870.9 111.9,-905.1 148.5))	POINT(-66.631955 14.280757)	POLYGON((-75.072851 8.317498,-54.209988 10.195432,-59.320446 21.777181,-88.340779 18.524577,-75.072851 8.317498))	POLYGON((-76.469361 10.429198,-76.347229 10.478054,-77.393042 20.128668,-72.143073 19.209614,-69.851907 15.563602,-64.200079 20.740749,-57.02979 17.860863,-58.909941 15.344338,-60.158647 18.200869,-63.135974 17.640405,-61.813423 11.205156,-63.551502 11.493256,-68.56241 8.938088,-76.469361 10.429198))	SPoCA_v1.0_AR_0000009455							null	null	null	null	null		null	null
AR	2013-08-01T02:54:24	POINT(-572.053 18.1061)	POLYGON((-596.7 -5.7,-540.3 -5.7,-540.3 41.1,-596.7 41.1,-596.7 -5.7))	POLYGON((-596.7 13.5,-596.1 14.1,-590.1 33.9,-543.3 35.7,-566.7 -5.7,-596.7 13.5))	POINT(-37.287452 5.7082701)	POLYGON((-39.086916 4.155996,-34.818565 4.414661,-35.019568 7.233895,-39.311158 6.974158,-39.086916 4.155996))	POLYGON((-39.16487 5.312756,-39.120823 5.35186,-38.754633 6.573342,-35.213571 6.895898,-36.786973 4.298581,-39.16487 5.312756))	SPoCA_v1.0_AR_0000009464							null	null	null	null	null		null	null
AR	2013-08-01T02:54:24	POINT(-626.455 -340.273)	POLYGON((-661.5 -388.5,-592.5 -388.5,-592.5 -270.3,-661.5 -270.3,-661.5 -388.5))	POLYGON((-661.5 -350.7,-660.9 -350.1,-657.9 -303.9,-629.1 -303.3,-611.7 -272.1,-594.3 -272.1,-612.3 -305.1,-602.7 -375.3,-644.1 -387.9,-661.5 -350.7))	POINT(-43.654706 -16.883324)	POLYGON((-48.10599 -20.389987,-41.639083 -19.905858,-39.703742 -12.128434,-45.608782 -12.546226,-48.10599 -20.389987))	POLYGON((-47.123918 -17.82273,-47.052243 -17.778026,-45.826734 -14.699644,-43.237669 -14.470796,-41.309976 -12.351228,-39.871488 -12.253395,-41.814867 -14.485006,-42.254214 -19.075307,-46.378519 -20.215556,-47.123918 -17.82273))	SPoCA_v1.0_AR_0000009451							null	null	null	null	null		null	null
AR	2013-08-01T02:54:24	POINT(-117.325 -362.819)	POLYGON((-175.5 -431.7,-30.3 -431.7,-30.3 -306.3,-175.5 -306.3,-175.5 -431.7))	POLYGON((-175.5 -332.1,-174.9 -331.5,-128.7 -306.3,-95.1 -333.3,-35.7 -321.9,-33.9 -341.1,-67.5 -345.3,-87.9 -372.3,-93.3 -431.1,-158.7 -383.1,-175.5 -332.1))	POINT(-7.4131466 -16.724192)	POLYGON((-11.451238 -21.378812,-1.962531 -21.259439,-1.876796 -13.029428,-10.940556 -13.135965,-11.451238 -21.378812))	POLYGON((-11.020967 -14.791921,-10.980777 -14.752441,-7.998398 -13.084946,-5.945555 -14.790031,-2.220794 -14.028667,-2.120778 -15.265315,-4.231522 -15.549703,-5.564964 -17.322949,-6.052837 -21.249576,-10.128504 -18.100455,-11.020967 -14.791921))	SPoCA_v1.0_AR_0000009413							null	null	null	null	null		null	null
AR	2013-08-01T02:54:24	POINT(-800.663 -441.178)	POLYGON((-821.7 -474.3,-779.1 -474.3,-779.1 -405.9,-821.7 -405.9,-821.7 -474.3))	POLYGON((-821.7 -416.1,-821.1 -415.5,-804.3 -411.3,-780.3 -465.9,-794.1 -474.3,-812.1 -456.3,-821.7 -416.1))	POINT(-70.149678 -25.94273)	POLYGON((-86.355958 -29.793634,-68.941379 -28.128643,-63.224938 -22.871216,-71.397244 -23.663757,-86.355958 -29.793634))	POLYGON((-72.510796 -24.464516,-72.285347 -24.401275,-68.085984 -23.701915,-68.276337 -27.473532,-72.706081 -28.504332,-75.392638 -27.516163,-72.510796 -24.464516))	SPoCA_v1.0_AR_0000009461							null	null	null	null	null		null	null
AR	2013-08-01T06:54:24	POINT(688.864 393.782)	POLYGON((656.7 359.1,729.3 359.1,729.3 440.1,656.7 440.1,656.7 359.1))	POLYGON((656.7 407.1,657.3 407.7,670.5 437.1,687.9 439.5,695.1 402.9,729.3 376.5,718.5 359.7,673.5 375.9,656.7 407.1))	POINT(55.349937 27.944015)	POLYGON((50.422803 26.030595,58.412579 25.399793,63.214368 30.424718,54.069471 31.177522,50.422803 26.030595))	POLYGON((52.418529 29.064793,52.511135 29.09805,55.492999 30.860142,57.717206 30.845722,56.529137 28.459712,59.283089 26.474025,57.157165 25.542616,52.841809 26.952793,52.418529 29.064793))	SPoCA_v1.0_AR_0000009462							null	null	null	null	null		null	null
AR	2013-08-01T06:54:24	POINT(-537.461 17.0969)	POLYGON((-566.7 -13.5,-506.1 -13.5,-506.1 42.9,-566.7 42.9,-566.7 -13.5))	POLYGON((-566.7 6.9,-566.1 7.5,-557.1 40.5,-529.5 42.9,-506.1 30.9,-513.3 3.9,-544.5 -13.5,-566.7 6.9))	POINT(-34.694629 5.8103317)	POLYGON((-36.761669 3.838057,-32.313075 4.092996,-32.532294 7.491491,-37.009097 7.235379,-36.761669 3.838057))	POLYGON((-36.83328 5.067648,-36.790352 5.106532,-36.270107 7.134355,-34.233075 7.397622,-32.474582 6.768634,-32.88401 5.113839,-35.104161 3.936419,-36.83328 5.067648))	SPoCA_v1.0_AR_0000009464							null	null	null	null	null		null	null
AR	2013-08-01T06:54:24	POINT(-562.967 -283.251)	POLYGON((-642.3 -401.1,-410.1 -401.1,-410.1 -141.9,-642.3 -141.9,-642.3 -401.1))	POLYGON((-642.3 -314.1,-641.7 -313.5,-592.5 -299.1,-563.1 -221.7,-584.1 -181.5,-548.1 -171.9,-520.5 -141.9,-493.5 -152.7,-496.5 -207.3,-457.5 -226.5,-429.3 -214.5,-411.3 -234.3,-456.3 -228.9,-494.1 -247.5,-522.9 -219.9,-547.5 -225.9,-584.1 -311.1,-567.9 -357.3,-596.1 -400.5,-625.5 -377.7,-642.3 -314.1))	POINT(-37.478616 -12.793168)	POLYGON((-46.562377 -21.101813,-27.35542 -19.873695,-25.6394 -3.369192,-42.767332 -4.356268,-46.562377 -21.101813))	POLYGON((-44.586531 -15.252399,-44.52195 -15.209086,-40.06261 -13.971544,-36.917025 -8.891962,-38.283667 -6.488644,-35.482622 -5.723634,-33.339112 -3.758888,-31.426331 -4.314421,-31.86248 -7.700994,-29.187281 -8.752155,-27.166492 -7.907058,-26.025546 -9.085451,-29.115973 -8.897993,-31.937534 -10.209471,-33.866033 -8.596146,-35.753087 -9.081709,-39.53648 -14.703685,-38.921642 -17.653255,-42.229654 -20.73859,-44.364135 -19.378366,-44.586531 -15.252399))	SPoCA_v1.0_AR_0000009451							null	null	null	null	null		null	null
