event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2013-12-01T00:28:24	POINT(-830.493 -222.42)	POLYGON((-918.3 -306.3,-749.1 -306.3,-749.1 -102.3,-918.3 -102.3,-918.3 -306.3))	POLYGON((-918.3 -150.3,-917.7 -149.7,-884.7 -158.1,-818.1 -251.7,-799.5 -210.3,-826.5 -104.1,-789.9 -108.9,-752.7 -233.1,-756.9 -306.3,-777.9 -287.7,-794.7 -301.5,-826.5 -278.7,-839.7 -289.5,-910.5 -266.1,-918.3 -150.3))	POINT(-60.81634 -12.754338)	POLYGON((-83.23874 -18.234981,-53.730757 -17.77671,-50.441557 -5.456122,-71.260562 -5.74308,-83.23874 -18.234981))	POLYGON((-72.375703 -8.606734,-72.238471 -8.568919,-66.742277 -8.986077,-60.048252 -14.517048,-56.900663 -11.968985,-58.363062 -5.664597,-54.469318 -5.896669,-52.422735 -13.28401,-54.561283 -17.78809,-56.341095 -16.665574,-58.706944 -17.549743,-61.950257 -16.193669,-64.161542 -16.89031,-76.066376 -15.641728,-72.375703 -8.606734))	SPoCA_v1.0_AR_0000010693							null	null	null	null	null		null	null
AR	2013-12-01T00:28:24	POINT(-672.156 -219.136)	POLYGON((-696.9 -256.5,-642.3 -256.5,-642.3 -190.5,-696.9 -190.5,-696.9 -256.5))	POLYGON((-696.9 -228.9,-696.3 -228.3,-674.1 -190.5,-642.3 -203.1,-678.9 -256.5,-696.9 -228.9))	POINT(-44.810481 -12.347022)	POLYGON((-47.553509 -14.641656,-42.823247 -14.585779,-42.003509 -10.596344,-46.583279 -10.648524,-47.553509 -14.641656))	POLYGON((-47.102985 -12.963107,-47.040534 -12.926116,-44.626088 -10.625704,-42.136792 -11.352767,-45.948701 -14.622188,-47.102985 -12.963107))	SPoCA_v1.0_AR_0000010704							null	null	null	null	null		null	null
AR	2013-12-01T00:28:24	POINT(698.612 9.76069)	POLYGON((674.1 -12.9,723.3 -12.9,723.3 31.5,674.1 31.5,674.1 -12.9))	POLYGON((674.1 11.1,674.7 11.7,710.1 29.1,723.3 8.7,710.7 -12.9,678.9 -6.9,674.1 11.1))	POINT(45.699364 1.1875238)	POLYGON((43.657476 -0.120245,47.80944 -0.166094,47.866747 2.439634,43.70899 2.484928,43.657476 -0.120245))	POLYGON((43.671164 1.287957,43.720781 1.322638,46.713484 2.311592,47.820841 1.101604,46.715613 -0.153705,44.049585 0.227669,43.671164 1.287957))	SPoCA_v1.0_AR_0000010707							null	null	null	null	null		null	null
AR	2013-12-01T00:28:24	POINT(-487.57 -320.517)	POLYGON((-572.7 -410.1,-400.5 -410.1,-400.5 -257.1,-572.7 -257.1,-572.7 -410.1))	POLYGON((-572.7 -294.3,-572.1 -293.7,-552.3 -261.3,-522.3 -257.1,-503.7 -273.9,-477.9 -264.9,-464.7 -301.5,-401.7 -330.3,-428.7 -357.9,-431.1 -395.7,-471.3 -410.1,-474.3 -379.5,-506.1 -355.5,-512.7 -310.5,-539.7 -291.9,-569.7 -309.3,-572.7 -294.3))	POINT(-31.738654 -18.406727)	POLYGON((-40.010108 -24.164485,-26.673774 -24.036773,-25.040719 -14.4575,-37.289763 -14.562965,-40.010108 -24.164485))	POLYGON((-37.78555 -16.843976,-37.730099 -16.806475,-35.793806 -14.803741,-33.527797 -14.526644,-32.356926 -15.540299,-30.422039 -14.974094,-29.866159 -17.213289,-25.768895 -18.966686,-27.979541 -20.714357,-28.677878 -23.125075,-31.907878 -24.081487,-31.611147 -22.11459,-33.615163 -20.612617,-33.455107 -17.801277,-35.226137 -16.67066,-37.776695 -17.769628,-37.78555 -16.843976))	SPoCA_v1.0_AR_0000010671							null	null	null	null	null		null	null
AR	2013-12-01T00:28:24	POINT(-825.662 356.377)	POLYGON((-844.5 324.9,-803.1 324.9,-803.1 376.5,-844.5 376.5,-844.5 324.9))	POLYGON((-844.5 363.3,-843.9 363.9,-818.7 376.5,-804.9 348.3,-832.5 324.9,-844.5 363.3))	POINT(-65.806556 21.804125)	POLYGON((-67.043351 19.813391,-61.128195 19.886547,-63.573166 23.108143,-70.309016 23.024487,-67.043351 19.813391))	POLYGON((-69.359324 22.197503,-69.29282 22.236373,-65.902347 23.079698,-62.39369 21.336713,-65.193493 19.836662,-69.359324 22.197503))	SPoCA_v1.0_AR_0000010703							null	null	null	null	null		null	null
AR	2013-12-01T00:28:24	POINT(573.869 -171.643)	POLYGON((500.1 -221.1,648.9 -221.1,648.9 -129.9,500.1 -129.9,500.1 -221.1))	POLYGON((500.1 -182.7,500.7 -182.1,514.5 -156.3,559.5 -150.3,581.7 -129.9,599.1 -159.9,636.3 -147.9,655.5 -203.7,643.5 -221.1,621.9 -192.9,590.1 -212.1,573.3 -162.9,500.1 -182.7))	POINT(36.550635 -9.4141602)	POLYGON((31.599817 -12.331005,42.887338 -12.443409,42.026654 -6.990904,31.035272 -6.886275,31.599817 -12.331005))	POLYGON((31.319495 -10.02626,31.357552 -9.990759,32.168704 -8.461136,35.350705 -8.133305,36.86389 -6.938391,38.359067 -8.732872,41.151597 -8.048671,43.223635 -11.400847,42.443764 -12.438453,40.401285 -10.722746,38.123174 -11.85083,36.445907 -8.892534,31.319495 -10.02626))	SPoCA_v1.0_AR_0000010647							null	null	null	null	null		null	null
AR	2013-12-01T04:28:24	POINT(598.49 -167.686)	POLYGON((530.7 -207.9,675.3 -207.9,675.3 -125.7,530.7 -125.7,530.7 -207.9))	POLYGON((530.7 -176.1,531.3 -175.5,539.1 -153.3,587.1 -153.9,617.7 -125.7,634.5 -153.3,663.9 -147.9,675.3 -204.3,645.3 -189.3,620.7 -207.9,600.3 -171.9,530.7 -176.1))	POINT(38.371887 -9.2126943)	POLYGON((33.677531 -11.572967,44.935183 -11.687177,44.144235 -6.780417,33.154945 -6.673349,33.677531 -11.572967))	POLYGON((33.43917 -9.668259,33.478014 -9.63282,33.896082 -8.315433,37.412681 -8.383387,39.556442 -6.732607,41.050782 -8.384009,43.371772 -8.087848,44.890614 -11.47049,42.235027 -10.542423,40.460643 -11.638521,38.542842 -9.465442,33.43917 -9.668259))	SPoCA_v1.0_AR_0000010647							null	null	null	null	null		null	null
AR	2013-12-01T04:28:24	POINT(-868.443 -218.748)	POLYGON((-912.3 -293.7,-818.7 -293.7,-818.7 -132.9,-912.3 -132.9,-912.3 -293.7))	POLYGON((-912.3 -140.1,-911.7 -139.5,-878.1 -140.7,-833.7 -209.7,-822.3 -275.7,-869.7 -293.7,-880.5 -269.1,-900.3 -271.5,-885.3 -209.7,-912.3 -140.1))	POINT(-65.890498 -12.615642)	POLYGON((-78.96985 -17.388036,-61.449472 -17.118004,-57.799045 -7.372381,-70.773264 -7.554934,-78.96985 -17.388036))	POLYGON((-70.944876 -7.985009,-70.81937 -7.947502,-65.407305 -7.940047,-60.912337 -11.999143,-61.303647 -16.009886,-69.099718 -17.232237,-69.808066 -15.732245,-73.935395 -15.943177,-68.252981 -12.105368,-70.944876 -7.985009))	SPoCA_v1.0_AR_0000010693							null	null	null	null	null		null	null
AR	2013-12-01T04:28:24	POINT(-758.867 -234.791)	POLYGON((-802.5 -325.5,-726.9 -325.5,-726.9 -100.5,-802.5 -100.5,-802.5 -325.5))	POLYGON((-802.5 -102.3,-801.9 -101.7,-768.9 -105.9,-759.3 -178.5,-731.1 -235.5,-726.9 -282.9,-747.3 -325.5,-801.9 -282.9,-770.1 -203.7,-802.5 -102.3))	POINT(-53.077191 -13.407205)	POLYGON((-60.534498 -19.075731,-51.964648 -18.95739,-48.405933 -5.339224,-55.706303 -5.428361,-60.534498 -19.075731))	POLYGON((-55.721427 -5.534834,-55.653099 -5.498531,-52.350923 -5.705138,-52.191256 -10.013015,-50.361875 -13.41564,-50.901218 -16.310029,-54.094043 -18.985678,-58.987991 -16.418563,-53.655262 -11.540736,-55.721427 -5.534834))	SPoCA_v1.0_AR_0000010710							null	null	null	null	null		null	null
AR	2013-12-01T04:28:24	POINT(-806.955 361.313)	POLYGON((-824.1 337.5,-789.3 337.5,-789.3 396.9,-824.1 396.9,-824.1 337.5))	POLYGON((-824.1 369.3,-823.5 369.9,-792.3 396.9,-793.5 342.9,-813.9 340.5,-824.1 369.3))	POINT(-63.305648 22.136672)	POLYGON((-64.564153 20.622264,-59.879251 20.677475,-62.739697 24.414097,-68.125195 24.35027,-64.564153 20.622264))	POLYGON((-66.302852 22.607335,-66.244269 22.646169,-63.164214 24.409167,-60.636766 21.007332,-63.25409 20.826008,-66.302852 22.607335))	SPoCA_v1.0_AR_0000010703							null	null	null	null	null		null	null
