event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2012-02-01T02:49:13	POINT(872.126 -288.873)	POLYGON((855.3 -303.9,888.9 -303.9,888.9 -275.7,855.3 -275.7,855.3 -303.9))	POLYGON((855.3 -285.9,855.9 -285.3,887.7 -278.1,881.1 -302.1,855.3 -285.9))	POINT(71.361399 -19.242937)	POLYGON((69.347168 -20.368591,75.721344 -19.747615,73.738565 -18.197459,67.874948 -18.763792,69.347168 -20.368591))	POLYGON((68.380364 -19.345,68.444333 -19.301865,73.64954 -18.354159,73.919382 -19.813636,68.380364 -19.345))	SPoCA_v1.0_AR_0000004361							null	null	null	null	null		null	null
AR	2012-02-01T02:49:13	POINT(-794.536 276.018)	POLYGON((-838.5 201.9,-750.3 201.9,-750.3 369.9,-838.5 369.9,-838.5 201.9))	POLYGON((-838.5 275.1,-837.9 275.7,-836.1 312.9,-800.1 369.3,-759.3 313.5,-752.1 206.1,-781.5 207.9,-798.3 236.7,-836.7 230.1,-838.5 275.1))	POINT(-56.771772 13.210557)	POLYGON((-60.504369 9.040785,-50.950041 8.198724,-54.356155 18.867729,-66.23643 19.98692,-60.504369 9.040785))	POLYGON((-62.223466 13.659129,-62.1595 13.68998,-63.168893 16.090764,-60.419831 19.384934,-53.762206 15.262894,-51.170428 8.470062,-54.13519 8.830495,-56.391339 10.772826,-60.830288 10.777548,-62.223466 13.659129))	SPoCA_v1.0_AR_0000004347							null	null	null	null	null		null	null
AR	2012-02-01T02:49:13	POINT(161.053 444.881)	POLYGON((119.7 418.5,192.9 418.5,192.9 468.9,119.7 468.9,119.7 418.5))	POLYGON((119.7 420.9,120.3 421.5,132.9 462.3,149.1 468.9,192.9 450.3,185.7 432.3,119.7 420.9))	POINT(10.179535 21.190971)	POLYGON((7.460729 19.418734,12.085872 19.505862,12.366833 22.834065,7.631427 22.741929,7.460729 19.418734))	POLYGON((7.468009 19.574775,7.507529 19.614365,8.452392 22.314131,9.52394 22.773571,12.255683 21.593901,11.695383 20.396634,7.468009 19.574775))	SPoCA_v1.0_AR_0000004352							null	null	null	null	null		null	null
AR	2012-02-01T02:49:13	POINT(885.5 221.279)	POLYGON((820.5 98.1,928.5 98.1,928.5 348.3,820.5 348.3,820.5 98.1))	POLYGON((820.5 333.3,821.1 333.9,834.3 348.3,845.1 306.3,881.1 303.3,897.3 262.5,918.3 252.3,927.3 98.1,887.7 146.1,908.7 184.5,901.5 237.9,883.5 254.1,855.9 230.7,820.5 333.3))	POINT(67.659898 10.899222)	POLYGON((57.320689 2.552906,72.748254 4.024953,87.458913 20.413049,62.357782 18.235517,57.320689 2.552906))	POLYGON((61.745855 17.231444,61.852585 17.279328,64.413029 18.434403,64.24079 15.783254,70.279913 16.195566,71.441195 13.792512,75.88565 13.622856,72.50233 4.00018,66.320273 6.246121,70.702515 8.980522,71.177765 12.261307,68.440664 12.976071,63.409545 11.057877,61.745855 17.231444))	SPoCA_v1.0_AR_0000004351							null	null	null	null	null		null	null
AR	2012-02-01T02:49:13	POINT(-654.762 270.971)	POLYGON((-699.3 215.1,-605.1 215.1,-605.1 361.5,-699.3 361.5,-699.3 215.1))	POLYGON((-699.3 345.3,-698.7 345.9,-693.3 361.5,-665.7 323.7,-641.1 257.7,-606.3 259.5,-616.5 234.9,-650.1 215.1,-670.5 236.7,-699.3 345.3))	POINT(-43.232445 11.785428)	POLYGON((-46.420756 8.6307,-38.731585 8.073934,-40.445605 17.21873,-48.828295 17.861378,-46.420756 8.6307))	POLYGON((-48.451081 16.806181,-48.407194 16.840415,-48.249983 17.814104,-44.948442 15.174455,-41.950572 10.880615,-39.192914 10.797169,-39.767343 9.340844,-42.279609 8.320764,-44.166221 9.765841,-48.451081 16.806181))	SPoCA_v1.0_AR_0000004312							null	null	null	null	null		null	null
AR	2012-02-01T02:49:13	POINT(-249.556 409.464)	POLYGON((-323.7 355.5,-171.3 355.5,-171.3 469.5,-323.7 469.5,-323.7 355.5))	POLYGON((-323.7 442.5,-323.1 443.1,-264.3 421.5,-243.9 469.5,-216.9 421.5,-171.3 429.9,-179.7 389.1,-215.7 393.9,-240.3 355.5,-272.1 356.7,-267.3 401.1,-287.1 419.1,-320.7 416.7,-323.7 442.5))	POINT(-15.668898 19.015597)	POLYGON((-20.125516 15.723166,-10.474531 15.444118,-10.964215 22.842439,-21.120145 23.156374,-20.125516 15.723166))	POLYGON((-20.835257 21.351118,-20.800529 21.389287,-16.707333 19.8284,-15.728207 22.965635,-13.637482 19.739217,-10.764452 20.219499,-11.119608 17.589616,-13.413292 17.950844,-14.783938 15.547484,-16.807 15.683517,-16.763192 18.509821,-18.184808 19.721451,-20.3933 19.646412,-20.835257 21.351118))	SPoCA_v1.0_AR_0000004302							null	null	null	null	null		null	null
AR	2012-02-01T02:49:13	POINT(450.725 -367.396)	POLYGON((409.5 -414.3,518.1 -414.3,518.1 -313.5,409.5 -313.5,409.5 -414.3))	POLYGON((409.5 -366.9,410.1 -366.3,441.9 -327.9,459.3 -351.9,483.9 -351.9,504.9 -313.5,518.1 -330.9,468.9 -372.9,470.1 -414.3,420.9 -389.7,409.5 -366.9))	POINT(31.256906 -27.242879)	POLYGON((29.060737 -30.359773,37.723958 -29.893278,35.37307 -23.638214,27.315192 -24.054609,29.060737 -30.359773))	POLYGON((28.15611 -27.36273,28.190075 -27.323127,29.887222 -24.82799,31.609226 -26.245172,33.487922 -26.145238,34.358843 -23.695956,35.715655 -24.702054,32.762521 -27.513828,33.80323 -30.117966,29.431196 -28.755578,28.15611 -27.36273))	SPoCA_v1.0_AR_0000004360							null	null	null	null	null		null	null
AR	2012-02-01T02:49:13	POINT(-99.0913 246.201)	POLYGON((-158.1 214.5,-43.5 214.5,-43.5 270.9,-158.1 270.9,-158.1 214.5))	POLYGON((-158.1 233.7,-157.5 234.3,-124.5 269.7,-76.5 257.7,-45.9 267.3,-78.3 215.1,-123.3 238.5,-158.1 233.7))	POINT(-5.8834412 8.6317783)	POLYGON((-9.371172 6.76927,-2.567231 6.693457,-2.59012 10.106882,-9.456271 10.184787,-9.371172 6.76927))	POLYGON((-9.396034 7.926073,-9.360876 7.961685,-7.431012 10.079407,-4.547485 9.316321,-2.731276 9.888075,-4.625018 6.743343,-7.319427 8.183574,-9.396034 7.926073))	SPoCA_v1.0_AR_0000004337							null	null	null	null	null		null	null
AR	2012-02-01T02:49:13	POINT(350.571 -250.687)	POLYGON((304.5 -300.9,400.5 -300.9,400.5 -201.9,304.5 -201.9,304.5 -300.9))	POLYGON((304.5 -274.5,305.1 -273.9,319.5 -236.1,398.1 -204.9,371.1 -253.5,378.3 -300.9,304.5 -274.5))	POINT(22.498619 -20.404305)	POLYGON((19.869136 -23.570789,26.502382 -23.311682,25.420686 -17.341638,19.071072 -17.583808,19.869136 -23.570789))	POLYGON((19.625316 -21.95802,19.660134 -21.920183,20.300495 -19.600857,25.285115 -17.527504,23.915644 -20.519315,24.941496 -23.378986,19.625316 -21.95802))	SPoCA_v1.0_AR_0000004317							null	null	null	null	null		null	null
AR	2012-02-01T02:49:13	POINT(736.507 -188.263)	POLYGON((695.7 -215.1,789.3 -215.1,789.3 -148.5,695.7 -148.5,695.7 -215.1))	POLYGON((695.7 -193.5,696.3 -192.9,754.5 -177.3,783.9 -148.5,779.7 -174.9,733.5 -215.1,708.3 -213.3,695.7 -193.5))	POINT(51.3262 -14.904386)	POLYGON((48.087989 -16.771238,57.303768 -16.025119,55.822783 -12.155211,46.953602 -12.86571,48.087989 -16.771238))	POLYGON((47.679607 -15.501678,47.722087 -15.462444,52.849145 -14.124152,55.261444 -12.20279,55.340929 -13.773695,51.596382 -16.49848,49.194605 -16.578145,47.679607 -15.501678))	SPoCA_v1.0_AR_0000004358							null	null	null	null	null		null	null
