event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2013-09-01T03:52:00	POINT(431.263 106.422)	POLYGON((308.1 41.1,540.3 41.1,540.3 177.9,308.1 177.9,308.1 41.1))	POLYGON((308.1 151.5,308.7 152.1,327.3 177.9,405.3 117.9,464.1 163.5,477.9 114.9,519.3 129.3,540.3 113.7,512.7 51.3,468.3 41.1,447.3 83.1,370.5 87.9,308.1 137.1,308.1 151.5))	POINT(27.593041 12.793946)	POLYGON((19.07906 9.271752,34.901599 8.384943,36.205996 16.588411,19.774749 17.520461,19.07906 9.271752))	POLYGON((19.60199 15.917772,19.6453 15.952503,21.057932 17.466352,25.892593 13.582374,30.396335 16.095531,30.929988 13.107249,34.06609 13.774343,35.474167 12.729248,32.955602 9.134106,29.752754 8.72637,28.542468 11.330015,23.360156 11.898401,19.516011 15.046421,19.60199 15.917772))	SPoCA_v1.0_AR_0000009707							null	null	null	null	null		null	null
AR	2013-09-01T03:52:00	POINT(612.7 -445.811)	POLYGON((594.9 -468.9,634.5 -468.9,634.5 -425.7,594.9 -425.7,594.9 -468.9))	POLYGON((594.9 -445.5,595.5 -444.9,627.9 -425.7,620.1 -468.9,594.9 -445.5))	POINT(44.195043 -22.818563)	POLYGON((43.205683 -24.317565,47.096288 -24.687334,45.697416 -21.593396,42.013178 -21.253542,43.205683 -24.317565))	POLYGON((42.526204 -22.644166,42.564918 -22.606669,45.064234 -21.533422,45.644094 -24.546498,42.526204 -22.644166))	SPoCA_v1.0_AR_0000009778							null	null	null	null	null		null	null
AR	2013-09-01T03:52:00	POINT(-190.317 47.2708)	POLYGON((-222.3 20.7,-159.9 20.7,-159.9 67.5,-222.3 67.5,-222.3 20.7))	POLYGON((-222.3 32.7,-221.7 33.3,-209.7 62.7,-161.7 65.7,-175.5 20.7,-222.3 32.7))	POINT(-11.668381 9.8849895)	POLYGON((-13.601091 8.237221,-9.740246 8.333971,-9.823495 11.143316,-13.717211 11.045693,-13.601091 8.237221))	POLYGON((-13.627464 8.956875,-13.591385 8.993954,-12.913851 10.779724,-9.931409 11.032783,-10.700767 8.312857,-13.627464 8.956875))	SPoCA_v1.0_AR_0000009769							null	null	null	null	null		null	null
AR	2013-09-01T03:52:00	POINT(-120.406 240.831)	POLYGON((-149.7 216.9,-92.1 216.9,-92.1 269.7,-149.7 269.7,-149.7 216.9))	POLYGON((-149.7 240.9,-149.1 241.5,-140.1 271.5,-110.7 264.9,-92.7 246.9,-96.9 216.9,-140.7 223.5,-149.7 240.9))	POINT(-7.7999227 21.735707)	POLYGON((-9.615305 20.223485,-5.900383 20.283495,-6.038664 23.559057,-9.841177 23.49681,-9.615305 20.223485))	POLYGON((-9.712273 21.705292,-9.675551 21.743251,-9.213191 23.621803,-7.246792 23.242401,-6.014538 22.137988,-6.208932 20.279602,-9.057025 20.641395,-9.712273 21.705292))	SPoCA_v1.0_AR_0000009776							null	null	null	null	null		null	null
AR	2013-09-01T03:52:00	POINT(-774.682 -308.172)	POLYGON((-802.5 -336.3,-740.7 -336.3,-740.7 -279.3,-802.5 -279.3,-802.5 -336.3))	POLYGON((-802.5 -314.7,-801.9 -314.1,-785.1 -279.3,-741.9 -314.7,-795.3 -336.3,-802.5 -314.7))	POINT(-57.337929 -15.079076)	POLYGON((-61.984657 -17.411497,-54.159956 -16.545004,-52.810178 -12.760646,-60.028319 -13.540336,-61.984657 -17.411497))	POLYGON((-61.152746 -15.92381,-61.048284 -15.873418,-57.833222 -13.296592,-53.723427 -15.108728,-60.95974 -17.294096,-61.152746 -15.92381))	SPoCA_v1.0_AR_0000009766							null	null	null	null	null		null	null
AR	2013-09-01T03:52:00	POINT(-369.157 139.15)	POLYGON((-402.3 50.1,-318.9 50.1,-318.9 190.5,-402.3 190.5,-402.3 50.1))	POLYGON((-402.3 167.1,-401.7 167.7,-359.1 190.5,-319.5 162.9,-321.9 151.5,-362.1 152.7,-378.9 131.7,-381.3 105.9,-354.3 71.7,-369.9 50.7,-387.9 75.3,-402.3 167.1))	POINT(-23.591419 14.988637)	POLYGON((-25.290112 9.523185,-19.806486 9.78287,-20.58836 18.257891,-26.295331 17.98384,-25.290112 9.523185))	POLYGON((-26.077446 16.563498,-26.041223 16.602062,-23.311588 18.13505,-20.430882 16.577519,-20.515018 15.879752,-23.213179 15.830729,-24.196774 14.506537,-24.187589 12.944578,-22.205235 10.976795,-23.13739 9.668394,-24.452978 11.084145,-26.077446 16.563498))	SPoCA_v1.0_AR_0000009737							null	null	null	null	null		null	null
AR	2013-09-01T03:52:00	POINT(240.236 -314.657)	POLYGON((177.3 -394.5,329.1 -394.5,329.1 -200.1,177.3 -200.1,177.3 -394.5))	POLYGON((177.3 -380.1,177.9 -379.5,186.3 -354.9,239.1 -328.5,249.3 -243.3,220.5 -200.7,261.9 -218.7,251.1 -251.7,266.1 -280.5,321.3 -285.3,329.1 -304.5,289.5 -307.5,275.7 -339.9,249.3 -341.7,185.7 -394.5,177.3 -380.1))	POINT(14.921268 -12.295717)	POLYGON((11.218256 -17.353432,21.21919 -17.725432,20.251951 -5.353328,10.739823 -5.026768,11.218256 -17.353432))	POLYGON((11.160994 -16.405454,11.197012 -16.367094,11.640921 -14.777839,14.902428 -13.178256,15.278168 -7.825241,13.403321 -5.135254,16.017053 -6.328535,15.412048 -8.352116,16.447191 -10.190261,20.022555 -10.638221,20.62399 -11.878795,18.054392 -11.957594,17.312878 -13.997601,15.613398 -14.049837,11.758191 -17.367777,11.160994 -16.405454))	SPoCA_v1.0_AR_0000009729							null	null	null	null	null		null	null
AR	2013-09-01T08:28:36	POINT(277.184 -322.482)	POLYGON((219.9 -381.3,357.9 -381.3,357.9 -256.5,219.9 -256.5,219.9 -381.3))	POLYGON((219.9 -371.7,220.5 -371.1,275.1 -334.5,267.9 -279.9,286.5 -255.9,326.7 -296.1,356.7 -297.3,355.5 -309.9,318.3 -307.5,260.1 -375.9,219.9 -371.7))	POINT(17.324066 -12.878431)	POLYGON((13.902312 -16.559297,23.075023 -16.945801,22.2988 -8.936777,13.465506 -8.584596,13.902312 -16.559297))	POLYGON((13.856724 -15.930175,13.892603 -15.892188,17.246028 -13.644442,16.558934 -10.153176,17.66799 -8.693736,20.423761 -11.334239,22.411624 -11.50513,22.401883 -12.303583,19.928645 -12.034004,16.488215 -16.295956,13.856724 -15.930175))	SPoCA_v1.0_AR_0000009729							null	null	null	null	null		null	null
AR	2013-09-01T08:28:36	POINT(-154.936 46.564)	POLYGON((-191.7 18.9,-120.3 18.9,-120.3 69.3,-191.7 69.3,-191.7 18.9))	POLYGON((-191.7 38.7,-191.1 39.3,-176.7 63.3,-123.3 65.1,-125.1 26.1,-182.1 19.5,-191.7 38.7))	POINT(-9.4763457 9.8948454)	POLYGON((-11.697655 8.183607,-7.310946 8.273376,-7.378316 11.299173,-11.805336 11.20853,-11.697655 8.183607))	POLYGON((-11.735722 9.371217,-11.699729 9.408151,-10.857023 10.870574,-7.556686 11.043751,-7.61289 8.700534,-11.105532 8.234126,-11.735722 9.371217))	SPoCA_v1.0_AR_0000009769							null	null	null	null	null		null	null
AR	2013-09-01T08:28:36	POINT(-743.674 -310.872)	POLYGON((-765.3 -330.3,-717.9 -330.3,-717.9 -281.7,-765.3 -281.7,-765.3 -330.3))	POLYGON((-765.3 -318.3,-764.7 -317.7,-751.5 -281.7,-721.5 -323.1,-759.9 -330.3,-765.3 -318.3))	POINT(-53.820027 -14.871292)	POLYGON((-56.850667 -16.444793,-51.525261 -15.880367,-50.507801 -12.67522,-55.554256 -13.199052,-56.850667 -16.444793))	POLYGON((-56.492374 -15.633376,-56.403755 -15.585224,-54.015095 -13.035706,-51.730798 -15.438085,-56.201878 -16.374097,-56.492374 -15.633376))	SPoCA_v1.0_AR_0000009766							null	null	null	null	null		null	null
AR	2013-09-01T08:28:36	POINT(-328.996 130.101)	POLYGON((-375.9 50.1,-277.5 50.1,-277.5 194.1,-375.9 194.1,-375.9 50.1))	POLYGON((-375.9 77.7,-375.3 78.3,-348.9 108.3,-372.9 163.5,-287.1 194.1,-284.1 165.3,-336.9 153.9,-350.1 125.1,-322.5 81.3,-279.3 69.9,-314.7 72.3,-347.1 50.1,-375.9 77.7))	POINT(-20.850859 14.568158)	POLYGON((-23.530397 9.615576,-17.152593 9.889308,-17.851851 18.589428,-24.496363 18.300064,-23.530397 9.615576))	POLYGON((-23.663921 11.270827,-23.627144 11.308809,-22.039784 13.195273,-24.027726 16.451327,-18.488973 18.565484,-18.105136 16.819079,-21.528759 15.983906,-22.220063 14.203739,-20.168247 11.648246,-17.335745 11.073582,-19.622394 11.128896,-21.637004 9.705436,-23.663921 11.270827))	SPoCA_v1.0_AR_0000009737							null	null	null	null	null		null	null
