event_type	event_stARrttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ARr_mcintoshcls	ARr_mtwilsoncls	ARr_zurichcls	ARr_penumbrARcls	ARr_compARctnesscls	ARr_noARARclARss	ARr_noARARnum	ARr_numspots	ARr_polARrity	ARr_spotARreARrARw	ARr_spotARreARrARwuncert	ARr_spotARreARrARwunit	ARr_spotARreARrepr	ARr_spotARreARrepruncert
AR	2012-01-20T11:12:25	POINT(55.3053 -282.804)	POLYGON((11.1 -313.5,86.7 -313.5,86.7 -237.9,11.1 -237.9,11.1 -313.5))	POLYGON((11.1 -289.5,11.7 -288.9,73.5 -237.9,86.7 -272.1,78.3 -308.1,17.7 -313.5,11.1 -289.5))	POINT(3.4881711 -21.797677)	POLYGON((0.70948 -23.693296,5.549304 -23.671345,5.376038 -19.057986,0.68736 -19.078834,0.70948 -23.693296))	POLYGON((0.701744 -22.216141,0.739484 -22.179332,4.555793 -19.063958,5.448155 -21.131394,4.997607 -23.342082,1.131372 -23.692731,0.701744 -22.216141))	SPoCAR_v1.0_AR_0000004192							null	null	null	null	null		null	null
AR	2012-01-20T11:12:25	POINT(503.175 -236.181)	POLYGON((464.1 -286.5,548.7 -286.5,548.7 -200.7,464.1 -200.7,464.1 -286.5))	POLYGON((464.1 -277.5,464.7 -276.9,473.7 -227.1,516.3 -200.7,548.7 -231.3,498.3 -252.9,473.7 -286.5,464.1 -277.5))	POINT(32.77913 -18.205846)	POLYGON((30.620135 -21.364058,36.952001 -21.068315,35.682488 -15.932296,29.598847 -16.211094,30.620135 -21.364058))	POLYGON((30.495328 -20.818214,30.53043 -20.780025,30.55348 -17.756638,33.30574 -16.046765,36.082931 -17.752877,32.642939 -19.224726,31.317961 -21.333918,30.495328 -20.818214))	SPoCAR_v1.0_AR_0000004211							null	null	null	null	null		null	null
AR	2012-01-20T11:12:25	POINT(-105.99 455.04)	POLYGON((-254.7 254.1,48.9 254.1,48.9 627.9,-254.7 627.9,-254.7 254.1))	POLYGON((-254.7 522.3,-254.1 522.9,-225.9 546.9,-242.1 589.5,-194.7 627.9,-158.1 594.9,-75.3 576.3,-68.1 537.3,-89.7 516.3,-112.5 551.7,-143.1 557.1,-183.9 480.3,-156.3 462.3,-142.5 422.1,-96.9 423.9,-74.7 396.9,-8.1 421.5,15.9 388.5,13.5 327.3,44.7 255.3,28.5 255.9,31.5 281.7,14.1 305.1,-33.9 306.3,-27.9 337.5,-48.3 360.9,-120.3 359.7,-161.1 382.5,-180.9 452.7,-254.7 522.3))	POINT(-6.7433991 22.728734)	POLYGON((-15.330471 10.211089,2.907473 10.033407,3.496155 34.931883,-18.589351 35.211066,-15.330471 10.211089))	POLYGON((-17.066216 27.484568,-17.031289 27.525251,-15.333958 29.16287,-17.024579 32.281585,-14.081244 35.088391,-11.0538 32.541025,-5.157278 31.098064,-4.534391 28.309347,-5.898091 26.859272,-7.581255 29.356832,-9.701522 29.771783,-11.91886 24.493474,-10.011509 23.255082,-8.948481 20.596849,-6.074746 20.678913,-4.627659 18.923576,-0.50622 20.493276,0.980745 18.369808,0.816232 14.517189,2.658156 10.105067,1.694608 10.138144,1.883062 11.709601,0.847462 13.143549,-2.03852 13.22025,-1.692074 15.154038,-2.951806 16.625848,-7.367779 16.586766,-9.970013 18.066502,-11.554657 22.64537,-17.066216 27.484568))	SPoCAR_v1.0_AR_0000004208							null	null	null	null	null		null	null
AR	2012-01-20T11:12:25	POINT(816.753 456.232)	POLYGON((771.3 417.3,851.7 417.3,851.7 513.3,771.3 513.3,771.3 417.3))	POLYGON((771.3 512.7,773.7 513.3,796.5 475.5,839.1 464.7,845.1 418.5,788.1 459.3,771.3 512.7))	POINT(68.818489 26.157529)	POLYGON((58.936938 22.77956,72.753168 23.927067,86.660692 30.915369,65.551679 29.762165,58.936938 22.77956))	POLYGON((65.492606 29.715584,65.998985 29.799791,66.651712 27.267521,75.496031 27.304364,71.29575 23.879367,63.872005 25.947407,65.492606 29.715584))	SPoCAR_v1.0_AR_0000004196							null	null	null	null	null		null	null
AR	2012-01-20T11:12:25	POINT(-877.526 296.594)	POLYGON((-894.3 262.5,-856.5 262.5,-856.5 326.7,-894.3 326.7,-894.3 262.5))	POLYGON((-894.3 293.7,-893.7 294.3,-882.3 326.1,-861.9 317.7,-857.1 298.5,-879.3 263.7,-894.3 293.7))	POINT(-69.259267 15.971892)	POLYGON((-70.809905 14.005422,-64.4274 13.475736,-67.046191 17.658989,-74.953057 18.332931,-70.809905 14.005422))	POLYGON((-72.509441 16.069165,-72.412841 16.097983,-71.976729 18.038277,-67.518772 17.13649,-65.844604 15.805513,-68.091161 13.85039,-72.509441 16.069165))	SPoCAR_v1.0_AR_0000004212							null	null	null	null	null		null	null
AR	2012-01-20T15:12:25	POINT(-56.0523 434.393)	POLYGON((-218.1 243.9,102.3 243.9,102.3 628.5,-218.1 628.5,-218.1 243.9))	POLYGON((-218.1 443.1,-217.5 443.7,-185.1 454.5,-151.5 500.1,-171.9 626.1,-104.7 584.7,-32.1 573.9,-53.7 515.7,-84.3 562.5,-131.1 567.3,-148.5 476.1,-119.1 454.5,-105.3 416.7,-59.1 423.9,-15.3 350.7,16.5 353.1,43.5 399.3,84.9 374.1,70.5 288.9,98.7 264.3,99.3 244.5,66.3 257.1,71.1 281.1,49.5 313.5,4.5 302.1,-0.9 330.9,-30.3 357.3,-84.3 360.3,-218.1 443.1))	POINT(-3.5249851 21.328253)	POLYGON((-13.056693 9.5282,6.080349 9.423243,7.335785 34.998376,-15.831253 35.164018,-13.056693 9.5282))	POLYGON((-13.913969 22.046289,-13.878807 22.084962,-11.83666 22.755127,-9.90154 25.784603,-12.374707 34.898418,-7.228215 31.717324,-2.191306 30.890897,-3.52462 26.784493,-5.715668 30.09237,-8.945615 30.476896,-9.574004 24.155371,-7.580013 22.687844,-6.58307 20.201937,-3.699834 20.645063,-0.931507 15.963098,1.005339 16.113856,2.694974 19.050993,5.216966 17.459916,4.224482 12.146462,5.888268 10.658204,5.901986 9.45783,3.945671 10.205748,4.252963 11.669259,2.982787 13.653327,0.270241 12.943053,-0.054466 14.725341,-1.84891 16.379791,-5.155689 16.587296,-13.913969 22.046289))	SPoCAR_v1.0_AR_0000004208							null	null	null	null	null		null	null
AR	2012-01-20T15:12:25	POINT(902.392 252.74)	POLYGON((888.3 233.7,914.1 233.7,914.1 267.9,888.3 267.9,888.3 233.7))	POLYGON((888.3 264.3,888.9 264.9,912.3 263.1,912.9 234.3,888.3 264.3))	POINT(71.996849 13.505598)	POLYGON((68.521956 12.053138,73.647388 12.488158,75.686014 14.751491,69.896917 14.254188,68.521956 12.053138))	POLYGON((69.733985 14.019902,69.873892 14.068455,74.881252 14.387376,73.400693 12.503374,69.733985 14.019902))	SPoCAR_v1.0_AR_0000004221							null	null	null	null	null		null	null
AR	2012-01-20T15:12:25	POINT(172.004 381.79)	POLYGON((113.7 351.9,234.9 351.9,234.9 405.3,113.7 405.3,113.7 351.9))	POLYGON((113.7 380.7,114.3 381.3,195.3 405.3,233.1 398.1,225.3 376.5,192.3 375.9,162.3 351.9,113.7 380.7))	POINT(10.649717 18.017703)	POLYGON((6.943236 16.076414,14.473796 16.205209,14.762193 19.606506,7.077874 19.471323,6.943236 16.076414))	POLYGON((7.011691 17.896668,7.050436 17.935269,12.226051 19.551521,14.603443 19.139951,13.987463 17.747328,11.900015 17.666005,9.938964 16.11692,7.011691 17.896668))	SPoCAR_v1.0_AR_0000004225							null	null	null	null	null		null	null
AR	2012-01-20T15:12:25	POINT(821.436 452.689)	POLYGON((785.7 408.3,854.7 408.3,854.7 509.1,785.7 509.1,785.7 408.3))	POLYGON((785.7 509.1,786.3 509.1,852.9 426.3,846.9 408.3,800.7 461.7,785.7 509.1))	POINT(69.446156 25.970539)	POLYGON((60.422248 22.305027,72.545391 23.319283,86.696578 30.620546,67.911068 29.666279,60.422248 22.305027))	POLYGON((67.911068 29.666279,68.035339 29.676913,74.11684 24.631627,70.737431 23.16288,66.215616 26.297628,67.911068 29.666279))	SPoCAR_v1.0_AR_0000004196							null	null	null	null	null		null	null
AR	2012-01-20T15:12:25	POINT(79.3358 -285.712)	POLYGON((32.1 -334.5,124.5 -334.5,124.5 -239.7,32.1 -239.7,32.1 -334.5))	POLYGON((32.1 -302.1,32.7 -301.5,44.1 -279.9,83.1 -269.1,97.5 -239.7,123.9 -254.1,111.9 -300.3,39.3 -334.5,32.1 -302.1))	POINT(5.013713 -21.981853)	POLYGON((2.07369 -25.009604,8.065098 -24.965639,7.737109 -19.159531,1.989632 -19.20061,2.07369 -25.009604))	POLYGON((2.041471 -23.003165,2.079071 -22.966121,2.777771 -21.639117,5.215526 -20.966096,6.052563 -19.176588,7.74178 -20.030744,7.125974 -22.85846,2.539065 -25.008047,2.041471 -23.003165))	SPoCAR_v1.0_AR_0000004192							null	null	null	null	null		null	null
AR	2012-01-20T15:12:25	POINT(802.64 -318.565)	POLYGON((761.1 -353.7,858.3 -353.7,858.3 -265.5,761.1 -265.5,761.1 -353.7))	POLYGON((761.1 -347.1,761.7 -346.5,773.1 -318.9,798.9 -306.3,803.7 -265.5,812.7 -301.5,853.5 -297.3,854.7 -312.9,810.3 -313.5,761.1 -347.1))	POINT(62.007744 -21.461878)	POLYGON((58.465627 -23.925614,72.595792 -22.835068,67.389049 -17.771167,55.304499 -18.677032,58.465627 -23.925614))	POLYGON((58.181693 -23.529958,58.226009 -23.489002,58.428689 -21.746861,61.017469 -20.773994,60.081147 -18.332265,62.568327 -20.360186,68.181998 -19.664405,69.230257 -20.548325,62.775983 -21.088762,58.181693 -23.529958))	SPoCAR_v1.0_AR_0000004224							null	null	null	null	null		null	null
AR	2012-01-20T15:12:25	POINT(223.123 -335.737)	POLYGON((192.3 -360.9,264.9 -360.9,264.9 -317.7,192.3 -317.7,192.3 -360.9))	POLYGON((192.3 -321.3,192.9 -320.7,241.5 -317.7,262.5 -339.3,202.5 -360.9,192.3 -321.3))	POINT(14.560423 -24.936893)	POLYGON((12.687786 -26.551144,17.596264 -26.444953,17.199988 -23.755613,12.404621 -23.857781,12.687786 -26.551144))	POLYGON((12.426497 -24.080486,12.462149 -24.042644,15.643671 -23.792326,17.228043 -25.098549,13.371565 -26.538378,12.426497 -24.080486))	SPoCAR_v1.0_AR_0000004202							null	null	null	null	null		null	null
AR	2012-01-20T15:12:25	POINT(-958.794 171.552)	POLYGON((-963.9 139.5,-952.5 139.5,-952.5 209.1,-963.9 209.1,-963.9 139.5))	POLYGON((-963.9 146.7,-963.3 147.3,-952.5 209.1,-962.1 140.7,-963.9 146.7))	POINT(-86.905004 9.9040085)	POLYGON((-86.953586 7.992025,-79.994538 7.378128,-88.621022 12.30861,-88.634211 12.167199,-86.953586 7.992025))	POLYGON((-88.962543 8.595903,-88.31834 8.578527,-88.621022 12.30861,-85.100953 7.899467,-88.962543 8.595903))	SPoCAR_v1.0_AR_0000004228							null	null	null	null	null		null	null
AR	2012-01-20T15:12:25	POINT(-324.809 274.176)	POLYGON((-368.7 243.9,-291.9 243.9,-291.9 297.9,-368.7 297.9,-368.7 243.9))	POLYGON((-368.7 291.3,-368.1 291.9,-291.9 284.1,-327.3 243.9,-368.7 291.3))	POINT(-19.798874 11.540255)	POLYGON((-22.476097 9.788141,-17.607033 9.637118,-17.818796 12.935613,-22.756646 13.091831,-22.476097 9.788141))	POLYGON((-22.717349 12.68479,-22.681666 12.720374,-17.757981 12.087097,-19.831567 9.701752,-22.717349 12.68479))	SPoCAR_v1.0_AR_0000004227							null	null	null	null	null		null	null
AR	2012-01-20T15:12:25	POINT(-866.897 302.401)	POLYGON((-884.1 262.5,-844.5 262.5,-844.5 332.7,-884.1 332.7,-884.1 262.5))	POLYGON((-884.1 305.7,-883.5 306.3,-873.9 332.7,-844.5 312.3,-867.3 263.1,-884.1 305.7))	POINT(-67.63623 16.190203)	POLYGON((-68.885722 13.838289,-62.719157 13.331618,-65.367565 17.889959,-72.868514 18.524592,-68.885722 13.838289))	POLYGON((-71.046209 16.683144,-70.958113 16.712872,-70.628792 18.332074,-64.464791 16.542399,-66.089629 13.642338,-71.046209 16.683144))	SPoCAR_v1.0_AR_0000004212							null	null	null	null	null		null	null
AR	2012-01-20T19:12:25	POINT(111.202 -289.068)	POLYGON((68.7 -328.5,146.7 -328.5,146.7 -253.5,68.7 -253.5,68.7 -328.5))	POLYGON((68.7 -320.7,69.3 -320.1,81.9 -281.1,131.1 -253.5,145.5 -300.3,68.7 -320.7))	POINT(7.0466776 -22.185135)	POLYGON((4.428389 -24.640742,9.486694 -24.589642,9.175754 -19.99209,4.283806 -20.040472,4.428389 -24.640742))	POLYGON((4.411356 -24.156644,4.448652 -24.119217,5.16653 -21.714219,8.193456 -20.004614,9.282014 -22.848273,4.411356 -24.156644))	SPoCAR_v1.0_AR_0000004192							null	null	null	null	null		null	null
AR	2012-01-20T19:12:25	POINT(835.177 447.839)	POLYGON((818.1 422.7,857.1 422.7,857.1 468.9,818.1 468.9,818.1 422.7))	POLYGON((818.1 464.7,822.3 465.3,834.3 465.3,857.1 422.7,818.1 464.7))	POINT(72.060629 25.870253)	POLYGON((66.274111 23.716821,74.858345 24.457714,86.93302 28.532604,70.41801 27.135498,66.274111 23.716821))	POLYGON((69.956772 26.813281,70.979914 26.942276,74.104233 27.216038,74.858345 24.457714,69.956772 26.813281))	SPoCAR_v1.0_AR_0000004196							null	null	null	null	null		null	null
AR	2012-01-20T19:12:25	POINT(801.569 -324.465)	POLYGON((781.5 -350.1,828.9 -350.1,828.9 -306.3,781.5 -306.3,781.5 -350.1))	POLYGON((781.5 -341.7,782.1 -341.1,792.3 -317.1,824.1 -306.3,826.5 -316.5,781.5 -341.7))	POINT(62.140104 -21.827687)	POLYGON((60.775448 -23.537993,67.306278 -23.037874,64.975355 -20.480516,58.929665 -20.93651,60.775448 -23.537993))	POLYGON((60.390543 -23.037754,60.437467 -22.996583,60.65415 -21.48,64.308409 -20.53212,65.127602 -21.10247,60.390543 -23.037754))	SPoCAR_v1.0_AR_0000004224							null	null	null	null	null		null	null
AR	2012-01-20T19:12:25	POINT(-86.1389 571.773)	POLYGON((-150.9 515.7,-8.1 515.7,-8.1 632.1,-150.9 632.1,-150.9 515.7))	POLYGON((-150.9 575.1,-150.3 575.7,-142.5 626.1,-116.1 631.5,-101.7 599.7,-21.9 581.7,-8.1 539.1,-20.7 515.7,-63.3 573.3,-101.7 565.5,-100.5 524.1,-150.9 542.7,-150.9 575.1))	POINT(-5.8805206 30.74711)	POLYGON((-9.953828 26.84138,-0.531206 26.759537,-0.580801 35.21482,-10.899818 35.315477,-9.953828 26.84138))	POLYGON((-10.373248 31.049302,-10.336281 31.092215,-10.22589 34.843067,-8.355941 35.227768,-7.105812 32.807634,-1.503582 31.44127,-0.539195 28.389194,-1.357651 26.760832,-4.322213 30.844292,-6.915946 30.305783,-6.642457 27.377528,-10.130737 28.727874,-10.373248 31.049302))	SPoCAR_v1.0_AR_0000004231							null	null	null	null	null		null	null
AR	2012-01-20T19:12:25	POINT(10.5608 360.281)	POLYGON((-159.9 243.9,141.3 243.9,141.3 466.5,-159.9 466.5,-159.9 243.9))	POLYGON((-159.9 425.7,-158.7 426.3,-120.9 437.7,-105.3 466.5,-25.5 426.3,27.3 359.1,56.7 359.7,74.1 385.5,125.7 373.5,110.7 323.1,117.9 281.1,139.5 261.9,132.9 243.9,99.9 251.7,92.7 279.3,41.7 305.1,26.1 338.1,-28.5 360.9,-86.1 359.1,-159.9 425.7))	POINT(0.64490085 16.549949)	POLYGON((-9.531226 9.450686,8.413432 9.43485,9.058674 23.490477,-10.264923 23.509558,-9.531226 9.450686))	POLYGON((-10.067255 20.818538,-9.993469 20.8564,-7.633737 21.567222,-6.736448 23.4604,-1.596884 20.777122,1.666663 16.477477,3.463988 16.522703,4.570033 18.164435,7.73603 17.43322,6.700844 14.261573,7.064319 11.679449,8.333726 10.524776,7.909767 9.428354,5.945386 9.87887,5.546404 11.554219,2.506854 13.117649,1.582979 15.160915,-1.740976 16.591061,-5.263698 16.497592,-10.067255 20.818538))	SPoCAR_v1.0_AR_0000004208							null	null	null	null	null		null	null
AR	2012-01-20T19:12:25	POINT(211.617 385.662)	POLYGON((147.9 354.9,273.3 354.9,273.3 407.7,147.9 407.7,147.9 354.9))	POLYGON((147.9 382.5,148.5 383.1,257.1 407.7,273.3 394.5,267.3 372.9,215.1 386.1,188.7 354.9,147.9 382.5))	POINT(13.164328 18.297746)	POLYGON((9.056844 16.277069,16.927841 16.440493,17.269357 19.811133,9.23335 19.639527,9.056844 16.277069))	POLYGON((9.143716 18.024063,9.183188 18.062845,16.213108 19.782775,17.175996 18.960147,16.648778 17.569516,13.387642 18.330443,11.588974 16.319011,9.143716 18.024063))	SPoCAR_v1.0_AR_0000004225							null	null	null	null	null		null	null
AR	2012-01-20T19:12:25	POINT(-955.927 172.488)	POLYGON((-962.1 140.7,-949.5 140.7,-949.5 214.5,-962.1 214.5,-962.1 140.7))	POLYGON((-962.1 144.3,-961.5 144.9,-949.5 214.5,-952.5 148.5,-962.1 144.3))	POINT(-84.14053 9.7136911)	POLYGON((-85.111416 7.899391,-78.98643 7.358855,-85.789733 12.39049,-88.595736 12.49398,-85.111416 7.899391))	POLYGON((-85.585094 8.156197,-85.106988 8.149536,-85.789733 12.39049,-80.463667 7.953694,-85.585094 8.156197))	SPoCAR_v1.0_AR_0000004228							null	null	null	null	null		null	null
AR	2012-01-20T23:12:25	POINT(98.5603 371.825)	POLYGON((-140.7 245.1,308.7 245.1,308.7 461.7,-140.7 461.7,-140.7 245.1))	POLYGON((-140.7 436.5,-140.1 437.1,-87.3 426.3,-60.9 461.7,-42.3 404.7,58.5 395.7,83.7 362.7,134.1 387.3,285.3 413.7,302.7 397.5,304.5 360.3,243.3 382.5,154.5 373.5,146.7 327.9,173.7 257.1,154.5 246.3,146.1 295.5,101.7 350.1,63.3 350.7,45.3 375.9,-12.3 391.5,-95.7 381.3,-140.7 436.5))	POINT(6.0539596 17.293423)	POLYGON((-8.378986 9.491952,18.662025 9.710732,20.112424 23.418449,-8.996983 23.155175,-8.378986 9.491952))	POLYGON((-8.888855 21.490752,-8.853033 21.529534,-5.475058 20.784608,-3.879452 23.100976,-2.625741 19.367691,3.619894 18.794901,5.122314 16.708291,8.297702 18.303188,18.101233 20.208105,19.120853 19.194714,18.970537 16.824522,15.16495 18.127265,9.524298 17.443292,8.908389 14.572367,10.388357 10.248816,9.21003 9.576119,8.796008 12.568783,6.202811 15.925679,3.856416 15.944255,2.781959 17.528287,-0.759359 18.515933,-5.897361 17.893304,-8.888855 21.490752))	SPoCAR_v1.0_AR_0000004232							null	null	null	null	null		null	null
AR	2012-01-20T23:12:25	POINT(601.306 -235.78)	POLYGON((569.7 -260.7,642.3 -260.7,642.3 -213.3,569.7 -213.3,569.7 -260.7))	POLYGON((569.7 -254.1,570.3 -253.5,579.3 -213.3,635.1 -227.7,639.3 -249.3,605.7 -237.3,569.7 -254.1))	POINT(40.233581 -17.842735)	POLYGON((38.15499 -19.467119,44.052674 -19.13634,43.1897 -16.318103,37.436397 -16.63752,38.15499 -19.467119))	POLYGON((38.046013 -19.071366,38.082913 -19.032961,38.171762 -16.59886,42.836276 -17.206632,43.57611 -18.471077,40.609395 -17.913827,38.046013 -19.071366))	SPoCAR_v1.0_AR_0000004229							null	null	null	null	null		null	null
AR	2012-01-20T23:12:25	POINT(-46.5612 556.258)	POLYGON((-153.3 501.9,59.1 501.9,59.1 636.3,-153.3 636.3,-153.3 501.9))	POLYGON((-153.3 605.1,-152.7 605.7,-95.7 636.3,-39.3 585.3,3.9 592.5,5.7 548.7,56.7 503.7,-94.5 521.7,-153.3 605.1))	POINT(-3.1376479 29.597286)	POLYGON((-10.02895 25.880304,3.846989 25.809249,4.258815 35.539446,-11.119622 35.62941,-10.02895 25.880304))	POLYGON((-10.802346 33.251471,-10.765092 33.295659,-6.908941 35.564743,-2.706313 31.694064,0.270006 32.21723,0.38186 29.051808,3.694382 25.931337,-6.233821 27.191852,-10.802346 33.251471))	SPoCAR_v1.0_AR_0000004231							null	null	null	null	null		null	null
AR	2012-01-20T23:12:25	POINT(149.094 -280.916)	POLYGON((107.7 -315.3,189.9 -315.3,189.9 -241.5,107.7 -241.5,107.7 -315.3))	POLYGON((107.7 -288.3,108.3 -287.7,161.7 -241.5,189.9 -271.5,178.5 -297.9,113.7 -315.3,107.7 -288.3))	POINT(9.432993 -21.672867)	POLYGON((6.907494 -23.817268,12.236689 -23.742964,11.856776 -19.239783,6.694239 -19.310362,6.907494 -23.817268))	POLYGON((6.822345 -22.155895,6.858717 -22.118771,10.077528 -19.268505,11.998184 -21.057827,11.399353 -22.684164,7.294146 -23.813262,6.822345 -22.155895))	SPoCAR_v1.0_AR_0000004192							null	null	null	null	null		null	null
AR	2012-01-20T23:12:25	POINT(-252.201 280.253)	POLYGON((-273.9 253.5,-227.1 253.5,-227.1 307.5,-273.9 307.5,-273.9 253.5))	POLYGON((-273.9 272.1,-273.3 272.7,-272.7 294.9,-250.5 308.1,-227.1 288.3,-237.3 273.3,-263.7 253.5,-273.9 272.1))	POINT(-15.25932 11.757895)	POLYGON((-16.516486 10.16047,-13.62998 10.091989,-13.798878 13.397653,-16.724495 13.468493,-16.516486 10.16047))	POLYGON((-16.580698 11.293249,-16.54545 11.328925,-16.59465 12.689191,-15.25862 13.468376,-13.732609 12.215464,-14.314066 11.311199,-15.883751 10.144365,-16.580698 11.293249))	SPoCAR_v1.0_AR_0000004234							null	null	null	null	null		null	null
AR	2012-01-20T23:12:25	POINT(829.374 462.853)	POLYGON((815.1 448.5,843.9 448.5,843.9 486.3,815.1 486.3,815.1 448.5))	POLYGON((815.1 486.3,815.7 486.3,837.3 464.7,843.9 448.5,832.5 448.5,815.1 486.3))	POINT(72.41899 26.900107)	POLYGON((67.768768 25.539096,74.490684 26.12448,84.594937 29.57885,71.82332 28.432259,67.768768 25.539096))	POLYGON((71.82332 28.432259,71.97648 28.445705,74.914176 27.244472,74.490684 26.12448,71.482522 25.859956,71.82332 28.432259))	SPoCAR_v1.0_AR_0000004196							null	null	null	null	null		null	null
AR	2012-01-20T23:12:25	POINT(812.313 -324.717)	POLYGON((791.1 -352.5,842.1 -352.5,842.1 -308.1,791.1 -308.1,791.1 -352.5))	POLYGON((791.1 -345.3,791.7 -344.7,810.9 -312.3,842.1 -316.5,791.1 -345.3))	POINT(63.573753 -21.742067)	POLYGON((62.119215 -23.597002,69.597713 -23.013541,66.993849 -20.440942,60.148044 -20.966768,62.119215 -23.597002))	POLYGON((61.769439 -23.16946,61.817735 -23.128063,62.815434 -21.026659,67.436332 -20.928128,61.769439 -23.16946))	SPoCAR_v1.0_AR_0000004224							null	null	null	null	null		null	null
AR	2012-01-20T23:12:25	POINT(-957.45 180.965)	POLYGON((-963.3 148.5,-950.1 148.5,-950.1 221.1,-963.3 221.1,-963.3 148.5))	POLYGON((-963.3 155.7,-962.7 156.3,-950.1 221.1,-960.3 153.9,-963.3 155.7))	POINT(-87.835607 10.551289)	POLYGON((-88.947889 8.704815,-79.559392 7.871754,-88.546904 13.023517,-88.56321 12.850802,-88.947889 8.704815))	POLYGON((-88.909799 9.120936,-88.906109 9.161192,-88.546904 13.023517,-85.242323 8.698067,-88.909799 9.120936))	SPoCAR_v1.0_AR_0000004228							null	null	null	null	null		null	null
AR	2012-01-21T03:13:37	POINT(-949.882 169.325)	POLYGON((-959.7 140.1,-939.3 140.1,-939.3 219.9,-959.7 219.9,-959.7 140.1))	POLYGON((-959.7 169.5,-959.1 170.1,-946.5 218.7,-939.3 156.3,-950.7 140.1,-959.7 169.5))	POINT(-80.679711 9.2135167)	POLYGON((-83.366462 7.705964,-75.971977 7.053685,-80.245137 12.220258,-88.561693 12.829313,-83.366462 7.705964))	POLYGON((-88.830688 9.951936,-87.074314 9.830814,-83.908721 12.474734,-76.535889 8.06929,-79.37937 7.352435,-88.830688 9.951936))	SPoCAR_v1.0_AR_0000004228							null	null	null	null	null		null	null
AR	2012-01-21T03:13:37	POINT(-207.081 285.082)	POLYGON((-233.7 261.9,-175.5 261.9,-175.5 310.5,-233.7 310.5,-233.7 261.9))	POLYGON((-233.7 270.3,-233.1 270.9,-231.9 298.5,-213.3 313.5,-175.5 288.3,-212.1 264.3,-233.7 270.3))	POINT(-12.490025 11.977702)	POLYGON((-14.057628 10.596587,-10.506939 10.527377,-10.626031 13.506233,-14.219544 13.577603,-14.057628 10.596587))	POLYGON((-14.082391 11.108398,-14.047255 11.144182,-14.063671 12.834391,-12.96419 13.73578,-10.567452 12.139475,-12.740053 10.71454,-14.082391 11.108398))	SPoCAR_v1.0_AR_0000004234							null	null	null	null	null		null	null
AR	2012-01-21T03:13:37	POINT(-11.2542 403.963)	POLYGON((-61.5 362.7,67.5 362.7,67.5 464.7,-61.5 464.7,-61.5 362.7))	POLYGON((-61.5 407.1,-45.9 407.7,-27.9 422.7,-24.9 464.7,2.7 421.5,44.7 425.7,70.5 366.9,6.3 394.5,-60.3 362.7,-61.5 407.1))	POINT(-0.6980858 19.300016)	POLYGON((-3.760932 16.683457,4.128519 16.685812,4.306798 23.288602,-3.923257 23.285991,-3.760932 16.683457))	POLYGON((-3.822595 19.513541,-2.852603 19.546909,-1.744234 20.513419,-1.587261 23.275341,0.168682 20.432999,2.798888 20.712441,4.318467 16.952257,0.389343 18.692463,-3.687435 16.683012,-3.822595 19.513541))	SPoCAR_v1.0_AR_0000004238							null	null	null	null	null		null	null
AR	2012-01-21T03:13:37	POINT(-7.22607 560.366)	POLYGON((-127.5 507.3,125.1 507.3,125.1 636.3,-127.5 636.3,-127.5 507.3))	POLYGON((-127.5 606.9,-126.9 607.5,-57.9 636.3,-15.9 586.5,31.5 581.7,65.1 596.7,125.1 527.1,74.7 543.3,48.3 510.9,11.7 558.3,-25.5 572.7,-49.5 552.9,-27.3 522.3,-38.7 509.1,-96.9 515.1,-106.5 530.7,-80.7 558.9,-127.5 606.9))	POINT(-0.48803595 29.867934)	POLYGON((-8.351552 26.209755,8.193086 26.207573,9.049119 35.579412,-9.224561 35.582153,-8.351552 26.209755))	POLYGON((-8.977061 33.341108,-8.939081 33.385479,-4.171454 35.524185,-1.095401 31.762074,2.162386 31.413792,4.527557 32.530343,8.294237 27.577293,4.99267 28.675985,3.159456 26.407228,0.789044 29.720495,-1.738264 30.758137,-3.327598 29.344344,-1.797565 27.188903,-2.528238 26.280529,-6.36605 26.72199,-7.069505 27.812617,-5.454222 29.787926,-8.977061 33.341108))	SPoCAR_v1.0_AR_0000004231							null	null	null	null	null		null	null
AR	2012-01-21T03:13:37	POINT(188.576 -280.818)	POLYGON((147.9 -311.7,223.5 -311.7,223.5 -249.9,147.9 -249.9,147.9 -311.7))	POLYGON((147.9 -288.3,148.5 -287.7,203.7 -249.9,221.7 -255.3,221.1 -297.3,155.7 -311.7,147.9 -288.3))	POINT(11.961965 -21.642652)	POLYGON((9.48925 -23.57934,14.4177 -23.493415,14.037441 -19.721734,9.24063 -19.803986,9.48925 -23.57934))	POLYGON((9.388075 -22.140929,9.42399 -22.10367,12.773491 -19.746654,13.951715 -20.050845,14.164101 -22.611071,9.994211 -23.57215,9.388075 -22.140929))	SPoCAR_v1.0_AR_0000004192							null	null	null	null	null		null	null
