event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2012-06-01T02:03:01	POINT(-862.023 -273.922)	POLYGON((-893.1 -344.7,-827.1 -344.7,-827.1 -203.7,-893.1 -203.7,-893.1 -344.7))	POLYGON((-893.1 -203.7,-892.5 -203.7,-854.7 -233.7,-830.1 -280.5,-828.3 -314.1,-851.7 -344.7,-891.3 -263.7,-893.1 -203.7))	POINT(-72.156909 -17.005235)	POLYGON((-89.946207 -21.10608,-69.880706 -21.558412,-63.469299 -12.692252,-75.128824 -12.584664,-89.946207 -21.10608))	POLYGON((-75.128824 -12.584664,-74.983354 -12.586056,-68.754687 -14.509856,-66.722607 -17.46988,-68.157584 -19.598424,-75.230942 -21.511504,-78.838649 -16.298125,-75.128824 -12.584664))	SPoCA_v1.0_AR_0000005391							null	null	null	null	null		null	null
AR	2012-06-01T02:03:01	POINT(612.619 -191.007)	POLYGON((514.5 -263.1,696.3 -263.1,696.3 -108.9,514.5 -108.9,514.5 -263.1))	POLYGON((514.5 -243.9,515.1 -243.3,561.9 -176.1,617.7 -155.1,618.3 -108.9,638.1 -147.3,675.9 -140.7,695.1 -198.3,601.5 -206.1,584.7 -234.9,539.7 -261.3,522.3 -263.1,514.5 -243.9))	POINT(41.317107 -12.080784)	POLYGON((34.447787 -16.606936,49.973559 -16.507311,47.693051 -7.011675,33.104061 -7.10916,34.447787 -16.606936))	POLYGON((34.21113 -15.405163,34.249547 -15.367471,37.120757 -11.189758,41.355887 -9.875025,41.035688 -7.059775,42.970755 -9.38692,46.158812 -8.960895,48.638975 -12.479589,40.586069 -13.017646,39.592978 -14.812208,36.372295 -16.483158,35.046137 -16.60367,34.21113 -15.405163))	SPoCA_v1.0_AR_0000005358							null	null	null	null	null		null	null
AR	2012-06-01T02:03:01	POINT(889.353 184.964)	POLYGON((854.7 86.7,914.7 86.7,914.7 250.5,854.7 250.5,854.7 86.7))	POLYGON((854.7 228.9,855.3 229.5,857.7 251.1,913.5 191.1,901.5 86.7,891.3 163.5,854.7 228.9))	POINT(73.147101 11.083944)	POLYGON((64.884264 4.985679,75.929112 5.103082,89.544698 15.311229,69.179685 15.114682,64.884264 4.985679))	POLYGON((68.268709 13.753671,68.395233 13.792494,69.753982 15.158842,80.110118 11.542757,72.886722 5.069973,72.753747 9.758105,68.268709 13.753671))	SPoCA_v1.0_AR_0000005328							null	null	null	null	null		null	null
AR	2012-06-01T02:03:01	POINT(-853.624 242.241)	POLYGON((-916.5 178.5,-783.3 178.5,-783.3 311.7,-916.5 311.7,-916.5 178.5))	POLYGON((-916.5 206.7,-915.9 207.3,-897.9 300.9,-899.1 265.5,-849.9 309.9,-783.3 245.1,-816.9 183.3,-841.5 180.9,-856.5 214.5,-882.3 180.3,-903.3 178.5,-905.1 224.1,-916.5 206.7))	POINT(-68.626028 14.590958)	POLYGON((-80.317158 10.767305,-57.179425 10.515622,-60.884629 18.900024,-89.498093 18.778445,-80.317158 10.767305))	POLYGON((-82.872316 12.541318,-82.629077 12.575682,-89.501635 18.522182,-81.666351 16.204732,-71.56045 18.905755,-58.670549 14.662301,-61.359828 10.853516,-64.681784 10.740472,-68.035936 12.855058,-71.507541 10.777939,-76.190492 10.719854,-79.687318 13.585797,-82.872316 12.541318))	SPoCA_v1.0_AR_0000005388							null	null	null	null	null		null	null
AR	2012-06-01T02:03:01	POINT(-641.073 -354.26)	POLYGON((-675.3 -369.3,-613.5 -369.3,-613.5 -335.7,-675.3 -335.7,-675.3 -369.3))	POLYGON((-675.3 -353.7,-674.7 -353.1,-635.7 -335.7,-618.3 -338.1,-615.3 -357.9,-636.9 -369.3,-675.3 -353.7))	POINT(-46.957493 -22.358161)	POLYGON((-50.848928 -23.31499,-44.789042 -23.35567,-43.910672 -21.173974,-49.768331 -21.134565,-50.848928 -23.31499))	POLYGON((-50.325405 -22.298585,-50.244717 -22.260067,-45.942728 -21.160734,-44.40324 -21.325946,-44.641037 -22.610669,-47.001833 -23.341269,-50.325405 -22.298585))	SPoCA_v1.0_AR_0000005392							null	null	null	null	null		null	null
AR	2012-06-01T02:03:01	POINT(270.715 -158.369)	POLYGON((229.5 -206.1,306.3 -206.1,306.3 -111.9,229.5 -111.9,229.5 -206.1))	POLYGON((229.5 -176.7,230.1 -176.1,237.9 -143.1,280.5 -111.9,306.3 -157.5,294.3 -201.3,229.5 -176.7))	POINT(16.833433 -10.194612)	POLYGON((14.366047 -13.135854,19.339422 -13.12165,18.975648 -7.355326,14.100102 -7.369643,14.366047 -13.135854))	POLYGON((14.26543 -11.325081,14.301637 -11.288152,14.700571 -9.267492,17.323621 -7.360636,19.123944 -10.134308,18.530272 -12.827699,14.26543 -11.325081))	SPoCA_v1.0_AR_0000005360							null	null	null	null	null		null	null
AR	2012-06-01T02:03:01	POINT(701.993 -415.168)	POLYGON((668.7 -464.1,747.9 -464.1,747.9 -371.1,668.7 -371.1,668.7 -464.1))	POLYGON((668.7 -429.9,669.3 -429.3,698.1 -402.3,702.9 -372.9,747.9 -377.1,711.9 -414.9,701.7 -463.5,668.7 -429.9))	POINT(55.71711 -26.327079)	POLYGON((54.286634 -29.678789,65.227354 -29.597582,59.277668 -23.370672,50.227412 -23.437541,54.286634 -29.678789))	POLYGON((52.566235 -27.34487,52.605822 -27.303885,54.655514 -25.472299,53.962973 -23.529171,59.569967 -23.763346,56.907798 -26.3003,58.388029 -29.6078,52.566235 -27.34487))	SPoCA_v1.0_AR_0000005383							null	null	null	null	null		null	null
AR	2012-06-01T02:03:01	POINT(-268.325 -205.149)	POLYGON((-337.5 -254.7,-230.1 -254.7,-230.1 -162.9,-337.5 -162.9,-337.5 -254.7))	POLYGON((-337.5 -167.1,-336.9 -166.5,-301.5 -180.9,-262.5 -167.7,-233.7 -189.3,-230.7 -218.1,-252.3 -252.9,-303.3 -233.7,-303.9 -204.3,-337.5 -167.1))	POINT(-16.859634 -13.070468)	POLYGON((-21.714973 -16.137253,-14.609792 -16.158533,-14.261856 -10.478905,-21.184717 -10.4577,-21.714973 -16.137253))	POLYGON((-21.203448 -10.714969,-21.161221 -10.678347,-18.907181 -11.569861,-16.339087 -10.767465,-14.574102 -12.099013,-14.48903 -13.878359,-16.046392 -16.04216,-19.291736 -14.833928,-19.172876 -13.010949,-21.203448 -10.714969))	SPoCA_v1.0_AR_0000005352							null	null	null	null	null		null	null
AR	2012-06-01T02:03:01	POINT(833.291 300.893)	POLYGON((806.1 283.5,855.9 283.5,855.9 319.5,806.1 319.5,806.1 283.5))	POLYGON((806.1 304.5,806.7 305.1,846.9 319.5,849.3 286.5,822.9 284.1,806.1 304.5))	POINT(67.895639 18.287452)	POLYGON((62.893595 17.125398,71.116323 17.218183,73.582835 19.545752,64.454606 19.439793,62.893595 17.125398))	POLYGON((63.762209 18.471107,63.87682 18.510709,71.598635 19.522194,70.003585 17.39566,65.394046 17.191045,63.762209 18.471107))	SPoCA_v1.0_AR_0000005395							null	null	null	null	null		null	null
AR	2012-06-01T06:03:01	POINT(-855.109 -268.113)	POLYGON((-896.7 -351.3,-821.7 -351.3,-821.7 -180.9,-896.7 -180.9,-896.7 -351.3))	POLYGON((-896.7 -184.5,-896.1 -183.9,-849.9 -209.1,-824.7 -266.1,-833.7 -349.5,-858.3 -348.3,-896.7 -184.5))	POINT(-70.456426 -16.647421)	POLYGON((-89.954133 -21.395134,-69.329157 -21.985984,-62.149217 -11.286763,-74.880755 -11.172776,-89.954133 -21.395134))	POLYGON((-75.047381 -11.39327,-74.875323 -11.357847,-67.028069 -12.987436,-65.250561 -16.564939,-71.537235 -21.850389,-77.43673 -21.722109,-75.047381 -11.39327))	SPoCA_v1.0_AR_0000005391							null	null	null	null	null		null	null
