event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2012-09-01T02:36:24	POINT(172.157 90.5319)	POLYGON((149.1 63.3,196.5 63.3,196.5 118.5,149.1 118.5,149.1 63.3))	POLYGON((149.1 107.1,149.7 107.7,175.5 118.5,192.3 104.7,177.9 63.3,149.1 107.1))	POINT(10.645838 12.518544)	POLYGON((9.15246 10.909774,12.09839 10.842941,12.257965 14.168976,9.273096 14.236931,9.15246 10.909774))	POLYGON((9.245264 13.548224,9.284204 13.583711,10.932173 14.201462,11.948977 13.342498,10.939162 10.871428,9.245264 13.548224))	SPoCA_v1.0_AR_0000006325							null	null	null	null	null		null	null
AR	2012-09-01T02:36:24	POINT(-214.027 105.322)	POLYGON((-238.5 70.5,-189.9 70.5,-189.9 156.3,-238.5 156.3,-238.5 70.5))	POLYGON((-238.5 106.5,-237.9 107.1,-225.3 155.1,-191.1 107.1,-193.5 70.5,-224.1 77.7,-238.5 106.5))	POINT(-13.322932 13.343345)	POLYGON((-14.75648 11.200441,-11.704094 11.28632,-11.973363 16.470202,-15.096518 16.381651,-14.75648 11.200441))	POLYGON((-14.881629 13.368111,-14.845682 13.405502,-14.239053 16.334908,-11.880686 13.489225,-11.92901 11.280658,-13.869921 11.661081,-14.881629 13.368111))	SPoCA_v1.0_AR_0000006323							null	null	null	null	null		null	null
AR	2012-09-01T02:36:24	POINT(-712.163 -467.284)	POLYGON((-776.7 -497.7,-641.1 -497.7,-641.1 -429.3,-776.7 -429.3,-776.7 -497.7))	POLYGON((-776.7 -458.1,-776.1 -457.5,-756.3 -429.3,-723.3 -467.1,-709.5 -467.7,-698.1 -442.5,-641.7 -484.5,-674.1 -481.5,-692.7 -497.7,-740.1 -470.7,-769.5 -480.9,-776.7 -458.1))	POINT(-55.969021 -25.520463)	POLYGON((-69.322302 -29.234687,-49.008729 -26.921021,-46.493316 -21.929398,-63.02568 -23.712041,-69.322302 -29.234687))	POLYGON((-65.175748 -25.944535,-65.015299 -25.88374,-59.910473 -23.351014,-57.440846 -25.671387,-55.646852 -25.513939,-53.053026 -23.494205,-48.508224 -25.937181,-52.001489 -26.086264,-55.148624 -27.570706,-60.06567 -26.220684,-65.87431 -27.621807,-65.175748 -25.944535))	SPoCA_v1.0_AR_0000006305							null	null	null	null	null		null	null
AR	2012-09-01T02:36:24	POINT(813.213 -360.07)	POLYGON((776.7 -448.5,831.9 -448.5,831.9 -302.1,776.7 -302.1,776.7 -448.5))	POLYGON((776.7 -347.7,777.3 -347.1,803.7 -310.5,830.1 -304.5,825.3 -447.9,807.9 -426.9,819.9 -364.5,776.7 -347.7))	POINT(64.860074 -19.308557)	POLYGON((64.399197 -25.188493,79.179259 -27.023232,65.136985 -15.589324,57.476759 -14.716913,64.399197 -25.188493))	POLYGON((58.953422 -17.819906,59.009802 -17.787175,61.24664 -15.676295,64.948105 -15.720667,76.027737 -26.580761,68.590656 -24.215905,66.263076 -19.766019,58.953422 -17.819906))	SPoCA_v1.0_AR_0000006258							null	null	null	null	null		null	null
AR	2012-09-01T02:36:24	POINT(-829.912 -300.46)	POLYGON((-885.9 -395.1,-759.9 -395.1,-759.9 -199.5,-885.9 -199.5,-885.9 -395.1))	POLYGON((-885.9 -267.9,-885.3 -267.3,-874.5 -200.1,-836.1 -215.1,-797.1 -253.5,-763.5 -320.7,-776.1 -357.3,-815.7 -368.1,-822.9 -393.3,-840.3 -395.1,-885.9 -267.9))	POINT(-64.750933 -15.43911)	POLYGON((-86.505647 -23.797201,-58.68375 -20.910591,-53.624444 -7.866083,-70.874926 -9.819352,-86.505647 -23.797201))	POLYGON((-74.134452 -14.502732,-73.939612 -14.44064,-68.73007 -9.598457,-63.037882 -9.863051,-58.75551 -11.780478,-56.414488 -15.792812,-59.243549 -18.478806,-65.739293 -19.940299,-68.848857 -21.984705,-73.15796 -22.636331,-74.134452 -14.502732))	SPoCA_v1.0_AR_0000006292							null	null	null	null	null		null	null
AR	2012-09-01T02:36:24	POINT(-756.775 -213.95)	POLYGON((-789.9 -237.9,-707.1 -237.9,-707.1 -191.1,-789.9 -191.1,-789.9 -237.9))	POLYGON((-789.9 -216.3,-789.3 -215.7,-766.5 -191.1,-708.3 -215.7,-712.5 -237.3,-753.9 -214.5,-788.7 -237.3,-789.9 -216.3))	POINT(-53.479162 -8.7462004)	POLYGON((-57.554786 -10.671106,-48.840368 -9.770238,-48.347248 -6.820388,-56.797057 -7.681784,-57.554786 -10.671106))	POLYGON((-57.169049 -9.282999,-57.089565 -9.237117,-54.222846 -7.409259,-48.694779 -8.375063,-49.34791 -9.782399,-53.185588 -8.749992,-57.401192 -10.616879,-57.169049 -9.282999))	SPoCA_v1.0_AR_0000006324							null	null	null	null	null		null	null
AR	2012-09-01T02:36:24	POINT(301.332 -6.48113)	POLYGON((260.7 -41.1,324.3 -41.1,324.3 35.7,260.7 35.7,260.7 -41.1))	POLYGON((260.7 18.3,269.7 18.9,312.3 28.5,324.3 -27.3,311.1 -41.1,279.9 -39.9,260.7 18.3))	POINT(18.524695 6.4390134)	POLYGON((15.899515 4.455782,19.922405 4.300748,20.116873 8.908426,16.055999 9.064428,15.899515 4.455782))	POLYGON((16.010894 8.020457,16.580196 8.036682,19.3203 8.508858,19.947142 5.129437,19.079851 4.336006,17.106381 4.48497,16.010894 8.020457))	SPoCA_v1.0_AR_0000006294							null	null	null	null	null		null	null
AR	2012-09-01T06:36:24	POINT(-183.696 103.841)	POLYGON((-212.1 59.1,-156.9 59.1,-156.9 157.5,-212.1 157.5,-212.1 59.1))	POLYGON((-212.1 128.7,-211.5 129.3,-194.7 157.5,-181.5 152.1,-158.7 104.1,-167.7 60.9,-210.9 84.3,-212.1 128.7))	POINT(-11.4047 13.306202)	POLYGON((-13.06279 10.566591,-9.626975 10.649839,-9.875256 16.593409,-13.400143 16.507293,-13.06279 10.566591))	POLYGON((-13.283945 14.761134,-13.248002 14.798505,-12.284579 16.537334,-11.421588 16.230198,-9.838016 13.357143,-10.299946 10.743773,-13.057999 12.08422,-13.283945 14.761134))	SPoCA_v1.0_AR_0000006323							null	null	null	null	null		null	null
AR	2012-09-01T06:36:24	POINT(683.728 -406.714)	POLYGON((658.5 -428.7,729.3 -428.7,729.3 -375.9,658.5 -375.9,658.5 -428.7))	POLYGON((658.5 -426.9,659.1 -426.3,676.5 -375.9,724.5 -408.3,725.7 -423.9,684.9 -414.9,658.5 -426.9))	POINT(50.130584 -20.766425)	POLYGON((48.217698 -22.054839,56.231439 -22.895039,54.136584 -19.137586,46.732101 -18.385614,48.217698 -22.054839))	POLYGON((48.159612 -21.927172,48.201633 -21.890734,48.494139 -18.557392,54.761195 -21.358316,55.562077 -22.496257,50.525281 -21.355897,48.159612 -21.927172))	SPoCA_v1.0_AR_0000006326							null	null	null	null	null		null	null
AR	2012-09-01T06:36:24	POINT(-681.505 -473.118)	POLYGON((-754.5 -501.3,-617.1 -501.3,-617.1 -434.1,-754.5 -434.1,-754.5 -501.3))	POLYGON((-754.5 -465.9,-753.9 -465.3,-737.1 -434.1,-717.3 -465.9,-692.7 -471.9,-677.7 -447.9,-617.7 -486.3,-674.1 -501.3,-690.9 -482.7,-739.5 -471.9,-749.7 -482.7,-754.5 -465.9))	POINT(-52.469973 -25.545972)	POLYGON((-64.974027 -28.959158,-46.594679 -26.93332,-44.315458 -22.045565,-59.915938 -23.676131,-64.974027 -28.959158))	POLYGON((-61.96265 -26.103715,-61.822964 -26.045613,-57.506606 -23.403716,-56.561542 -25.487243,-53.752702 -25.597988,-50.94884 -23.64097,-46.070861 -25.820279,-52.998589 -27.591101,-54.081636 -26.390298,-60.049352 -26.30027,-62.455199 -27.338551,-61.96265 -26.103715))	SPoCA_v1.0_AR_0000006305							null	null	null	null	null		null	null
