event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2012-08-01T02:16:13	POINT(548.364 -353.456)	POLYGON((526.5 -375.3,577.5 -375.3,577.5 -330.9,526.5 -330.9,526.5 -375.3))	POLYGON((526.5 -359.1,527.1 -358.5,554.7 -331.5,576.3 -332.1,555.9 -375.3,528.3 -377.1,526.5 -359.1))	POINT(37.290698 -17.307466)	POLYGON((35.883232 -18.652306,40.098155 -18.92857,39.321335 -15.974817,35.228941 -15.712634,35.883232 -18.652306))	POLYGON((35.626983 -17.571521,35.66544 -17.534624,37.469946 -15.892,39.240706 -16.047058,38.279618 -18.80623,36.057538 -18.782066,35.626983 -17.571521))	SPoCA_v1.0_AR_0000005978							null	null	null	null	null		null	null
AR	2012-08-01T02:16:13	POINT(-697.675 250.244)	POLYGON((-739.5 199.5,-648.3 199.5,-648.3 313.5,-739.5 313.5,-739.5 199.5))	POLYGON((-739.5 269.1,-738.9 269.7,-694.5 313.5,-691.5 276.3,-650.7 233.7,-651.3 214.5,-674.1 220.5,-700.5 199.5,-705.3 230.1,-735.9 244.5,-739.5 269.1))	POINT(-51.146776 19.012674)	POLYGON((-54.136723 15.607656,-45.433749 16.264332,-48.124158 23.258913,-57.689072 22.514416,-54.136723 15.607656))	POLYGON((-56.074736 19.812693,-56.027849 19.854524,-52.731578 22.912633,-51.249586 20.650766,-46.319792 18.331456,-45.981917 17.157426,-48.18113 17.372486,-50.232953 15.912944,-51.392575 17.73026,-54.926874 18.354102,-56.074736 19.812693))	SPoCA_v1.0_AR_0000005981							null	null	null	null	null		null	null
AR	2012-08-01T02:16:13	POINT(498.346 -528.47)	POLYGON((453.3 -563.7,555.9 -563.7,555.9 -486.9,453.3 -486.9,453.3 -563.7))	POLYGON((453.3 -551.7,453.9 -551.1,474.9 -515.7,512.7 -516.3,543.3 -486.9,555.9 -506.7,546.3 -526.5,486.3 -563.7,453.3 -551.7))	POINT(37.097624 -29.327599)	POLYGON((34.234119 -31.761964,44.058194 -32.443655,41.004756 -26.605695,32.152586 -26.0335,34.234119 -31.761964))	POLYGON((33.852247 -30.837289,33.885996 -30.794579,34.664404 -28.242915,37.997924 -28.501951,39.848455 -26.524416,41.672881 -28.065747,41.482017 -29.486869,37.219278 -31.954185,33.852247 -30.837289))	SPoCA_v1.0_AR_0000005973							null	null	null	null	null		null	null
AR	2012-08-01T02:16:13	POINT(-806.068 -401.7)	POLYGON((-859.5 -452.7,-753.9 -452.7,-753.9 -342.3,-859.5 -342.3,-859.5 -452.7))	POLYGON((-859.5 -348.3,-847.5 -362.1,-843.3 -347.7,-780.3 -389.7,-756.9 -431.7,-753.9 -442.5,-768.9 -434.7,-794.7 -452.7,-852.3 -380.7,-859.5 -348.3))	POINT(-67.777767 -23.037129)	POLYGON((-86.654914 -27.590668,-62.405544 -26.003173,-56.877585 -18.089141,-75.016571 -19.819169,-86.654914 -27.590668))	POLYGON((-75.66817 -20.277739,-73.671793 -20.983898,-71.344673 -19.805159,-62.552289 -21.732476,-61.465494 -24.46874,-61.701861 -25.232127,-63.570168 -24.872415,-70.193185 -26.759359,-77.525341 -22.607113,-75.66817 -20.277739))	SPoCA_v1.0_AR_0000005993							null	null	null	null	null		null	null
AR	2012-08-01T02:16:13	POINT(-102.671 -425.878)	POLYGON((-299.1 -552.3,114.9 -552.3,114.9 -300.3,-299.1 -300.3,-299.1 -552.3))	POLYGON((-299.1 -499.5,-298.5 -498.9,-267.9 -476.7,-282.3 -440.7,-247.5 -399.3,-217.5 -417.3,-180.3 -405.9,-153.9 -425.1,-102.3 -399.3,-60.3 -416.1,40.5 -359.7,56.7 -300.3,87.9 -309.9,86.7 -339.3,113.7 -378.3,2.1 -398.7,-17.7 -423.3,-52.5 -426.3,-131.1 -512.1,-121.5 -552.3,-146.7 -536.7,-156.3 -505.5,-200.1 -483.9,-259.5 -512.7,-299.1 -499.5))	POINT(-6.6523799 -20.905596)	POLYGON((-21.41841 -30.246527,8.031392 -29.870185,7.129306 -12.686588,-18.87466 -12.965126,-21.41841 -30.246527))	POLYGON((-20.611688 -26.368911,-20.56009 -26.324191,-18.109534 -24.668165,-18.751145 -22.200562,-16.049339 -19.319717,-14.165939 -20.472981,-11.641906 -19.647122,-10.000329 -20.905332,-6.552675 -19.119953,-3.883567 -20.218518,2.550987 -16.474352,3.510659 -12.651156,5.461221 -13.279726,5.432097 -15.169827,7.227675 -17.737077,0.13415 -19.039754,-1.142672 -20.690863,-3.395872 -20.903333,-8.919798 -26.944277,-8.496728 -29.877609,-10.162373 -28.754034,-10.610985 -26.502539,-13.464415 -25.035629,-17.921088 -27.216807,-20.611688 -26.368911))	SPoCA_v1.0_AR_0000005960							null	null	null	null	null		null	null
AR	2012-08-01T02:16:13	POINT(285.13 -433.08)	POLYGON((174.9 -516.3,389.1 -516.3,389.1 -355.5,174.9 -355.5,174.9 -516.3))	POLYGON((174.9 -489.9,175.5 -489.3,185.7 -467.7,221.1 -461.7,246.9 -420.3,318.3 -404.1,377.1 -354.3,387.9 -426.3,334.5 -407.1,323.1 -438.9,237.9 -516.3,174.9 -489.9))	POINT(18.874846 -21.685385)	POLYGON((11.978153 -27.307784,27.668679 -27.890316,25.371339 -16.783188,11.073051 -16.308062,11.978153 -27.307784))	POLYGON((11.780184 -25.418463,11.817034 -25.376896,12.362205 -23.875687,14.72711 -23.519545,16.15857 -20.731404,20.89582 -19.805172,24.519444 -16.666644,26.084385 -21.522296,22.050406 -20.051408,21.586117 -22.183325,16.416885 -27.427503,11.780184 -25.418463))	SPoCA_v1.0_AR_0000005940							null	null	null	null	null		null	null
AR	2012-08-01T02:16:13	POINT(-766.299 63.6415)	POLYGON((-788.1 27.3,-741.3 27.3,-741.3 112.5,-788.1 112.5,-788.1 27.3))	POLYGON((-788.1 34.5,-787.5 35.1,-765.3 74.1,-769.5 111.3,-741.3 92.1,-766.5 34.5,-788.1 34.5))	POINT(-54.619943 7.2352921)	POLYGON((-56.612396 4.861094,-51.77789 5.257177,-52.68753 10.369235,-57.644791 9.961942,-56.612396 4.861094))	POLYGON((-56.670927 5.293437,-56.610151 5.33501,-54.63327 7.870546,-55.58338 10.061018,-52.411631 9.146268,-54.366669 5.485263,-56.670927 5.293437))	SPoCA_v1.0_AR_0000005998							null	null	null	null	null		null	null
AR	2012-08-01T02:16:13	POINT(-898.551 175.297)	POLYGON((-908.7 140.1,-881.7 140.1,-881.7 222.3,-908.7 222.3,-908.7 140.1))	POLYGON((-908.7 155.1,-908.1 155.7,-885.3 221.1,-897.9 155.1,-904.5 140.1,-908.7 155.1))	POINT(-76.290406 12.112719)	POLYGON((-77.178314 9.85279,-71.324174 10.419,-74.931617 15.17125,-82.850899 14.393895,-77.178314 9.85279))	POLYGON((-77.892404 10.707147,-77.758326 10.757358,-75.682274 15.023543,-75.191917 10.971074,-76.116789 9.956713,-77.892404 10.707147))	SPoCA_v1.0_AR_0000005999							null	null	null	null	null		null	null
AR	2012-08-01T02:16:13	POINT(600.677 240.287)	POLYGON((573.3 216.9,623.1 216.9,623.1 266.7,573.3 266.7,573.3 216.9))	POLYGON((573.3 225.3,573.9 225.9,594.9 266.7,619.5 250.5,615.9 216.9,573.3 225.3))	POINT(42.085274 19.033551)	POLYGON((39.407409 17.745091,43.557784 17.474902,44.58034 20.527374,40.306156 20.809062,39.407409 17.745091))	POLYGON((39.545731 18.259665,39.604628 18.293403,42.127526 20.691919,43.908065 19.552538,42.941968 17.516413,39.545731 18.259665))	SPoCA_v1.0_AR_0000005997							null	null	null	null	null		null	null
AR	2012-08-01T06:16:13	POINT(-796.63 -403.72)	POLYGON((-855.3 -459.3,-737.1 -459.3,-737.1 -343.5,-855.3 -343.5,-855.3 -459.3))	POLYGON((-855.3 -353.1,-854.7 -352.5,-837.3 -360.9,-821.1 -344.7,-763.5 -394.5,-737.7 -440.7,-752.7 -435.3,-781.5 -459.3,-830.7 -385.5,-849.3 -401.1,-855.3 -353.1))	POINT(-66.145886 -23.009658)	POLYGON((-86.578987 -28.046037,-60.254216 -26.254497,-54.910406 -17.988606,-73.942799 -19.786188,-86.578987 -28.046037))	POLYGON((-74.917513 -20.513693,-74.678314 -20.450117,-71.039488 -20.638092,-66.702818 -19.149972,-60.323745 -21.840303,-59.189406 -24.869291,-61.047812 -24.67033,-67.969186 -26.993822,-71.686787 -22.333688,-80.138286 -24.239391,-74.917513 -20.513693))	SPoCA_v1.0_AR_0000005993							null	null	null	null	null		null	null
