event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2013-10-01T01:05:12	POINT(555.478 163.423)	POLYGON((504.9 103.5,608.1 103.5,608.1 213.9,504.9 213.9,504.9 103.5))	POLYGON((504.9 196.5,505.5 197.1,577.5 211.5,542.1 132.9,560.1 114.9,594.3 124.5,606.3 105.3,527.7 114.3,539.1 167.7,504.9 196.5))	POINT(36.749526 15.195045)	POLYGON((32.423078 11.863822,40.148843 11.338292,41.643885 17.918912,33.592679 18.475145,32.423078 11.863822))	POLYGON((33.367082 17.426173,33.41894 17.45952,39.13248 17.95646,35.40278 13.441245,36.571069 12.278891,39.288675 12.664877,40.025491 11.455611,34.163554 12.40278,35.56257 15.534104,33.367082 17.426173))	SPoCA_v1.0_AR_0000010058							null	null	null	null	null		null	null
AR	2013-10-01T01:05:12	POINT(261.137 143.93)	POLYGON((224.7 109.5,308.1 109.5,308.1 173.1,224.7 173.1,224.7 109.5))	POLYGON((224.7 150.3,225.3 150.9,278.7 172.5,306.3 110.1,254.1 118.5,224.7 150.3))	POINT(16.313071 15.051154)	POLYGON((13.861646 13.055587,19.166336 12.883347,19.521327 16.700855,14.116957 16.877649,13.861646 13.055587))	POLYGON((14.01668 15.503187,14.057329 15.538239,17.59635 16.733843,19.053157 12.923555,15.75226 13.540117,14.01668 15.503187))	SPoCA_v1.0_AR_0000009987							null	null	null	null	null		null	null
AR	2013-10-01T01:05:12	POINT(692.906 -356.01)	POLYGON((670.5 -393.3,719.7 -393.3,719.7 -330.9,670.5 -330.9,670.5 -393.3))	POLYGON((670.5 -355.5,671.1 -354.9,701.7 -331.5,716.1 -371.1,689.7 -393.3,670.5 -355.5))	POINT(49.080311 -17.420984)	POLYGON((47.831269 -19.732972,52.965008 -20.219754,51.180338 -16.006771,46.392115 -15.567085,47.831269 -19.732972))	POLYGON((46.901448 -17.189677,46.944853 -17.154895,49.381241 -15.876182,51.869365 -18.661858,49.759585 -19.91169,46.901448 -17.189677))	SPoCA_v1.0_AR_0000010046							null	null	null	null	null		null	null
AR	2013-10-01T01:05:12	POINT(785.582 -325.87)	POLYGON((770.1 -341.1,807.9 -341.1,807.9 -304.5,770.1 -304.5,770.1 -341.1))	POLYGON((770.1 -330.3,770.7 -329.7,782.7 -304.5,806.7 -341.1,770.1 -330.3))	POINT(58.496255 -16.413787)	POLYGON((57.077145 -17.2422,62.060923 -17.765262,60.698005 -15.286421,56.006139 -14.802073,57.077145 -17.2422))	POLYGON((56.735577 -16.515717,56.789052 -16.482833,57.49427 -14.953117,61.888465 -17.746749,56.735577 -16.515717))	SPoCA_v1.0_AR_0000010056							null	null	null	null	null		null	null
AR	2013-10-01T01:05:12	POINT(883.145 167.801)	POLYGON((798.9 35.1,939.3 35.1,939.3 289.5,798.9 289.5,798.9 35.1))	POLYGON((798.9 270.3,799.5 270.9,807.3 284.7,831.3 276.3,866.7 221.7,878.1 289.5,923.1 248.1,937.5 36.3,914.1 63.3,883.5 51.9,836.7 212.7,804.9 234.9,798.9 270.3))	POINT(70.368086 12.394307)	POLYGON((56.6847 5.804146,78.769511 3.42454,88.211978 17.040852,62.77952 20.723303,56.6847 5.804146))	POLYGON((61.984384 19.599322,62.084543 19.626738,63.681946 20.329485,66.679262 19.491144,69.726245 15.770366,75.847995 19.324898,87.171505 15.435111,78.256333 3.555782,73.181754 5.75695,67.619709 5.684064,64.837285 15.735158,61.439692 17.452917,61.984384 19.599322))	SPoCA_v1.0_AR_0000010014							null	null	null	null	null		null	null
AR	2013-10-01T01:05:12	POINT(-812.605 -271.526)	POLYGON((-860.1 -345.3,-780.3 -345.3,-780.3 -209.7,-860.1 -209.7,-860.1 -345.3))	POLYGON((-860.1 -262.5,-859.5 -261.9,-837.9 -304.5,-821.7 -303.9,-817.5 -209.7,-780.9 -261.3,-819.3 -312.3,-819.9 -345.9,-845.1 -320.7,-860.1 -262.5))	POINT(-60.331942 -13.173201)	POLYGON((-71.523643 -19.089711,-58.489983 -17.657768,-55.265665 -8.826442,-65.402197 -9.881544,-71.523643 -19.089711))	POLYGON((-67.033702 -13.332876,-66.909822 -13.281686,-65.064306 -15.75688,-62.593684 -15.450528,-59.573525 -9.261983,-56.232973 -12.113751,-62.558284 -15.979295,-64.078364 -18.292737,-67.011118 -17.001707,-67.033702 -13.332876))	SPoCA_v1.0_AR_0000010034							null	null	null	null	null		null	null
AR	2013-10-01T01:05:12	POINT(556.637 -406.612)	POLYGON((539.7 -428.1,589.5 -428.1,589.5 -377.1,539.7 -377.1,539.7 -428.1))	POLYGON((539.7 -417.3,540.3 -416.7,547.5 -388.5,587.7 -376.5,570.3 -425.1,539.7 -417.3))	POINT(37.964714 -19.780378)	POLYGON((36.99437 -21.134004,41.214664 -21.464998,40.143077 -18.016448,36.092748 -17.708102,36.99437 -21.134004))	POLYGON((36.78377 -20.398994,36.821122 -20.361941,36.897595 -18.510296,39.981109 -17.964583,39.486132 -21.125515,36.78377 -20.398994))	SPoCA_v1.0_AR_0000010057							null	null	null	null	null		null	null
AR	2013-10-01T01:05:12	POINT(-224.448 -340.746)	POLYGON((-261.3 -385.5,-148.5 -385.5,-148.5 -278.7,-261.3 -278.7,-261.3 -385.5))	POLYGON((-261.3 -344.1,-260.7 -343.5,-242.7 -311.7,-252.3 -278.7,-228.9 -300.9,-188.7 -292.5,-150.3 -304.5,-202.5 -341.7,-203.7 -383.1,-236.1 -384.9,-261.3 -344.1))	POINT(-13.91964 -14.220887)	POLYGON((-16.511297 -17.1859,-9.283656 -16.98583,-9.017184 -10.19689,-16.020344 -10.381511,-16.511297 -17.1859))	POLYGON((-16.286299 -14.510665,-16.24484 -14.470944,-14.962084 -12.412989,-15.453351 -10.362798,-14.05482 -11.706412,-11.523487 -11.111995,-9.178418 -11.812345,-12.53599 -14.242721,-12.780332 -16.912844,-14.871724 -17.091855,-16.286299 -14.510665))	SPoCA_v1.0_AR_0000010055							null	null	null	null	null		null	null
AR	2013-10-01T05:05:12	POINT(-497.562 -3.10562)	POLYGON((-517.5 -45.3,-476.1 -45.3,-476.1 23.7,-517.5 23.7,-517.5 -45.3))	POLYGON((-517.5 3.9,-516.9 4.5,-497.1 23.7,-476.7 -1.5,-494.7 -44.1,-517.5 3.9))	POINT(-31.297012 5.5541606)	POLYGON((-32.58203 2.956624,-29.699168 3.13136,-29.912354 7.234996,-32.812789 7.059834,-32.58203 2.956624))	POLYGON((-32.72685 5.883812,-32.686642 5.922135,-31.372679 7.148639,-29.855855 5.735306,-30.985875 3.126831,-32.72685 5.883812))	SPoCA_v1.0_AR_0000010029							null	null	null	null	null		null	null
AR	2013-10-01T05:05:12	POINT(-192.553 -355.453)	POLYGON((-239.1 -408.3,-141.3 -408.3,-141.3 -296.1,-239.1 -296.1,-239.1 -408.3))	POLYGON((-239.1 -397.5,-238.5 -396.9,-206.1 -305.1,-150.3 -296.7,-141.3 -317.1,-176.1 -385.5,-227.1 -408.3,-239.1 -397.5))	POINT(-11.958762 -15.113408)	POLYGON((-15.200257 -18.639971,-8.904182 -18.476361,-8.607476 -11.281889,-14.679504 -11.431244,-15.200257 -18.639971))	POLYGON((-15.136173 -17.928861,-15.093708 -17.888217,-12.640324 -11.936875,-9.161916 -11.329891,-8.650152 -12.602082,-11.031405 -17.030604,-14.417994 -18.615081,-15.136173 -17.928861))	SPoCA_v1.0_AR_0000010055							null	null	null	null	null		null	null
