event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ar_mcintoshcls	ar_mtwilsoncls	ar_zurichcls	ar_penumbracls	ar_compactnesscls	ar_noaaclass	ar_noaanum	ar_numspots	ar_polarity	ar_spotarearaw	ar_spotarearawuncert	ar_spotarearawunit	ar_spotarearepr	ar_spotarearepruncert
AR	2014-02-01T05:05:12	POINT(-362.846 261.067)	POLYGON((-460.5 215.7,-276.9 215.7,-276.9 324.9,-460.5 324.9,-460.5 215.7))	POLYGON((-460.5 309.9,-459.9 310.5,-420.9 288.3,-359.7 324.9,-377.1 282.9,-348.9 254.7,-282.3 287.1,-311.7 216.3,-351.9 242.1,-429.3 219.3,-425.7 275.7,-460.5 309.9))	POINT(-22.125156 9.9094891)	POLYGON((-28.356407 7.452408,-16.569508 6.967052,-16.938233 13.645005,-29.064565 14.164431,-28.356407 7.452408))	POLYGON((-28.936934 13.226408,-28.900224 13.261613,-26.082209 11.750412,-22.261346 13.841122,-23.154692 11.286035,-21.203657 9.485383,-17.118332 11.316827,-18.730085 7.073841,-21.347079 8.727026,-26.286385 7.566492,-26.326447 10.989892,-28.936934 13.226408))	SPoCA_v1.0_AR_0000011485							null	null	null	null	null		null	null
AR	2014-02-01T05:05:12	POINT(-846.685 -173.724)	POLYGON((-864.9 -231.9,-819.9 -231.9,-819.9 -149.1,-864.9 -149.1,-864.9 -231.9))	POLYGON((-864.9 -151.5,-864.3 -150.9,-819.9 -165.9,-848.1 -185.7,-846.9 -231.9,-864.9 -151.5))	POINT(-62.933733 -13.048443)	POLYGON((-67.342617 -16.144175,-61.279133 -16.707025,-59.129886 -11.921266,-64.707234 -11.410794,-67.342617 -16.144175))	POLYGON((-64.766971 -11.548456,-64.670383 -11.521706,-59.492276 -12.892262,-63.443293 -13.719918,-64.765448 -16.387118,-64.766971 -11.548456))	SPoCA_v1.0_AR_0000011532							null	null	null	null	null		null	null
AR	2014-02-01T09:05:36	POINT(906.027 -234.367)	POLYGON((885.3 -264.3,923.7 -264.3,923.7 -198.3,885.3 -198.3,885.3 -264.3))	POLYGON((885.3 -239.7,885.9 -239.1,915.9 -198.3,918.9 -260.7,888.3 -260.1,885.3 -239.7))	POINT(74.699106 -15.57899)	POLYGON((72.274415 -17.648932,81.680692 -16.699419,76.675342 -13.194304,69.228931 -13.934411,72.274415 -17.648932))	POLYGON((70.992349 -16.270944,71.068899 -16.226896,74.893811 -13.374195,79.758223 -16.675652,72.602453 -17.359023,70.992349 -16.270944))	SPoCA_v1.0_AR_0000011521							null	null	null	null	null		null	null
AR	2014-02-01T09:05:36	POINT(-425.324 -164.471)	POLYGON((-539.7 -228.9,-320.7 -228.9,-320.7 -83.7,-539.7 -83.7,-539.7 -228.9))	POLYGON((-539.7 -133.5,-539.1 -132.9,-497.1 -95.1,-471.9 -134.1,-447.9 -138.9,-418.5 -112.5,-416.1 -86.7,-399.3 -83.7,-392.1 -126.9,-322.5 -159.9,-334.5 -188.1,-372.9 -216.9,-407.1 -198.3,-451.5 -228.9,-489.9 -228.3,-504.9 -198.3,-537.9 -194.1,-528.3 -156.3,-539.7 -133.5))	POINT(-26.772188 -15.087878)	POLYGON((-35.599939 -18.483534,-20.317078 -19.20849,-19.483998 -10.606172,-34.083879 -9.92633,-35.599939 -18.483534))	POLYGON((-34.485976 -12.845223,-34.43703 -12.812522,-31.163516 -10.761471,-29.707169 -13.142252,-28.10212 -13.50647,-25.947574 -12.045674,-25.642296 -10.538321,-24.525107 -10.410757,-24.292471 -12.968953,-19.96711 -15.092114,-20.923271 -16.738126,-23.686476 -18.357845,-25.826611 -17.150269,-29.200131 -18.831847,-31.928144 -18.654767,-32.647598 -16.810782,-35.003981 -16.425046,-33.881669 -14.233814,-34.485976 -12.845223))	SPoCA_v1.0_AR_0000011516							null	null	null	null	null		null	null
AR	2014-02-01T09:05:36	POINT(-297.189 -59.5156)	POLYGON((-340.5 -98.7,-264.9 -98.7,-264.9 -30.9,-340.5 -30.9,-340.5 -98.7))	POLYGON((-340.5 -77.1,-339.9 -76.5,-308.1 -41.1,-275.7 -30.9,-264.9 -43.5,-274.5 -67.5,-305.7 -71.7,-324.9 -98.7,-340.5 -77.1))	POINT(-17.92591 -9.2367496)	POLYGON((-20.803237 -11.442294,-16.046896 -11.59738,-15.854025 -7.620738,-20.552811 -7.467769,-20.803237 -11.442294))	POLYGON((-20.711268 -10.17436,-20.670784 -10.140563,-18.551418 -8.13576,-16.518017 -7.601448,-15.883509 -8.358684,-16.541186 -9.748159,-18.497195 -9.93389,-19.811172 -11.477833,-20.711268 -10.17436))	SPoCA_v1.0_AR_0000011553							null	null	null	null	null		null	null
AR	2014-02-01T09:05:36	POINT(-897.459 -273.107)	POLYGON((-909.3 -296.1,-882.3 -296.1,-882.3 -242.1,-909.3 -242.1,-909.3 -296.1))	POLYGON((-909.3 -273.9,-908.7 -273.3,-902.7 -242.1,-882.3 -294.3,-909.3 -273.9))	POINT(-75.271452 -17.892401)	POLYGON((-80.230576 -18.811397,-73.658528 -19.473522,-70.585937 -16.456931,-75.884155 -15.931139,-80.230576 -18.811397))	POLYGON((-78.17589 -17.648294,-77.968632 -17.632371,-74.441475 -16.075887,-73.537487 -19.373928,-78.17589 -17.648294))	SPoCA_v1.0_AR_0000011550							null	null	null	null	null		null	null
AR	2014-02-01T09:05:36	POINT(-344.031 255.359)	POLYGON((-402.9 205.5,-267.9 205.5,-267.9 329.7,-402.9 329.7,-402.9 205.5))	POLYGON((-402.9 280.5,-381.9 281.1,-354.9 291.3,-327.9 329.7,-315.9 294.3,-288.3 282.3,-290.7 253.5,-267.9 231.3,-275.7 212.7,-317.7 227.7,-339.9 205.5,-364.5 222.3,-392.7 219.3,-402.9 280.5))	POINT(-20.895217 9.5026484)	POLYGON((-24.50473 6.644155,-15.994774 6.326311,-16.39174 13.915579,-25.16062 14.257894,-24.50473 6.644155))	POLYGON((-24.836434 11.203216,-23.458443 11.178376,-21.755757 11.732593,-20.220872 14.048078,-19.269033 11.82161,-17.475975 11.023319,-17.526063 9.269108,-16.050847 7.879449,-16.489042 6.773255,-19.136529 7.76345,-20.472041 6.477586,-22.083259 7.55043,-23.888945 7.446145,-24.836434 11.203216))	SPoCA_v1.0_AR_0000011485							null	null	null	null	null		null	null
AR	2014-02-01T09:05:36	POINT(-608.107 -68.4368)	POLYGON((-648.9 -179.1,-557.7 -179.1,-557.7 26.1,-648.9 26.1,-648.9 -179.1))	POLYGON((-648.9 16.5,-648.3 17.1,-638.7 26.1,-599.7 -20.1,-558.3 -35.7,-593.1 -74.1,-589.5 -156.3,-633.9 -177.9,-617.1 -125.7,-641.7 -56.7,-624.9 -21.9,-648.9 16.5))	POINT(-39.006713 -8.7225869)	POLYGON((-43.425009 -14.981747,-36.291732 -15.450742,-34.853044 -3.428391,-41.67229 -2.983503,-43.425009 -14.981747))	POLYGON((-41.700789 -3.545838,-41.651726 -3.514005,-40.875912 -3.038904,-38.083886 -5.940032,-35.128064 -7.040933,-37.917438 -9.12666,-38.421462 -13.958516,-42.184201 -14.996649,-40.206337 -12.024881,-41.515082 -7.862564,-39.99893 -5.919412,-41.700789 -3.545838))	SPoCA_v1.0_AR_0000011554							null	null	null	null	null		null	null
AR	2014-02-01T13:05:36	POINT(-440.899 243.158)	POLYGON((-474.3 216.3,-415.5 216.3,-415.5 266.7,-474.3 266.7,-474.3 216.3))	POLYGON((-474.3 225.9,-473.7 226.5,-442.5 266.7,-415.5 261.9,-423.3 236.7,-468.3 216.3,-474.3 225.9))	POINT(-27.166007 9.029778)	POLYGON((-29.294761 7.517336,-25.365279 7.321836,-25.594577 10.384738,-29.572988 10.58589,-29.294761 7.517336))	POLYGON((-29.339894 8.098216,-29.301865 8.132393,-27.402196 10.472822,-25.56898 10.09097,-25.962971 8.580338,-28.88682 7.49584,-29.339894 8.098216))	SPoCA_v1.0_AR_0000011556							null	null	null	null	null		null	null
AR	2014-02-01T13:05:36	POINT(-279.892 264.833)	POLYGON((-397.5 201.9,-182.1 201.9,-182.1 329.7,-397.5 329.7,-397.5 201.9))	POLYGON((-397.5 312.9,-396.9 313.5,-326.7 312.3,-299.1 329.7,-276.9 291.3,-233.1 302.7,-198.9 294.3,-183.3 268.5,-208.5 267.3,-232.5 224.1,-290.1 201.9,-311.1 225.9,-355.5 220.5,-367.5 285.9,-397.5 312.9))	POINT(-16.888695 9.9267183)	POLYGON((-24.142928 6.401669,-10.78702 5.969091,-11.050981 13.764869,-24.797543 14.230805,-24.142928 6.401669))	POLYGON((-24.678773 13.18129,-24.642854 13.216814,-20.047021 12.950243,-18.370846 13.970005,-16.795632 11.542488,-14.110742 12.165472,-11.98066 11.595543,-10.968756 9.994468,-12.498361 9.955343,-13.866699 7.373254,-17.355183 6.141722,-18.718075 7.629378,-21.503152 7.408058,-22.544506 11.423095,-24.678773 13.18129))	SPoCA_v1.0_AR_0000011485							null	null	null	null	null		null	null
AR	2014-02-01T13:05:36	POINT(-254.911 -50.9164)	POLYGON((-324.9 -104.7,-218.7 -104.7,-218.7 -2.1,-324.9 -2.1,-324.9 -104.7))	POLYGON((-324.9 -102.9,-324.3 -102.3,-275.7 -57.3,-281.7 -15.9,-267.9 -2.1,-225.3 -16.5,-220.5 -89.1,-263.7 -77.1,-324.9 -102.9))	POINT(-15.28896 -8.8218268)	POLYGON((-19.838799 -11.841775,-13.213082 -12.036294,-12.99001 -6.019209,-19.503756 -5.8282,-19.838799 -11.841775))	POLYGON((-19.830812 -11.73595,-19.790098 -11.702011,-16.586737 -9.159362,-16.855223 -6.723536,-15.981482 -5.940762,-13.411721 -6.852743,-13.279194 -11.116268,-15.902973 -10.342182,-19.830812 -11.73595))	SPoCA_v1.0_AR_0000011553							null	null	null	null	null		null	null
AR	2014-02-01T13:05:36	POINT(-811.797 -163.905)	POLYGON((-831.3 -217.5,-781.5 -217.5,-781.5 -137.7,-831.3 -137.7,-831.3 -217.5))	POLYGON((-831.3 -151.5,-830.7 -150.9,-816.3 -137.7,-782.1 -155.7,-809.7 -180.9,-814.5 -216.9,-828.3 -209.7,-831.3 -151.5))	POINT(-58.534855 -12.871179)	POLYGON((-62.250099 -15.758563,-56.489359 -16.270571,-54.79302 -11.633372,-60.227628 -11.156247,-62.250099 -15.758563))	POLYGON((-60.515939 -11.952714,-60.43178 -11.924533,-58.506198 -11.310584,-55.177565 -12.673024,-58.684407 -13.875549,-60.184129 -15.909565,-61.639709 -15.342916,-60.515939 -11.952714))	SPoCA_v1.0_AR_0000011532							null	null	null	null	null		null	null
AR	2014-02-01T13:05:36	POINT(-892.377 -265.46)	POLYGON((-911.1 -291.9,-878.1 -291.9,-878.1 -241.5,-911.1 -241.5,-911.1 -291.9))	POLYGON((-911.1 -255.3,-910.5 -254.7,-881.1 -243.9,-878.7 -291.9,-911.1 -255.3))	POINT(-73.720452 -17.581107)	POLYGON((-80.367894 -18.539706,-72.574385 -19.324744,-69.853312 -16.496468,-76.270748 -15.859062,-80.367894 -18.539706))	POLYGON((-77.212056 -16.607115,-77.020748 -16.589774,-70.47295 -16.582333,-72.688419 -19.313484,-77.212056 -16.607115))	SPoCA_v1.0_AR_0000011550							null	null	null	null	null		null	null
AR	2014-02-01T13:05:36	POINT(913.324 -241.589)	POLYGON((886.5 -266.7,933.3 -266.7,933.3 -210.3,886.5 -210.3,886.5 -266.7))	POLYGON((886.5 -260.7,887.1 -260.1,893.7 -233.1,922.5 -210.3,933.3 -239.7,923.1 -263.7,886.5 -260.7))	POINT(76.806377 -15.810277)	POLYGON((72.645347 -17.763949,86.644693 -16.334243,80.074424 -13.575186,69.901327 -14.598117,72.645347 -17.763949))	POLYGON((72.304857 -17.429479,72.383813 -17.384906,72.193172 -15.7554,77.078652 -13.881782,82.705423 -15.090031,81.41669 -16.692233,72.304857 -17.429479))	SPoCA_v1.0_AR_0000011521							null	null	null	null	null		null	null
AR	2014-02-01T13:05:36	POINT(-408.32 -164.825)	POLYGON((-509.1 -217.5,-284.1 -217.5,-284.1 -90.3,-509.1 -90.3,-509.1 -217.5))	POLYGON((-509.1 -118.5,-508.5 -117.9,-465.9 -90.3,-456.9 -120.9,-420.3 -152.1,-344.7 -121.5,-333.3 -164.7,-285.3 -160.5,-300.3 -187.5,-341.7 -211.5,-355.5 -198.9,-350.7 -162.3,-377.1 -149.1,-398.7 -172.5,-387.9 -209.7,-456.3 -215.7,-475.5 -192.3,-505.5 -191.1,-495.3 -156.3,-509.1 -118.5))	POINT(-25.632651 -15.171411)	POLYGON((-33.186868 -17.944939,-17.847523 -18.61537,-17.213714 -11.079831,-31.968737 -10.445061,-33.186868 -17.944939))	POLYGON((-32.17586 -12.098432,-32.128885 -12.065537,-28.993873 -10.601664,-28.584046 -12.428054,-26.339319 -14.383212,-21.184305 -12.784593,-20.694636 -15.362962,-17.593359 -15.217429,-18.704161 -16.790389,-21.568624 -18.127341,-22.382681 -17.340627,-21.80945 -15.178849,-23.450034 -14.330078,-25.04839 -15.654061,-24.633461 -17.896887,-29.392143 -18.03748,-30.490918 -16.577155,-32.611805 -16.391755,-31.529962 -14.374696,-32.17586 -12.098432))	SPoCA_v1.0_AR_0000011516							null	null	null	null	null		null	null
AR	2014-02-01T13:05:36	POINT(883.348 -165.493)	POLYGON((864.3 -182.1,902.1 -182.1,902.1 -143.1,864.3 -143.1,864.3 -182.1))	POLYGON((864.3 -168.9,864.9 -168.3,896.7 -143.1,894.9 -174.3,869.7 -182.1,864.3 -168.9))	POINT(67.820573 -12.104618)	POLYGON((65.536572 -13.318925,71.485987 -12.742546,70.164248 -10.537512,64.49053 -11.084241,65.536572 -13.318925))	POLYGON((65.15491 -12.563364,65.221215 -12.521158,69.267392 -10.625481,69.952187 -12.425144,66.303789 -13.246054,65.15491 -12.563364))	SPoCA_v1.0_AR_0000011552							null	null	null	null	null		null	null
AR	2014-02-01T13:05:36	POINT(-581.386 -51.0828)	POLYGON((-632.7 -185.1,-521.7 -185.1,-521.7 25.5,-632.7 25.5,-632.7 -185.1))	POLYGON((-632.7 0.9,-632.1 1.5,-614.1 25.5,-567.9 -21.3,-525.9 -35.1,-521.7 -48.9,-564.9 -74.7,-558.3 -152.7,-606.3 -183.9,-574.5 -110.1,-632.7 0.9))	POINT(-36.896092 -7.8462058)	POLYGON((-42.195482 -15.435804,-33.714575 -15.970965,-32.319886 -3.621211,-40.41509 -3.114834,-42.195482 -15.435804))	POLYGON((-40.497309 -4.554899,-40.448638 -4.522969,-38.996437 -3.210567,-35.753464 -6.166809,-32.826535 -7.150089,-32.6013 -7.97358,-35.841896 -9.301294,-36.040276 -13.902468,-40.074871 -15.507419,-36.8257 -11.329143,-40.497309 -4.554899))	SPoCA_v1.0_AR_0000011555							null	null	null	null	null		null	null
AR	2014-02-01T17:05:36	POINT(-800.984 -155.982)	POLYGON((-824.1 -211.5,-779.1 -211.5,-779.1 -131.1,-824.1 -131.1,-824.1 -211.5))	POLYGON((-824.1 -160.5,-823.5 -159.9,-816.3 -142.5,-786.3 -133.5,-779.1 -170.1,-798.9 -211.5,-824.1 -160.5))	POINT(-57.18129 -12.523767)	POLYGON((-61.183558 -15.499318,-56.086058 -15.949932,-54.443427 -11.277782,-59.268776 -10.856213,-61.183558 -15.499318))	POLYGON((-59.871954 -12.554641,-59.78876 -12.526276,-58.603027 -11.59433,-55.217356 -11.354488,-55.15401 -13.54247,-58.244022 -15.762309,-59.871954 -12.554641))	SPoCA_v1.0_AR_0000011532							null	null	null	null	null		null	null
AR	2014-02-01T17:05:36	POINT(-555.534 -53.3501)	POLYGON((-614.1 -188.7,-494.7 -188.7,-494.7 38.1,-614.1 38.1,-614.1 -188.7))	POLYGON((-614.1 15.9,-613.5 16.5,-570.9 38.1,-534.9 -18.9,-494.7 -32.1,-500.1 -54.3,-520.5 -53.1,-535.5 -72.3,-518.7 -131.1,-529.5 -152.1,-569.7 -188.7,-584.1 -181.5,-548.1 -116.1,-614.1 15.9))	POINT(-35.029171 -8.1038608)	POLYGON((-40.761361 -15.758394,-31.815222 -16.301977,-30.439488 -2.994864,-38.968304 -2.48093,-40.761361 -15.758394))	POLYGON((-39.025753 -3.781902,-38.978585 -3.749782,-35.778299 -2.686112,-33.388172 -6.176554,-30.653787 -7.103742,-31.130673 -8.3822,-32.541464 -8.233857,-33.712534 -9.296429,-32.962272 -12.810561,-33.931575 -14.001451,-37.320386 -15.981337,-38.32451 -15.487178,-34.944471 -11.808039,-39.025753 -3.781902))	SPoCA_v1.0_AR_0000011555							null	null	null	null	null		null	null
AR	2014-02-01T17:05:36	POINT(920.374 -244.784)	POLYGON((900.3 -266.1,939.3 -266.1,939.3 -218.7,900.3 -218.7,900.3 -266.1))	POLYGON((900.3 -236.1,900.9 -235.5,936.9 -224.7,933.9 -260.7,902.7 -265.5,900.3 -236.1))	POINT(78.882778 -15.796851)	POLYGON((75.440744 -17.452033,88.585023 -15.757898,82.979527 -13.785996,72.739532 -14.83106,75.440744 -17.452033))	POLYGON((73.629283 -15.799276,73.717203 -15.753953,82.60106 -14.189691,85.893765 -16.045406,75.940112 -17.364839,73.629283 -15.799276))	SPoCA_v1.0_AR_0000011521							null	null	null	null	null		null	null
AR	2014-02-01T17:05:36	POINT(891.866 -176.022)	POLYGON((876.3 -188.1,905.1 -188.1,905.1 -158.7,876.3 -158.7,876.3 -188.1))	POLYGON((876.3 -172.5,876.9 -171.9,903.3 -159.3,899.7 -187.5,876.3 -172.5))	POINT(69.514237 -12.575935)	POLYGON((67.474673 -13.499641,72.282016 -13.028612,71.184043 -11.373384,66.577423 -11.822753,67.474673 -13.499641))	POLYGON((66.978752 -12.61056,67.049416 -12.567795,70.886684 -11.438732,71.272384 -13.092694,66.978752 -12.61056))	SPoCA_v1.0_AR_0000011552							null	null	null	null	null		null	null
