event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2013-07-01T00:32:15	POINT(-207.8784 -309.129)	POLYGON((-220.9938 -322.0866,-197.619 -322.3734,-199.0542 -300.4464,-222.5994 -300.1584,-220.9938 -322.0866))		POINT(-13.2032 -16.2366)	POLYGON((-14.11659 -17.079025,-12.59701 -17.079025,-12.59701 -15.674975,-14.11659 -15.674975,-14.11659 -17.079025))		206	4.70849	-12.0346	emx/hr	5.81743	-7.79597	emx	-2.25352	degrees CCW from + pole west in local solar frame	1.965	0.30779	0.533108	cm	4.67356	0.859505
EF	2013-07-01T02:45:00	POINT(266.322 -589.5552)	POLYGON((252.897 -604.74,265.5696 -604.494,271.4112 -582.6282,258.4602 -582.879,252.897 -604.74))		POINT(20.2853 -35.7994)	POLYGON((19.52585 -36.97147,20.54775 -36.97147,20.54775 -35.26973,19.52585 -35.26973,19.52585 -36.97147))		220	40.3177	-28.3697	emx/hr	3.30306	-23.6035	emx	-1.05527	degrees CCW from + pole west in local solar frame	1.38637	0.683119	0.76375	cm	1.91637	0.485786
EF	2013-07-01T04:33:00	POINT(241.3524 260.7792)	POLYGON((190.812 235.515,272.6028 236.5842,269.9202 264.1722,188.934 263.1168,190.812 235.515))		POINT(15.5974 18.7544)	POLYGON((12.163495 17.21164,17.520705 17.21164,17.520705 18.94136,12.163495 18.94136,12.163495 17.21164))		225	79.553	-36.9277	emx/hr	22.4662	-140.052	emx	0.877043	degrees CCW from + pole west in local solar frame	4.44233	1.76303	1.24665	cm	2.95202	0.9496
EF	2013-07-01T05:21:00	POINT(-323.8524 141.8916)	POLYGON((-331.308 130.8894,-318.0858 130.644,-316.8978 148.3344,-330.0702 148.5786,-331.308 130.8894))		POINT(-20.3901 11.3239)	POLYGON((-20.831026 10.644075,-19.962973 10.644075,-19.962973 11.725325,-20.831026 11.725325,-20.831026 10.644075))		231	21.2429	-15.5775	emx/hr	6.0278	-12.9763	emx	2.63464	degrees CCW from + pole west in local solar frame	1.13658	0.537748	0.69423	cm	1.84512	0.165434
EF	2013-07-01T11:33:00	POINT(324.8478 267.4188)	POLYGON((253.968 236.7894,413.337 239.9586,402.9624 305.3868,247.5918 302.3166,253.968 236.7894))		POINT(21.268 19.1158)	POLYGON((16.29355 17.27284,27.17785 17.27284,27.17785 21.40716,16.29355 21.40716,16.29355 17.27284))		256	86.105	-232.934	emx/hr	89.3676	-31.7236	emx	0.732157	degrees CCW from + pole west in local solar frame	7.90404	1.79445	4.39548	cm	2.55384	0.271522
EF	2013-07-01T13:33:00	POINT(607.11 -168.3822)	POLYGON((602.874 -182.3454,608.994 -182.0742,610.974 -161.2206,604.842 -161.4924,602.874 -182.3454))		POINT(40.3374 -8.00926)	POLYGON((40.105023 -8.86154,40.597577 -8.86154,40.597577 -7.5779,40.105023 -7.5779,40.105023 -8.86154))		268	34.4998	-17.1203	emx/hr	15.1093	-6.75599	emx	-0.196007	degrees CCW from + pole west in local solar frame	1.26643	0.969729	0.342851	cm	1.92968	0.36725
EF	2013-07-01T13:45:00	POINT(-39.9603 251.5326)	POLYGON((-46.06374 238.5408,-38.25768 238.5222,-37.96332 259.9596,-45.70932 259.9776,-46.06374 238.5408))		POINT(-2.54455 18.3157)	POLYGON((-2.920022 17.50182,-2.424858 17.50182,-2.424858 18.84498,-2.920022 18.84498,-2.920022 17.50182))		269	32.547	-33.853	emx/hr	29.839	-47.3174	emx	1.70884	degrees CCW from + pole west in local solar frame	1.35275	0.52914	0.683117	cm	2.23179	0.565082
EF	2013-07-01T13:57:00	POINT(537.762 338.3778)	POLYGON((517.6266 328.0938,563.0976 329.8728,558.8166 345.6024,513.6906 343.8396,517.6266 328.0938))		POINT(38.1671 23.2511)	POLYGON((36.305155 22.640845,40.106445 22.640845,40.106445 23.660555,36.305155 23.660555,36.305155 22.640845))		273	108.008	-58.2841	emx/hr	38.3955	-4.01639	emx	0.547151	degrees CCW from + pole west in local solar frame	2.34338	1.16251	1.05153	cm	2.11683	0.531059
EF	2013-07-01T14:57:00	POINT(-617.898 72.6378)	POLYGON((-625.47 62.8152,-611.022 62.1726,-609.294 84.975,-623.694 85.6134,-625.47 62.8152))		POINT(-41.05 6.61821)	POLYGON((-41.604985 6.00352,-40.437615 6.00352,-40.437615 7.38776,-41.604985 7.38776,-41.604985 6.00352))		279	96.5913	-35.225	emx/hr	2.22012	-17.7815	emx	2.98175	degrees CCW from + pole west in local solar frame	1.08165	1.28763	0.486677	cm	1.21924	0.214828
EF	2013-07-01T16:21:00	POINT(-21.95742 247.0062)	POLYGON((-36.42858 233.3334,-12.99942 233.301,-12.918 251.2218,-36.2004 251.2536,-36.42858 233.3334))		POINT(-1.39569 18.046)	POLYGON((-2.30493 17.190155,-0.82231 17.190155,-0.82231 18.310645,-2.30493 18.310645,-2.30493 17.190155))		290	8.38107	-33.8494	emx/hr	11.0393	-17.4557	emx	1.64798	degrees CCW from + pole west in local solar frame	1.26347	0.431531	0.915416	cm	1.87605	0.663479
