event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2012-03-01T00:24:45	POINT(-489.2838 243.471)	POLYGON((-499.9698 230.8338,-483.9822 232.0392,-482.8254 247.7916,-498.7746 246.5886,-499.9698 230.8338))		POINT(-30.5686 8.3063)	POLYGON((-31.24964 7.5819,-30.14276 7.5819,-30.14276 8.542121,-31.24964 8.542121,-31.24964 7.5819))		135	54.0979	-8.52901	emx/hr	13.9938	-3.82273	emx	2.87627	degrees CCW from + pole west in local solar frame	1.17205	0.702888	0.314341	cm	2.3044	0.435567
EF	2012-03-01T01:48:45	POINT(296.0298 -487.3458)	POLYGON((284.9322 -496.5456,301.3314 -497.3772,304.9026 -484.3434,288.309 -483.5022,284.9322 -496.5456))		POINT(22.3531 -36.8075)	POLYGON((21.67028 -37.467147,22.98752 -37.467147,22.98752 -36.574653,21.67028 -36.574653,21.67028 -37.467147))		152	33.6319	-24.6771	emx/hr	23.5853	-1.38345	emx	-1.02503	degrees CCW from + pole west in local solar frame	1.23692	0.826331	0.477083	cm	1.89797	0.313838
EF	2012-03-01T05:48:45	POINT(316.3662 -491.4996)	POLYGON((292.2516 -500.112,337.137 -502.5972,342.7638 -484.3542,297.1296 -481.8258,292.2516 -500.112))		POINT(24.0542 -37.018)	POLYGON((22.32737 -37.687625,25.99463 -37.687625,25.99463 -36.435375,22.32737 -36.435375,22.32737 -37.687625))		171	42.8748	-40.9504	emx/hr	11.8598	-19.7446	emx	-0.994564	degrees CCW from + pole west in local solar frame	2.60473	1.07541	0.760429	cm	2.83765	0.513538
EF	2012-03-01T06:24:45	POINT(418.146 448.6326)	POLYGON((399.4692 429.3612,455.5074 425.5686,448.2174 461.6838,393.075 465.4206,399.4692 429.3612))		POINT(27.4633 21.1213)	POLYGON((25.888555 19.748985,29.864045 19.748985,29.864045 22.150615,25.888555 22.150615,25.888555 19.748985))		177	57.232	-133.991	emx/hr	67.1791	-76.7143	emx	0.655597	degrees CCW from + pole west in local solar frame	2.15286	0.902447	2.11643	cm	1.42627	0.0546815
EF	2012-03-01T07:12:45	POINT(222.5496 381.1944)	POLYGON((142.3782 362.6898,244.272 359.9562,238.2678 431.358,138.8784 434.0316,142.3782 362.6898))		POINT(13.7772 16.0697)	POLYGON((8.706875 14.7569,15.054725 14.7569,15.054725 19.3711,8.706875 19.3711,8.706875 14.7569))		184	15.6529	-558.491	emx/hr	9.91171	-165.047	emx	0.862057	degrees CCW from + pole west in local solar frame	2.65427	0.520146	3.4633	cm	1.33265	0.0890822
EF	2012-03-01T07:12:45	POINT(208.302 365.5302)	POLYGON((143.85 333.6342,245.6868 330.9072,236.7228 441.8196,138.6012 444.4584,143.85 333.6342))		POINT(12.8134 15.0395)	POLYGON((8.727435 12.9226,15.021365 12.9226,15.021365 20.061,8.727435 20.061,8.727435 12.9226))		183	16.3711	-558.472	emx/hr	-0.610035	-220.703	emx	0.865151	degrees CCW from + pole west in local solar frame	4.32937	0.517783	3.67346	cm	2.06591	0.510038
EF	2012-03-01T07:24:45	POINT(-239.2878 271.8978)	POLYGON((-250.1664 247.9782,-217.9008 249.0036,-216.6516 283.2324,-248.733 282.2112,-250.1664 247.9782))		POINT(-14.4329 9.24216)	POLYGON((-15.04579 7.79894,-13.06761 7.79894,-13.06761 9.89694,-15.04579 9.89694,-15.04579 7.79894))		185	55.3118	-6.03276	emx/hr	28.4774	-11.9021	emx	2.57203	degrees CCW from + pole west in local solar frame	2.05786	1.25876	0.513888	cm	2.32178	0.555619
EF	2012-03-01T07:36:45	POINT(-224.5662 267.2988)	POLYGON((-242.8632 248.9286,-211.5426 249.894,-210.5598 278.0928,-241.7352 277.131,-242.8632 248.9286))		POINT(-13.5152 8.93093)	POLYGON((-14.59807 7.84195,-12.68113 7.84195,-12.68113 9.56913,-14.59807 9.56913,-14.59807 7.84195))		189	55.3093	-39.2828	emx/hr	53.4887	-21.3651	emx	2.55766	degrees CCW from + pole west in local solar frame	1.1392	1.35626	0.724951	cm	1.09474	0.17226
EF	2012-03-01T07:48:45	POINT(460.8858 -220.8018)	POLYGON((439.518 -233.3466,467.421 -235.3416,470.6598 -217.1892,442.5636 -215.1786,439.518 -233.3466))		POINT(30.1697 -19.4067)	POLYGON((28.80262 -20.249975,30.82518 -20.249975,30.82518 -19.147425,28.80262 -19.147425,28.80262 -20.249975))		192	12.3589	-68.2535	emx/hr	11.424	-10.4646	emx	-0.571616	degrees CCW from + pole west in local solar frame	1.82636	0.454565	1.24488	cm	2.14936	0.325842
EF	2012-03-01T08:24:45	POINT(-76.0764 -2.937342)	POLYGON((-89.0832 -6.83292,-63.5838 -6.57834,-63.6432 0.378713,-89.1654 0.123834,-89.0832 -6.83292))		POINT(-4.52198 -7.37547)	POLYGON((-5.299845 -7.596589,-3.780135 -7.596589,-3.780135 -7.186891,-5.299845 -7.186891,-5.299845 -7.596589))		195	23.4235	-16.8157	emx/hr	14.0009	0.12359	emx	-2.1208	degrees CCW from + pole west in local solar frame	1.34752	0.505165	0.505165	cm	2.66748	0.52989
EF	2012-03-01T09:00:45	POINT(-293.7888 469.3806)	POLYGON((-312.9132 464.3958,-280.6698 465.8334,-280.3086 468.5436,-312.5106 467.1078,-312.9132 464.3958))		POINT(-19.0307 22.0622)	POLYGON((-20.281255 21.78353,-18.113145 21.78353,-18.113145 21.96607,-20.281255 21.96607,-20.281255 21.78353))		198	13.1422	-17.6591	emx/hr	6.20338	-10.7292	emx	2.28256	degrees CCW from + pole west in local solar frame	2.11557	0.536974	0.438437	cm	4.3378	0.746477
EF	2012-03-01T09:36:45	POINT(-200.5836 -369.9456)	POLYGON((-207.8184 -377.4558,-196.704 -377.1156,-197.9628 -367.0422,-209.148 -367.3854,-207.8184 -377.4558))		POINT(-13.6928 -29.3906)	POLYGON((-14.264042 -29.854359,-13.486158 -29.854359,-13.486158 -29.211241,-14.264042 -29.211241,-14.264042 -29.854359))		204	13.8329	-19.207	emx/hr	11.7622	-5.22984	emx	-2.00679	degrees CCW from + pole west in local solar frame	0.681684	0.546244	0.546244	cm	1.24795	0.587877
