event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2013-06-01T00:51:00	POINT(-15.52512 -274.791)	POLYGON((-32.17278 -287.961,-4.49604 -287.9556,-4.52895 -267.2052,-32.40828 -267.2106,-32.17278 -287.961))		POINT(-0.981033 -17.4636)	POLYGON((-2.04291 -18.29475,-0.28543 -18.29475,-0.28543 -16.98645,-2.04291 -16.98645,-2.04291 -18.29475))		281	21.1982	-9.04913	emx/hr	6.0595	-8.55112	emx	-1.62691	degrees CCW from + pole west in local solar frame	2.0327	0.679521	0.429767	cm	3.66487	0.596607
EF	2013-06-01T02:27:00	POINT(-147.6672 -210.8274)	POLYGON((-158.2998 -234.4938,-132.3708 -234.4506,-133.6026 -199.8588,-159.7728 -199.9026,-158.2998 -234.4938))		POINT(-9.19113 -13.4585)	POLYGON((-9.92434 -14.92494,-8.28602 -14.92494,-8.28602 -12.78266,-9.92434 -12.78266,-9.92434 -14.92494))		286	222.829	-51.4131	emx/hr	148.43	-26.8369	emx	-2.16997	degrees CCW from + pole west in local solar frame	2.2361	2.18441	0.605846	cm	1.60279	0.131149
EF	2013-06-01T03:51:00	POINT(182.3814 -448.1706)	POLYGON((112.7934 -484.725,248.9412 -485.004,260.1996 -418.842,117.8952 -418.5402,112.7934 -484.725))		POINT(12.6499 -28.7744)	POLYGON((7.98777 -31.31574,17.86303 -31.31574,17.86303 -26.77206,7.98777 -26.77206,7.98777 -31.31574))		291	434.252	-639.154	emx/hr	3954.86	-5270.24	emx	-1.1566	degrees CCW from + pole west in local solar frame	4.78555	5.09839	4.06249	cm	1.04478	0.0965738
EF	2013-06-01T04:03:00	POINT(209.3022 -158.25)	POLYGON((151.0326 -206.0322,246.1224 -206.247,251.277 -93.0894,154.1958 -92.859,151.0326 -206.0322))		POINT(12.9281 -10.2117)	POLYGON((9.39062 -13.15406,15.42158 -13.15406,15.42158 -6.24174,9.39062 -6.24174,9.39062 -13.15406))		292	41.9117	-157.32	emx/hr	307.417	-51.2395	emx	-0.668543	degrees CCW from + pole west in local solar frame	3.88233	1.81841	3.63682	cm	1.42334	0.23581
EF	2013-06-01T04:51:00	POINT(736.872 185.0808)	POLYGON((726.534 172.9086,751.194 172.5234,748.056 193.0302,723.498 193.4166,726.534 172.9086))		POINT(52.244 10.8544)	POLYGON((51.037665 10.094575,53.521335 10.094575,53.521335 11.356625,51.037665 11.356625,51.037665 10.094575))		296	136.736	-11.6223	emx/hr	12.9246	-5.07052	emx	0.204849	degrees CCW from + pole west in local solar frame	2.42351	1.27236	0.383632	cm	2.92695	0.502088
EF	2013-06-01T05:51:00	POINT(768.324 174.2976)	POLYGON((759.732 165.36,774.318 165.1098,772.308 178.686,757.764 178.9368,759.732 165.36))		POINT(55.3718 10.2246)	POLYGON((54.311505 9.665615,55.881295 9.665615,55.881295 10.499385,54.311505 10.499385,54.311505 9.665615))		306	30.6344	-56.5005	emx/hr	20.8923	-16.1946	emx	0.182597	degrees CCW from + pole west in local solar frame	1.15843	0.689311	0.889897	cm	1.4671	0.15558
EF	2013-06-01T06:39:00	POINT(-696.618 -395.2068)	POLYGON((-712.476 -409.1442,-679.758 -408.7242,-690.702 -379.1532,-723.942 -379.587,-712.476 -409.1442))		POINT(-54.1085 -24.9901)	POLYGON((-56.61683 -25.901415,-52.79557 -25.901415,-52.79557 -23.937185,-56.61683 -23.937185,-56.61683 -25.901415))		312	125.02	-23.9962	emx/hr	8.39757	-19.7582	emx	-2.70893	degrees CCW from + pole west in local solar frame	1.67772	1.08048	0.707339	cm	1.87684	0.525136
EF	2013-06-01T07:15:00	POINT(-111.8682 -224.079)	POLYGON((-127.8024 -239.0412,-88.4352 -238.9956,-89.2224 -206.7678,-128.9394 -206.8146,-127.8024 -239.0412))		POINT(-6.97438 -14.2589)	POLYGON((-8.008335 -15.18772,-5.531965 -15.18772,-5.531965 -13.18888,-8.008335 -13.18888,-8.008335 -15.18772))		317	126.148	-30.4907	emx/hr	12.5673	-55.7381	emx	-2.02571	degrees CCW from + pole west in local solar frame	1.73113	2.09658	0.676669	cm	1.24845	0.0943814
EF	2013-06-01T10:39:00	POINT(48.5043 -466.6182)	POLYGON((-6.25194 -490.875,108.8796 -490.9356,113.4522 -431.295,-6.5145 -431.229,-6.25194 -490.875))		POINT(3.38021 -30.0241)	POLYGON((-0.44325 -31.720855,7.74307 -31.720855,7.74307 -27.600545,-0.44325 -27.600545,-0.44325 -31.720855))		330	433.913	-74.2415	emx/hr	1468.44	-268.067	emx	-1.45869	degrees CCW from + pole west in local solar frame	5.79323	3.55601	1.91603	cm	2.11739	0.0947646
EF	2013-06-01T11:39:00	POINT(730.854 -151.3128)	POLYGON((724.644 -159.7296,734.046 -159.8454,735.6 -148.3002,726.18 -148.1838,724.644 -159.7296))		POINT(51.3471 -9.55368)	POLYGON((50.850506 -10.072646,51.776494 -10.072646,51.776494 -9.366174,50.850506 -9.366174,50.850506 -10.072646))		335	35.7882	-30.524	emx/hr	15.0039	-11.8303	emx	-0.183957	degrees CCW from + pole west in local solar frame	1.41571	0.75793	0.535937	cm	2.18833	0.343525
