event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2013-08-01T02:37:30	POINT(-196.1856 -318.3426)	POLYGON((-204.8436 -328.1232,-191.0988 -328.434,-192.1344 -309.1284,-205.953 -308.8164,-204.8436 -328.1232))		POINT(-12.2914 -13.9356)	POLYGON((-12.880495 -14.57737,-12.002704 -14.57737,-12.002704 -13.33963,-12.880495 -13.33963,-12.880495 -14.57737))		3	31.5082	-8.77297	emx/hr	17.8027	-7.04825	emx	-2.29358	degrees CCW from + pole west in local solar frame	1.02956	0.528437	0.528437	cm	1.94831	0.5243
EF	2013-08-01T03:25:30	POINT(481.2906 -245.2968)	POLYGON((462.8262 -253.7382,490.0746 -252.0828,491.5356 -236.7444,464.2062 -238.4028,462.8262 -253.7382))		POINT(30.996 -10.0294)	POLYGON((29.73078 -10.491746,31.67922 -10.491746,31.67922 -9.531654,29.73078 -9.531654,29.73078 -10.491746))		8	5.76237	-30.1291	emx/hr	5.56058	-8.65578	emx	-0.31294	degrees CCW from + pole west in local solar frame	2.37774	0.323562	0.970686	cm	3.67432	0.368396
EF	2013-08-01T04:01:30	POINT(505.26 276.0882)	POLYGON((434.4234 210.6312,564.339 219.309,546.6624 297.1326,420.8106 288.7584,434.4234 210.6312))		POINT(34.9616 21.697)	POLYGON((28.7492 17.919455,38.6878 17.919455,38.6878 22.816745,28.7492 22.816745,28.7492 17.919455))		12	44.7571	-390.488	emx/hr	81.3755	-247.735	emx	0.555426	degrees CCW from + pole west in local solar frame	8.75064	1.92781	4.31073	cm	2.80535	0.486304
EF	2013-08-01T04:01:30	POINT(713.04 -213.5604)	POLYGON((702.138 -232.4046,714.756 -230.8932,718.296 -204.0924,705.618 -205.6086,702.138 -232.4046))		POINT(49.6405 -9.29584)	POLYGON((48.838525 -10.40822,50.035675 -10.40822,50.035675 -8.73862,48.838525 -8.73862,48.838525 -10.40822))		10	50.8404	-36.4344	emx/hr	18.9	-10.2535	emx	-0.185119	degrees CCW from + pole west in local solar frame	2.35824	1.11711	0.526612	cm	2.86938	0.590025
EF	2013-08-01T04:13:30	POINT(621.264 86.9232)	POLYGON((611.736 76.8288,629.214 78.387,627.906 90.2148,610.464 88.6614,611.736 76.8288))		POINT(41.6148 9.60736)	POLYGON((40.757835 9.050464,42.187965 9.050464,42.187965 9.769296,40.757835 9.769296,40.757835 9.050464))		14	21.8371	-18.1426	emx/hr	11.3488	-3.51693	emx	0.226889	degrees CCW from + pole west in local solar frame	1.77172	0.489956	0.489956	cm	3.61609	0.723987
EF	2013-08-01T05:13:30	POINT(-430.2096 -317.1192)	POLYGON((-449.3142 -334.4922,-400.6344 -337.1208,-404.7504 -302.025,-453.9294 -299.3742,-449.3142 -334.4922))		POINT(-27.905 -14.4143)	POLYGON((-29.444465 -15.611175,-25.993335 -15.611175,-25.993335 -13.357425,-29.444465 -13.357425,-29.444465 -15.611175))		21	172.183	-29.975	emx/hr	6.02772	-21.3784	emx	-2.66479	degrees CCW from + pole west in local solar frame	1.7963	2.05751	0.718513	cm	1.29416	0.0509908
EF	2013-08-01T06:15:00	POINT(681.498 -6.9297)	POLYGON((672.234 -19.53606,689.778 -17.69442,689.004 -0.035412,671.484 -1.873446,672.234 -19.53606))		POINT(46.0458 3.6138)	POLYGON((45.20123 2.911395,46.73277 2.911395,46.73277 3.981065,45.20123 3.981065,45.20123 2.911395))		30	36.8812	-78.0984	emx/hr	21.3167	-7.31402	emx	0.0783222	degrees CCW from + pole west in local solar frame	1.27957	0.715035	0.945902	cm	1.54078	0.422616
EF	2013-08-01T08:03:00	POINT(-459.6132 22.11708)	POLYGON((-473.9064 6.63228,-446.9148 5.10726,-445.4526 33.33228,-472.356 34.85028,-473.9064 6.63228))		POINT(-29.1559 6.41143)	POLYGON((-30.09693 5.42873,-28.22067 5.42873,-28.22067 7.13451,-30.09693 7.13451,-30.09693 5.42873))		39	17.7951	-43.0726	emx/hr	25.3075	-28.691	emx	2.92514	degrees CCW from + pole west in local solar frame	2.02649	0.638119	0.713438	cm	2.99875	0.619531
EF	2013-08-01T10:39:00	POINT(-161.2218 307.2726)	POLYGON((-171.4248 298.6428,-156.384 298.3536,-155.3388 311.5632,-170.2794 311.85,-171.4248 298.6428))		POINT(-10.7615 24.5959)	POLYGON((-11.400135 24.034322,-10.388065 24.034322,-10.388065 24.876478,-11.400135 24.876478,-11.400135 24.034322))		52	19.6073	-17.9852	emx/hr	15.0581	-11.6578	emx	1.98323	degrees CCW from + pole west in local solar frame	1.12825	0.544497	0.628731	cm	1.92333	0.541714
EF	2013-08-01T13:03:00	POINT(-8.7627 -329.745)	POLYGON((-28.85886 -340.7604,9.90414 -340.8012,9.97566 -316.0146,-29.0673 -315.9732,-28.85886 -340.7604))		POINT(-0.546084 -14.4969)	POLYGON((-1.804725 -15.210415,0.619275 -15.210415,0.619275 -13.615585,-1.804725 -13.615585,-1.804725 -15.210415))		68	79.7455	-265.973	emx/hr	150.199	-203.342	emx	-1.60845	degrees CCW from + pole west in local solar frame	1.47012	1.00115	1.53918	cm	1.15742	0.225782
