event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2012-07-01T01:12:45	POINT(416.4378 85.8654)	POLYGON((403.9968 74.8284,429.0978 75.453,428.3232 88.3104,403.2666 87.6876,403.9968 74.8284))		POINT(26.3255 7.8035)	POLYGON((25.440035 7.153044,27.147565 7.153044,27.147565 7.933456,25.440035 7.933456,25.440035 7.153044))		448	13.919	-79.9165	emx/hr	9.68337	-3.92255	emx	0.288173	degrees CCW from + pole west in local solar frame	1.36987	0.547075	0.706271	cm	2.18593	0.487742
EF	2012-07-01T01:24:45	POINT(-267.1488 190.6158)	POLYGON((-285.1446 176.9628,-250.6434 176.4396,-249.5148 193.1568,-283.8612 193.6764,-285.1446 176.9628))		POINT(-16.9127 14.3815)	POLYGON((-18.02082 13.52372,-15.77838 13.52372,-15.77838 14.55408,-18.02082 14.55408,-18.02082 13.52372))		452	65.6715	-10.5526	emx/hr	19.1689	-30.2115	emx	2.4369	degrees CCW from + pole west in local solar frame	2.12155	1.15662	0.535409	cm	2.5077	0.446304
EF	2012-07-01T01:24:45	POINT(337.2696 481.4454)	POLYGON((326.781 477.1518,347.8566 477.6294,346.0668 484.0512,325.0998 483.576,326.781 477.1518))		POINT(25.175 33.1829)	POLYGON((24.25617 32.89946,25.93383 32.89946,25.93383 33.35094,24.25617 33.35094,24.25617 32.89946))		454	16.3728	-14.1944	emx/hr	22.6652	-9.41959	emx	0.921768	degrees CCW from + pole west in local solar frame	0.951218	0.5928	0.484019	cm	1.76672	0.496037
EF	2012-07-01T02:12:45	POINT(-80.064 292.05)	POLYGON((-96.4596 283.4418,-73.0908 283.3314,-72.3168 308.103,-95.4384 308.2116,-96.4596 283.4418))		POINT(-5.18448 20.8401)	POLYGON((-6.22736 20.28885,-4.71466 20.28885,-4.71466 21.86535,-6.22736 21.86535,-6.22736 20.28885))		462	31.6015	-51.0059	emx/hr	28.5907	-11.1242	emx	1.81462	degrees CCW from + pole west in local solar frame	1.35597	0.616936	1.06856	cm	1.60899	0.217153
EF	2012-07-01T02:48:45	POINT(382.692 110.7018)	POLYGON((367.9506 101.3004,393.0744 101.8626,391.6422 122.4558,366.6102 121.8966,367.9506 101.3004))		POINT(24.154 9.36635)	POLYGON((23.12937 8.814875,24.81263 8.814875,24.81263 10.068865,23.12937 10.068865,23.12937 8.814875))		466	21.0017	-24.5647	emx/hr	8.71766	-7.8822	emx	0.369924	degrees CCW from + pole west in local solar frame	2	0.543347	0.443641	cm	4.05273	0.628846
EF	2012-07-01T04:00:45	POINT(-228.1746 180.4212)	POLYGON((-244.1814 171.1662,-224.5404 170.9076,-222.5508 203.4288,-242.0178 203.6844,-244.1814 171.1662))		POINT(-14.3488 13.7987)	POLYGON((-15.341205 13.216765,-14.080195 13.216765,-14.080195 15.222235,-15.341205 15.222235,-15.341205 13.216765))		471	84.843	-26.9375	emx/hr	36.601	-28.6135	emx	2.37573	degrees CCW from + pole west in local solar frame	1.64143	1.26499	0.5314	cm	1.82748	0.2124
EF	2012-07-01T06:00:45	POINT(-191.5164 164.214)	POLYGON((-223.6248 114.3492,-138.3816 113.4978,-136.371 179.0004,-220.3764 179.8344,-223.6248 114.3492))		POINT(-11.9568 12.8384)	POLYGON((-13.847035 9.77005,-8.516165 9.77005,-8.516165 13.77755,-13.847035 13.77755,-13.847035 9.77005))		488	27.1417	-3438.56	emx/hr	31.9341	-17.8507	emx	2.32065	degrees CCW from + pole west in local solar frame	3.53007	1.05551	3.33783	cm	1.60701	0.163775
EF	2012-07-01T06:24:45	POINT(309.1986 12.606)	POLYGON((293.1558 1.423638,322.4268 1.93806,322.023 21.54798,292.7886 21.03516,293.1558 1.423638))		POINT(19.0725 3.53068)	POLYGON((18.035285 2.87159,19.909315 2.87159,19.909315 4.05705,18.035285 4.05705,18.035285 2.87159))		490	27.6908	-25.9765	emx/hr	32.6791	-39.3608	emx	0.183047	degrees CCW from + pole west in local solar frame	1.40225	0.685111	1.01618	cm	1.64845	0.348033
EF	2012-07-01T08:00:45	POINT(-282.9702 -520.284)	POLYGON((-289.5204 -528.3858,-272.8584 -528.7176,-276.9702 -508.6602,-293.8836 -508.3242,-289.5204 -528.3858))		POINT(-20.2981 -30.5646)	POLYGON((-20.92741 -31.16638,-19.67099 -31.16638,-19.67099 -29.71402,-20.92741 -29.71402,-20.92741 -31.16638))		503	31.0204	-58.0963	emx/hr	12.6173	-14.4561	emx	-2.15702	degrees CCW from + pole west in local solar frame	1.37671	0.574042	0.574042	cm	2.39827	0.52344
EF	2012-07-01T10:00:45	POINT(-359.5674 -274.344)	POLYGON((-366.5844 -290.8698,-352.0092 -291.1986,-354.471 -266.7672,-369.1476 -266.4366,-366.5844 -290.8698))		POINT(-23.0296 -14.1183)	POLYGON((-23.627674 -15.178325,-22.634126 -15.178325,-22.634126 -13.631875,-23.627674 -13.631875,-23.627674 -15.178325))		518	15.5103	-76.0253	emx/hr	10.9387	-15.1778	emx	-2.59163	degrees CCW from + pole west in local solar frame	1.20734	0.545741	1.09148	cm	1.47486	0.100019
EF	2012-07-01T10:48:45	POINT(-500.6508 -208.4088)	POLYGON((-505.4016 -216.9984,-490.9752 -217.479,-492.6084 -200.592,-507.0828 -200.1102,-505.4016 -216.9984))		POINT(-32.4741 -10.2226)	POLYGON((-32.886955 -10.76781,-31.834045 -10.76781,-31.834045 -9.72019,-32.886955 -9.72019,-32.886955 -10.76781))		527	26.1871	-8.96768	emx/hr	8.12717	-6.35754	emx	-2.83662	degrees CCW from + pole west in local solar frame	1.65033	0.80046	0.326786	cm	2.92808	0.401482
EF	2012-07-01T11:48:45	POINT(-633.714 400.851)	POLYGON((-650.328 395.1576,-635.766 394.3104,-629.274 411.381,-643.686 412.2186,-650.328 395.1576))		POINT(-48.7233 27.0238)	POLYGON((-50.2043 26.58842,-48.6827 26.58842,-48.6827 27.73198,-50.2043 27.73198,-50.2043 26.58842))		536	81.7266	-20.5077	emx/hr	40.3757	-4.33756	emx	2.6352	degrees CCW from + pole west in local solar frame	1.37297	1.10036	0.550182	cm	1.66365	0.311967
EF	2012-07-01T12:24:45	POINT(-310.6206 -322.209)	POLYGON((-398.4828 -381.453,-261.1866 -384.4176,-273.321 -251.6412,-416.9904 -248.5764,-398.4828 -381.453))		POINT(-20.0537 -17.1004)	POLYGON((-26.79685 -21.108225,-17.18255 -21.108225,-17.18255 -12.571375,-26.79685 -12.571375,-26.79685 -21.108225))		543	707.564	-127.823	emx/hr	81.0335	-128.037	emx	-2.43551	degrees CCW from + pole west in local solar frame	3.443	6.13127	0.993317	cm	0.966514	0.0655858
EF	2012-07-01T12:36:45	POINT(364.0662 49.4964)	POLYGON((357.3312 34.40394,366.2634 34.59456,365.337 59.17542,356.427 58.9857,357.3312 34.40394))		POINT(22.7049 5.72246)	POLYGON((22.22761 4.818495,22.81459 4.818495,22.81459 6.306405,22.22761 6.306405,22.22761 4.818495))		544	21.7918	-16.3786	emx/hr	10.2613	-4.4422	emx	0.246895	degrees CCW from + pole west in local solar frame	1.47783	0.439263	0.621212	cm	2.78711	0.567106
