event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2013-10-01T01:45:45	POINT(391.299 -111.693)	POLYGON((382.4862 -123.0756,395.6796 -122.3898,395.76 -108.6672,382.5642 -109.353,382.4862 -123.0756))		POINT(23.9884 -0.531575)	POLYGON((23.419414 -1.187968,24.278986 -1.187968,24.278986 -0.364106,23.419414 -0.364106,23.419414 -1.187968))		32	16.3893	-24.0248	emx/hr	8.69209	-27.7193	emx	-0.022156	degrees CCW from + pole west in local solar frame	0.892639	0.53122	0.6134	cm	1.55971	0.526772
EF	2013-10-01T05:09:45	POINT(454.1394 -448.707)	POLYGON((444.8706 -459.9558,453.8478 -459.327,457.3674 -443.4432,448.32 -444.0768,444.8706 -459.9558))		POINT(30.6323 -22.0821)	POLYGON((30.116858 -22.81228,30.790742 -22.81228,30.790742 -21.73712,30.116858 -21.73712,30.116858 -22.81228))		48	19.9807	-35.1219	emx/hr	10.5035	-3.10412	emx	-0.624601	degrees CCW from + pole west in local solar frame	0.967089	0.569049	0.869236	cm	1.34478	0.213088
EF	2013-10-01T05:21:45	POINT(-205.3242 -344.8536)	POLYGON((-260.6448 -393.5046,-170.004 -396.1086,-175.5942 -280.6158,-269.2146 -277.9392,-260.6448 -393.5046))		POINT(-12.7255 -14.456)	POLYGON((-16.51735 -17.714755,-10.68545 -17.714755,-10.68545 -10.358245,-16.51735 -10.358245,-16.51735 -17.714755))		50	40.681	-1072.57	emx/hr	131.74	-305.278	emx	-2.29262	degrees CCW from + pole west in local solar frame	3.98168	1.08744	4.4633	cm	1.43465	0.0668931
EF	2013-10-01T05:21:45	POINT(-179.6202 -296.4252)	POLYGON((-205.7742 -370.1352,-124.17 -371.8914,-127.443 -269.193,-211.1988 -267.3978,-205.7742 -370.1352))		POINT(-10.9706 -11.3517)	POLYGON((-12.855455 -16.0822,-7.715145 -16.0822,-7.715145 -9.5908,-12.855455 -9.5908,-12.855455 -16.0822))		51	260.914	-14.5065	emx/hr	206.285	-18.3499	emx	-2.33913	degrees CCW from + pole west in local solar frame	4.77707	4.06319	0.597463	cm	2.04996	0.349972
EF	2013-10-01T06:09:45	POINT(-206.2644 -266.7996)	POLYGON((-217.38 -290.6328,-197.0754 -291.1722,-198.3336 -258.2304,-218.7678 -257.688,-217.38 -290.6328))		POINT(-12.5483 -9.54688)	POLYGON((-13.301575 -11.0505,-12.039225 -11.0505,-12.039225 -9.0033,-13.301575 -9.0033,-13.301575 -11.0505))		54	18.1627	-14.5072	emx/hr	11.4209	-4.8473	emx	-2.49121	degrees CCW from + pole west in local solar frame	1.36341	0.667969	0.990758	cm	1.64392	0.277183
EF	2013-10-01T07:46:30	POINT(-368.8578 -582.4728)	POLYGON((-375.4458 -586.4862,-365.5386 -587.0886,-367.686 -579.8178,-377.6514 -579.2124,-375.4458 -586.4862))		POINT(-26.6867 -31.3446)	POLYGON((-27.310345 -31.683516,-26.531655 -31.683516,-26.531655 -31.136284,-27.310345 -31.136284,-27.310345 -31.683516))		63	6.99351	-32.7614	emx/hr	9.56123	-5.82809	emx	-2.2761	degrees CCW from + pole west in local solar frame	0.737204	0.335894	0.475026	cm	1.81819	0.454126
EF	2013-10-01T11:23:15	POINT(-619.428 -97.53)	POLYGON((-626.478 -105.7632,-617.064 -106.6998,-617.208 -90.0972,-626.628 -89.1606,-626.478 -105.7632))		POINT(-40.0884 -0.702992)	POLYGON((-40.648924 -1.240476,-39.911876 -1.240476,-39.911876 -0.243484,-40.648924 -0.243484,-40.648924 -1.240476))		80	33.0625	-35.1273	emx/hr	8.93759	-15.5829	emx	-3.12406	degrees CCW from + pole west in local solar frame	0.876268	0.821315	0.670601	cm	1.17469	0.130285
EF	2013-10-01T13:35:15	POINT(-793.59 -215.3994)	POLYGON((-807.918 -228.4242,-779.322 -233.661,-783.156 -206.565,-811.89 -201.3084,-807.918 -228.4242))		POINT(-56.8219 -9.34299)	POLYGON((-58.73627 -10.339485,-55.52333 -10.339485,-55.52333 -8.671275,-58.73627 -8.671275,-58.73627 -10.339485))		86	34.8638	-47.804	emx/hr	23.0639	-33.7911	emx	-2.97863	degrees CCW from + pole west in local solar frame	3.24007	0.692466	0.799591	cm	4.34309	0.768693
EF	2013-10-01T13:59:15	POINT(577.7298 356.5446)	POLYGON((567.4668 343.8876,584.97 345.6918,579.5982 362.07,562.2552 360.2832,567.4668 343.8876))		POINT(42.2928 26.7899)	POLYGON((41.05574 26.068315,42.61766 26.068315,42.61766 27.121885,41.05574 27.121885,41.05574 26.068315))		87	33.9287	-34.2069	emx/hr	11.88	-7.83515	emx	0.564644	degrees CCW from + pole west in local solar frame	1.16269	0.510628	0.955297	cm	1.58629	0.211838
EF	2013-10-01T15:23:15	POINT(-733.104 -265.9842)	POLYGON((-777.504 -332.529,-669.234 -349.068,-691.044 -220.302,-802.824 -203.3142,-777.504 -332.529))		POINT(-51.216 -11.9315)	POLYGON((-57.69425 -16.767135,-46.63695 -16.767135,-46.63695 -8.690065,-57.69425 -8.690065,-57.69425 -16.767135))		98	154.257	-520	emx/hr	160.69	-111.104	emx	-2.91271	degrees CCW from + pole west in local solar frame	10.091	1.83705	3.26905	cm	3.95253	0.538716
EF	2013-10-01T15:23:15	POINT(344.4654 -454.431)	POLYGON((332.9148 -460.806,349.7436 -459.975,351.7236 -448.2378,334.7994 -449.0724,332.9148 -460.806))		POINT(22.7189 -22.0396)	POLYGON((21.982155 -22.437072,23.157045 -22.437072,23.157045 -21.642328,21.982155 -21.642328,21.982155 -22.437072))		97	42.3776	-44.6884	emx/hr	7.85126	-16.2714	emx	-0.770222	degrees CCW from + pole west in local solar frame	1.30904	0.70875	0.633925	cm	1.9499	0.20081
EF	2013-10-01T15:35:15	POINT(-105.012 -347.9286)	POLYGON((-179.733 -393.3606,-67.4406 -395.1708,-69.6204 -280.557,-185.5416 -278.697,-179.733 -393.3606))		POINT(-6.46996 -14.5416)	POLYGON((-11.29402 -17.566435,-4.21392 -17.566435,-4.21392 -10.270765,-11.29402 -10.270765,-11.29402 -17.566435))		102	38.4041	-462.866	emx/hr	64.2303	-166.775	emx	-1.98942	degrees CCW from + pole west in local solar frame	5.51868	1.03459	5.10351	cm	1.79817	0.0904239
EF	2013-10-01T15:35:15	POINT(92.5428 323.097)	POLYGON((81.5082 302.841,104.337 303.1224,102.5526 335.121,80.1138 334.845,81.5082 302.841))		POINT(6.15255 26.2585)	POLYGON((5.35907 24.99183,6.86657 24.99183,6.86657 27.01157,5.35907 27.01157,5.35907 24.99183))		101	93.7301	-44.3775	emx/hr	47.4877	-53.7123	emx	1.34064	degrees CCW from + pole west in local solar frame	0.750639	1.3523	0.877487	cm	0.673284	0.116996
EF	2013-10-01T15:47:15	POINT(-739.734 -328.6812)	POLYGON((-766.968 -347.955,-707.55 -357.5772,-726.606 -267.2586,-787.614 -257.4144,-766.968 -347.955))		POINT(-53.2306 -16.0759)	POLYGON((-56.91299 -17.67733,-50.59061 -17.67733,-50.59061 -11.95287,-56.91299 -11.95287,-56.91299 -17.67733))		104	51.6492	-510.342	emx/hr	17.3559	-177.998	emx	-2.8483	degrees CCW from + pole west in local solar frame	3.19437	0.670628	3.23944	cm	1.63392	0.252501
EF	2013-10-01T16:35:15	POINT(-107.235 -350.1252)	POLYGON((-181.5246 -403.434,-73.0524 -405.2424,-75.7278 -278.5194,-188.1714 -276.654,-181.5246 -403.434))		POINT(-6.61185 -14.6857)	POLYGON((-11.451675 -18.231365,-4.582525 -18.231365,-4.582525 -10.149235,-11.451675 -10.149235,-11.451675 -18.231365))		108	14.5229	-1071.14	emx/hr	72.6902	-65.7658	emx	-1.99384	degrees CCW from + pole west in local solar frame	5.49475	0.896407	4.65787	cm	1.97856	0.120199
EF	2013-10-01T18:47:15	POINT(-671.508 -333.8208)	POLYGON((-681.312 -347.6724,-663.966 -349.8726,-670.206 -320.424,-687.72 -318.2058,-681.312 -347.6724))		POINT(-46.5353 -15.7853)	POLYGON((-47.74963 -16.78057,-46.16177 -16.78057,-46.16177 -14.89963,-47.74963 -14.89963,-47.74963 -16.78057))		116	62.7983	-68.78	emx/hr	14.2992	-35.6376	emx	-2.81456	degrees CCW from + pole west in local solar frame	1.49865	0.624676	0.806453	cm	2.09436	0.204021
EF	2013-10-01T19:59:15	POINT(687.426 -360.4164)	POLYGON((668.592 -390.102,690.48 -387.1566,713.112 -289.6356,690.51 -292.665,668.592 -390.102))		POINT(48.6387 -17.6836)	POLYGON((47.55147 -19.51641,49.65273 -19.51641,49.65273 -13.27059,47.55147 -13.27059,47.55147 -19.51641))		120	635.502	-48.4317	emx/hr	91.0364	-18.3226	emx	-0.348713	degrees CCW from + pole west in local solar frame	4.04342	3.80853	0.640715	cm	1.81758	0.24171
EF	2013-10-01T22:11:15	POINT(276.2406 365.0346)	POLYGON((272.7024 354.4086,279.3468 354.6696,276.7584 369.9348,270.1752 369.6762,272.7024 354.4086))		POINT(19.0795 28.612)	POLYGON((18.702948 27.942413,19.176452 27.942413,19.176452 28.924587,18.702948 28.924587,18.702948 27.942413))		128	11.9427	-14.5375	emx/hr	10.1136	-11.957	emx	0.982678	degrees CCW from + pole west in local solar frame	0.842709	0.455057	0.557328	cm	1.6648	0.325954
