event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2014-02-01T01:06:00	POINT(430.02 -58.45278)	POLYGON((425.0424 -65.3808,433.4946 -65.8194,434.1582 -56.37486,425.6934 -55.93524,425.0424 -65.3808))		POINT(26.4192 -8.8201)	POLYGON((26.122679 -9.240783,26.683321 -9.240783,26.683321 -8.685797,26.122679 -8.685797,26.122679 -9.240783))		3	36.2135	-5.4156	emx/hr	18.2598	-3.1601	emx	-0.322218	degrees CCW from + pole west in local solar frame	0.847512	0.751147	0.306655	cm	1.6024	0.178025
EF	2014-02-01T01:42:00	POINT(-404.9988 305.4654)	POLYGON((-450.678 287.8056,-396.4854 290.6508,-390.0102 352.302,-443.319 349.4958,-450.678 287.8056))		POINT(-25.1304 12.7715)	POLYGON((-28.09443 11.82857,-24.47177 11.82857,-24.47177 15.66063,-28.09443 15.66063,-28.09443 11.82857))		6	53.8544	-145.528	emx/hr	50.3748	-29.3558	emx	2.6714	degrees CCW from + pole west in local solar frame	3.31513	0.614112	3.24958	cm	1.71605	0.144119
EF	2014-02-01T01:42:00	POINT(-413.2824 296.0592)	POLYGON((-450.7068 264.7062,-407.6706 266.9862,-398.991 352.335,-441.1116 350.0952,-450.7068 264.7062))		POINT(-25.6222 12.2144)	POLYGON((-27.946575 10.40752,-25.078225 10.40752,-25.078225 15.69068,-27.946575 15.69068,-27.946575 10.40752))		5	19.3168	-145.528	emx/hr	20.1079	-29.3558	emx	2.69675	degrees CCW from + pole west in local solar frame	3.73609	1.0647	3.25272	cm	1.73071	0.172221
EF	2014-02-01T03:54:00	POINT(-307.8438 -182.9124)	POLYGON((-372.1932 -241.9854,-268.1454 -237.9666,-277.3884 -129.342,-385.0206 -133.5204,-372.1932 -241.9854))		POINT(-19.1585 -16.475)	POLYGON((-23.86622 -19.8495,-16.94418 -19.8495,-16.94418 -13.3641,-23.86622 -13.3641,-23.86622 -19.8495))		16	30.4364	-444.578	emx/hr	313.283	-113.973	emx	-2.43136	degrees CCW from + pole west in local solar frame	3.9311	1.60395	3.89363	cm	1.43012	0.0340136
EF	2014-02-01T04:30:00	POINT(351.069 -83.232)	POLYGON((324.1818 -114.552,357.8718 -115.8972,361.4346 -66.0894,327.4092 -64.728,324.1818 -114.552))		POINT(21.4081 -10.4962)	POLYGON((19.83524 -12.398655,21.99976 -12.398655,21.99976 -9.465745,19.83524 -9.465745,19.83524 -12.398655))		18	58.0353	-126.689	emx/hr	31.3249	-72.2969	emx	-0.455851	degrees CCW from + pole west in local solar frame	1.09259	0.738593	2.19517	cm	0.744838	0.126365
EF	2014-02-01T05:30:00	POINT(98.979 269.7054)	POLYGON((87.0732 261.5766,106.785 261.3654,106.5438 273.48,86.8764 273.6912,87.0732 261.5766))		POINT(5.89688 10.0083)	POLYGON((5.177555 9.50589,6.354105 9.50589,6.354105 10.24383,5.177555 10.24383,5.177555 9.50589))		26	29.6898	-15.0397	emx/hr	20.1904	-3.77478	emx	1.03835	degrees CCW from + pole west in local solar frame	1.22299	0.582846	0.50476	cm	2.24896	0.588351
EF	2014-02-01T05:42:00	POINT(-286.992 -120.648)	POLYGON((-425.3958 -179.3898,-236.7912 -171.9456,-244.7448 -10.45392,-439.68 -18.20556,-425.3958 -179.3898))		POINT(-17.5112 -12.8384)	POLYGON((-26.89975 -15.961765,-14.58125 -15.961765,-14.58125 -6.447635,-26.89975 -6.447635,-26.89975 -15.961765))		27	442.531	-8.89795	emx/hr	102.428	-83.2255	emx	-2.50896	degrees CCW from + pole west in local solar frame	6.39994	7.65658	0.946051	cm	1.4879	0.130016
EF	2014-02-01T06:30:00	POINT(-366.027 300.9366)	POLYGON((-397.9062 288.2148,-355.9722 290.1282,-353.7372 316.3788,-395.4078 314.475,-397.9062 288.2148))		POINT(-22.5309 12.3646)	POLYGON((-24.55089 11.67003,-21.81931 11.67003,-21.81931 13.28997,-24.55089 13.28997,-24.55089 11.67003))		32	9.56491	-332.208	emx/hr	9.32842	-9.6106	emx	2.63968	degrees CCW from + pole west in local solar frame	1.99885	0.607571	2.06037	cm	1.49842	0.0409218
EF	2014-02-01T06:42:00	POINT(-360.7344 -144.7932)	POLYGON((-370.4424 -153.705,-350.9484 -152.8662,-352.383 -137.2482,-371.9574 -138.0912,-370.4424 -153.705))		POINT(-22.3501 -14.1007)	POLYGON((-23.040665 -14.60213,-21.763335 -14.60213,-21.763335 -13.676271,-23.040665 -13.676271,-23.040665 -14.60213))		33	29.5126	-6.17222	emx/hr	4.10974	-6.31581	emx	-2.57876	degrees CCW from + pole west in local solar frame	1.3055	0.609287	0.430831	cm	2.51029	0.714045
EF	2014-02-01T09:06:00	POINT(-486.6876 269.9556)	POLYGON((-503.181 238.4436,-486.7692 239.487,-482.94 280.3938,-499.2222 279.3564,-503.181 238.4436))		POINT(-30.4549 10.8426)	POLYGON((-31.40393 8.97937,-30.26827 8.97937,-30.26827 11.47103,-31.40393 11.47103,-31.40393 8.97937))		52	60.786	-204.006	emx/hr	13.7681	-103.238	emx	2.79956	degrees CCW from + pole west in local solar frame	1.58214	0.313683	1.62995	cm	1.62803	0.111117
