event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2012-10-01T00:36:45	POINT(-436.6218 -246.636)	POLYGON((-461.8578 -251.7318,-429.7974 -253.746,-430.7538 -240.7002,-462.8856 -238.683,-461.8578 -251.7318))		POINT(-27.3368 -8.90879)	POLYGON((-29.10195 -9.324339,-26.90845 -9.324339,-26.90845 -8.51924,-29.10195 -8.51924,-29.10195 -9.324339))		1	43.7965	-61.9529	emx/hr	31.9415	-55.6305	emx	-2.82656	degrees CCW from + pole west in local solar frame	1.16145	0.541989	1.03783	cm	1.47036	0.246584
EF	2012-10-01T00:36:45	POINT(128.0676 -280.2174)	POLYGON((93.3954 -302.3292,174.1284 -300.96,175.9698 -245.9064,94.383 -247.287,93.3954 -302.3292))		POINT(7.76915 -10.2781)	POLYGON((5.683675 -11.62969,10.641045 -11.62969,10.641045 -8.20991,5.683675 -8.20991,5.683675 -11.62969))		2	276.721	-24.3475	emx/hr	301.149	-18.1333	emx	-0.923532	degrees CCW from + pole west in local solar frame	5.06361	3.65873	0.593525	cm	2.38161	0.267354
EF	2012-10-01T02:36:45	POINT(587.9826 28.69392)	POLYGON((565.1424 -3.522846,596.2476 -0.750342,593.4594 39.3336,562.4994 36.57858,565.1424 -3.522846))		POINT(38.0037 7.00288)	POLYGON((36.140435 5.21002,38.484165 5.21002,38.484165 7.60406,36.140435 7.60406,36.140435 5.21002))		10	64.0032	-78.4414	emx/hr	26.7866	-24.2451	emx	0.182224	degrees CCW from + pole west in local solar frame	2.14117	1.6582	0.469011	cm	2.01312	0.391296
EF	2012-10-01T02:48:45	POINT(-711.162 309.1614)	POLYGON((-723.234 296.1558,-712.092 294.405,-703.062 321.8298,-714.066 323.5566,-723.234 296.1558))		POINT(-53.4038 22.8538)	POLYGON((-54.22103 21.95844,-53.00817 21.95844,-53.00817 23.69296,-54.22103 23.69296,-54.22103 21.95844))		13	63.8325	-32.1447	emx/hr	-0.619608	-32.9865	emx	2.73723	degrees CCW from + pole west in local solar frame	2.76728	0.792799	0.886376	cm	3.296	0.601819
EF	2012-10-01T04:00:45	POINT(290.37 157.5618)	POLYGON((238.4442 133.716,330.2376 137.1324,320.1726 230.5842,231.1764 227.2848,238.4442 133.716))		POINT(18.2646 15.7887)	POLYGON((14.81702 14.46341,20.74638 14.46341,20.74638 20.13779,14.81702 20.13779,14.81702 14.46341))		19	243.92	-42.298	emx/hr	89.0942	-122.014	emx	0.712818	degrees CCW from + pole west in local solar frame	4.89133	3.87805	1.22635	cm	1.91652	0.538741
EF	2012-10-01T04:00:45	POINT(654.594 31.24008)	POLYGON((625.35 -5.792964,724.842 5.822298,719.088 70.9332,620.382 59.44146,625.35 -5.792964))		POINT(43.2583 6.75585)	POLYGON((40.71304 4.74113,49.14896 4.74113,49.14896 8.63989,40.71304 8.63989,40.71304 4.74113))		20	23.0486	-208.187	emx/hr	23.007	-84.5658	emx	0.154923	degrees CCW from + pole west in local solar frame	4.87268	0.597599	4.14029	cm	2.0569	0.10486
EF	2012-10-01T05:00:45	POINT(-111.7746 -491.4198)	POLYGON((-120.4944 -500.9064,-111.5706 -501.0486,-112.4022 -487.5456,-121.392 -487.4022,-120.4944 -500.9064))		POINT(-7.30732 -24.0648)	POLYGON((-7.923332 -24.7353,-7.333148 -24.7353,-7.333148 -23.7969,-7.923332 -23.7969,-7.923332 -24.7353))		27	38.3841	-39.5098	emx/hr	10.2803	-14.5512	emx	-1.8656	degrees CCW from + pole west in local solar frame	0.891899	0.688737	0.435595	cm	1.58654	0.54244
EF	2012-10-01T05:36:45	POINT(-619.548 -405.1692)	POLYGON((-629.562 -417.9084,-596.3532 -421.6062,-601.476 -401.8386,-634.962 -398.112,-629.562 -417.9084))		POINT(-43.3362 -20.1283)	POLYGON((-44.57109 -21.07819,-41.65751 -21.07819,-41.65751 -19.76881,-44.57109 -19.76881,-44.57109 -21.07819))		33	36.6768	-361.895	emx/hr	5.35616	-40.2225	emx	-2.70677	degrees CCW from + pole west in local solar frame	2.03798	0.355197	1.32902	cm	2.42008	0.39769
EF	2012-10-01T05:36:45	POINT(-132.6678 -480.0894)	POLYGON((-146.5866 -487.473,-123.5664 -487.8984,-124.446 -474.3042,-147.6306 -473.8758,-146.5866 -487.473))		POINT(-8.63205 -23.3064)	POLYGON((-9.58489 -23.834714,-8.06851 -23.834714,-8.06851 -22.898886,-9.58489 -22.898886,-9.58489 -23.834714))		34	30.7183	-39.5126	emx/hr	11.5935	-8.28242	emx	-1.9255	degrees CCW from + pole west in local solar frame	1.66467	0.532819	0.435045	cm	3.43988	0.591511
EF	2012-10-01T08:00:45	POINT(-499.938 -261.0168)	POLYGON((-513.5352 -270.4638,-490.2474 -272.1852,-492.0624 -253.2492,-515.436 -251.523,-513.5352 -270.4638))		POINT(-31.8483 -10.0786)	POLYGON((-32.9014 -10.73345,-31.2334 -10.73345,-31.2334 -9.55875,-32.9014 -9.55875,-32.9014 -10.73345))		43	16.0008	-38.8153	emx/hr	7.23608	-23.6549	emx	-2.83511	degrees CCW from + pole west in local solar frame	0.962047	0.555306	1.01385	cm	1.2262	0.184073
EF	2012-10-01T12:48:45	POINT(-118.8228 -309.5736)	POLYGON((-234.2124 -374.4288,-89.733 -377.481,-92.637 -245.526,-241.7922 -242.3928,-234.2124 -374.4288))		POINT(-7.2509 -12.1275)	POLYGON((-14.693685 -16.434755,-5.576115 -16.434755,-5.576115 -8.122245,-14.693685 -8.122245,-14.693685 -16.434755))		70	1357.42	-80.1154	emx/hr	266.506	-84.3676	emx	-2.10966	degrees CCW from + pole west in local solar frame	3.24657	5.5716	0.664985	cm	1.04114	0.0471093
EF	2012-10-01T13:00:45	POINT(-160.9716 -331.425)	POLYGON((-165.012 -335.6496,-158.1396 -335.7918,-158.319 -331.6242,-165.1986 -331.482,-165.012 -335.6496))		POINT(-9.90248 -13.556)	POLYGON((-10.165691 -13.82979,-9.738049 -13.82979,-9.738049 -13.56521,-10.165691 -13.56521,-10.165691 -13.82979))		71	7.36808	-33.3308	emx/hr	4.71925	-9.56527	emx	-2.20169	degrees CCW from + pole west in local solar frame	0.631034	0.299313	0.423292	cm	1.74655	0.391088
EF	2012-10-01T14:36:45	POINT(276.3546 -260.4948)	POLYGON((221.523 -308.7798,298.1988 -306.1818,302.4306 -232.4982,224.667 -235.125,221.523 -308.7798))		POINT(16.9089 -9.31493)	POLYGON((13.61539 -12.220905,18.47661 -12.220905,18.47661 -7.647075,13.61539 -7.647075,13.61539 -12.220905))		80	276.391	-60.3713	emx/hr	126.641	-181.948	emx	-0.503526	degrees CCW from + pole west in local solar frame	3.4586	3.56651	1.47668	cm	1.37159	0.206055
EF	2012-10-01T15:12:45	POINT(-101.6904 -327.663)	POLYGON((-197.7402 -384.1278,-66.4206 -386.3826,-68.4516 -273.1884,-203.7864 -270.8754,-197.7402 -384.1278))		POINT(-6.22868 -13.2585)	POLYGON((-12.40247 -17.001405,-4.13671 -17.001405,-4.13671 -9.821595,-12.40247 -9.821595,-12.40247 -17.001405))		82	491.273	-148.552	emx/hr	358.096	-234.076	emx	-2.00998	degrees CCW from + pole west in local solar frame	4.07881	6.52246	2.66278	cm	0.888122	0.283398
