event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2014-01-01T00:54:45	POINT(533.1954 237.0288)	POLYGON((517.4244 227.0112,546.3582 225.981,544.4382 242.5404,515.6064 243.5682,517.4244 227.0112))		POINT(33.7424 11.5076)	POLYGON((32.53453 10.868388,34.60627 10.868388,34.60627 11.866612,32.53453 11.866612,32.53453 10.868388))		692	60.1742	-46.3935	emx/hr	81.7597	-45.3412	emx	0.328673	degrees CCW from + pole west in local solar frame	1.55574	0.902627	0.84433	cm	1.78108	0.0565225
EF	2014-01-01T02:18:45	POINT(283.569 160.6908)	POLYGON((243.432 123.2988,306.8178 122.3094,304.9092 179.4144,241.917 180.4032,243.432 123.2988))		POINT(16.9287 6.55287)	POLYGON((14.4193 4.30718,18.2935 4.30718,18.2935 7.68668,14.4193 7.68668,14.4193 4.30718))		702	45.1865	-126.756	emx/hr	95.6945	-50.9182	emx	0.369325	degrees CCW from + pole west in local solar frame	4.53668	2.04547	2.04547	cm	2.21792	0.565353
EF	2014-01-01T02:18:45	POINT(489.4002 -409.8894)	POLYGON((483.7224 -419.3766,489.69 -419.5818,493.6668 -405.795,487.6506 -405.588,483.7224 -419.3766))		POINT(34.1977 -27.2453)	POLYGON((33.964466 -27.865152,34.442734 -27.865152,34.442734 -26.974648,33.964466 -26.974648,33.964466 -27.865152))		705	23.0576	-9.3122	emx/hr	15.9111	-1.4508	emx	-0.672726	degrees CCW from + pole west in local solar frame	0.843897	0.672079	0.475231	cm	1.47109	0.384277
EF	2014-01-01T02:30:45	POINT(664.158 -199.4106)	POLYGON((507.4962 -301.4388,684.162 -309.2802,715.368 -162.5304,530.6622 -154.2168,507.4962 -301.4388))		POINT(44.3313 -13.9161)	POLYGON((33.56555 -20.442255,48.23785 -20.442255,48.23785 -11.572945,33.56555 -11.572945,33.56555 -20.442255))		706	3429.26	-199.118	emx/hr	263.312	-157.284	emx	-0.304169	degrees CCW from + pole west in local solar frame	9.52737	7.97948	1.24736	cm	2.06514	0.202734
EF	2014-01-01T03:42:45	POINT(321.654 161.2524)	POLYGON((289.3434 120.5292,323.7774 119.9232,321.7182 179.0106,287.5032 179.6166,289.3434 120.5292))		POINT(19.2902 6.61915)	POLYGON((17.214495 4.178195,19.340905 4.178195,19.340905 7.674405,17.214495 7.674405,17.214495 4.178195))		717	730.304	-112.542	emx/hr	140.611	-115.586	emx	0.330546	degrees CCW from + pole west in local solar frame	2.75001	1.68175	2.05971	cm	1.47002	0.358632
EF	2014-01-01T07:18:45	POINT(679.566 -194.0202)	POLYGON((568.2078 -293.826,716.628 -301.3962,746.034 -167.1654,591.5424 -159.1848,568.2078 -293.826))		POINT(45.5612 -13.5658)	POLYGON((38.08615 -19.859535,51.12545 -19.859535,51.12545 -11.749865,38.08615 -11.749865,38.08615 -19.859535))		731	3107.72	-310.04	emx/hr	523.691	-390.574	emx	-0.289389	degrees CCW from + pole west in local solar frame	5.47003	9.27255	2.42122	cm	0.935547	0.172881
EF	2014-01-01T07:18:45	POINT(401.5368 -195.0288)	POLYGON((381.093 -210.5304,420.6222 -211.4934,425.5602 -166.0998,385.5666 -165.1218,381.093 -210.5304))		POINT(25.0054 -14.2353)	POLYGON((23.761305 -15.18846,26.408095 -15.18846,26.408095 -12.48234,23.761305 -12.48234,23.761305 -15.18846))		732	18.4153	-175.623	emx/hr	13.7614	-325.755	emx	-0.517532	degrees CCW from + pole west in local solar frame	1.57101	0.434433	2.35958	cm	1.12456	0.136598
EF	2014-01-01T07:54:45	POINT(730.116 -43.58262)	POLYGON((719.82 -48.23874,739.374 -49.40724,740.226 -34.8789,720.654 -33.70746,719.82 -48.23874))		POINT(48.4336 -4.57219)	POLYGON((47.554785 -4.87964,49.292215 -4.87964,49.292215 -4.02782,47.554785 -4.02782,47.554785 -4.87964))		733	50.5265	-20.3628	emx/hr	19.6	-10.9133	emx	-0.0941222	degrees CCW from + pole west in local solar frame	2.25355	1.06373	0.354577	cm	3.1778	0.223867
EF	2014-01-01T07:54:45	POINT(474.0684 82.6626)	POLYGON((463.0656 75.1578,480.9006 74.6334,480.7014 85.821,462.8736 86.346,463.0656 75.1578))		POINT(28.9554 2.17929)	POLYGON((28.212835 1.719884,29.404965 1.719884,29.404965 2.376496,28.212835 2.376496,28.212835 1.719884))		734	35.4228	-20.2103	emx/hr	32.9356	-6.5819	emx	0.0751222	degrees CCW from + pole west in local solar frame	1.19265	0.615887	0.533374	cm	2.0755	0.413358
EF	2014-01-01T08:06:45	POINT(-563.3868 -367.1196)	POLYGON((-611.982 -393.8586,-507.7164 -389.4324,-527.0844 -310.9602,-635.316 -315.5892,-611.982 -393.8586))		POINT(-39.1753 -24.3898)	POLYGON((-44.03359 -25.92774,-35.19881 -25.92774,-35.19881 -21.00506,-44.03359 -21.00506,-44.03359 -25.92774))		736	972.32	-12.4772	emx/hr	138.936	-12.1522	emx	-2.58473	degrees CCW from + pole west in local solar frame	4.03836	3.82002	0.485143	cm	1.87606	0.210861
EF	2014-01-01T08:18:45	POINT(-95.5764 548.0664)	POLYGON((-103.3176 539.9034,-88.8402 539.9958,-88.0608 551.9286,-102.411 551.8374,-103.3176 539.9034))		POINT(-6.53466 30.9934)	POLYGON((-7.024431 30.421696,-6.036129 30.421696,-6.036129 31.263704,-7.024431 31.263704,-7.024431 30.421696))		737	42.6351	-18.446	emx/hr	14.733	-13.0108	emx	1.77859	degrees CCW from + pole west in local solar frame	0.879992	0.624187	0.697862	cm	1.33125	0.170036
EF	2014-01-01T08:54:45	POINT(-819.012 150.9132)	POLYGON((-835.554 132.4002,-815.088 134.1786,-810.312 177.0378,-830.658 175.263,-835.554 132.4002))		POINT(-57.555 7.24769)	POLYGON((-59.231095 6.227795,-56.935705 6.227795,-56.935705 8.773165,-59.231095 8.773165,-59.231095 6.227795))		740	301.16	-74.7219	emx/hr	198.653	-22.4587	emx	3.01633	degrees CCW from + pole west in local solar frame	3.96751	1.76979	0.791474	cm	3.09808	0.552115
EF	2014-01-01T08:54:45	POINT(547.4004 -352.5516)	POLYGON((402.798 -449.4762,531.7332 -453.846,596.9316 -191.0106,452.2104 -185.9826,402.798 -449.4762))		POINT(37.5616 -23.526)	POLYGON((28.34935 -30.00425,38.83685 -30.00425,38.83685 -13.62535,28.34935 -13.62535,28.34935 -30.00425))		741	291.555	-880.885	emx/hr	126.994	-165.474	emx	-0.559556	degrees CCW from + pole west in local solar frame	14.7218	2.34207	9.75079	cm	2.4348	0.441292
EF	2014-01-01T09:06:45	POINT(131.9052 506.7132)	POLYGON((112.383 496.596,145.5114 496.32,144.3732 508.7478,111.504 509.0214,112.383 496.596))		POINT(8.78096 28.1318)	POLYGON((7.424705 27.431091,9.632015 27.431091,9.632015 28.278909,7.424705 28.278909,7.424705 27.431091))		744	20.9168	-38.5934	emx/hr	12.5705	-1.73752	emx	1.26824	degrees CCW from + pole west in local solar frame	1.24066	0.689767	0.872494	cm	1.58828	0.252053
EF	2014-01-01T09:06:45	POINT(-121.587 -5.943348)	POLYGON((-134.6982 -18.23238,-116.688 -18.10848,-116.835 2.036964,-134.8674 1.912716,-134.6982 -18.23238))		POINT(-7.13576 -3.37039)	POLYGON((-7.91644 -4.083175,-6.8524 -4.083175,-6.8524 -2.905885,-7.91644 -2.905885,-7.91644 -4.083175))		742	10.8283	-25.2546	emx/hr	19.5648	-23.2507	emx	-2.70033	degrees CCW from + pole west in local solar frame	1.34219	0.57824	0.500771	cm	2.48782	0.629508
EF	2014-01-01T09:30:45	POINT(-192.3528 123.075)	POLYGON((-203.5908 114.3162,-189.6648 114.4698,-189.4812 127.5198,-203.3934 127.3662,-203.5908 114.3162))		POINT(-11.3459 4.22294)	POLYGON((-12.010953 3.714468,-11.178247 3.714468,-11.178247 4.483112,-12.010953 4.483112,-12.010953 3.714468))		749	36.1279	-21.8877	emx/hr	12.2962	-11.9476	emx	2.78528	degrees CCW from + pole west in local solar frame	0.793796	0.504113	0.5821	cm	1.46158	0.404431
