event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2013-04-01T01:12:00	POINT(26.6748 -325.1346)	POLYGON((10.8942 -333.609,42.91962 -333.7212,43.34184 -315.723,11.00136 -315.6096,10.8942 -333.609))		POINT(1.76666 -26.2344)	POLYGON((0.72482 -26.772705,2.85668 -26.772705,2.85668 -25.636695,0.72482 -25.636695,0.72482 -26.772705))		16	60.6286	-68.1401	emx/hr	72.2968	-116.034	emx	-1.50356	degrees CCW from + pole west in local solar frame	1.66625	1.11404	0.756841	cm	1.78125	0.374521
EF	2013-04-01T02:36:00	POINT(-726.246 181.3914)	POLYGON((-737.838 170.4234,-712.458 173.811,-710.448 196.1886,-735.756 192.8076,-737.838 170.4234))		POINT(-49.3834 6.63065)	POLYGON((-50.387805 6.05374,-48.053995 6.05374,-48.053995 7.41538,-50.387805 7.41538,-50.387805 6.05374))		29	230.77	-14.395	emx/hr	32.1115	-5.63369	emx	3.00812	degrees CCW from + pole west in local solar frame	2.79917	1.36356	0.364426	cm	3.23982	0.631528
EF	2013-04-01T03:24:00	POINT(-305.916 -307.3488)	POLYGON((-343.3902 -352.1004,-248.304 -348.1638,-262.4796 -233.406,-362.9916 -237.588,-343.3902 -352.1004))		POINT(-20.4408 -24.726)	POLYGON((-23.656195 -27.43076,-16.863405 -27.43076,-16.863405 -20.26724,-23.656195 -20.26724,-23.656195 -27.43076))		34	285.849	-264.577	emx/hr	83.8482	-88.047	emx	-2.2616	degrees CCW from + pole west in local solar frame	5.56964	0.776997	4.14803	cm	2.26177	0.47268
EF	2013-04-01T04:37:30	POINT(27.92388 -257.0718)	POLYGON((15.50874 -269.2374,39.68736 -269.322,40.0395 -249.1962,15.64638 -249.111,15.50874 -269.2374))		POINT(1.78886 -21.9838)	POLYGON((0.998815 -22.73725,2.556725 -22.73725,2.556725 -21.49575,0.998815 -21.49575,0.998815 -22.73725))		41	10.3012	-21.4674	emx/hr	16.5839	-8.74568	emx	-1.4896	degrees CCW from + pole west in local solar frame	1.69431	0.526299	0.607718	cm	2.98815	0.718999
EF	2013-04-01T04:37:30	POINT(-59.1324 190.6698)	POLYGON((-66.3888 178.6746,-57.68508 178.7388,-57.59268 196.9458,-66.2826 196.8816,-66.3888 178.6746))		POINT(-3.52689 4.88003)	POLYGON((-3.956354 4.1573,-3.436986 4.1573,-3.436986 5.25996,-3.956354 5.25996,-3.956354 4.1573))		40	13.1887	-11.2024	emx/hr	17.1326	-6.77258	emx	2.19661	degrees CCW from + pole west in local solar frame	1.16184	0.507983	0.414766	cm	2.51821	0.713245
EF	2013-04-01T05:01:30	POINT(-731.916 232.4346)	POLYGON((-749.832 194.631,-726.114 197.964,-717.444 263.1888,-740.886 259.887,-749.832 194.631))		POINT(-50.4788 9.85513)	POLYGON((-51.781075 7.656745,-49.525125 7.656745,-49.525125 11.671255,-51.781075 11.671255,-51.781075 7.656745))		42	248.008	-130.851	emx/hr	14.9527	-69.8351	emx	2.94879	degrees CCW from + pole west in local solar frame	3.52634	2.12667	1.0471	cm	2.22217	0.295291
EF	2013-04-01T05:13:30	POINT(215.0646 -66.6174)	POLYGON((116.2686 -108.5856,236.9754 -111.2052,239.8758 -52.22238,117.6918 -49.56402,116.2686 -108.5856))		POINT(13.0971 -10.3227)	POLYGON((7.1032 -12.9435,14.5996 -12.9435,14.5996 -9.4255,7.1032 -9.4255,7.1032 -12.9435))		48	13.0323	-131.272	emx/hr	6.94546	-44.2352	emx	-0.667485	degrees CCW from + pole west in local solar frame	4.13355	0.422586	3.36746	cm	2.18126	0.337263
EF	2013-04-01T07:03:00	POINT(-258.1032 -142.626)	POLYGON((-281.8848 -153.7194,-242.4762 -152.4108,-243.7518 -133.56,-283.368 -134.8764,-281.8848 -153.7194))		POINT(-16.0655 -14.7805)	POLYGON((-17.645445 -15.39724,-15.113555 -15.39724,-15.113555 -14.26436,-17.645445 -14.26436,-17.645445 -15.39724))		65	48.9694	-9.66643	emx/hr	23.6268	-5.60677	emx	-2.39783	degrees CCW from + pole west in local solar frame	2.15774	0.95972	0.60698	cm	2.7545	0.62983
EF	2013-04-01T07:39:00	POINT(-638.892 220.2504)	POLYGON((-693.546 153.705,-548.2872 167.9478,-531.807 331.272,-672.714 317.3622,-693.546 153.705))		POINT(-42.0893 8.40213)	POLYGON((-46.25005 4.69039,-34.80095 4.69039,-34.80095 14.78429,-46.25005 14.78429,-46.25005 4.69039))		71	533.684	-3819.64	emx/hr	160.626	-38.7476	emx	2.94456	degrees CCW from + pole west in local solar frame	8.48633	1.93378	9.86036	cm	1.43908	0.117561
EF	2013-04-01T09:27:00	POINT(-657.966 238.9944)	POLYGON((-735.36 155.5716,-531.507 176.4972,-515.7774 333.117,-713.616 312.6762,-735.36 155.5716))		POINT(-43.8593 9.6984)	POLYGON((-50.05165 5.134265,-33.61535 5.134265,-33.61535 14.825995,-50.05165 14.825995,-50.05165 5.134265))		77	251.533	-3819.04	emx/hr	154.167	-121.537	emx	2.92397	degrees CCW from + pole west in local solar frame	15.4849	1.96552	10.0222	cm	2.58346	0.30067
