event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2012-04-01T02:18:45	POINT(689.052 300.8688)	POLYGON((680.46 286.1364,697.356 284.0322,693.102 307.0632,676.314 309.1566,680.46 286.1364))		POINT(47.4637 13.8495)	POLYGON((46.432535 12.836565,47.954665 12.836565,47.954665 14.282435,46.432535 14.282435,46.432535 12.836565))		180	39.9489	-34.7635	emx/hr	13.1482	-25.9422	emx	0.283908	degrees CCW from + pole west in local solar frame	1.14568	0.808841	0.808841	cm	1.41645	0.219347
EF	2012-04-01T03:18:45	POINT(-416.9232 -643.272)	POLYGON((-427.0362 -653.28,-394.6596 -650.34,-404.163 -634.638,-437.3178 -637.656,-427.0362 -653.28))		POINT(-39.4809 -47.0863)	POLYGON((-41.29377 -47.777975,-37.57563 -47.777975,-37.57563 -46.516025,-41.29377 -46.516025,-41.29377 -47.777975))		182	25.4658	-64.1875	emx/hr	19.4006	-13.8732	emx	-2.26856	degrees CCW from + pole west in local solar frame	1.10269	0.809263	1.27956	cm	1.0558	0.291962
EF	2012-04-01T03:42:45	POINT(-261.5952 86.973)	POLYGON((-273.0222 79.374,-254.712 79.9674,-254.7678 89.9466,-273.0822 89.3526,-273.0222 79.374))		POINT(-15.7381 -1.10145)	POLYGON((-16.447785 -1.532236,-15.316215 -1.532236,-15.316215 -0.936924,-16.447785 -0.936924,-16.447785 -1.532236))		184	17.1111	-8.59413	emx/hr	2.72705	-11.4695	emx	-3.07172	degrees CCW from + pole west in local solar frame	1.17677	0.516469	0.516469	cm	2.27848	0.43693
EF	2012-04-01T05:06:45	POINT(-520.2246 394.6242)	POLYGON((-576.831 330.903,-529.1328 334.9686,-506.9166 445.8102,-552.6156 441.897,-576.831 330.903))		POINT(-34.7882 18.8706)	POLYGON((-38.30298 15.0156,-34.64362 15.0156,-34.64362 22.2556,-38.30298 22.2556,-38.30298 15.0156))		194	382.017	-165.069	emx/hr	50.441	-174.935	emx	2.64457	degrees CCW from + pole west in local solar frame	5.63566	4.40695	2.65749	cm	1.5955	0.18549
EF	2012-04-01T05:06:45	POINT(-399.2598 -353.9076)	POLYGON((-419.6742 -398.3022,-358.4238 -394.6908,-371.2164 -336.7248,-434.6502 -340.4742,-419.6742 -398.3022))		POINT(-27.7899 -27.3392)	POLYGON((-30.211735 -30.08727,-25.447865 -30.08727,-25.447865 -26.35553,-30.211735 -26.35553,-30.211735 -30.08727))		193	187.513	-15.3103	emx/hr	9.97405	-15.8071	emx	-2.36437	degrees CCW from + pole west in local solar frame	3.03779	2.35846	0.467045	cm	2.15026	0.324145
EF	2012-04-01T07:30:45	POINT(488.514 -282.6978)	POLYGON((457.6494 -319.2234,484.3236 -321.1344,500.742 -247.974,473.1654 -245.9916,457.6494 -319.2234))		POINT(33.279 -22.5387)	POLYGON((31.57089 -24.92877,33.64971 -24.92877,33.64971 -20.36423,31.57089 -20.36423,31.57089 -24.92877))		208	96.7369	-128.497	emx/hr	27.2223	-136.797	emx	-0.595305	degrees CCW from + pole west in local solar frame	4.09005	2.9802	2.30845	cm	1.54673	0.276607
EF	2012-04-01T07:54:45	POINT(-249.7134 661.734)	POLYGON((-259.9662 654.654,-246.0192 655.218,-243.4854 664.74,-257.2884 664.182,-259.9662 654.654))		POINT(-19.01 37.2676)	POLYGON((-19.673165 36.716604,-18.577435 36.716604,-18.577435 37.497596,-19.673165 37.497596,-19.673165 36.716604))		209	54.1516	-23.6514	emx/hr	23.8047	-22.4134	emx	2.04249	degrees CCW from + pole west in local solar frame	1.00406	0.675319	0.675319	cm	1.48679	0.368673
EF	2012-04-01T08:18:45	POINT(649.23 324.1356)	POLYGON((637.662 316.0674,662.322 313.3062,658.944 330.444,634.416 333.1932,637.662 316.0674))		POINT(44.2665 15.0584)	POLYGON((43.126105 14.4544,45.244895 14.4544,45.244895 15.5406,43.126105 15.5406,43.126105 14.4544))		213	42.054	-35.5835	emx/hr	-0.405944	-17.7139	emx	0.327897	degrees CCW from + pole west in local solar frame	2.27005	0.498285	0.610272	cm	4.09551	0.820248
EF	2012-04-01T09:18:45	POINT(-668.892 321.3798)	POLYGON((-688.182 306.453,-656.688 310.2216,-652.23 333.1782,-683.508 329.4318,-688.182 306.453))		POINT(-45.9814 15.0292)	POLYGON((-47.490285 14.21551,-44.693715 14.21551,-44.693715 15.67029,-47.490285 15.67029,-47.490285 14.21551))		220	578.738	-27.6938	emx/hr	-2.71967	-16.455	emx	2.82569	degrees CCW from + pole west in local solar frame	3.11966	1.18634	0.715389	cm	3.28087	0.631174
EF	2012-04-01T10:18:45	POINT(-511.4922 154.1796)	POLYGON((-530.1072 145.0242,-502.4496 147.0312,-501.846 164.2134,-529.4706 162.207,-530.1072 145.0242))		POINT(-32.1217 3.70515)	POLYGON((-33.423555 3.234495,-31.469245 3.234495,-31.469245 4.271285,-33.423555 4.271285,-33.423555 3.234495))		228	80.0719	-64.4046	emx/hr	24.9507	-37.4289	emx	3.02675	degrees CCW from + pole west in local solar frame	0.633074	1.14781	0.77978	cm	0.656857	0.447019
EF	2012-04-01T10:54:45	POINT(244.8192 767.202)	POLYGON((235.2174 762.528,263.1138 761.208,258.1686 771.456,230.796 772.752,235.2174 762.528))		POINT(21.8363 46.8663)	POLYGON((20.730175 46.351275,23.326425 46.351275,23.326425 47.366725,20.730175 47.366725,20.730175 46.351275))		234	23.0926	-68.8742	emx/hr	6.14412	-12.3274	emx	1.13478	degrees CCW from + pole west in local solar frame	2.22853	0.367939	0.822737	cm	3.7433	0.516356
EF	2012-04-01T11:07:30	POINT(756.078 -232.0032)	POLYGON((692.166 -277.4298,759.84 -287.9082,782.904 -204.8538,713.184 -194.0184,692.166 -277.4298))		POINT(55.5197 -17.6981)	POLYGON((50.326095 -20.969985,57.707105 -20.969985,57.707105 -15.828615,50.326095 -15.828615,50.326095 -20.969985))		237	505.496	-71.9333	emx/hr	90.9098	-15.2613	emx	-0.308588	degrees CCW from + pole west in local solar frame	6.55559	4.62314	0.691745	cm	2.46688	0.226975
EF	2012-04-01T11:43:30	POINT(247.4928 -442.4148)	POLYGON((240.558 -463.4538,251.8248 -463.8636,257.8554 -434.0244,246.3186 -433.6038,240.558 -463.4538))		POINT(17.9355 -33.5228)	POLYGON((17.724731 -34.948745,18.584869 -34.948745,18.584869 -32.940655,17.724731 -32.940655,17.724731 -34.948745))		243	56.6077	-16.8649	emx/hr	14.3095	-19.4505	emx	-1.07952	degrees CCW from + pole west in local solar frame	1.49736	1.13839	0.657249	cm	1.66778	0.114713
EF	2012-04-01T11:55:30	POINT(-37.96968 387.2646)	POLYGON((-49.137 375.5346,-28.6584 375.6342,-28.4832 393.2514,-48.83658 393.153,-49.137 375.5346))		POINT(-2.36204 17.1829)	POLYGON((-3.045095 16.427335,-1.775445 16.427335,-1.775445 17.569665,-3.045095 17.569665,-3.045095 16.427335))		246	26.4067	-34.8969	emx/hr	21.6955	-16.6284	emx	1.7074	degrees CCW from + pole west in local solar frame	1.17066	0.598662	0.791956	cm	1.68366	0.414005
EF	2012-04-01T12:19:30	POINT(551.4474 -286.5846)	POLYGON((529.8816 -307.1538,575.3754 -311.2566,596.5386 -225.4902,549.3756 -221.2206,529.8816 -307.1538))		POINT(38.2585 -22.4573)	POLYGON((36.94957 -23.83315,40.75583 -23.83315,40.75583 -18.50365,36.94957 -18.50365,36.94957 -23.83315))		247	482.761	-54.1178	emx/hr	110.811	-181.982	emx	-0.530797	degrees CCW from + pole west in local solar frame	4.43787	5.32517	1.37495	cm	1.32471	0.0410186
EF	2012-04-01T19:44:15	POINT(-300.0132 223.7826)	POLYGON((-317.2626 212.1276,-275.5494 213.675,-274.9056 231.06,-316.521 229.515,-317.2626 212.1276))		POINT(-18.2794 7.26998)	POLYGON((-19.342665 6.598225,-16.717335 6.598225,-16.717335 7.660675,-19.342665 7.660675,-19.342665 6.598225))		2	18.9901	-38.4127	emx/hr	14.9033	-11.5076	emx	2.76306	degrees CCW from + pole west in local solar frame	2.17734	0.521952	0.904048	cm	3.05377	0.46681
EF	2012-04-01T22:44:15	POINT(744.078 212.4366)	POLYGON((731.952 195.9498,755.082 192.6642,748.098 245.604,725.178 248.8668,731.952 195.9498))		POINT(51.4402 8.75123)	POLYGON((50.08157 7.621275,52.30783 7.621275,52.30783 10.871905,50.08157 10.871905,50.08157 7.621275))		18	99.2731	-27.2824	emx/hr	28.3646	-10.1681	emx	0.168511	degrees CCW from + pole west in local solar frame	2.5177	1.5398	0.528148	cm	2.43497	0.573363
EF	2012-04-01T22:56:15	POINT(366.534 387.2502)	POLYGON((358.467 381.39,371.6778 380.7348,370.5564 389.0682,357.3858 389.7216,358.467 381.39))		POINT(23.5376 17.7749)	POLYGON((22.933838 17.365884,23.830962 17.365884,23.830962 17.907316,22.933838 17.907316,22.933838 17.365884))		19	18.1948	-13.583	emx/hr	7.29125	-11.148	emx	0.646801	degrees CCW from + pole west in local solar frame	0.653031	0.626395	0.626395	cm	1.04252	0.498224
