event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2012-08-01T02:41:15	POINT(59.69622 -419.538)	POLYGON((44.80602 -447.0984,64.2582 -446.9736,65.601 -400.9086,45.74202 -401.0358,44.80602 -447.0984))		POINT(3.84712 -20.4283)	POLYGON((2.923795 -22.2939,4.195105 -22.2939,4.195105 -19.1831,2.923795 -19.1831,2.923795 -22.2939))		977	119.769	-138.157	emx/hr	65.359	-14.4144	emx	-1.38465	degrees CCW from + pole west in local solar frame	1.80076	1.37415	1.37415	cm	1.31046	0.327378
EF	2012-08-01T02:41:15	POINT(144.0078 -42.93138)	POLYGON((131.7264 -58.49196,151.4064 -58.19064,151.1922 -32.44242,131.5404 -32.74296,131.7264 -58.49196))		POINT(8.73362 3.15137)	POLYGON((7.97757 2.222425,9.17915 2.222425,9.17915 3.777635,7.97757 3.777635,7.97757 2.222425))		978	37.9297	-32.3321	emx/hr	33.7472	-43.0199	emx	0.346292	degrees CCW from + pole west in local solar frame	1.53709	0.732422	0.668606	cm	2.19423	0.545614
EF	2012-08-01T04:41:15	POINT(53.67924 -399.4068)	POLYGON((-64.6098 -440.8284,138.1638 -439.9464,145.3794 -297.5292,-67.9836 -298.4514,-64.6098 -440.8284))		POINT(3.42933 -19.0713)	POLYGON((-4.20522 -21.867615,9.02218 -21.867615,9.02218 -12.517385,-4.20522 -12.517385,-4.20522 -21.867615))		991	635.785	-88.8726	emx/hr	393.481	-345.254	emx	-1.39288	degrees CCW from + pole west in local solar frame	3.72962	8.69559	1.46709	cm	0.733984	0.0554414
EF	2012-08-01T04:41:15	POINT(-428.4318 88.5816)	POLYGON((-441.9768 68.8842,-420.7044 67.7688,-418.3998 96.6486,-439.5558 97.7562,-441.9768 68.8842))		POINT(-27.3216 10.5295)	POLYGON((-28.146695 9.29695,-26.679705 9.29695,-26.679705 11.04825,-28.146695 11.04825,-28.146695 9.29695))		992	43.3173	-48.1911	emx/hr	54.1722	-58.5725	emx	2.77374	degrees CCW from + pole west in local solar frame	1.18015	1.05467	1.10157	cm	1.09464	0.236988
EF	2012-08-01T08:41:15	POINT(437.409 -271.527)	POLYGON((427.4256 -295.4508,445.8048 -294.4362,449.2458 -261.7206,430.7256 -262.7412,427.4256 -295.4508))		POINT(28.0494 -11.4944)	POLYGON((27.523115 -12.98415,28.816085 -12.98415,28.816085 -10.91505,27.523115 -10.91505,27.523115 -12.98415))		1013	20.1934	-78.4967	emx/hr	5.80506	-10.9894	emx	-0.388919	degrees CCW from + pole west in local solar frame	2.4217	0.319619	1.31782	cm	2.95791	0.464615
EF	2012-08-01T12:05:15	POINT(605.292 -449.7642)	POLYGON((594.4452 -463.014,604.752 -461.9664,611.82 -440.733,601.392 -441.7914,594.4452 -463.014))		POINT(44.4217 -24.2174)	POLYGON((43.804744 -25.08825,44.767856 -25.08825,44.767856 -23.62295,43.804744 -23.62295,43.804744 -25.08825))		1032	63.0901	-62.6067	emx/hr	12.0124	-33.6387	emx	-0.499129	degrees CCW from + pole west in local solar frame	1.28594	0.824499	0.737454	cm	1.64658	0.577381
EF	2012-08-01T15:29:15	POINT(618.978 191.8224)	POLYGON((612.366 173.6622,633.708 175.6656,628.512 202.6596,607.344 200.6748,612.366 173.6622))		POINT(42.7391 15.9942)	POLYGON((41.90786 14.92943,43.73134 14.92943,43.73134 16.59757,41.90786 16.59757,41.90786 14.92943))		1051	50.0892	-16.0135	emx/hr	11.3064	-11.0834	emx	0.358094	degrees CCW from + pole west in local solar frame	1.69039	1.17369	0.612941	cm	1.89226	0.262943
EF	2012-08-01T16:05:15	POINT(-230.6922 65.7378)	POLYGON((-238.2888 55.13688,-229.152 54.8979,-228.5058 70.908,-237.6168 71.1462,-238.2888 55.13688))		POINT(-14.262 9.64013)	POLYGON((-14.714079 8.987753,-14.137722 8.987753,-14.137722 9.955967,-14.714079 9.955967,-14.714079 8.987753))		1056	13.9464	-16.3431	emx/hr	13.562	-8.80442	emx	2.5472	degrees CCW from + pole west in local solar frame	1.02201	0.429608	0.607557	cm	1.97079	0.314378
EF	2012-08-01T16:17:15	POINT(-747.318 250.2984)	POLYGON((-754.044 236.907,-750.024 236.2944,-743.268 260.868,-747.252 261.4746,-754.044 236.907))		POINT(-56.2866 18.6201)	POLYGON((-56.631514 17.750725,-56.168086 17.750725,-56.168086 19.295875,-56.631514 19.295875,-56.631514 17.750725))		1059	162.846	-138.48	emx/hr	99.8738	37.9233	emx	2.82212	degrees CCW from + pole west in local solar frame	1.82175	1.16144	0.821265	cm	1.83763	0.424598
EF	2012-08-01T17:05:15	POINT(628.74 186.6828)	POLYGON((613.116 170.259,639.222 172.7322,635.85 190.7052,609.876 188.2482,613.116 170.259))		POINT(43.483 15.6295)	POLYGON((41.921 14.722625,44.1578 14.722625,44.1578 15.831575,41.921 15.831575,41.921 14.722625))		1062	50.0886	-21.0608	emx/hr	15.7694	-14.9623	emx	0.345059	degrees CCW from + pole west in local solar frame	2.02491	1.17984	0.503085	cm	2.40642	0.732634
