event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2012-09-01T00:03:00	POINT(-437.9316 -427.6494)	POLYGON((-455.289 -440.2794,-424.086 -442.5456,-427.9278 -422.3814,-459.4134 -420.096,-455.289 -440.2794))		POINT(-29.3135 -20.3949)	POLYGON((-30.81617 -21.35028,-28.49843 -21.35028,-28.49843 -19.98772,-30.81617 -19.98772,-30.81617 -21.35028))		949	56.4477	-49.1773	emx/hr	26.7353	-62.9412	emx	-2.53372	degrees CCW from + pole west in local solar frame	1.50268	0.865189	0.865189	cm	1.73683	0.273318
EF	2012-09-01T00:39:00	POINT(-22.74828 -25.12716)	POLYGON((-56.40618 -62.4714,8.25012 -62.6766,8.20206 -1.97115,-56.07756 -1.767636,-56.40618 -62.4714))		POINT(-1.37118 5.68731)	POLYGON((-3.39101 3.434545,0.49569 3.434545,0.49569 7.078015,-3.39101 7.078015,-3.39101 3.434545))		953	72.9853	-639.316	emx/hr	54.4301	-689.38	emx	1.80738	degrees CCW from + pole west in local solar frame	2.34668	1.32422	3.74546	cm	0.925771	0.190369
EF	2012-09-01T01:15:00	POINT(796.986 73.4916)	POLYGON((787.566 59.82162,802.836 62.8134,799.68 88.1358,784.47 85.1586,787.566 59.82162))		POINT(57.6581 8.31088)	POLYGON((56.44874 7.60934,58.17346 7.60934,58.17346 9.14486,56.44874 9.14486,56.44874 7.60934))		958	65.1434	-66.2315	emx/hr	22.1528	-36.7838	emx	0.143155	degrees CCW from + pole west in local solar frame	1.47822	1.15159	0.7052	cm	1.59223	0.405672
EF	2012-09-01T02:27:00	POINT(633.54 -408.2232)	POLYGON((584.049 -456.6324,669.912 -445.3086,689.028 -383.9976,600.726 -395.6172,584.049 -456.6324))		POINT(45.1209 -20.3601)	POLYGON((41.833465 -23.34057,49.938135 -23.34057,49.938135 -19.22043,41.833465 -19.22043,41.833465 -23.34057))		966	7191.09	-46.0978	emx/hr	467.717	-130.998	emx	-0.42388	degrees CCW from + pole west in local solar frame	1.15842	5.72971	1.20671	cm	0.334011	0.141805
EF	2012-09-01T03:03:00	POINT(-448.1088 -430.3386)	POLYGON((-452.8344 -439.6344,-441.057 -440.508,-444.7584 -421.8006,-456.6342 -420.9204,-452.8344 -439.6344))		POINT(-30.1145 -20.627)	POLYGON((-30.616896 -21.290375,-29.737904 -21.290375,-29.737904 -20.027025,-30.616896 -20.027025,-30.616896 -21.290375))		967	5.68516	-49.1763	emx/hr	8.88678	-5.60443	emx	-2.54104	degrees CCW from + pole west in local solar frame	1.58797	0.328578	0.80485	cm	2.80206	0.532303
EF	2012-09-01T04:51:00	POINT(-590.9052 173.448)	POLYGON((-595.707 158.6046,-595.1748 158.5482,-590.6454 183.6492,-591.1734 183.705,-595.707 158.6046))		POINT(-40.1062 16.0244)	POLYGON((-40.28113 15.10251,-40.23767 15.10251,-40.23767 16.63969,-40.28113 16.63969,-40.28113 15.10251))		976	23.2466	-37.3613	emx/hr	3.24657	-19.4834	emx	2.76148	degrees CCW from + pole west in local solar frame	1.56278	0.59744	0.59744	cm	2.61579	0.626197
EF	2012-09-01T05:27:00	POINT(-37.77918 40.18332)	POLYGON((-42.309 26.00634,-37.93038 25.983,-37.80108 45.76716,-42.16482 45.79038,-42.309 26.00634))		POINT(-2.29849 9.60429)	POLYGON((-2.568074 8.75213,-2.302146 8.75213,-2.302146 9.93949,-2.568074 9.93949,-2.568074 8.75213))		981	8.88936	-19.9144	emx/hr	15.9223	-15.0059	emx	1.8057	degrees CCW from + pole west in local solar frame	0.856635	0.515379	0.665352	cm	1.45102	0.353362
EF	2012-09-01T05:27:00	POINT(-80.1924 199.053)	POLYGON((-102.5124 174.3942,-75.8868 174.0678,-74.2476 231.6192,-100.2978 231.9378,-102.5124 174.3942))		POINT(-5.09977 19.1989)	POLYGON((-6.46668 17.673805,-4.78244 17.673805,-4.78244 21.207795,-6.46668 21.207795,-6.46668 17.673805))		987	172.546	-19.1348	emx/hr	30.0375	-18.251	emx	1.83043	degrees CCW from + pole west in local solar frame	2.91171	1.7757	0.43067	cm	2.63936	0.249564
EF	2012-09-01T05:51:00	POINT(-31.5204 -53.80002)	POLYGON((-65.4042 -73.1256,7.31898 -73.404,7.28508 -16.88508,-65.1012 -16.60848,-65.4042 -73.1256))		POINT(-1.8952 3.9676)	POLYGON((-3.930155 2.792995,0.439455 2.792995,0.439455 6.186805,-3.930155 6.186805,-3.930155 2.792995))		993	104.722	-358.585	emx/hr	142.117	-232.42	emx	2.01642	degrees CCW from + pole west in local solar frame	1.68915	1.02459	3.58606	cm	0.732718	0.150962
EF	2012-09-01T06:27:00	POINT(308.6268 347.2308)	POLYGON((296.112 341.346,322.0098 342.6054,320.8272 348.7584,295.0242 347.5038,296.112 341.346))		POINT(21.4846 28.0527)	POLYGON((20.5052 27.714684,22.3924 27.714684,22.3924 28.111516,20.5052 28.111516,20.5052 27.714684))		998	14.8442	-17.0919	emx/hr	16.1016	-3.4901	emx	0.917217	degrees CCW from + pole west in local solar frame	1.26464	0.56492	0.652314	cm	2.07789	0.328889
EF	2012-09-01T06:51:00	POINT(-699.3 -417.4164)	POLYGON((-708.09 -427.1016,-686.28 -430.7172,-691.974 -413.3178,-713.964 -409.6746,-708.09 -427.1016))		POINT(-52.126 -21.6708)	POLYGON((-53.503955 -22.47028,-51.172045 -22.47028,-51.172045 -21.29612,-53.503955 -21.29612,-53.503955 -22.47028))		1001	19.6849	-44.2445	emx/hr	23.3622	-8.87682	emx	-2.74759	degrees CCW from + pole west in local solar frame	2.4482	0.679159	0.554531	cm	3.9689	0.6791
