event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ef_pospeakfluxonsetrate	ef_negpeakfluxonsetrate	ef_onsetrateunit	ef_sumpossignedflux	ef_sumnegsignedflux	ef_fluxunit	ef_axisorientation	ef_axisorientationunit	ef_axislength	ef_posequivradius	ef_negequivradius	ef_lengthunit	ef_aspectratio	ef_proximityratio
EF	2012-11-01T00:10:30	POINT(-568.5408 -396.7398)	POLYGON((-583.4952 -419.3922,-530.1534 -422.6928,-542.097 -370.7328,-596.6376 -367.3692,-583.4952 -419.3922))		POINT(-38.8147 -20.7747)	POLYGON((-40.569375 -22.342435,-36.213225 -22.342435,-36.213225 -18.972765,-40.569375 -18.972765,-40.569375 -22.342435))		277	225.358	-619.954	emx/hr	42.1277	-180.176	emx	-2.65016	degrees CCW from + pole west in local solar frame	2.26298	1.13018	1.83506	cm	1.52633	0.390176
EF	2012-11-01T00:10:30	POINT(-360.2022 -745.536)	POLYGON((-372.7452 -758.16,-338.5548 -759.942,-352.212 -737.382,-387.78 -735.528,-372.7452 -758.16))		POINT(-32.7923 -46.6749)	POLYGON((-35.06371 -47.97364,-31.44869 -47.97364,-31.44869 -45.86136,-35.06371 -45.86136,-35.06371 -47.97364))		278	31.859	-88.5791	emx/hr	16.5906	-5.39157	emx	-2.18324	degrees CCW from + pole west in local solar frame	1.93201	0.664155	0.664155	cm	2.90897	0.597328
EF	2012-11-01T01:10:30	POINT(412.9326 -279.3948)	POLYGON((396.675 -282.6036,420.5232 -281.7216,420.8484 -278.6016,396.9816 -279.4842,396.675 -282.6036))		POINT(25.8618 -12.8205)	POLYGON((24.78951 -12.982457,26.39249 -12.982457,26.39249 -12.789944,24.78951 -12.789944,24.78951 -12.982457))		284	1.1064	-35.686	emx/hr	3.12089	-12.7011	emx	-0.460228	degrees CCW from + pole west in local solar frame	1.30132	0.310231	0.693698	cm	2.59246	0.774151
EF	2012-11-01T01:34:30	POINT(85.4808 89.5812)	POLYGON((64.7904 63.897,97.7592 64.1082,97.1394 101.8962,64.38 101.6868,64.7904 63.897))		POINT(5.12022 9.62013)	POLYGON((3.86267 8.10783,5.83391 8.10783,5.83391 10.34497,3.86267 10.34497,3.86267 8.10783))		285	86.6534	-10.8949	emx/hr	103.53	-2.40688	emx	1.08169	degrees CCW from + pole west in local solar frame	1.81677	1.3747	0.507642	cm	1.93032	0.555766
EF	2012-11-01T01:46:30	POINT(-346.0278 245.5602)	POLYGON((-365.07 231.5076,-337.89 230.673,-335.4534 251.0478,-362.4372 251.8758,-365.07 231.5076))		POINT(-22.0961 18.6816)	POLYGON((-23.25638 17.792895,-21.43402 17.792895,-21.43402 19.034705,-23.25638 19.034705,-23.25638 17.792895))		287	34.4678	-29.6546	emx/hr	4.73042	-32.78	emx	2.43973	degrees CCW from + pole west in local solar frame	1.94153	0.693529	0.693529	cm	2.79949	0.566109
EF	2012-11-01T01:46:30	POINT(566.634 -293.6532)	POLYGON((553.92 -304.6086,575.2512 -303.3642,577.6386 -288.4914,556.2192 -289.74,553.92 -304.6086))		POINT(37.0298 -14.1621)	POLYGON((36.185955 -14.803506,37.820645 -14.803506,37.820645 -13.879894,36.185955 -13.879894,36.185955 -14.803506))		286	38.8614	-40.4007	emx/hr	32.1874	-2.95057	emx	-0.365288	degrees CCW from + pole west in local solar frame	1.51793	0.809592	0.809592	cm	1.87494	0.241717
EF	2012-11-01T02:10:30	POINT(639.81 -115.5738)	POLYGON((631.026 -124.776,651.144 -123.414,651.69 -111.21,631.554 -112.572,631.026 -124.776))		POINT(41.3501 -3.58552)	POLYGON((40.68999 -4.100528,42.28421 -4.100528,42.28421 -3.373511,40.68999 -3.373511,40.68999 -4.100528))		288	13.8883	-39.3881	emx/hr	4.47136	-7.9471	emx	-0.0864949	degrees CCW from + pole west in local solar frame	1.85338	0.335988	0.822999	cm	3.19827	0.430979
EF	2012-11-01T05:58:30	POINT(591.3642 -254.5104)	POLYGON((536.6994 -283.3644,609.402 -279.0804,617.532 -218.8794,543.8646 -223.2042,536.6994 -283.3644))		POINT(38.5085 -11.833)	POLYGON((34.64765 -13.42899,40.21935 -13.42899,40.21935 -9.74461,34.64765 -9.74461,34.64765 -13.42899))		300	3533.12	-81.0762	emx/hr	209.918	-14.6412	emx	-0.298126	degrees CCW from + pole west in local solar frame	2.85548	4.0966	0.664556	cm	1.19949	0.281426
EF	2012-11-01T06:34:30	POINT(-280.674 399.8514)	POLYGON((-293.4126 393.6102,-275.5872 393.1488,-274.1604 401.6634,-291.894 402.1218,-293.4126 393.6102))		POINT(-19.1877 28.4129)	POLYGON((-20.01241 27.989242,-18.74899 27.989242,-18.74899 28.540558,-20.01241 28.540558,-20.01241 27.989242))		302	42.0699	-12.236	emx/hr	2.04058	-12.4632	emx	2.16476	degrees CCW from + pole west in local solar frame	1.18234	0.781101	0.450969	cm	1.91927	0.499945
EF	2012-11-01T07:22:30	POINT(-217.6788 630.372)	POLYGON((-224.0136 614.826,-215.4756 614.628,-208.0632 640.866,-216.3078 641.064,-224.0136 614.826))		POINT(-18.3753 44.6317)	POLYGON((-18.534434 43.428155,-17.803566 43.428155,-17.803566 45.466445,-18.534434 45.466445,-18.534434 43.428155))		307	24.5423	-25.6578	emx/hr	7.29291	-5.05255	emx	1.96136	degrees CCW from + pole west in local solar frame	2.42189	0.867101	0.353992	cm	3.96675	0.646604
