event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2013-03-01T02:16:19	POINT(-125.027 125.918)	POLYGON((-300.9 -0.9,-3.3 -0.9,-3.3 252.9,-300.9 252.9,-300.9 -0.9))	POLYGON((-300.9 122.1,-299.7 122.7,-270.3 143.1,-236.1 114.9,-156.3 121.5,-143.7 162.3,-66.9 195.3,-51.3 252.9,-28.5 207.9,-48.9 184.5,-60.3 112.5,-3.9 -0.3,-16.5 0.3,-66.9 93.9,-108.3 96.9,-148.5 75.3,-197.1 99.3,-267.3 88.5,-300.9 122.1))	POINT(-7.3826651 0.27669635)	POLYGON((-18.153177 -6.916235,-0.19588 -7.271936,-0.196173 7.847249,-18.21334 8.22096,-18.153177 -6.916235))	POLYGON((-18.017603 0.347239,-17.943337 0.37997,-16.137223 1.526253,-14.044317 -0.219883,-9.243901 0.048611,-8.501038 2.463416,-3.954157 4.377613,-3.051129 7.857781,-1.685236 5.12182,-2.886797 3.720832,-3.553056 -0.56594,-0.231476 -7.236591,-0.97929 -7.200278,-3.943976 -1.664232,-6.392357 -1.458769,-8.788392 -2.695881,-11.690205 -1.211173,-15.954281 -1.721419,-18.017603 0.347239))	SPoCA_v1.0_CH_0000008616
CH	2013-03-01T02:16:19	POINT(579.209 -763.04)	POLYGON((543.3 -785.7,618.9 -785.7,618.9 -742.5,543.3 -742.5,543.3 -785.7))	POLYGON((543.3 -785.1,543.9 -784.5,556.5 -764.1,615.9 -745.5,543.3 -785.1))	POINT(85.054086 -53.141526)	POLYGON((83.242606 -55.637196,81.357127 -51.252604,87.377373 -50.24683,68.736468 -53.055552,83.242606 -55.637196))	POLYGON((82.933578 -55.612124,82.842229 -55.561157,78.047294 -54.076348,86.722971 -50.448109,82.933578 -55.612124))	SPoCA_v1.0_CH_0000008521
CH	2013-03-01T02:16:19	POINT(-735.639 -573.576)	POLYGON((-815.1 -677.7,-666.9 -677.7,-666.9 -453.9,-815.1 -453.9,-815.1 -677.7))	POLYGON((-815.1 -489.3,-814.5 -488.7,-765.3 -531.3,-767.7 -479.7,-753.3 -453.9,-741.9 -463.5,-728.7 -555.9,-675.9 -579.9,-666.9 -611.1,-688.5 -677.7,-792.9 -552.3,-815.1 -489.3))	POINT(-75.448729 -38.398244)	POLYGON((-84.378995 -39.407796,-81.275362 -45.893201,-54.30021 -32.253757,-75.850057 -29.909485,-84.378995 -39.407796))	POLYGON((-81.169146 -31.689591,-80.873035 -31.684014,-75.326099 -35.338358,-69.576714 -32.393202,-65.083491 -31.140115,-64.198118 -31.885251,-71.397432 -37.567173,-65.408801 -39.99978,-67.871693 -42.092442,-88.976215 -44.705048,-89.972159 -35.075849,-81.169146 -31.689591))	SPoCA_v1.0_CH_0000008626
CH	2013-03-01T02:16:19	POINT(-433.617 -357.261)	POLYGON((-603.9 -518.1,-323.1 -518.1,-323.1 -191.7,-603.9 -191.7,-603.9 -518.1))	POLYGON((-603.9 -304.5,-603.3 -303.9,-568.5 -283.5,-575.7 -236.7,-547.5 -205.5,-499.5 -191.7,-410.7 -211.5,-381.9 -239.7,-378.3 -278.7,-329.7 -326.7,-349.5 -397.5,-323.1 -456.3,-338.1 -500.1,-438.3 -517.5,-465.9 -485.1,-515.1 -354.3,-594.9 -322.5,-603.9 -304.5))	POINT(-30.291595 -27.846289)	POLYGON((-51.102394 -36.963936,-25.243272 -38.795096,-20.459007 -18.144936,-40.496531 -16.915209,-51.102394 -36.963936))	POLYGON((-42.717311 -23.646226,-42.651661 -23.614179,-39.315423 -22.610767,-39.000464 -19.760973,-36.325591 -18.064727,-32.588931 -17.488787,-26.535461 -19.046031,-24.845541 -20.845417,-25.042262 -23.223824,-22.22738 -26.339531,-24.717588 -30.728717,-23.822989 -34.639035,-26.004533 -37.507886,-35.020138 -38.192415,-36.270101 -35.867576,-36.588819 -27.247209,-42.403179 -24.797857,-42.717311 -23.646226))	SPoCA_v1.0_CH_0000008597
CH	2013-03-01T02:16:19	POINT(-562.725 679.408)	POLYGON((-726.9 545.7,-397.5 545.7,-397.5 881.1,-726.9 881.1,-726.9 545.7))	POLYGON((-726.9 636.3,-726.3 636.9,-570.9 780.9,-399.3 881.1,-486.9 807.3,-512.1 719.7,-474.9 698.7,-466.5 669.9,-419.1 669.3,-413.7 641.1,-456.3 635.1,-487.5 610.5,-519.9 621.9,-543.9 558.9,-575.7 545.7,-623.7 623.7,-699.3 645.3,-726.9 636.3))	POINT(-49.156576 39.957032)	POLYGON((-60.879525 30.939611,-27.547683 27.819898,-66.159526 63.348548,-80.929857 49.877106,-60.879525 30.939611))	POLYGON((-78.101473 39.938783,-78.02811 39.977008,-75.235452 52.451992,-67.849169 63.57557,-56.18584 52.813578,-46.316034 43.135892,-40.187658 40.702627,-37.598927 38.053823,-33.01703 37.629606,-31.430976 35.240751,-35.019361 35.044482,-36.90629 33.294737,-40.5076 34.484675,-40.159873 29.734994,-42.675345 29.009626,-52.430388 35.818541,-69.260803 39.523527,-78.101473 39.938783))	SPoCA_v1.0_CH_0000008598
CH	2013-03-01T02:16:19	POINT(438.422 -859.766)	POLYGON((405.3 -877.5,463.5 -877.5,463.5 -844.5,405.3 -844.5,405.3 -877.5))	POLYGON((405.3 -877.5,405.9 -876.9,456.9 -846.3,463.5 -847.5,405.3 -877.5))	POINT(87.039186 -63.05813)	POLYGON((83.695824 -65.109664,77.159886 -61.378201,89.728418 -61.423895,70.6133 -63.698992,83.695824 -65.109664))	POLYGON((83.695824 -65.109664,84.331057 -65.101809,88.546515 -61.859912,86.040462 -61.345027,83.695824 -65.109664))	SPoCA_v1.0_CH_0000008641
CH	2013-03-01T02:16:19	POINT(116.52 337.263)	POLYGON((-10.5 164.7,242.7 164.7,242.7 460.5,-10.5 460.5,-10.5 164.7))	POLYGON((-10.5 386.7,-9.9 387.3,39.3 451.5,141.9 455.7,174.9 400.5,173.7 343.5,223.5 315.9,210.3 282.9,241.5 192.9,201.9 164.7,207.3 201.3,168.9 242.1,39.9 269.7,18.3 315.9,66.3 335.1,74.1 363.3,51.3 384.3,-8.7 375.3,-10.5 386.7))	POINT(7.064886 13.123527)	POLYGON((-0.618895 2.526551,14.463002 2.758937,15.541817 21.326757,-0.662804 21.043219,-0.618895 2.526551))	POLYGON((-0.644088 16.206409,-0.607401 16.24491,2.471716 20.448921,8.980726 20.816914,10.852325 17.232811,10.586114 13.587491,13.582816 11.940545,12.675602 9.868565,14.417639 4.448268,11.990323 2.686394,12.348428 4.892025,10.080343 7.304295,2.378951 8.881124,1.100839 11.730873,4.010076 12.948697,4.517651 14.734629,3.146076 16.063355,-0.531729 15.475875,-0.644088 16.206409))	SPoCA_v1.0_CH_0000008617
CH	2013-03-01T02:16:19	POINT(564.386 134.882)	POLYGON((426.9 -47.7,654.9 -47.7,654.9 367.5,426.9 367.5,426.9 -47.7))	POLYGON((426.9 45.3,427.5 45.9,484.5 42.9,564.3 129.9,571.5 307.5,560.7 347.7,638.7 362.7,623.1 315.9,654.9 282.3,613.5 243.9,623.7 96.3,595.5 51.9,581.1 -18.9,539.1 -47.7,500.7 -1.5,431.7 12.3,426.9 45.3))	POINT(35.515765 2.1100258)	POLYGON((26.40719 -9.287953,42.896534 -8.125035,44.886783 17.193706,27.152923 15.817397,26.40719 -9.287953))	POLYGON((26.096977 -3.816034,26.135253 -3.778475,29.951666 -3.72975,35.502067 1.811796,37.072528 12.728505,36.721057 15.227673,43.357345 16.745902,41.281311 13.602363,43.499296 11.706353,39.729024 9.018427,39.916695 0.155635,37.823416 -2.644154,37.018909 -6.892108,34.129181 -8.804611,31.197669 -6.272343,26.493265 -5.741951,26.096977 -3.816034))	SPoCA_v1.0_CH_0000008609
CH	2013-03-01T07:44:31	POINT(579.209 -763.04)	POLYGON((543.3 -785.7,618.9 -785.7,618.9 -742.5,543.3 -742.5,543.3 -785.7))	POLYGON((543.3 -785.1,543.9 -784.5,556.5 -764.1,615.9 -745.5,543.3 -785.1))	POINT(85.09415 -53.141591)	POLYGON((83.28098 -55.638002,81.353868 -51.252207,87.293254 -50.240655,68.755811 -53.05872,83.28098 -55.638002))	POLYGON((82.97128 -55.613019,82.87969 -55.562075,78.075653 -54.078278,86.62851 -50.440655,82.97128 -55.613019))	SPoCA_v1.0_CH_0000008521
CH	2013-03-01T07:44:31	POINT(-562.725 679.408)	POLYGON((-726.9 545.7,-397.5 545.7,-397.5 881.1,-726.9 881.1,-726.9 545.7))	POLYGON((-726.9 636.3,-726.3 636.9,-570.9 780.9,-399.3 881.1,-486.9 807.3,-512.1 719.7,-474.9 698.7,-466.5 669.9,-419.1 669.3,-413.7 641.1,-456.3 635.1,-487.5 610.5,-519.9 621.9,-543.9 558.9,-575.7 545.7,-623.7 623.7,-699.3 645.3,-726.9 636.3))	POINT(-49.162667 39.959378)	POLYGON((-60.887712 30.941702,-27.549411 27.819952,-66.260556 63.369131,-80.926804 49.876696,-60.887712 30.941702))	POLYGON((-78.157447 39.94868,-78.083448 39.986823,-75.336609 52.469659,-67.982841 63.60073,-56.202413 52.819471,-46.32209 43.138542,-40.191847 40.704563,-37.602345 38.055289,-33.019784 37.630836,-31.433374 35.241651,-35.02216 35.045489,-36.909199 33.295629,-40.5111 34.48585,-40.16297 29.735664,-42.678742 29.010339,-52.43656 35.820548,-69.279853 39.528212,-78.157447 39.94868))	SPoCA_v1.0_CH_0000008598
